1	Später	spät	A	ADJD	_|	3	adv	_	_
4	ein	eine	A	ART	Indef|_|_|Sg	7	det	_	_
5	'	'	$	$(	_	0	root	_	_
6	ordentlichen	ordentlich	A	ADJA	Pos|_|_|_|_|	7	attr	_	_
7	Rausch	Rausch	N	NN	_|_|Sg	2	obja	_	_
8	g	g	N	NN	_|_|Sg	7	app	_	_
9	'	'	$	$(	_	0	root	_	_
10	habt	haben	V	VAFIN	2|Pl|Pres|Ind	0	root	_	_
11	haben	haben	V	VAINF	_	0	root	_	_
12	,	,	$	$,	_	0	root	_	_
13	daß	daß	K	KOUS	_	16	konj	_	_
14	dich	du	P	PPER	2|Sg|_|Acc	16	obja	804	804
15	nimmer	nimmer	A	ADV	_	16	adv	_	_
16	erinnerst	erinnern	V	VVFIN	2|Sg|Pres|_	0	root	_	_
17	.	.	$	$.	_	0	root	_	_

1	Graf	Graf	N	NE	_|_|Sg	0	root	648	648
2	So	so	A	ADV	_	1	adv	648	648
3	...	...	$	$.	_	0	root	_	_
4	-	-	$	$(	_	0	root	_	_
5	Und	und	K	KON	_	0	root	_	_
6	doch	doch	A	ADV	_	5	cj	_	_
7	...	...	$	$.	_	0	root	_	_
8	es	es	P	PPER	3|Sg|Neut|Nom	9	subj	_	_
9	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
10	eine	eine	A	ART	Indef|Fem|Nom|Sg	12	det	_	_
11	entfernte	entfernt	A	ADJA	Pos|Fem|Nom|Sg|_|	12	attr	_	_
12	Ähnlichkeit	Ähnlichkeit	N	NN	Fem|Nom|Sg	9	pred	_	_
13	...	...	$	$.	_	0	root	_	_
14	Servus	Servus	F	FM	_	0	root	_	_
15	...	...	$	$.	_	0	root	_	_
16	Lauscht	lauschen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
17	Was	was	P	PWS	Neut|Nom|Sg	18	subj	_	_
18	ist	sein	V	VAFIN	3|Sg|Pres|Ind	16	subjc	_	_
19	denn	denn	A	ADV	_	18	adv	_	_
20	los	los	P	PTKVZ	_	18	avz	_	_
21	?	?	$	$.	_	0	root	_	_

1	Dirne	Dirne	N	NN	Fem|_|Sg	0	root	7	7
2	Das	die	A	ART	Def|Neut|Nom|Sg	3	det	_	_
3	Stubenmäd	Stubenmäd	N	NN	Neut|Nom|Sg	6	subj	_	_
4	'	'	$	$(	_	0	root	_	_
5	l	l	N	NE	Neut|Nom|Sg	3	app	_	_
6	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
7	schon	schon	A	ADV	_	6	adv	_	_
8	auf	auf	P	PTKVZ	_	6	avz	_	_
9	.	.	$	$.	_	0	root	_	_

1	Geh	Geh	N	NE	_	0	root	5	5
2	,	,	$	$,	_	0	root	_	_
3	gib	geben	V	VVIMP	Sg	0	root	_	_
4	ihr	ihre	A	PPOSAT	_|_|Sg	0	root	5	5
5	was	was	P	PRELS	Neut|_|Sg	0	root	_	_
6	beim	bei	P	APPRART	Dat	0	root	_	_
7	Hinausgehn	Hinausgehn	N	NN	_|Dat|_	6	pn	_	_
8	.	.	$	$.	_	0	root	_	_

1	Das	die	A	ART	Def|Neut|Nom|Sg	2	det	_	_
2	Tor	Tor	N	NN	Neut|Nom|Sg	3	subj	_	_
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	auch	auch	A	ADV	_	3	adv	_	_
5	offen	offen	A	ADJD	Pos|	3	pred	_	_
6	,	,	$	$,	_	0	root	_	_
7	ersparst	ersparen	V	VVFIN	2|Sg|Pres|Ind	3	kon	_	_
8	den	die	A	ART	Def|Masc|Acc|Sg	9	det	_	_
9	Hausmeister	Hausmeister	N	NN	Masc|Acc|Sg	7	obja	_	_
10	.	.	$	$.	_	0	root	_	_

1	Graf	Graf	N	NE	_|_|_	0	root	_	_
2	Ja	Ja	N	NN	_|_|_	1	app	_	_
3	.	.	$	$.	_	0	root	_	_

1	Im	in	P	APPRART	Dat	0	root	_	_
2	Vorzimmer	Vorzimmer	N	NN	Neut|Dat|Sg	1	pn	805	805
3	Also	also	A	ADV	_	2	adv	805	805
4	...	...	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
2	wär	wär	V	VAFIN	3|Sg|_|_	0	root	_	_
3	'	'	$	$(	_	0	root	_	_
4	doch	doch	A	ADV	_	6	adv	_	_
5	schön	schön	A	ADJD	Pos|	6	pred	_	_
6	gewesen	sein	V	VAPP	_	2	aux	_	_
7	,	,	$	$,	_	0	root	_	_
8	wenn	wenn	K	KOUS	_	16	konj	_	_
9	ich	ich	P	PPER	1|Sg|_|Nom	16	subj	806	806
10	sie	sie	P	PPER	3|_|_|_	16	obja	805	805
11	nur	nur	A	ADV	_	16	adv	_	_
12	auf	auf	P	APPR	Acc	16	pp	_	_
13	die	die	A	ART	Def|Neut|Acc|Pl	14	det	374	374
14	Augen	Auge	N	NN	Neut|Acc|Pl	12	pn	374	374
15	geküßt	geküßt	A	ADJD	_	16	adv	_	_
16	hätt	hätt	V	VVFIN	1|Sg|_|_	2	neb	_	_
17	'	'	$	$(	_	0	root	_	_
18	.	.	$	$.	_	0	root	_	_

