1	Wär	Wär	N	NE	_	0	root	844	844
21	rief	rufen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
22	Olivo	Olivo	N	NE	_|Nom|Sg	21	subj	44	44
23	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Von	von	P	APPR	Dat	5	pp	_	_
3	uns	wir	P	PPER	1|Pl|_|Dat	2	pn	_	_
4	allen	alle	P	PIS	_|Dat|Pl	3	app	_	_
5	haben	haben	V	VAFIN	3|Pl|Pres|_	0	root	_	_
6	Sie	sie	P	PPER	3|Pl|_|Nom	5	subj	851	851
7	das	die	A	ART	Def|Neut|_|Sg	8	det	856	856
8	Wort	Wort	N	NN	Neut|_|Sg	5	obja	856	856
9	,	,	$	$,	_	0	root	856	856
10	daß	daß	K	KOUS	_	15	konj	856	856
11	keine	keine	A	PIAT	Fem|Nom|Sg	12	det	856	856
12	Seele	Seele	N	NN	Fem|Nom|Sg	15	subj	856	856
13	jemals	jemals	A	ADV	_	14	adv	856	856
14	erfahren	erfahren	V	VVPP	_	15	aux	856	856
15	wird	werden	V	VAFIN	3|Sg|Pres|Ind	8	objc	856	856
16	,	,	$	$,	_	0	root	856	856
17	was	was	P	PRELS	Neut|Nom|Sg	21	subj	856	856
18	soeben	soeben	A	ADV	_	20	adv	_	_
19	hier	hier	A	ADV	_	20	adv	_	_
20	vorgegangen	vorgehen	V	VVPP	_	21	aux	_	_
21	ist	sein	V	VAFIN	3|Sg|Pres|Ind	8	rel	_	_
22	.	.	$	$.	_	0	root	_	_
23	«	«	$	$(	_	0	root	_	_
24	-	-	$	$(	_	0	root	_	_
25	»	»	$	$(	_	0	root	_	_
26	Und	und	K	KON	_	0	root	_	_
27	was	was	P	PWS	Neut|_|Sg	26	cj	_	_
28	auch	auch	A	ADV	_	31	adv	_	_
29	Herr	Herr	N	NN	Masc|Nom|Sg	33	subj	126	126
30	Lorenzi	Lorenzi	N	NE	Masc|Nom|Sg	29	app	126	126
31	begangen	begehen	V	VVPP	_	32	aux	_	_
32	haben	haben	V	VAINF	_	33	aux	_	_
33	mag	mögen	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
34	«	«	$	$(	_	0	root	_	_
35	,	,	$	$,	_	0	root	_	_
36	sagte	sagen	V	VVFIN	3|Sg|Past|_	33	par	_	_
37	Casanova	Casanova	N	NN	Masc|Nom|Sg	36	subj	11	11
38	,	,	$	$,	_	0	root	_	_
39	»	»	$	$(	_	0	root	_	_
40	Sie	sie	P	PPER	3|_|_|_	31	obja	326	326
41	,	,	$	$,	_	0	root	326	326
42	Herr	Herr	N	NN	Masc|_|Sg	40	app	326	326
43	Marchese	Marchese	N	NE	Masc|_|Sg	42	app	326	326
44	,	,	$	$,	_	0	root	_	_
45	sind	sein	V	VAFIN	_|Pl|Pres|Ind	0	root	_	_
46	der	die	A	ART	Def|Masc|Nom|Sg	48	det	_	_
47	größte	groß	A	ADJA	Sup|Masc|Nom|Sg|Wk|	48	attr	_	_
48	Schuft	Schuft	N	NN	Masc|Nom|Sg	45	pred	_	_
49	.	.	$	$.	_	0	root	_	_
50	«	«	$	$(	_	0	root	_	_
51	-	-	$	$(	_	0	root	_	_
52	»	»	$	$(	_	0	root	_	_
53	Das	die	P	PDS	Neut|Nom|Sg	54	subj	_	_
54	will	wollen	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
55	ich	ich	P	PPER	1|Sg|_|Nom	0	root	126	126
56	hoffen	hoffen	V	VVINF	_	0	root	_	_
57	«	«	$	$(	_	0	root	_	_
58	,	,	$	$,	_	0	root	_	_
59	erwiderte	erwidern	V	VVFIN	3|Sg|Past|_	0	root	_	_
60	der	die	A	ART	Def|Masc|Nom|Sg	61	det	332	332
61	Marchese	Marchese	N	NN	Masc|Nom|Sg	59	subj	332	332
62	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Wenn	wenn	K	KOUS	_	7	konj	_	_
3	man	man	P	PIS	_|Nom|Sg	7	subj	_	_
4	einmal	einmal	A	ADV	_	7	adv	_	_
5	so	so	A	ADV	_	6	adv	_	_
6	alt	alt	A	ADJD	Pos|	7	pred	_	_
7	ist	sein	V	VAFIN	3|Sg|Pres|Ind	16	neb	_	_
8	wie	wie	K	KOKOM	_	7	kom	_	_
9	unsereiner	unsereiner	F	FM	Masc|_|Sg	8	cj	_	_
10	,	,	$	$,	_	0	root	_	_
11	Herr	Herr	N	NN	Masc|_|Sg	9	app	_	_
12	Chevalier	Chevalier	N	NE	Masc|_|Sg	11	app	_	_
13	von	von	P	APPR	_	11	pp	_	_
14	Seingalt	Seingalt	N	NE	_|_|_	13	pn	69	69
15	,	,	$	$,	_	0	root	_	_
16	darf	dürfen	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
17	man	man	P	PIS	_|Nom|Sg	16	subj	_	_
18	sich	sie	P	PRF	3|_|_	26	obja	_	_
19	wenigstens	wenigstens	A	ADV	_	26	adv	_	_
20	in	in	P	APPR	Dat	26	pp	_	_
21	der	die	A	ART	Def|Fem|Dat|Sg	22	det	_	_
22	Schurkerei	Schurkerei	N	NN	Fem|Dat|Sg	20	pn	_	_
23	von	von	P	APPR	Dat	26	pp	_	_
24	niemandem	niemand	P	PIS	_|Dat|Sg	23	pn	_	_
25	andern	andere	P	PIS	_|Dat|_	24	app	_	_
26	übertreffen	übertreffen	V	VVINF	_	27	obji	_	_
27	lassen	lassen	V	VVINF	_	16	aux	_	_
28	.	.	$	$.	_	0	root	_	_

1	Guten	gut	A	ADJA	Pos|Masc|Acc|Sg|_|	2	attr	_	_
2	Abend	Abend	N	NN	Masc|Acc|Sg	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	meine	meine	A	PPOSAT	Masc|Acc|Pl	5	det	855	855
5	Herren	Herr	N	NN	Masc|Acc|Pl	2	app	_	_
6	.	.	$	$.	_	0	root	_	_
7	«	«	$	$(	_	0	root	_	_
8	Er	er	P	PPER	3|Sg|Masc|Nom	9	subj	332	332
9	stand	stehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
10	auf	auf	P	PTKVZ	_	9	avz	_	_
11	,	,	$	$,	_	0	root	_	_
12	niemand	niemand	P	PIS	_|Nom|Sg	13	subj	_	_
13	erwiderte	erwidern	V	VVFIN	3|Sg|Past|_	9	kon	_	_
14	seinen	seine	A	PPOSAT	Masc|_|Sg	15	det	332	332
15	Gruß	Gruß	N	NN	Masc|_|Sg	13	obja	1127	1127
16	,	,	$	$,	_	0	root	_	_
17	und	und	K	KON	_	13	kon	_	_
18	er	er	P	PPER	3|Sg|Masc|Nom	19	subj	332	332
19	ging	gehen	V	VVFIN	3|Sg|Past|Ind	17	cj	_	_
20	.	.	$	$.	_	0	root	_	_

1	Für	für	P	APPR	Acc	5	pp	_	_
2	eine	eine	A	ART	Indef|Fem|Acc|Sg	4	det	_	_
3	kurze	kurz	A	ADJA	Pos|Fem|Acc|Sg|_|	4	attr	_	_
4	Weile	Weile	N	NN	Fem|Acc|Sg	1	pn	_	_
5	ward	ward	V	VAFIN	3|Sg|_|_	0	root	_	_
6	es	es	P	PPER	3|Sg|Neut|Nom	5	subj	_	_
7	so	so	A	ADV	_	8	adv	_	_
8	still	still	A	ADJD	Pos|	5	adv	_	_
9	,	,	$	$,	_	0	root	_	_
10	daß	daß	K	KOUS	_	24	konj	_	_
11	wieder	wieder	A	ADV	_	24	adv	_	_
12	das	die	A	ART	Def|Neut|Nom|Sg	13	det	_	_
13	Lachen	Lache	N	NN	Neut|Nom|Sg	24	subj	_	_
14	der	die	A	ART	Def|Neut|Gen|Pl	15	det	_	_
15	Kinder	Kind	N	NN	Neut|Gen|Pl	13	gmod	_	_
16	vom	von	P	APPRART	Dat	15	pp	_	_
17	Garten	Garten	N	NN	Masc|Dat|Sg	16	pn	121	121
18	her	her	A	APZR	_	16	part	_	_
19	wie	wie	K	KOKOM	_	24	kom	_	_
20	in	in	P	APPR	Dat	19	cj	_	_
21	übertriebener	übertrieben	A	ADJA	Pos|Fem|Dat|Sg|St|	22	attr	_	_
22	Lautheit	Lautheit	N	NN	Fem|Dat|Sg	20	pn	_	_
23	vernehmlich	vernehmlich	A	ADJD	Pos|	24	pred	_	_
24	wurde	werden	V	VAFIN	3|Sg|Past|Ind	5	objc	_	_
25	.	.	$	$.	_	0	root	_	_

1	Wer	wer	P	PWS	_|Nom|Sg	2	subj	_	_
2	hätte	haben	V	VAFIN	3|Sg|Past|Subj	0	root	_	_
3	auch	auch	A	ADV	_	8	adv	_	_
4	das	die	A	ART	Def|Neut|_|Sg	5	det	420	420
5	Wort	Wort	N	NN	Neut|_|Sg	7	obja	420	420
6	zu	zu	P	PTKZU	_	7	part	_	_
7	finden	finden	V	VVINF	_	8	obji	_	_
8	vermocht	vermögen	V	VVPP	_	2	aux	_	_
9	,	,	$	$,	_	0	root	_	_
10	das	die	P	PRELS	Neut|Nom|Sg	17	subj	420	420
11	jetzt	jetzt	A	ADV	_	16	adv	_	_
12	bis	bis	P	APPR	Acc	16	pp	_	_
13	in	in	P	APPR	_	12	pp	_	_
14	Lorenzis	Lorenzis	N	NE	Masc|Gen|Sg	15	gmod	836	836
15	Seele	Seele	N	NN	Fem|_|Sg	13	pn	836	836
16	gedrungen	dringen	V	VVPP	_	17	aux	836	836
17	wäre	sein	V	VAFIN	3|Sg|Past|Subj	0	root	836	836
18	,	,	$	$,	_	0	root	836	836
19	der	die	P	PRELS	Masc|Nom|Sg	28	subj	836	836
20	noch	noch	A	ADV	_	28	adv	_	_
21	immer	immer	A	ADV	_	28	adv	_	_
22	mit	mit	P	APPR	Dat	28	pp	_	_
23	über	über	P	APPR	Dat	26	pp	_	_
24	dem	die	A	ART	Def|Masc|Dat|Sg	25	det	369	369
25	Tisch	Tisch	N	NN	Masc|Dat|Sg	23	pn	369	369
26	erhobenem	erhoben	A	ADJA	Pos|Masc|Dat|Sg|St|	27	attr	_	_
27	Arm	Arm	N	NN	Masc|Dat|Sg	22	pn	_	_
28	dastand	dastehen	V	VVFIN	3|Sg|Past|Ind	14	rel	_	_
29	wie	wie	K	KOKOM	_	28	kom	_	_
30	vorher	vorher	A	ADV	_	29	cj	_	_
31	?	?	$	$.	_	0	root	_	_

1	Casanova	Casanova	N	NN	Masc|_|Sg	12	vok	45	45
2	,	,	$	$,	_	0	root	45	45
3	der	die	P	PRELS	Masc|Nom|Sg	10	subj	45	45
4	als	als	K	KOKOM	_	10	kom	_	_
5	einziger	einzig	A	ADJA	Pos|_|_|_|St|	4	cj	_	_
6	auf	auf	P	APPR	Dat	10	pp	_	_
7	seinem	seine	A	PPOSAT	Masc|Dat|Sg	8	det	45	45
8	Platz	Platz	N	NN	Masc|Dat|Sg	6	pn	_	_
9	sitzengeblieben	sitzengeblieben	A	ADJD	Pos|	10	pred	_	_
10	war	sein	V	VAFIN	3|Sg|Past|Ind	1	rel	_	_
11	,	,	$	$,	_	0	root	_	_
12	fand	finden	V	VVFIN	3|Sg|Past|Ind	24	neb	_	_
13	ein	eine	A	ART	Indef|Neut|Nom|Sg	16	det	_	_
14	unwillkürliches	unwillkürlich	A	ADJA	Pos|Neut|Nom|Sg|St|	16	attr	_	_
15	künstlerisches	künstlerisch	A	ADJA	Pos|Neut|Nom|Sg|St|	16	attr	_	_
16	Gefallen	Gefallen	N	NN	Neut|Nom|Sg	12	subj	_	_
17	an	an	P	APPR	Dat	12	pp	_	_
18	dieser	diese	A	PDAT	Fem|Dat|Sg	17	pn	_	_
19	zwar	zwar	A	ADV	_	12	adv	_	_
20	sinnlos	sinnlos	A	ADJD	Pos|	12	pred	_	_
21	gewordenen	geworden	A	ADJA	Pos|_|_|_|_|	12	obja	_	_
22	,	,	$	$,	_	0	root	_	_
23	gleichsam	gleichsam	A	ADJD	_	24	adv	_	_
24	versteinerten	versteinern	V	VVFIN	_|Pl|Past|_	0	root	_	_
25	,	,	$	$,	_	0	root	_	_
26	aber	aber	K	KON	_	0	root	_	_
27	drohend-edlen	drohend-edel	A	ADJA	Pos|_|_|Sg|Wk|	28	attr	857	857
28	Geste	Gest	N	NN	Fem|_|Sg	26	cj	857	857
29	,	,	$	$,	_	0	root	857	857
30	die	die	P	PRELS	Fem|Nom|Sg	39	subj	857	857
31	den	die	A	ART	Def|Masc|Acc|Sg	33	det	_	_
32	ganzen	ganz	A	ADJA	Pos|Masc|Acc|Sg|_|	33	attr	_	_
33	Jüngling	Jüngling	N	NN	Masc|Acc|Sg	39	obja	_	_
34	in	in	P	APPR	Acc	38	pp	_	_
35	ein	eine	A	ART	Indef|Neut|Acc|Sg	36	det	_	_
36	Standbild	Standbild	N	NN	Neut|Acc|Sg	34	pn	_	_
37	zu	zu	P	PTKZU	_	38	part	_	_
38	verwandeln	verwandeln	V	VVINF	_	39	obji	_	_
39	schien	scheinen	V	VVFIN	3|Sg|Past|Ind	28	rel	_	_
40	.	.	$	$.	_	0	root	_	_

1	Endlich	endlich	A	ADJD	Pos|	2	adv	_	_
2	wandte	wandte	V	VVFIN	_	0	root	_	_
3	sich	sie	P	PRF	3|_|Dat	2	objd	_	_
4	Olivo	Olivo	N	NE	_	2	obja	44	44
5	an	an	P	APPR	Acc	2	pp	_	_
6	ihn	er	P	PPER	3|Sg|Masc|Acc	5	pn	45	45
7	wie	wie	K	KOKOM	_	2	kom	_	_
8	mit	mit	P	APPR	Dat	7	cj	_	_
9	einer	eine	A	ART	Indef|Fem|Dat|Sg	10	det	_	_
10	Gebärde	Gebärde	N	NN	Fem|Dat|Sg	8	pn	_	_
11	der	die	A	ART	Def|Fem|Gen|Sg	12	det	_	_
12	Beschwichtigung	Beschwichtigung	N	NN	Fem|Gen|Sg	10	gmod	_	_
13	,	,	$	$,	_	0	root	_	_
14	auch	auch	A	ADV	_	16	adv	_	_
15	die	die	A	ART	Def|_|Nom|Pl	16	det	_	_
16	Ricardis	Ricardis	N	NN	_|Nom|Pl	17	subj	_	_
17	näherten	nähern	V	VVFIN	3|Pl|Past|_	2	kon	_	_
18	sich	sie	P	PRF	3|_|_	17	obja	_	_
19	,	,	$	$,	_	0	root	_	_
20	und	und	K	KON	_	17	kon	_	_
21	der	die	A	ART	Def|Masc|Nom|Sg	22	det	178	178
22	Abbate	Abbate	N	NN	Masc|Nom|Sg	23	subj	178	178
23	schien	scheinen	V	VVFIN	3|Sg|Past|Ind	20	cj	_	_
24	sich	sie	P	PRF	3|_|_	28	obja	_	_
25	zu	zu	P	APPR	Dat	28	objp	_	_
26	einer	eine	A	ART	Indef|Fem|Dat|Sg	27	det	_	_
27	Anrede	Anrede	N	NN	Fem|Dat|Sg	25	pn	_	_
28	entschließen	entschließen	V	VVINF	_	30	aux	_	_
29	zu	zu	P	PTKZU	_	30	part	_	_
30	wollen	wollen	V	VMINF	_	23	obji	_	_
31	;	;	$	$.	_	0	root	_	_
32	da	da	A	ADV	_	33	adv	_	_
33	fuhr	fahren	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
34	es	es	P	PPER	3|Sg|Neut|Nom	33	subj	_	_
35	durch	durch	P	APPR	Acc	33	pp	_	_
36	Lorenzis	Lorenzis	N	NE	_|Acc|_	35	pn	836	836
37	Glieder	Glied	N	NN	Neut|_|Pl	33	obja	1138	1138
38	wie	wie	K	KOKOM	_	33	kom	_	_
39	ein	eine	A	ART	Indef|Neut|_|Sg	41	det	_	_
40	kurzes	kurz	A	ADJA	Pos|Neut|_|Sg|St|	41	attr	_	_
41	Beben	Beben	N	NN	Neut|_|Sg	38	cj	_	_
42	;	;	$	$.	_	0	root	_	_
43	eine	eine	A	ART	Indef|Fem|Nom|Sg	46	det	860	860
44	gebieterisch	gebieterisch	A	ADJD	Pos|	45	adv	860	860
45	unwillige	unwillig	A	ADJA	Pos|Fem|Nom|Sg|_|	46	attr	860	860
46	Bewegung	Bewegung	N	NN	Fem|Nom|Sg	47	subj	860	860
47	wehrte	wehren	V	VVFIN	3|Sg|Past|_	0	root	_	_
48	jeden	jede	A	PIDAT	Masc|_|Sg	49	det	_	_
49	Versuch	Versuch	N	NN	Masc|_|Sg	47	obja	_	_
50	einer	eine	A	ART	Indef|Fem|Gen|Sg	51	det	_	_
51	Einmischung	Einmischung	N	NN	Fem|Gen|Sg	49	gmod	_	_
52	ab	ab	P	PTKVZ	_	47	avz	_	_
53	,	,	$	$,	_	0	root	_	_
54	und	und	K	KON	_	47	kon	_	_
55	mit	mit	P	APPR	Dat	61	pp	_	_
56	einem	eine	A	ART	Indef|Neut|Dat|Sg	58	det	_	_
57	höflichen	höflich	A	ADJA	Pos|Neut|Dat|Sg|Wk|	58	attr	_	_
58	Neigen	Neige	N	NN	Neut|Dat|Sg	55	pn	_	_
59	des	die	A	ART	Def|Masc|Gen|Sg	60	det	207	207
60	Kopfes	Kopf	N	NN	Masc|Gen|Sg	58	gmod	207	207
61	verließ	verlassen	V	VVFIN	3|Sg|Past|Ind	54	cj	_	_
62	er	er	P	PPER	3|Sg|Masc|Nom	61	subj	178	178
63	ohne	ohne	P	APPR	Acc	61	pp	_	_
64	Hast	Hast	N	NN	Fem|Acc|Sg	63	pn	_	_
65	den	die	A	ART	Def|Masc|Acc|Sg	66	det	448	448
66	Raum	Raum	N	NN	Masc|Acc|Sg	61	obja	448	448
67	.	.	$	$.	_	0	root	_	_

1	Im	in	P	APPRART	Dat	4	pp	_	_
2	selben	selben	A	ADJA	_|Masc|Dat|Sg|_	3	attr	_	_
3	Augenblick	Augenblick	N	NN	Masc|Dat|Sg	1	pn	_	_
4	erhob	erheben	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
5	sich	sie	P	PRF	3|_|_	4	obja	_	_
6	Casanova	Casanova	N	NN	Masc|Nom|Sg	4	subj	11	11
7	,	,	$	$,	_	0	root	_	_
8	der	die	P	PRELS	_|_|Sg	0	root	11	11
9	indes	indes	A	ADV	_	11	adv	_	_
10	das	die	A	ART	Def|Neut|_|Sg	11	det	_	_
11	Gold	Gold	N	NN	Neut|_|Sg	0	root	_	_
12	,	,	$	$,	_	0	root	_	_
13	das	die	A	ART	Def|Neut|_|Sg	0	root	_	_
14	vor	vor	P	APPR	Dat	16	pp	_	_
15	ihm	er	P	PPER	3|Sg|_|Dat	14	pn	11	11
16	lag	liegen	V	VVFIN	_|Sg|Past|Ind	0	root	_	_
17	,	,	$	$,	_	0	root	_	_
18	in	in	P	APPR	Acc	21	pp	_	_
19	ein	eine	A	ART	Indef|Neut|Acc|Sg	20	det	_	_
20	Seidentuch	Seidentuch	N	NN	Neut|Acc|Sg	18	pn	_	_
21	zusammengerafft	zusammenraffen	V	VVPP	_	22	aux	_	_
22	hatte	haben	V	VAFIN	_|Sg|Past|Ind	16	kon	_	_
23	,	,	$	$,	_	0	root	_	_
24	und	und	K	KON	_	22	kon	_	_
25	folgte	folgen	V	VVFIN	_|Sg|Past|_	24	cj	_	_
26	ihm	er	P	PPER	3|Sg|_|Dat	25	objd	11	11
27	auf	auf	P	APPR	Dat	25	pp	_	_
28	dem	die	A	ART	Def|Masc|Dat|Sg	29	det	858	858
29	Fuß	Fuß	N	NN	Masc|Dat|Sg	27	pn	858	858
30	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	858	858
2	fühlte	fühlen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	ohne	ohne	K	KOUI	_	0	root	_	_
5	die	die	A	ART	Def|Fem|_|Pl	6	det	859	859
6	Mienen	Miene	N	NN	Fem|_|Pl	0	root	859	859
7	der	die	A	ART	Def|_|_|_	8	det	859	859
8	andern	andern	A	ADJA	_|_|_	6	gmod	859	859
9	zu	zu	P	PTKZU	_	10	part	_	_
10	sehen	sehen	V	VVINF	_	0	root	_	_
11	,	,	$	$,	_	0	root	_	_
12	daß	daß	K	KOUS	_	17	konj	_	_
13	sie	sie	P	PPER	3|Pl|_|Nom	17	subj	859	859
14	alle	alle	P	PIS	_|Nom|_	13	app	_	_
15	der	die	A	ART	Def|Fem|Gen|Sg	16	det	1027	1027
16	Meinung	Meinung	N	NN	Fem|Gen|Sg	14	gmod	1027	1027
17	waren	sein	V	VAFIN	3|Pl|Past|Ind	10	objc	_	_
18	,	,	$	$,	_	0	root	_	_
19	er	er	P	PPER	3|Sg|Masc|Nom	20	subj	858	858
20	beeile	beeilen	V	VVFIN	3|Sg|Pres|Subj	17	kon	_	_
21	sich	sie	P	PRF	3|_|_	20	obja	_	_
22	nun	nun	A	ADV	_	20	adv	_	_
23	,	,	$	$,	_	0	root	_	_
24	dasjenige	diejenige	P	PDS	Neut|_|Sg	26	obja	_	_
25	zu	zu	P	PTKZU	_	26	part	_	_
26	tun	tun	V	VVINF	_	22	obji	_	_
27	,	,	$	$,	_	0	root	_	_
28	was	was	P	PRELS	Neut|_|Sg	36	obja	_	_
29	sie	sie	P	PPER	3|Sg|Fem|Nom	36	subj	860	860
30	die	die	A	ART	Def|Fem|_|Sg	32	det	_	_
31	ganze	ganz	A	ADJA	Pos|Fem|_|Sg|_|	32	attr	_	_
32	Zeit	Zeit	N	NN	Fem|_|Sg	36	zeit	_	_
33	über	über	P	APPR	_	32	pp	_	_
34	von	von	P	APPR	Dat	33	pp	_	_
35	ihm	er	P	PPER	3|Sg|_|Dat	34	pn	858	858
36	erwartet	erwarten	V	VVFIN	3|Sg|Pres|Ind	24	rel	_	_
37	,	,	$	$,	_	0	root	_	_
38	und	und	K	KON	_	20	kon	_	_
39	werde	werden	V	VAFIN	3|Sg|Pres|Subj	38	cj	_	_
40	Lorenzi	Lorenzi	N	NE	_|Nom|Sg	39	subj	126	126
41	die	die	A	ART	Def|Fem|_|Sg	43	det	_	_
42	gewonnene	gewonnen	A	ADJA	Pos|Fem|_|Sg|_|	43	attr	_	_
43	Geldsumme	Geldsumme	N	NN	Fem|_|Sg	46	obja	_	_
44	zur	zu	P	APPRART	Dat	46	pp	_	_
45	Verfügung	Verfügung	N	NN	Fem|Dat|Sg	44	pn	752	752
46	stellen	stellen	V	VVINF	_	39	aux	_	_
47	.	.	$	$.	_	0	root	_	_

1	In	in	P	APPR	Dat	12	pp	_	_
2	der	die	A	ART	Def|Fem|Dat|Sg	3	det	861	861
3	Kastanienallee	Kastanienallee	N	NN	Fem|Dat|Sg	1	pn	861	861
4	,	,	$	$,	_	0	root	861	861
5	die	die	P	PRELS	Fem|Nom|Sg	10	subj	861	861
6	vom	von	P	APPRART	Dat	10	pp	_	_
7	Hause	Haus	N	NN	Neut|Dat|Sg	6	pn	56	56
8	zum	zu	P	APPRART	Dat	6	kon	_	_
9	Tore	Tor	N	NN	Neut|Dat|Sg	8	pn	862	862
10	führte	führen	V	VVFIN	3|Sg|Past|_	3	rel	_	_
11	,	,	$	$,	_	0	root	_	_
12	holte	holen	V	VVFIN	3|Sg|Past|_	0	root	_	_
13	er	er	P	PPER	3|Sg|Masc|Nom	12	subj	9	9
14	Lorenzi	Lorenzi	N	NE	_	12	obja	126	126
15	ein	ein	P	PTKVZ	_	12	avz	_	_
16	und	und	K	KON	_	12	kon	_	_
17	sagte	sagen	V	VVFIN	_|Sg|Past|_	16	cj	_	_
18	in	in	P	APPR	Dat	17	pp	_	_
19	leichtem	leicht	A	ADJA	Pos|Masc|Dat|Sg|St|	20	attr	_	_
20	Tone	Ton	N	NN	Masc|Dat|Sg	18	pn	_	_
21	:	\:	$	$.	_	0	root	_	_
22	»	»	$	$(	_	0	root	_	_
23	Würden	werden	V	VAFIN	3|Pl|Past|Subj	0	root	_	_
24	Sie	sie	P	PPER	3|Pl|_|Nom	23	subj	859	859
25	mir	ich	P	PPER	1|Sg|_|Dat	26	objd	9	9
26	erlauben	erlauben	V	VVINF	_	23	aux	_	_
27	,	,	$	$,	_	0	root	_	_
28	Herr	Herr	N	NN	Masc|_|Sg	23	vok	126	126
29	Leutnant	Leutnant	N	NE	Masc|_|Sg	28	app	126	126
30	Lorenzi	Lorenzi	N	NE	Masc|_|Sg	29	app	126	126
31	,	,	$	$,	_	0	root	_	_
32	mich	ich	P	PPER	1|Sg|_|Acc	35	obja	9	9
33	Ihrem	ihre	A	PPOSAT	Masc|Dat|Sg	34	det	859	859
34	Spaziergang	Spaziergang	N	NN	Masc|Dat|Sg	35	objd	_	_
35	anzuschließen	anschließen	V	VVIZU	_	28	obji	_	_
36	?	?	$	$.	_	0	root	_	_
37	«	«	$	$(	_	0	root	_	_
38	Lorenzi	Lorenzi	N	NE	_	0	root	126	126
39	,	,	$	$,	_	0	root	126	126
40	ohne	ohne	K	KOUI	_	42	konj	126	126
41	ihn	er	P	PPER	3|Sg|Masc|Acc	42	obja	9	9
42	anzusehen	ansehen	V	VVIZU	_	44	neb	_	_
43	,	,	$	$,	_	0	root	_	_
44	erwiderte	erwidern	V	VVFIN	_|Sg|Past|_	38	par	_	_
45	in	in	P	APPR	Dat	44	pp	_	_
46	einem	eine	A	ART	Indef|_|Dat|Sg	47	det	_	_
47	hochmütigen	hochmütig	A	ADJA	_|Dat|Sg	45	pn	_	_
48	,	,	$	$,	_	0	root	_	_
49	seiner	seine	A	PPOSAT	Fem|Gen|Sg	50	det	9	9
50	Lage	Lage	N	NN	Fem|Gen|Sg	38	gmod	_	_
51	kaum	kaum	A	ADV	_	53	adv	_	_
52	ganz	ganz	A	ADV	_	53	adv	_	_
53	angemessenen	angemessen	A	ADJA	Pos|Masc|Gen|Pl|Wk|	54	attr	_	_
54	Tone	Ton	N	NN	Masc|Gen|Pl	50	app	_	_
55	:	\:	$	$.	_	0	root	_	_
56	»	»	$	$(	_	0	root	_	_
57	Wie	Wie	P	PWAV	_	0	root	_	_
58	'	'	$	$(	_	0	root	_	_
59	s	s	P	PPER	_	0	root	_	_
60	beliebt	beliebt	A	ADJD	Pos|	0	root	_	_
61	,	,	$	$,	_	0	root	_	_
62	Herr	Herr	N	NN	Masc|_|Sg	0	root	104	104
63	Chevalier	Chevalier	N	NE	Masc|_|Sg	62	app	104	104
64	;	;	$	$.	_	0	root	_	_
65	aber	aber	K	KON	_	0	root	_	_
66	ich	ich	P	PPER	1|Sg|_|Nom	67	subj	9	9
67	fürchte	fürchten	V	VVFIN	1|Sg|Pres|_	65	cj	_	_
68	,	,	$	$,	_	0	root	_	_
69	Sie	sie	P	PPER	3|Pl|_|Nom	70	subj	859	859
70	werden	werden	V	VAFIN	3|Pl|Pres|_	67	s	_	_
71	in	in	P	APPR	Dat	76	pp	_	_
72	mir	ich	P	PPER	1|Sg|_|Dat	71	pn	9	9
73	keinen	keine	A	PIAT	Masc|Acc|Sg	75	det	_	_
74	unterhaltenden	unterhaltend	A	ADJA	Pos|Masc|Acc|Sg|_|<PPRES	75	attr	_	_
75	Gesellschafter	Gesellschafter	N	NN	Masc|Acc|Sg	76	obja	_	_
76	finden	finden	V	VVINF	_	70	aux	_	_
77	.	.	$	$.	_	0	root	_	_
78	«	«	$	$(	_	0	root	_	_
79	-	-	$	$(	_	0	root	_	_
80	»	»	$	$(	_	0	root	_	_
81	Sie	sie	P	PPER	3|_|_|_	0	root	126	126
82	,	,	$	$,	_	0	root	126	126
83	Leutnant	Leutnant	N	NN	Masc|_|Sg	81	app	126	126
84	Lorenzi	Lorenzi	N	NE	Masc|_|Sg	83	app	126	126
85	,	,	$	$,	_	0	root	_	_
86	vielleicht	vielleicht	A	ADV	_	81	adv	_	_
87	einen	eine	A	ART	Indef|Masc|Acc|Sg	0	root	_	_
88	um	um	P	APPR	_	0	root	_	_
89	so	so	A	ADV	_	90	adv	_	_
90	unterhaltenderen	unterhaltend	A	ADJA	Comp|_|_|_|_|<PPRES	88	pn	_	_
91	in	in	P	APPR	Dat	0	root	_	_
92	mir	ich	P	PPER	1|Sg|_|Dat	91	pn	9	9
