1	Ihr	ihre	A	PPOSAT	Neut|Nom|Sg	2	det	55	55
27	verteilt	verteilen	V	VVPP	_	28	aux	_	_
28	sind	sein	V	VAFIN	3|Pl|Pres|Ind	10	rel	_	_
29	.	.	$	$.	_	0	root	_	_

1	Stummel	Stummel	N	NN	Masc|Nom|Sg	2	subj	66	66
2	staunt	staunen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	doch	doch	A	ADV	_	2	adv	_	_
4	ein	eine	A	ART	Indef|_|_|Sg	0	root	_	_
5	wenig	wenig	A	ADV	_	0	root	_	_
6	,	,	$	$,	_	0	root	_	_
7	obgleich	obgleich	K	KOUS	_	14	konj	_	_
8	ihm	er	P	PPER	3|Sg|_|Dat	14	objd	66	66
9	die	die	A	ART	Def|Fem|Nom|Sg	10	det	70	70
10	Decke	Decke	N	NN	Fem|Nom|Sg	14	subj	70	70
11	nicht	nicht	P	PTKNEG	_	14	adv	_	_
12	genügend	genügend	A	ADJD	_|_	14	adv	_	_
13	gegliedert	gegliedert	A	ADJD	Pos|	14	adv	_	_
14	erscheint	erscheinen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
15	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Guten	gut	A	ADJA	Pos|_|_|Sg|_|	3	attr	_	_
3	Tag	Tag	N	NN	_|_|Sg	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	Herr	Herr	N	NN	Masc|_|_	3	app	_	_
6	Stummel	Stummel	N	NN	Masc|_|_	5	app	_	_
7	!	!	$	$.	_	0	root	_	_
8	«	«	$	$(	_	0	root	_	_
9	sagt	sagen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
10	Rakkóx	Rakkóx	N	NE	_|Nom|Sg	9	subj	0	0
11	,	,	$	$,	_	0	root	_	_
12	wie	wie	P	PWAV	_	19	adv	_	_
13	er	er	P	PPER	3|Sg|Masc|Nom	19	subj	0	0
14	durch	durch	P	APPR	Acc	19	pp	_	_
15	die	die	A	ART	Def|_|Acc|Pl	18	det	_	_
16	schnell	schnell	A	ADJD	Pos|	17	adv	_	_
17	geöffneten	geöffnet	A	ADJA	Pos|_|Acc|Pl|Wk|	18	attr	_	_
18	Pfauenfedertüren	Pfauenfedertüren	N	NN	_|Acc|Pl	14	pn	_	_
19	schreitet	schreiten	V	VVFIN	3|Sg|Pres|Ind	21	objc	_	_
20	,	,	$	$,	_	0	root	_	_
21	reicht	reichen	V	VVFIN	3|Sg|Pres|Ind	9	kon	_	_
22	dem	die	A	ART	Def|Masc|Dat|Sg	23	det	89	89
23	Stummel	Stummel	N	NN	Masc|Dat|Sg	21	objd	89	89
24	die	die	A	ART	Def|Fem|Nom|Sg	25	det	51	51
25	Hand	Hand	N	NN	Fem|Nom|Sg	21	subj	51	51
26	und	und	K	KON	_	21	kon	_	_
27	bittet	bitten	V	VVFIN	_|_|Pres|_	26	cj	_	_
28	ihn	er	P	PPER	3|Sg|Masc|Acc	27	obja	0	0
29	freundlich	freundlich	A	ADJD	Pos|	27	adv	_	_
30	,	,	$	$,	_	0	root	_	_
31	auf	auf	P	APPR	Dat	36	pp	_	_
32	einem	eine	A	ART	Indef|Masc|Dat|Sg	33	det	_	_
33	Elfenbeinsessel	Elfenbeinsessel	N	NN	Masc|Dat|Sg	31	pn	_	_
34	Platz	Platz	N	NN	Masc|_|Sg	36	obja	_	_
35	zu	zu	P	PTKZU	_	36	part	_	_
36	nehmen	nehmen	V	VVINF	_	27	obji	_	_
37	.	.	$	$.	_	0	root	_	_

1	Kennen	Kennen	N	NN	Neut|_|Sg	2	obja	_	_
2	tut	tun	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	er	er	P	PPER	3|Sg|Masc|Nom	2	subj	2	2
4	den	die	A	ART	Def|_|Dat|Pl	5	det	_	_
5	Herrn	Herrn	N	NN	_|Dat|Pl	2	objd	_	_
6	noch	noch	A	ADV	_	7	adv	_	_
7	nicht	nicht	P	PTKNEG	_	2	adv	_	_
8	.	.	$	$.	_	0	root	_	_

1	Stummel	Stummel	N	NN	Masc|Nom|Sg	2	subj	66	66
2	sammelt	sammeln	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	sich	sie	P	PRF	3|_|_	2	obja	_	_
4	,	,	$	$,	_	0	root	_	_
5	stammelt	stammeln	V	VVFIN	_|_|Pres|_	2	kon	_	_
6	erst	erst	A	ADV	_	9	adv	_	_
7	seinen	seine	A	PPOSAT	Masc|_|Sg	9	det	66	66
8	herzlichsten	herzlich	A	ADJA	Sup|Masc|_|Sg|_|	9	attr	_	_
9	Dank	Dank	N	NN	Masc|_|Sg	5	obja	_	_
10	für	für	P	APPR	Acc	9	pp	_	_
11	die	die	A	ART	Def|Fem|Acc|Sg	12	det	_	_
12	Audienz	Audienz	N	NN	Fem|Acc|Sg	10	pn	_	_
13	und	und	K	KON	_	5	kon	_	_
14	beginnt	beginnen	V	VVFIN	_|_|Pres|Ind	13	cj	_	_
15	in	in	P	APPR	Dat	14	pp	_	_
16	fließendem	fließend	A	ADJA	Pos|Neut|Dat|Sg|St|<PPRES	17	attr	_	_
17	Deutsch	Deutsch	N	NN	Neut|Dat|Sg	15	pn	_	_
18	:	\:	$	$.	_	0	root	_	_
19	»	»	$	$(	_	0	root	_	_
20	Herr	Herr	N	NN	Masc|_|Sg	0	root	0	0
21	Rakkóx	Rakkóx	N	NE	Masc|_|Sg	20	app	0	0
22	,	,	$	$,	_	0	root	_	_
23	seit	seit	P	APPR	Dat	25	pp	_	_
24	Jahren	Jahr	N	NN	Neut|Dat|Pl	23	pn	71	71
25	habe	haben	V	VAFIN	1|Sg|Pres|_	0	root	_	_
26	ich	ich	P	PPER	1|Sg|_|Nom	25	subj	66	66
27	die	die	A	ART	Def|Fem|_|Sg	28	det	121	121
28	Tätigkeit	Tätigkeit	N	NN	Fem|_|Sg	34	obja	121	121
29	Ihrer	ihre	A	PPOSAT	_|Gen|_	30	det	71	71
30	Erfindlungsabteilung	Erfindlungsabteilung	N	NN	_|Gen|_	28	gmod	_	_
31	mit	mit	P	APPR	Dat	34	pp	_	_
32	regem	regem	A	ADJA	_|_|Dat|Sg|_	33	attr	_	_
33	Interesse	Interesse	N	NN	_|Dat|Sg	31	pn	_	_
34	verfolgt	verfolgen	V	VVPP	_	25	aux	_	_
35	und	und	K	KON	_	25	kon	_	_
36	bin	sein	V	VAFIN	1|Sg|Pres|Ind	35	cj	_	_
37	denn	denn	A	ADV	_	39	adv	_	_
38	doch	doch	A	ADV	_	39	adv	_	_
39	erstaunt	erstaunen	V	VVPP	_	40	aux	_	_
40	gewesen	sein	V	VAPP	_	36	aux	_	_
41	,	,	$	$,	_	0	root	_	_
42	daß	daß	K	KOUS	_	50	konj	_	_
43	soviel	soviel	A	PIAT	Fem|Nom|Pl	45	det	72	72
44	überflüssige	überflüssig	A	ADJA	Pos|Fem|Nom|Pl|St|	45	attr	72	72
45	Ideen	Idee	N	NN	Fem|Nom|Pl	50	subj	72	72
46	Ihnen	sie	P	PPER	3|Pl|_|Dat	49	objd	71	71
47	zur	zu	P	APPRART	Dat	46	pp	_	_
48	Ausführung	Ausführung	N	NN	Fem|Dat|Sg	47	pn	_	_
49	anempfohlen	anempfehlen	V	VVPP	_	50	aux	_	_
50	wurden	werden	V	VAFIN	3|Pl|Past|Ind	36	neb	_	_
51	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Masc|Nom|Pl	3	det	_	_
2	täglichen	täglich	A	ADJA	Pos|Masc|Nom|Pl|Wk|	3	attr	_	_
3	Berichte	Bericht	N	NN	Masc|Nom|Pl	6	subj	_	_
4	der	die	A	ART	Def|Fem|Gen|Sg	5	det	_	_
5	Presse	Presse	N	NN	Fem|Gen|Sg	3	gmod	_	_
6	haben	haben	V	VAFIN	3|Pl|Pres|_	0	root	_	_
7	mich	ich	P	PPER	1|Sg|_|Acc	9	obja	66	66
8	allmählich	allmählich	A	ADJD	Pos|	9	adv	_	_
9	gereizt	reizen	V	VVPP	_	6	aux	_	_
10	.	.	$	$.	_	0	root	_	_

1	Wenn	wenn	K	KOUS	_	6	konj	_	_
2	ich	ich	P	PPER	1|Sg|_|Nom	6	subj	66	66
3	Sie	sie	P	PPER	3|_|_|_	5	obja	72	72
4	richtig	richtig	A	ADJD	Pos|	5	adv	_	_
5	verstanden	verstehen	V	VVPP	_	6	aux	_	_
6	habe	haben	V	VAFIN	1|Sg|Pres|_	8	neb	_	_
7	,	,	$	$,	_	0	root	_	_
8	liegt	liegen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
9	Ihnen	sie	P	PPER	3|Pl|_|Dat	8	objd	72	72
10	nur	nur	A	ADV	_	8	adv	_	_
11	daran	daran	P	PROAV	_	8	objp	_	_
12	,	,	$	$,	_	0	root	_	_
13	solche	solche	A	PIDAT	Fem|_|Pl	14	det	73	73
14	Ideen	Idee	N	NN	Fem|_|Pl	15	obja	73	73
15	auszuführen	ausführen	V	VVIZU	_	8	obji	73	73
16	,	,	$	$,	_	0	root	73	73
17	die	die	P	PRELS	Fem|Nom|Pl	25	subj	73	73
18	eine	eine	A	ART	Indef|Fem|_|Sg	20	det	_	_
19	wesentliche	wesentlich	A	ADJA	Pos|Fem|_|Sg|_|	20	attr	_	_
20	Förderung	Förderung	N	NN	Fem|_|Sg	25	obja	_	_
21	der	die	A	ART	Def|Fem|Gen|Sg	22	det	75	75
22	Kultur	Kultur	N	NN	Fem|Gen|Sg	20	gmod	75	75
23	im	in	P	APPRART	Dat	25	pp	_	_
24	Auge	Auge	N	NN	Neut|Dat|Sg	23	pn	_	_
25	haben	haben	V	VAFIN	3|Pl|Pres|_	14	rel	_	_
26	und	und	K	KON	_	25	kon	_	_
27	gleichzeitig	gleichzeitig	A	ADJD	Pos|	31	adv	_	_
28	auf	auf	P	APPR	Acc	31	pp	_	_
29	größere	groß	A	ADJA	Comp|Fem|Acc|Pl|St|	30	attr	74	74
30	Dimensionen	Dimension	N	NN	Fem|Acc|Pl	28	pn	74	74
31	berechnet	berechnen	V	VVPP	_	32	aux	_	_
32	sind	sein	V	VAFIN	_|Pl|Pres|Ind	26	cj	_	_
33	.	.	$	$.	_	0	root	_	_
34	«	«	$	$(	_	0	root	_	_

1	Hier	hier	A	ADV	_	2	adv	_	_
2	unterbricht	unterbrechen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	Rakkóx	Rakkóx	N	NE	_|Nom|Sg	2	subj	0	0
4	den	die	A	ART	Def|Masc|_|_	6	det	_	_
5	jungen	jung	A	ADJA	Pos|Masc|_|_|_|	6	attr	_	_
6	Mann	Mann	N	NN	Masc|_|_	2	obja	_	_
7	und	und	K	KON	_	2	kon	_	_
8	bemerkt	bemerken	V	VVFIN	_|_|Pres|Ind	7	cj	_	_
9	folgendes	folgend	A	ADJA	Pos|Neut|_|Sg|St|_	8	obja	_	_
10	:	\:	$	$.	_	0	root	_	_
11	»	»	$	$(	_	0	root	_	_
12	Das	die	A	ART	Def|Neut|Nom|Sg	13	det	_	_
13	Letztere	Letztere	N	NN	Neut|Nom|Sg	17	subj	_	_
14	von	von	P	APPR	Dat	13	pp	_	_
15	den	die	A	ART	Def|Fem|Dat|Pl	16	det	74	74
16	Dimensionen	Dimension	N	NN	Fem|Dat|Pl	14	pn	74	74
17	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
18	ganz	ganz	A	ADV	_	19	adv	_	_
19	gut	gut	A	ADJD	Pos|	17	pred	_	_
20	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	reden	reden	V	VVFIN	3|Pl|Pres|_	1	cj	_	_
3	Sie	sie	P	PPER	3|Pl|_|Nom	2	subj	73	73
4	bloß	bloß	A	ADV	_	2	adv	_	_
5	nicht	nicht	P	PTKNEG	_	2	adv	_	_
6	von	von	P	APPR	_	2	pp	_	_
7	Kultur	Kultur	N	NN	Fem|_|Sg	6	pn	_	_
8	,	,	$	$,	_	0	root	_	_
9	das	die	P	PDS	Neut|Nom|Sg	10	subj	_	_
10	sieht	sehen	V	VVFIN	3|Sg|Pres|Ind	2	kon	_	_
11	so	so	A	ADV	_	12	adv	_	_
12	philanthropisch	philanthropisch	A	ADJD	Pos|	10	pred	_	_
13	aus	aus	P	PTKVZ	_	10	avz	_	_
14	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	66	66
2	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
3	aber	aber	A	ADV	_	2	adv	_	_
4	kein	keine	A	PIAT	Masc|Nom|Sg	5	det	_	_
5	Philanthrop	Philanthrop	N	NN	Masc|Nom|Sg	2	pred	_	_
6	,	,	$	$,	_	0	root	_	_
7	dazu	dazu	P	PROAV	_	8	pp	_	_
8	ist	sein	V	VAFIN	3|Sg|Pres|Ind	2	kon	_	_
9	die	die	A	ART	Def|Fem|Nom|Sg	10	det	_	_
10	Menschenmasse	Menschenmasse	N	NN	Fem|Nom|Sg	8	subj	_	_
11	nicht	nicht	P	PTKNEG	_	16	adv	_	_
12	zart	zart	A	ADJD	Pos|	16	adv	_	_
13	genug	genug	A	ADV	_	12	adv	_	_
14	mit	mit	P	APPR	Dat	16	objp	_	_
15	mir	ich	P	PPER	1|Sg|_|Dat	14	pn	66	66
16	umgegangen	umgehen	V	VVPP	_	8	aux	_	_
17	.	.	$	$.	_	0	root	_	_

1	Man	man	P	PIS	_|Nom|Sg	2	subj	_	_
2	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	mich	ich	P	PPER	1|Sg|_|Acc	5	obja	66	66
4	immer	immer	A	ADV	_	5	adv	_	_
5	ausgelacht	auslachen	V	VVPP	_	2	aux	_	_
6	und	und	K	KON	_	2	kon	_	_
7	hat	haben	V	VAFIN	3|Sg|Pres|Ind	6	cj	_	_
8	geglaubt	glauben	V	VVPP	_	7	aux	_	_
9	,	,	$	$,	_	0	root	_	_
10	mir	ich	P	PPER	1|Sg|_|Dat	15	objd	66	66
11	damit	damit	P	PROAV	_	13	pp	_	_
12	einen	eine	A	ART	Indef|Masc|Acc|Sg	13	det	_	_
13	Gefallen	Gefallen	N	NN	Masc|Acc|Sg	15	obja	_	_
14	zu	zu	P	PTKZU	_	15	part	_	_
15	tun	tun	V	VVINF	_	8	obji	_	_
16	.	.	$	$.	_	0	root	_	_

1	O	O	N	NN	Neut|_|_	6	vok	_	_
2	,	,	$	$,	_	0	root	_	_
3	für	für	P	APPR	Acc	6	pp	_	_
4	die	die	A	ART	Def|Masc|Acc|Pl	5	det	77	77
5	Menschen	Mensch	N	NN	Masc|Acc|Pl	3	pn	77	77
6	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
7	ich	ich	P	PPER	1|Sg|_|Nom	6	subj	66	66
8	nicht	nicht	P	PTKNEG	_	6	adv	_	_
9	begeistert	begeistert	A	ADJD	Pos|	6	pred	_	_
10	,	,	$	$,	_	0	root	_	_
11	lassen	lassen	V	VVFIN	3|Pl|Pres|_	6	s	_	_
12	Sie	sie	P	PPER	3|Pl|_|Nom	11	subj	73	73
13	mich	ich	P	PPER	1|Sg|_|Acc	11	obja	66	66
14	bloß	bloß	A	ADV	_	11	adv	_	_
15	mit	mit	P	APPR	Dat	11	pp	_	_
16	der	die	A	ART	Def|Fem|Dat|Sg	17	det	75	75
17	Kultur	Kultur	N	NN	Fem|Dat|Sg	15	pn	75	75
18	zufrieden	zufrieden	A	ADJD	Pos|	11	pred	_	_
19	.	.	$	$.	_	0	root	_	_

1	Neue	neu	A	ADJA	Pos|Fem|Nom|Pl|St|	2	attr	76	76
2	Einrichtungen	Einrichtung	N	NN	Fem|Nom|Pl	13	subj	76	76
3	,	,	$	$,	_	0	root	76	76
4	die	die	P	PRELS	Fem|Nom|Pl	11	subj	76	76
5	für	für	P	APPR	Acc	11	pp	_	_
6	die	die	A	ART	Def|Masc|Acc|Pl	7	det	77	77
7	Menschen	Mensch	N	NN	Masc|Acc|Pl	5	pn	77	77
8	einen	eine	A	ART	Indef|Masc|Acc|Sg	10	det	_	_
9	notwendigen	notwendig	A	ADJA	Pos|Masc|Acc|Sg|_|	10	attr	_	_
10	Entwicklungsfaktor	Entwicklungsfaktor	N	NN	Masc|Acc|Sg	11	obja	_	_
11	bilden	bilden	V	VVFIN	3|Pl|Pres|_	2	rel	_	_
12	,	,	$	$,	_	0	root	_	_
13	brechen	brechen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
14	sich	sie	P	PRF	3|_|_	13	obja	_	_
15	auch	auch	A	ADV	_	13	adv	_	_
16	ohne	ohne	P	APPR	Acc	13	pp	_	_
17	mein	meine	A	PPOSAT	_|_|Sg	18	det	66	66
18	Zutun	Zutun	N	NN	Fem|Acc|Sg	16	pn	_	_
19	Bahn	Bahn	N	NN	Fem|Acc|Sg	18	app	_	_
20	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	66	66
2	hätte	haben	V	VAFIN	1|Sg|Past|Subj	0	root	_	_
3	mich	ich	P	PRF	1|Sg|Acc	10	obja	_	_
4	ja	ja	A	ADV	_	10	adv	_	_
5	für	für	P	APPR	Acc	10	objp	_	_
6	Verbesserung	Verbesserung	N	NN	Fem|Acc|Sg	5	pn	_	_
7	der	die	A	ART	Def|Neut|Gen|Pl	9	det	_	_
8	menschlichen	menschlich	A	ADJA	Pos|Neut|Gen|Pl|Wk|	9	attr	_	_
9	Wohnungsverhältnisse	Wohnungsverhältnis	N	NN	Neut|Gen|Pl	6	gmod	_	_
10	begeistern	begeistern	V	VVINF	_	11	aux	_	_
11	können	können	V	VMINF	_	2	aux	_	_
12	,	,	$	$,	_	0	root	_	_
13	aber	aber	K	KON	_	2	kon	_	_
14	glauben	glauben	V	VVFIN	3|Pl|Pres|_	13	cj	_	_
15	Sie	sie	P	PPER	3|Pl|_|Nom	14	subj	76	76
16	,	,	$	$,	_	0	root	_	_
17	man	man	P	PIS	_|Nom|Sg	18	subj	_	_
18	würde	werden	V	VAFIN	3|Sg|Past|Subj	14	s	_	_
19	mir	ich	P	PPER	1|Sg|_|Dat	22	objd	66	66
20	dabei	dabei	P	PROAV	_	22	pp	_	_
21	irgendwie	irgendwie	A	ADV	_	22	adv	_	_
22	entgegenkommen	entgegenkommen	V	VVINF	_	18	aux	_	_
23	?	?	$	$.	_	0	root	_	_

1	Lächerlich	lächerlich	A	ADJD	Pos|	0	root	_	_
2	!	!	$	$.	_	0	root	_	_

1	Für	für	P	APPR	Acc	5	pp	_	_
2	die	die	A	ART	Def|Masc|Acc|Pl	4	det	_	_
3	meisten	meiste	A	PIDAT	Masc|Acc|Pl	4	attr	_	_
4	Menschen	Mensch	N	NN	Masc|Acc|Pl	1	pn	_	_
5	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
6	ein	eine	A	ART	Indef|Masc|Nom|Sg	7	det	_	_
7	Schweinestall	Schweinestall	N	NN	Masc|Nom|Sg	5	subj	_	_
8	als	als	K	KOKOM	_	5	kom	_	_
9	Aufenthaltsort	Aufenthaltsort	N	NN	_|_|Sg	8	cj	_	_
10	so	so	A	ADV	_	11	adv	_	_
11	was	was	A	PIAT	Neut|Nom|Sg	12	det	_	_
12	Natürliches	Natürliches	N	NN	Neut|Nom|Sg	5	pred	_	_
13	.	.	$	$.	_	0	root	_	_

1	Doch	doch	K	KON	_	0	root	_	_
2	fahren	fahren	V	VVFIN	3|Pl|Pres|_	1	cj	_	_
3	Sie	sie	P	PPER	3|Pl|_|Nom	2	subj	76	76
4	ruhig	ruhig	A	ADJD	Pos|	2	adv	_	_
5	fort	fort	P	PTKVZ	_	2	avz	_	_
6	-	-	$	$(	_	0	root	_	_
7	ich	ich	P	PPER	1|Sg|_|Nom	8	subj	66	66
8	höre	hören	V	VVFIN	1|Sg|Pres|_	2	kon	_	_
9	sehr	sehr	A	ADV	_	10	adv	_	_
10	aufmerksam	aufmerksam	A	ADJD	Pos|	8	adv	_	_
11	zu	zu	P	PTKVZ	_	8	avz	_	_
12	.	.	$	$.	_	0	root	_	_
13	«	«	$	$(	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	Stummel	Stummel	N	NN	Masc|Nom|Sg	3	subj	66	66
3	fährt	fahren	V	VVFIN	3|Sg|Pres|Ind	1	cj	_	_
4	unbeirrt	unbeirrt	A	ADJD	Pos|	3	adv	_	_
5	fort	fort	P	PTKVZ	_	3	avz	_	_
6	:	\:	$	$.	_	0	root	_	_
7	»	»	$	$(	_	0	root	_	_
8	Die	die	A	ART	Def|Masc|Nom|Pl	9	det	78	78
9	Fürsten	Fürst	N	NN	Masc|Nom|Pl	12	subj	78	78
10	der	die	A	ART	Def|Fem|Gen|Sg	11	det	45	45
11	Erde	Erde	N	NN	Fem|Gen|Sg	9	gmod	45	45
12	haben	haben	V	VAFIN	3|Pl|Pres|_	0	root	_	_
13	jederzeit	jederzeit	A	ADV	_	18	adv	_	_
14	ihre	ihre	A	PPOSAT	Fem|_|Sg	15	det	45	45
15	Existenz	Existenz	N	NN	Fem|_|Sg	18	obja	_	_
16	durch	durch	P	APPR	Acc	18	pp	_	_
17	Kolossalbauten	Kolossalbau	N	NN	Masc|Acc|Pl	16	pn	_	_
18	dokumentiert	dokumentieren	V	VVPP	_	12	aux	_	_
19	.	.	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|_	8	expl	_	_
2	muß	müssen	V	VMFIN	_|Sg|Pres|Ind	0	root	_	_
3	daher	daher	P	PROAV	_	8	pp	_	_
4	auch	auch	A	ADV	_	8	adv	_	_
5	in	in	P	APPR	Dat	8	objp	_	_
6	Ihrem	ihre	A	PPOSAT	Neut|Dat|Sg	7	det	78	78
7	Interesse	Interesse	N	NN	Neut|Dat|Sg	5	pn	_	_
8	liegen	liegen	V	VVINF	_	2	aux	_	_
9	,	,	$	$,	_	0	root	_	_
10	Kolossalwerke	Kolossalwerk	N	NN	Neut|_|_	15	obja	_	_
11	mit	mit	P	APPR	Dat	15	pp	_	_
12	architektonischem	architektonisch	A	ADJA	Pos|Masc|Dat|Sg|St|	13	attr	_	_
13	Charakter	Charakter	N	NN	Masc|Dat|Sg	11	pn	_	_
14	zu	zu	P	PTKZU	_	15	part	_	_
15	schaffen	schaffen	V	VVINF	_	8	obji	_	_
16	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Masc|Nom|Pl	3	det	_	_
2	früheren	früh	A	ADJA	_|Masc|Nom|Pl|Wk|	3	attr	_	_
3	Fürsten	Fürst	N	NN	Masc|Nom|Pl	6	subj	_	_
4	der	die	A	ART	Def|Fem|Gen|Sg	5	det	45	45
5	Erde	Erde	N	NN	Fem|Gen|Sg	3	gmod	45	45
6	waren	sein	V	VAFIN	3|Pl|Past|Ind	0	root	_	_
7	zu	zu	P	PTKA	_	8	adv	_	_
8	arm	arm	A	ADJD	Pos|	6	pred	_	_
9	,	,	$	$,	_	0	root	_	_
10	um	um	K	KOUI	_	15	konj	_	_
11	in	in	P	APPR	Dat	15	pp	_	_
12	größerem	groß	A	ADJA	Comp|Masc|Dat|Sg|St|	13	attr	_	_
13	Stile	Stil	N	NN	Masc|Dat|Sg	11	pn	_	_
14	zu	zu	P	PTKZU	_	15	part	_	_
15	arbeiten	arbeiten	V	VVINF	_	6	neb	_	_
16	.	.	$	$.	_	0	root	_	_

