1	Es	es	P	PPER	3|Sg|Neut|_	4	expl	_	_
4	,	,	$	$,	_	0	root	_	_
5	als	als	K	KOKOM	_	6	konj	_	_
6	hätte	haben	V	VAFIN	3|Sg|Past|Subj	3	neb	_	_
7	er	er	P	PPER	3|Sg|Masc|Nom	6	subj	556	556
8	meine	meine	A	PPOSAT	Masc|_|Pl	9	det	556	556
9	Gedanken	Gedanke	N	NN	Masc|_|Pl	0	root	_	_
10	gehört	gehören	V	VVPP	_	0	root	_	_
11	:	\:	$	$.	_	0	root	_	_

1	›	›	N	NE	_	0	root	75	75
2	Das	die	A	ART	Def|Neut|Nom|Sg	3	det	862	862
3	Summen	Summe	N	NN	Neut|Nom|Sg	10	subj	862	862
4	,	,	$	$,	_	0	root	862	862
5	das	die	P	PRELS	Neut|_|Sg	8	obja	862	862
6	Sie	sie	P	PPER	3|Pl|_|Nom	8	subj	75	75
7	vorne	vorne	A	ADV	_	8	adv	_	_
8	hören	hören	V	VVFIN	3|Pl|Pres|_	3	rel	_	_
9	,	,	$	$,	_	0	root	_	_
10	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
11	vielleicht	vielleicht	A	ADV	_	10	adv	_	_
12	der	die	A	ART	Def|Masc|Nom|Sg	13	det	_	_
13	Ton	Ton	N	NN	Masc|Nom|Sg	10	pred	_	_
14	einer	eine	A	ART	Indef|Fem|Gen|Sg	15	det	863	863
15	Maschine	Maschine	N	NN	Fem|Gen|Sg	13	gmod	863	863
16	,	,	$	$,	_	0	root	863	863
17	die	die	P	PRELS	Fem|_|Sg	21	obja	863	863
18	wir	wir	P	PPER	1|Pl|_|Nom	21	subj	864	864
19	aber	aber	A	ADV	_	21	adv	_	_
20	nicht	nicht	P	PTKNEG	_	21	adv	_	_
21	kennen	kennen	V	VVFIN	1|Pl|Pres|_	15	rel	_	_
22	;	;	$	$.	_	0	root	_	_
23	es	es	P	PPER	3|Sg|Neut|_	36	expl	_	_
24	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
25	uns	wir	P	PPER	1|Pl|_|Dat	24	objd	864	864
26	ganz	ganz	A	ADV	_	27	adv	_	_
27	unmöglich	unmöglich	A	ADJD	Pos|	24	pred	_	_
28	,	,	$	$,	_	0	root	_	_
29	in	in	P	APPR	Acc	36	objp	_	_
30	den	die	A	ART	Def|Masc|Acc|Sg	32	det	_	_
31	vorderen	vorder	A	ADJA	Pos|Masc|Acc|Sg|_|	32	attr	_	_
32	Raum	Raum	N	NN	Masc|Acc|Sg	29	pn	_	_
33	unsres	unsre	A	PPOSAT	_|Gen|Sg	34	det	864	864
34	Cylinders	Cylinders	N	NN	_|Gen|Sg	32	gmod	_	_
35	zu	zu	P	PTKZU	_	36	part	_	_
36	gelangen	gelangen	V	VVINF	_	24	subjc	_	_
37	.	.	$	$.	_	0	root	_	_

1	Jedenfalls	jedenfalls	A	ADV	_	2	adv	_	_
2	besteht	bestehen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	dieser	diese	A	PDAT	Masc|Nom|Sg	4	det	_	_
4	Cylinder	Cylinder	N	NN	Masc|Nom|Sg	2	subj	_	_
5	nicht	nicht	P	PTKNEG	_	2	adv	_	_
6	aus	aus	P	APPR	Dat	2	objp	_	_
7	Glas	Glas	N	NN	Neut|Dat|Sg	6	pn	626	626
8	-	-	$	$(	_	0	root	_	_
9	wir	wir	P	PPER	1|Pl|_|Nom	10	subj	864	864
10	haben	haben	V	VAFIN	1|Pl|Pres|_	2	kon	_	_
11	beide	beide	P	PIS	_|_|_	10	obja	_	_
12	nur	nur	A	ADV	_	13	adv	_	_
13	Phantomschwere	Phantomschwere	N	NN	_|_|_	11	app	_	_
14	,	,	$	$,	_	0	root	_	_
15	und	und	K	KON	_	10	kon	_	_
16	dieser	diese	A	PDAT	Masc|Nom|Sg	17	det	_	_
17	Cylinder	Cylinder	N	NN	Masc|Nom|Sg	18	subj	_	_
18	ist	sein	V	VAFIN	3|Sg|Pres|Ind	15	cj	_	_
19	daher	daher	P	PROAV	_	18	pp	_	_
20	natürlich	natürlich	A	ADJD	Pos|	18	adv	_	_
21	auch	auch	A	ADV	_	18	adv	_	_
22	nur	nur	A	ADV	_	18	adv	_	_
23	ein	eine	A	ART	Indef|Neut|Nom|Sg	24	det	_	_
24	Phantom	Phantom	N	NN	Neut|Nom|Sg	18	pred	_	_
25	für	für	P	APPR	Acc	24	pp	_	_
26	uns	wir	P	PPER	1|Pl|_|Acc	25	pn	864	864
27	.	.	$	$.	_	0	root	_	_

1	Jedenfalls	jedenfalls	A	ADV	_	2	adv	_	_
2	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	mir	ich	P	PPER	1|Sg|_|Dat	4	objd	556	556
4	mitgeteilt	mitteilen	V	VVPP	_	2	aux	_	_
5	-	-	$	$(	_	0	root	_	_
6	eine	eine	A	ART	Indef|Fem|Nom|Sg	7	det	_	_
7	heisre	heisre	N	NN	Fem|Nom|Sg	10	subj	_	_
8	hastige	hastig	A	ADJA	Pos|Fem|Nom|Sg|_|	9	attr	_	_
9	Stimme	Stimme	N	NN	Fem|Nom|Sg	7	app	_	_
10	sagte	sagen	V	VVFIN	3|Sg|Past|_	2	kon	_	_
11	mirs	mirs	N	NE	_|Dat|_	10	objd	_	_
12	-	-	$	$(	_	0	root	_	_
13	daß	daß	K	KOUS	_	18	konj	_	_
14	wir	wir	P	PPER	1|Pl|_|Nom	18	subj	864	864
15	zur	zu	P	APPRART	Dat	17	pp	_	_
16	Sonne	Sonne	N	NN	Fem|Dat|Sg	15	pn	859	859
17	fahren	fahren	V	VVINF	_	18	aux	_	_
18	werden	werden	V	VAFIN	1|Pl|Pres|_	10	objc	_	_
19	,	,	$	$,	_	0	root	_	_
20	um	um	K	KOUI	_	0	root	_	_
21	die	die	A	ART	Def|Fem|_|Sg	22	det	0	0
22	Sonne	Sonne	N	NN	Fem|_|Sg	0	root	0	0
23	herum	herum	P	PTKVZ	_	0	root	_	_
24	und	und	K	KON	_	0	root	_	_
25	nachher	nachher	A	ADV	_	26	adv	_	_
26	durch	durch	P	APPR	Acc	24	cj	_	_
27	die	die	A	ART	Def|Fem|Acc|Sg	28	det	_	_
28	Sonne	Sonne	N	NN	Fem|Acc|Sg	26	pn	_	_
29	zur	zu	P	APPRART	Dat	28	pp	_	_
30	Erde	Erde	N	NN	Fem|Dat|Sg	29	pn	865	865
31	zurück	zurück	P	PTKVZ	_	0	root	_	_
32	.	.	$	$.	_	0	root	_	_

1	Wem	wer	P	PWS	_|Dat|Sg	6	objd	_	_
2	aber	aber	A	ADV	_	1	adv	_	_
3	die	die	A	ART	Def|Fem|Nom|Sg	5	det	_	_
4	heisre	heisre	A	ADJA	_|Fem|Nom|Sg|_	5	attr	_	_
5	Stimme	Stimme	N	NN	Fem|Nom|Sg	6	subj	_	_
6	gehörte	gehören	V	VVFIN	3|Sg|Past|_	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	das	die	P	PDS	Neut|_|Sg	9	obja	_	_
9	weiß	wissen	V	VVFIN	1|Sg|Pres|Ind	0	root	_	_
10	ich	ich	P	PPER	1|Sg|_|Nom	9	subj	556	556
11	nicht	nicht	P	PTKNEG	_	9	adv	_	_
12	.	.	$	$.	_	0	root	_	_

1	Mein	meine	A	PPOSAT	_|_|Sg	0	root	556	556
2	andres	andere	P	PIS	_|_|Sg	0	root	_	_
3	Ich	ich	P	PPER	1|Sg|_|Nom	0	root	556	556
4	schläft	schlafen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
5	auch	auch	A	ADV	_	4	adv	_	_
6	in	in	P	APPR	_	4	pp	_	_
7	Melbourne	Melbourne	N	NE	_|_|_	6	pn	42	42
8	.	.	$	$.	_	0	root	_	_

1	Seien	sein	V	VAFIN	3|Pl|Pres|Subj	0	root	_	_
2	Sie	sie	P	PPER	3|Pl|_|Nom	1	subj	42	42
3	froh	froh	A	ADJD	Pos|	1	pred	_	_
4	,	,	$	$,	_	0	root	_	_
5	daß	daß	K	KOUS	_	12	konj	_	_
6	Sie	sie	P	PPER	3|Pl|_|Nom	12	subj	42	42
7	Ihre	ihre	A	PPOSAT	Fem|_|Pl	8	det	42	42
8	Hände	Hand	N	NN	Fem|_|Pl	12	obja	_	_
9	auf	auf	P	APPR	Dat	12	pp	_	_
10	dem	die	A	ART	Def|_|Dat|Sg	11	det	866	866
11	Rücken	Rücken	N	NN	_|Dat|Sg	9	pn	866	866
12	haben	haben	V	VAFIN	3|Pl|Pres|_	1	objc	_	_
13	;	;	$	$.	_	0	root	_	_
14	ich	ich	P	PPER	1|Sg|_|Nom	15	subj	556	556
15	riß	riß	V	VVFIN	1|Sg|_|_	0	root	_	_
16	meine	meine	A	PPOSAT	Fem|_|Sg	18	det	556	556
17	rechte	recht	A	ADJA	Pos|Fem|_|Sg|_|	18	attr	_	_
18	Hand	Hand	N	NN	Fem|_|Sg	15	obja	_	_
19	so	so	A	ADV	_	20	adv	_	_
20	heftig	heftig	A	ADJD	Pos|	15	adv	_	_
21	los	los	P	PTKVZ	_	15	avz	_	_
22	-	-	$	$(	_	0	root	_	_
23	und	und	K	KON	_	0	root	_	_
24	da	da	A	ADV	_	23	cj	_	_
25	!	!	$	$.	_	0	root	_	_
26	‹	‹	F	FM	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	556	556
2	erschrak	erschrecken	V	VVFIN	1|Sg|Past|Ind	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	denn	denn	K	KON	_	2	kon	_	_
5	er	er	P	PPER	3|Sg|Masc|Nom	6	subj	2	2
6	zeigte	zeigen	V	VVFIN	3|Sg|Past|_	4	cj	_	_
7	mir	ich	P	PPER	1|Sg|_|Dat	6	objd	556	556
8	plötzlich	plötzlich	A	ADJD	Pos|	6	adv	_	_
9	diese	diese	A	PDAT	Fem|_|Sg	11	det	867	867
10	rechte	recht	A	ADJA	Pos|Fem|_|Sg|_|	11	attr	867	867
11	Hand	Hand	N	NN	Fem|_|Sg	6	obja	867	867
12	,	,	$	$,	_	0	root	867	867
13	die	die	P	PRELS	Fem|Nom|Sg	19	subj	867	867
14	ganz	ganz	A	ADV	_	15	adv	_	_
15	groß	groß	A	ADJD	Pos|	19	pred	_	_
16	wie	wie	K	KOKOM	_	19	kom	_	_
17	ein	eine	A	ART	Indef|Masc|Nom|Sg	18	det	_	_
18	Arm	Arm	N	NN	Masc|Nom|Sg	16	cj	_	_
19	war	sein	V	VAFIN	3|Sg|Past|Ind	11	rel	_	_
20	-	-	$	$(	_	0	root	_	_
21	und	und	K	KON	_	0	root	_	_
22	schneeweiß	schneeweiß	A	ADJD	Pos|	21	cj	_	_
23	;	;	$	$.	_	0	root	_	_
24	er	er	P	PPER	3|Sg|Masc|Nom	25	subj	2	2
25	bewegte	bewegen	V	VVFIN	3|Sg|Past|_	0	root	_	_
26	die	die	A	ART	Def|Fem|_|Sg	27	det	_	_
27	Riesenhand	Riesenhand	N	NN	Fem|_|Sg	25	obja	_	_
28	zweimal	zweimal	A	ADV	_	25	adv	_	_
29	auf	auf	P	PTKVZ	_	25	avz	_	_
30	und	und	K	KON	_	0	root	_	_
31	ab	ab	P	PTKVZ	_	0	root	_	_
32	und	und	K	KON	_	0	root	_	_
33	legte	legen	V	VVFIN	_|Sg|Past|_	32	cj	_	_
34	sie	sie	P	PPER	3|_|_|_	33	obja	867	867
35	dann	dann	A	ADV	_	33	adv	_	_
36	wieder	wieder	A	ADV	_	33	adv	_	_
37	auf	auf	P	APPR	_	33	objp	_	_
38	den	die	A	ART	Def|Masc|_|_	39	det	855	855
39	Rücken	Rücken	N	NN	Masc|_|_	37	pn	855	855
40	.	.	$	$.	_	0	root	_	_

1	Sie	sie	P	PPER	3|Pl|_|Nom	2	subj	42	42
2	können	können	V	VMFIN	3|Pl|Pres|_	0	root	_	_
3	sich	sie	P	PRF	3|_|_	4	obja	_	_
4	denken	denken	V	VVINF	_	2	aux	_	_
5	,	,	$	$,	_	0	root	_	_
6	meine	meine	A	PPOSAT	Fem|_|Pl	7	det	556	556
7	Damen	Dame	N	NN	Fem|_|Pl	0	root	_	_
8	und	und	K	KON	_	7	kon	_	_
9	Herren	Herr	N	NN	Masc|_|_	8	cj	_	_
10	,	,	$	$,	_	0	root	_	_
11	daß	daß	K	KOUS	_	17	konj	_	_
12	mir	ich	P	PPER	1|Sg|_|Dat	16	objd	556	556
13	dabei	dabei	P	PROAV	_	16	pp	_	_
14	etwas	etwas	A	ADV	_	15	adv	_	_
15	unheimlich	unheimlich	A	ADJD	Pos|	16	adv	_	_
16	zumute	zumute	V	VVPP	_	17	aux	_	_
17	wurde	werden	V	VAFIN	_|Sg|Past|Ind	9	objc	_	_
18	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	ich	ich	P	PPER	1|Sg|_|Nom	3	subj	556	556
3	sagte	sagen	V	VVFIN	1|Sg|Past|_	1	cj	_	_
4	zu	zu	P	APPR	Dat	3	pp	_	_
5	dem	die	A	ART	Def|Masc|Dat|Sg	6	det	556	556
6	Professor	Professor	N	NN	Masc|Dat|Sg	4	pn	556	556
7	:	\:	$	$.	_	0	root	_	_

1	Was	was	P	PWS	Neut|_|Sg	2	obja	_	_
2	gehen	gehen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
3	uns	wir	P	PPER	1|Pl|_|_	2	obja	868	868
4	unsre	unsre	A	PPOSAT	Neut|Nom|Pl	6	det	868	868
5	zweiten	zweit	A	ADJA	_|Neut|Nom|Pl|Wk|	6	attr	_	_
6	Ichs	Ich	N	NN	Neut|Nom|Pl	2	subj	_	_
7	an	an	P	PTKVZ	_	2	avz	_	_
8	?	?	$	$.	_	0	root	_	_

1	Sperren	sperren	V	VVFIN	1|Pl|Pres|_	0	root	_	_
2	wir	wir	P	PPER	1|Pl|_|Nom	1	subj	868	868
3	die	die	A	ART	Def|Neut|_|Pl	4	det	135	135
4	Augen	Auge	N	NN	Neut|_|Pl	1	obja	135	135
5	auf	auf	P	PTKVZ	_	1	avz	_	_
6	und	und	K	KON	_	0	root	_	_
7	sehen	sehen	V	VVFIN	1|Pl|Pres|_	0	root	_	_
8	wir	wir	P	PPER	1|Pl|_|Nom	7	subj	868	868
9	,	,	$	$,	_	0	root	_	_
10	was	was	P	PWS	Neut|_|Sg	12	obja	_	_
11	wir	wir	P	PPER	1|Pl|_|Nom	13	subj	868	868
12	sehen	sehen	V	VVINF	_	13	aux	_	_
13	können	können	V	VMFIN	1|Pl|Pres|_	7	objc	_	_
14	.	.	$	$.	_	0	root	_	_

1	Eine	eine	A	ART	Indef|Fem|_|Sg	2	det	_	_
2	Fahrt	Fahrt	N	NN	Fem|_|Sg	0	root	_	_
3	nach	nach	P	APPR	Dat	2	pp	_	_
4	der	die	A	ART	Def|Fem|Dat|Sg	5	det	0	0
5	Sonne	Sonne	N	NN	Fem|Dat|Sg	3	pn	0	0
6	,	,	$	$,	_	0	root	_	_
7	um	um	K	KOUI	_	0	root	_	_
8	die	die	A	ART	Def|Fem|_|Sg	9	det	0	0
9	Sonne	Sonne	N	NN	Fem|_|Sg	0	root	0	0
10	rum	rum	P	PTKVZ	_	0	root	_	_
11	und	und	K	KON	_	0	root	_	_
12	durch	durch	P	APPR	Acc	11	cj	_	_
13	die	die	A	ART	Def|Fem|Acc|Sg	14	det	0	0
14	Sonne	Sonne	N	NN	Fem|Acc|Sg	12	pn	0	0
15	durch	durch	P	APPR	Acc	0	root	_	_
16	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
17	man	man	P	PIS	_|Nom|Sg	16	subj	_	_
18	nicht	nicht	P	PTKNEG	_	16	adv	_	_
19	alle	alle	A	PIDAT	Masc|_|Pl	20	det	_	_
20	Tage	Tag	N	NN	Masc|_|Pl	16	obja	_	_
21	haben	haben	V	VAFIN	_|Pl|Pres|_	0	root	_	_
22	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	-	-	$	$(	_	0	root	_	_
3	ich	ich	P	PPER	1|Sg|_|Nom	4	subj	869	869
4	habe	haben	V	VAFIN	1|Sg|Pres|_	0	root	_	_
5	fünfzehnhundert	fünfzehnhundert	C	CARD	_	6	attr	_	_
6	Francs	Franc	N	NN	Masc|_|Pl	8	obja	_	_
7	dafür	dafür	P	PROAV	_	8	pp	_	_
8	gezahlt	zahlen	V	VVPP	_	4	aux	_	_
9	.	.	$	$.	_	0	root	_	_

1	›	›	V	VVFIN	1|Sg|_|_	0	root	_	_
2	Ich	ich	P	PPER	1|Sg|_|Nom	1	subj	869	869
3	auch	auch	A	ADV	_	1	adv	_	_
4	!	!	$	$.	_	0	root	_	_
5	‹	‹	F	FM	_	6	obja	_	_
6	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
7	der	die	A	ART	Def|Masc|Nom|Sg	8	det	556	556
8	Professor	Professor	N	NN	Masc|Nom|Sg	6	subj	556	556
9	,	,	$	$,	_	0	root	_	_
10	›	›	K	KON	_	0	root	_	_
11	wenn	wenn	K	KOUS	_	19	konj	_	_
12	ich	ich	P	PPER	1|Sg|_|Nom	19	subj	869	869
13	nur	nur	A	ADV	_	19	adv	_	_
14	nachher	nachher	A	ADV	_	19	adv	_	_
15	meine	meine	A	PPOSAT	Fem|_|Sg	17	det	869	869
16	große	groß	A	ADJA	Pos|Fem|_|Sg|_|	17	attr	871	871
17	Hand	Hand	N	NN	Fem|_|Sg	19	obja	871	871
18	wieder	wieder	A	ADV	_	19	adv	_	_
19	loswerde	loswerden	V	VVFIN	1|Sg|Pres|_	10	cj	_	_
20	.	.	$	$.	_	0	root	_	_
21	‹	‹	F	FM	_	0	root	_	_

1	Hören	hören	V	VVFIN	3|Pl|Pres|_	4	neb	_	_
2	Sie	sie	P	PPER	3|Pl|_|Nom	1	subj	870	870
3	,	,	$	$,	_	0	root	_	_
4	rief	rufen	V	VVFIN	1|Sg|Past|Ind	0	root	_	_
5	ich	ich	P	PPER	1|Sg|_|Nom	4	subj	869	869
6	nun	nun	A	ADV	_	4	adv	_	_
7	ärgerlich	ärgerlich	A	ADJD	Pos|	4	adv	_	_
8	,	,	$	$,	_	0	root	_	_
9	jetzt	jetzt	A	ADV	_	10	adv	_	_
10	blicken	blicken	V	VVFIN	3|Pl|Pres|_	4	kon	_	_
11	Sie	sie	P	PPER	3|Pl|_|Nom	10	subj	870	870
12	hinaus	hinaus	P	PTKVZ	_	10	avz	_	_
13	.	.	$	$.	_	0	root	_	_

1	Wenn	wenn	K	KOUS	_	8	konj	_	_
2	Sie	sie	P	PPER	3|Pl|_|Nom	8	subj	870	870
3	Ihre	ihre	A	PPOSAT	Fem|_|Sg	5	det	870	870
4	große	groß	A	ADJA	Pos|Fem|_|Sg|_|	5	attr	_	_
5	Hand	Hand	N	NN	Fem|_|Sg	8	obja	_	_
6	nachher	nachher	A	ADV	_	8	adv	_	_
7	nicht	nicht	P	PTKNEG	_	8	adv	_	_
8	loswerden	loswerden	V	VVFIN	3|Pl|Pres|_	0	root	_	_
9	,	,	$	$,	_	0	root	_	_
10	so	so	A	ADV	_	11	adv	_	_
11	schadets	schadets	A	ADJD	_	13	adv	_	_
12	doch	doch	A	ADV	_	11	adv	_	_
13	auch	auch	A	ADV	_	14	adv	_	_
14	nicht	nicht	P	PTKNEG	_	0	root	_	_
15	.	.	$	$.	_	0	root	_	_

1	›	›	V	VVFIN	_	0	root	_	_
2	Ich	ich	P	PPER	1|Sg|_|Nom	3	subj	869	869
3	kann	können	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
4	aber	aber	A	ADV	_	11	adv	_	_
5	die	die	A	ART	Def|Masc|_|Pl	6	det	_	_
6	Finger	Finger	N	NN	Masc|_|Pl	11	obja	_	_
7	der	die	A	ART	Def|Fem|Gen|Sg	9	det	871	871
8	großen	groß	A	ADJA	Pos|Fem|Gen|Sg|Wk|	9	attr	871	871
9	Hand	Hand	N	NN	Fem|Gen|Sg	6	gmod	871	871
10	nicht	nicht	P	PTKNEG	_	11	adv	_	_
11	bewegen	bewegen	V	VVINF	_	3	aux	_	_
12	!	!	$	$.	_	0	root	_	_
13	‹	‹	F	FM	_	14	obja	_	_
14	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
15	er	er	P	PPER	3|Sg|Masc|Nom	14	subj	2	2
16	darauf	darauf	P	PROAV	_	14	pp	_	_
17	.	.	$	$.	_	0	root	_	_

1	Sehen	sehen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
2	Sie	sie	P	PPER	3|Pl|_|Nom	1	subj	872	872
3	hinaus	hinaus	A	APZR	_	0	root	_	_
4	!	!	$	$.	_	0	root	_	_

1	Sehen	sehen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
2	Sie	sie	P	PPER	3|Pl|_|Nom	1	subj	872	872
3	hinaus	hinaus	A	APZR	_	0	root	_	_
4	!	!	$	$.	_	0	root	_	_

1	rief	rufen	V	VVFIN	1|Sg|Past|Ind	0	root	_	_
2	ich	ich	P	PPER	1|Sg|_|Nom	1	subj	873	873
3	heftig	heftig	A	ADJD	Pos|	1	adv	_	_
4	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	da	da	A	ADV	_	3	adv	_	_
3	sahen	sehen	V	VVFIN	1|Pl|Past|Ind	1	cj	_	_
4	wir	wir	P	PPER	1|Pl|_|Nom	3	subj	875	875
5	links	links	A	ADV	_	3	adv	_	_
6	von	von	P	APPR	Dat	3	pp	_	_
7	mir	ich	P	PPER	1|Sg|_|Dat	6	pn	873	873
8	weiter	weiter	A	ADV	_	3	adv	_	_
9	nach	nach	P	APPR	Dat	3	pp	_	_
10	unten	unten	A	ADV	_	9	adv	_	_
11	ganz	ganz	A	ADV	_	12	adv	874	874
12	seltsame	seltsam	A	ADJA	Pos|Neut|_|_|_|	16	attr	874	874
13	,	,	$	$,	_	0	root	874	874
14	ganz	ganz	A	ADV	_	15	adv	874	874
15	dunkelgrüne	dunkelgrün	A	ADJA	Pos|_|_|_|_|	12	kon	874	874
16	Schleiergebilde	Schleiergebilde	N	NN	Neut|_|Pl	3	obja	874	874
17	,	,	$	$,	_	0	root	874	874
18	die	die	P	PRELS	Neut|Nom|Pl	25	subj	874	874
19	sich	sie	P	PRF	3|_|_	25	obja	_	_
20	von	von	P	APPR	Dat	25	pp	_	_
21	dem	die	A	ART	Def|Masc|Dat|Sg	23	det	_	_
22	samtschwarzen	samtschwarz	A	ADJA	Pos|Masc|Dat|Sg|Wk|	23	attr	_	_
23	Nachthimmel	Nachthimmel	N	NN	Masc|Dat|Sg	20	pn	_	_
24	geisterhaft	geisterhaft	A	ADJD	Pos|	25	adv	_	_
25	abhoben	abheben	V	VVFIN	3|Pl|Past|Ind	16	rel	_	_
26	und	und	K	KON	_	25	kon	_	_
27	auf	auf	P	APPR	_	29	pp	_	_
28	uns	wir	P	PPER	1|Pl|_|_	27	pn	875	875
29	zuschwebten	zuschweben	V	VVFIN	_|Pl|Past|_	26	cj	_	_
30	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	gleich	gleich	A	ADJD	Pos|	4	adv	_	_
3	danach	danach	P	PROAV	_	2	pp	_	_
4	waren	sein	V	VAFIN	3|Pl|Past|Ind	1	cj	_	_
5	sie	sie	P	PPER	3|Pl|_|Nom	4	subj	874	874
6	wieder	wieder	A	ADV	_	7	adv	_	_
7	verschwunden	verschwinden	V	VVPP	_	4	aux	_	_
8	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	dann	dann	A	ADV	_	3	adv	_	_
3	wurde	werden	V	VAFIN	3|Sg|Past|Ind	1	cj	_	_
4	ein	eine	A	ART	Indef|Masc|Nom|Sg	5	det	876	876
5	Stern	Stern	N	NN	Masc|Nom|Sg	3	subj	876	876
6	,	,	$	$,	_	0	root	876	876
7	der	die	P	PRELS	Masc|Nom|Sg	9	subj	876	876
8	rötlich	rötlich	A	ADJD	Pos|	9	pred	_	_
9	aussah	aussehen	V	VVFIN	3|Sg|Past|Ind	5	rel	_	_
10	,	,	$	$,	_	0	root	_	_
11	immer	immer	A	ADV	_	12	adv	_	_
12	größer	groß	A	ADJD	Comp|	3	pred	_	_
13	und	und	K	KON	_	12	kon	_	_
14	dann	dann	A	ADV	_	15	adv	_	_
15	so	so	A	ADV	_	16	adv	_	_
16	groß	groß	A	ADJD	Pos|	13	cj	_	_
17	wie	wie	K	KOKOM	_	16	kom	_	_
18	der	die	A	ART	Def|Masc|Nom|Sg	19	det	_	_
19	Erdmond	Erdmond	N	NN	Masc|Nom|Sg	17	cj	_	_
20	und	und	K	KON	_	16	kon	_	_
21	dann	dann	A	ADV	_	22	adv	_	_
22	dreimal	dreimal	A	ADV	_	23	adv	_	_
23	so	so	A	ADV	_	24	adv	_	_
24	groß	groß	A	ADJD	Pos|	20	cj	_	_
25	wie	wie	K	KOKOM	_	24	kom	_	_
26	der	die	A	ART	Def|Masc|Nom|Sg	27	det	_	_
27	Erdmond	Erdmond	N	NN	Masc|Nom|Sg	25	cj	_	_
28	.	.	$	$.	_	0	root	_	_

1	›	›	V	VVFIN	_	0	root	_	_
2	Das	die	P	PDS	Neut|Nom|Sg	3	subj	_	_
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	die	die	A	ART	Def|_|Nom|_	5	det	877	877
5	Venus	Venus	N	NE	_|Nom|_	3	pred	877	877
6	!	!	$	$.	_	0	root	_	_
7	‹	‹	F	FM	_	8	obja	_	_
8	rief	rufen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
9	der	die	A	ART	Def|Masc|Nom|Sg	10	det	556	556
10	Professor	Professor	N	NN	Masc|Nom|Sg	8	subj	556	556
11	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	kaum	kaum	A	ADV	_	3	adv	_	_
3	hatte	haben	V	VAFIN	3|Sg|Past|Ind	1	cj	_	_
4	er	er	P	PPER	3|Sg|Masc|Nom	3	subj	2	2
5	das	die	P	PDS	Neut|_|Sg	6	obja	_	_
6	gesagt	sagen	V	VVPP	_	3	aux	_	_
7	,	,	$	$,	_	0	root	_	_
8	so	so	A	ADV	_	9	adv	_	_
9	verschwand	verschwinden	V	VVFIN	3|Sg|Past|Ind	3	kon	_	_
10	sie	sie	P	PPER	3|Sg|Fem|Nom	9	subj	877	877
11	unter	unter	P	APPR	_	9	pp	_	_
12	uns	wir	P	PPER	1|Pl|_|_	11	pn	878	878
13	.	.	$	$.	_	0	root	_	_

1	Wir	wir	P	PPER	1|Pl|_|Nom	2	subj	878	878
2	fahren	fahren	V	VVFIN	1|Pl|Pres|_	0	root	_	_
3	schnell	schnell	A	ADJD	Pos|	2	adv	_	_
4	!	!	$	$.	_	0	root	_	_

1	sagte	sagen	V	VVFIN	1|Sg|Past|_	0	root	_	_
2	ich	ich	P	PPER	1|Sg|_|Nom	1	subj	1005	1005
3	leise	leise	A	ADJD	Pos|	1	adv	_	_
4	.	.	$	$.	_	0	root	_	_

1	Den	die	A	ART	Def|Masc|Acc|Sg	2	det	_	_
2	Merkur	Merkur	N	NN	Masc|Acc|Sg	3	obja	_	_
3	sahen	sehen	V	VVFIN	1|Pl|Past|Ind	0	root	_	_
4	wir	wir	P	PPER	1|Pl|_|Nom	3	subj	878	878
5	ebenso	ebenso	A	ADV	_	3	adv	_	_
6	,	,	$	$,	_	0	root	_	_
7	doch	doch	K	KON	_	3	kon	_	_
8	er	er	P	PPER	3|Sg|Masc|Nom	9	subj	2	2
