1	Plusa	Plusa	N	NE	_|Nom|Sg	2	subj	134	134
38	als	als	K	KOKOM	_	42	kom	_	_
39	Rasseerhalterin	Rasseerhalterin	N	NN	Fem|_|Sg	38	cj	624	624
40	durchaus	durchaus	A	ADV	_	42	adv	_	_
41	nicht	nicht	P	PTKNEG	_	42	adv	_	_
42	unterschätzen	unterschätzen	V	VVFIN	1|Pl|Pres|_	32	objc	_	_
43	.	.	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|_	18	expl	_	_
2	war	sein	V	VAFIN	_|Sg|Past|Ind	0	root	_	_
3	daher	daher	P	PROAV	_	2	pp	_	_
4	sehr	sehr	A	ADV	_	5	adv	_	_
5	überflüssig	überflüssig	A	ADJD	Pos|	2	pred	_	_
6	von	von	P	APPR	Dat	2	pp	_	_
7	unserm	unsre	A	PPOSAT	Masc|Dat|Sg	8	det	133	133
8	Freunde	Freund	N	NN	Masc|Dat|Sg	6	pn	484)	484)
9	Knaff	Knaff	N	NE	Masc|Dat|Sg	8	app	133	133
10	,	,	$	$,	_	0	root	_	_
11	die	die	A	ART	Def|Fem|_|Pl	12	det	_	_
12	Frauen	Frau	N	NN	Fem|_|Pl	18	obja	_	_
13	als	als	K	KOKOM	_	12	kom	_	_
14	Menschen	Mensch	N	NN	Masc|_|_	13	cj	_	_
15	zweiter	zweit	A	ADJA	_|Fem|Gen|Sg|St|	16	attr	_	_
16	Klasse	Klasse	N	NN	Fem|Gen|Sg	14	gmod	_	_
17	zu	zu	P	PTKZU	_	18	part	_	_
18	bezeichnen	bezeichnen	V	VVINF	_	2	subjc	_	_
19	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	3	det	_	_
2	schulmeisterliche	schulmeisterlich	A	ADJA	Pos|Fem|Nom|Sg|_|	3	attr	_	_
3	Rangordnungssucht	Rangordnungssucht	N	NN	Fem|Nom|Sg	4	subj	_	_
4	könnte	können	V	VMFIN	3|Sg|Past|Subj	0	root	_	_
5	uns	wir	P	PPER	1|Pl|_|Dat	11	objd	484	484
6	in	in	P	APPR	Dat	11	pp	_	_
7	den	die	A	ART	Def|Neut|Dat|Pl	8	det	485	485
8	Augen	Auge	N	NN	Neut|Dat|Pl	6	pn	485	485
9	der	die	A	ART	Def|Masc|Gen|Pl	10	det	35	35
10	Europäer	Europäer	N	NN	Masc|Gen|Pl	8	gmod	35	35
11	schaden	schaden	V	VVINF	_	4	aux	_	_
12	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	2	det	486	486
2	Erde	Erde	N	NN	Fem|Nom|Sg	3	subj	486	486
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	noch	noch	A	ADV	_	3	adv	_	_
5	mehr	mehr	A	ADV	_	6	adv	_	_
6	als	als	K	KOKOM	_	3	kom	_	_
7	ein	eine	A	ART	Indef|Neut|_|Sg	8	det	_	_
8	Schulhaus	Schulhaus	N	NN	Neut|_|Sg	6	cj	_	_
9	.	.	$	$.	_	0	root	_	_
10	«	«	$	$(	_	0	root	_	_

1	Die	die	A	ART	Def|Masc|Nom|Pl	2	det	16	16
2	Löwen	Löwe	N	NN	Masc|Nom|Pl	3	subj	16	16
3	haben	haben	V	VAFIN	3|Pl|Pres|_	0	root	_	_
4	ihre	ihre	A	PPOSAT	Fem|_|Pl	5	det	16	16
5	Schlangen	Schlange	N	NN	Fem|_|Pl	6	obja	_	_
6	verspeist	verspeisen	V	VVPP	_	3	aux	_	_
7	und	und	K	KON	_	6	kon	_	_
8	nur	nur	A	ADV	_	12	adv	_	_
9	deren	die	A	PDAT	Masc|_|Pl	10	det	297	297
10	Köpfe	Kopf	N	NN	Masc|_|Pl	12	obja	297	297
11	übrig	übrig	A	ADJD	Pos|	12	adv	_	_
12	gelassen	lassen	V	VVPP	_	7	cj	_	_
13	-	-	$	$(	_	0	root	_	_
14	diese	diese	P	PDS	_|Nom|Pl	15	subj	_	_
15	spiessen	spiessen	V	VVFIN	_|Pl|_|_	3	kon	_	_
16	sie	sie	P	PPER	3|_|_|_	15	obja	486	486
17	jetzt	jetzt	A	ADV	_	15	adv	_	_
18	ihrer	ihre	A	PPOSAT	Fem|Dat|Sg	19	det	486	486
19	Gewohnheit	Gewohnheit	N	NN	Fem|Dat|Sg	15	objd	_	_
20	gemäss	gemäss	A	ADJD	Pos|	15	adv	_	_
21	auf	auf	P	APPR	Acc	15	pp	_	_
22	ihre	ihre	A	PPOSAT	_|Acc|_	23	det	16	16
23	Schwanzspitze	Schwanzspitz	N	NN	_|Acc|_	21	pn	_	_
24	;	;	$	$.	_	0	root	_	_
25	mit	mit	P	APPR	Dat	33	pp	_	_
26	ein	eine	A	ART	Indef|_|_|Sg	29	det	_	_
27	paar	paar	A	PIDAT	Neut|Dat|_	29	attr	_	_
28	blauen	blau	A	ADJA	Pos|Neut|Dat|_|_|	29	attr	_	_
29	Haaren	Haar	N	NN	Neut|Dat|_	25	pn	_	_
30	aus	aus	P	APPR	Dat	29	pp	_	_
31	der	die	A	ART	Def|Fem|Dat|Sg	32	det	_	_
32	Mähne	Mähne	N	NN	Fem|Dat|Sg	30	pn	_	_
33	werden	werden	V	VAFIN	3|Pl|Pres|_	0	root	_	_
34	die	die	A	ART	Def|Masc|Nom|Pl	35	det	504	504
35	Schlangenköpfe	Schlangenkopf	N	NN	Masc|Nom|Pl	33	subj	504	504
36	festgebunden	festbinden	V	VVPP	_	33	aux	_	_
37	.	.	$	$.	_	0	root	_	_

1	Bei	bei	P	APPR	Dat	5	pp	_	_
2	dieser	diese	A	PDAT	Fem|Dat|Sg	4	det	_	_
3	umständlichen	umständlich	A	ADJA	Pos|Fem|Dat|Sg|Wk|	4	attr	_	_
4	Beschäftigung	Beschäftigung	N	NN	Fem|Dat|Sg	1	pn	_	_
5	setzt	setzen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
6	Olli	Olli	N	NE	_|Nom|Sg	5	subj	132	132
7	seine	seine	A	PPOSAT	Fem|_|Pl	9	det	132	132
8	scharfsinnigen	scharfsinnig	A	ADJA	Pos|Fem|_|Pl|Wk|	9	attr	_	_
9	Betrachtungen	Betrachtung	N	NN	Fem|_|Pl	5	obja	_	_
10	über	über	P	APPR	Acc	9	pp	_	_
11	die	die	A	ART	Def|Fem|Acc|Pl	12	det	496	496
12	Konsequenzen	Konsequenz	N	NN	Fem|Acc|Pl	10	pn	496	496
13	des	die	A	ART	Def|_|Gen|Sg	14	det	497	497
14	Hetärismus	Hetärismus	N	NN	_|Gen|Sg	12	gmod	496	496
15	auseinander	auseinander	P	PTKVZ	_	5	avz	_	_
16	:	\:	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Würden	werden	V	VAFIN	3|Pl|Past|Subj	0	root	_	_
3	die	die	A	ART	Def|Masc|Nom|Pl	4	det	61	61
4	Männer	Mann	N	NN	Masc|Nom|Pl	2	subj	61	61
5	das	die	A	ART	Def|Neut|_|Sg	7	det	_	_
6	sexuale	sexual	A	ADJA	Pos|Neut|_|Sg|Wk|	7	attr	_	_
7	Leben	Leben	N	NN	Neut|_|Sg	13	obja	_	_
8	der	die	A	ART	Def|Fem|Gen|Sg	9	det	417	417
9	Frau	Frau	N	NN	Fem|Gen|Sg	7	gmod	417	417
10	in	in	P	APPR	Dat	13	pp	_	_
11	laxer	lax	A	ADJA	Pos|Fem|Dat|Sg|St|	12	attr	_	_
12	Weise	Weise	N	NN	Fem|Dat|Sg	10	pn	_	_
13	kontrolliren	kontrolliren	V	VVINF	_	2	aux	_	_
14	und	und	K	KON	_	13	kon	_	_
15	so	so	A	ADV	_	17	adv	_	_
16	dem	die	A	ART	Def|_|Dat|Sg	17	det	_	_
17	Hetärenthum	Hetärenthum	N	NN	_|Dat|Sg	19	objd	_	_
18	Vorschub	Vorschub	N	NN	Masc|_|Sg	19	obja	_	_
19	leisten	leisten	V	VVINF	_	14	cj	_	_
20	,	,	$	$,	_	0	root	_	_
21	so	so	A	ADV	_	22	adv	_	_
22	wäre	sein	V	VAFIN	_|Sg|Past|Subj	2	kon	_	_
23	der	die	A	ART	Def|Fem|Dat|Sg	28	det	_	_
24	ungeregelten	ungeregelt	A	ADJA	Pos|Fem|Dat|Sg|Wk|	28	attr	_	_
25	und	und	K	KON	_	24	kon	_	_
26	damit	damit	P	PROAV	_	27	pp	_	_
27	unbedachten	unbedacht	A	ADJA	Pos|_|Dat|_|_|	25	cj	_	_
28	Zuchtwahl	Zuchtwahl	N	NN	Fem|Dat|Sg	32	objd	_	_
29	Thür	Thür	N	NE	_|Dat|Sg	28	app	_	_
30	und	und	K	KON	_	29	kon	_	_
31	Thor	Thor	N	NN	Neut|Dat|Sg	30	cj	487	487
32	geöffnet	öffnen	V	VVPP	_	22	aux	487	487
33	,	,	$	$,	_	0	root	487	487
34	was	was	P	PRELS	Neut|Nom|Sg	42	subj	487	487
35	der	die	A	ART	Def|Fem|Dat|Sg	36	det	_	_
36	Verbesserung	Verbesserung	N	NN	Fem|Dat|Sg	41	objd	_	_
37	der	die	A	ART	Def|Fem|Gen|Sg	38	det	492	492
38	Rasse	Rasse	N	NN	Fem|Gen|Sg	36	gmod	492	492
39	niemals	niemals	A	ADV	_	41	adv	_	_
40	förderlich	förderlich	A	ADJD	Pos|	41	pred	_	_
41	sein	sein	V	VAINF	_	42	aux	_	_
42	könnte	können	V	VMFIN	3|Sg|Past|Subj	31	rel	_	_
43	-	-	$	$(	_	0	root	_	_
44	und	und	K	KON	_	42	kon	_	_
45	auf	auf	P	APPR	Acc	52	objp	_	_
46	die	die	A	ART	Def|Fem|Acc|Sg	48	det	491	491
47	›	›	A	ADJA	_|Fem|Acc|Sg|_	48	attr	491	491
48	Verbesserung	Verbesserung	N	NN	Fem|Acc|Sg	45	pn	491	491
49	‹	‹	F	FM	Fem|Acc|Sg	48	app	491	491
50	der	die	A	ART	Def|Fem|Gen|Sg	51	det	491	491
51	Rasse	Rasse	N	NN	Fem|Gen|Sg	49	gmod	491	491
52	kommt	kommen	V	VVFIN	_|_|Pres|Ind	44	cj	_	_
53	'	'	$	$(	_	0	root	_	_
54	s	s	P	PPER	_|_|_|Nom	52	subj	487	487
55	doch	doch	A	ADV	_	52	adv	_	_
56	an	an	P	PTKVZ	_	52	avz	_	_
57	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Masc|Nom|Pl	2	det	35	35
2	Europäer	Europäer	N	NN	Masc|Nom|Pl	3	subj	35	35
3	wissen	wissen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
4	gewiss	gewiss	A	ADJD	Pos|	3	adv	_	_
5	,	,	$	$,	_	0	root	_	_
6	dass	dass	K	KOUS	_	20	konj	_	_
7	die	die	A	ART	Def|Fem|Nom|Sg	11	det	_	_
8	geregelte	geregelt	A	ADJA	Pos|Fem|Nom|Sg|_|	11	attr	_	_
9	und	und	K	KON	_	8	kon	_	_
10	wohlbedachte	wohlbedacht	A	ADJA	Pos|_|Nom|_|_|	9	cj	_	_
11	Zuchtwahl	Zuchtwahl	N	NN	Fem|Nom|Sg	20	subj	_	_
12	auch	auch	A	ADV	_	20	adv	_	_
13	bei	bei	P	APPR	Dat	20	pp	_	_
14	den	die	A	ART	Def|Masc|Dat|Pl	15	det	1070	1070
15	Hunden	Hund	N	NN	Masc|Dat|Pl	13	pn	1070	1070
16	und	und	K	KON	_	15	kon	_	_
17	Pferden	Pferd	N	NN	Neut|Dat|Pl	16	cj	488	488
18	bessere	gut	A	ADJA	Comp|Neut|_|Pl|St|	19	attr	_	_
19	Resultate	Resultat	N	NN	Neut|_|Pl	20	obja	_	_
20	zeitigt	zeitigen	V	VVFIN	3|Sg|Pres|Ind	3	objc	_	_
21	als	als	K	KOKOM	_	20	kom	_	_
22	die	die	A	ART	Def|Fem|_|Sg	25	det	_	_
23	simple	simpel	A	ADJA	Pos|Fem|_|Sg|_|	25	attr	_	_
24	natürliche	natürlich	A	ADJA	Pos|Fem|_|Sg|_|	25	attr	_	_
25	Zuchtwahl	Zuchtwahl	N	NN	Fem|_|Sg	21	cj	_	_
26	.	.	$	$.	_	0	root	_	_

1	Warum	Warum	P	PWAV	_	7	adv	_	_
2	also	also	A	ADV	_	1	adv	_	_
3	bei	bei	P	APPR	Dat	7	pp	_	_
4	den	die	A	ART	Def|Masc|Dat|Pl	5	det	489	489
5	Menschen	Mensch	N	NN	Masc|Dat|Pl	3	pn	489	489
6	anders	anders	A	ADV	_	7	adv	_	_
7	verfahren	verfahren	V	VVFIN	_|Pl|Pres|_	0	root	_	_
8	?	?	$	$.	_	0	root	_	_

1	Lässt	lassen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
2	man	man	P	PIS	_|Nom|Sg	1	subj	_	_
3	der	die	A	ART	Def|Fem|Gen|Sg	4	det	490	490
4	Frau	Frau	N	NN	Fem|Gen|Sg	2	gmod	490	490
5	,	,	$	$,	_	0	root	490	490
6	die	die	P	PRELS	Fem|Nom|Sg	18	subj	490	490
7	doch	doch	A	ADV	_	18	adv	_	_
8	die	die	A	ART	Def|Fem|_|Sg	10	det	491	491
9	›	›	A	ADJA	_|Fem|_|Sg|_	10	attr	491	491
10	Verbesserung	Verbesserung	N	NN	Fem|_|Sg	18	obja	491	491
11	‹	‹	F	FM	Fem|_|Sg	10	app	491	491
12	der	die	A	ART	Def|Fem|Gen|Sg	13	det	492	492
13	Rasse	Rasse	N	NN	Fem|Gen|Sg	11	gmod	491	491
14	nicht	nicht	P	PTKNEG	_	18	adv	_	_
15	oft	oft	A	ADV	_	18	adv	_	_
16	im	in	P	APPRART	Dat	18	pp	_	_
17	Auge	Auge	N	NN	Neut|Dat|Sg	16	pn	289	289
18	hat	haben	V	VAFIN	3|Sg|Pres|Ind	4	rel	_	_
19	,	,	$	$,	_	0	root	_	_
20	in	in	P	APPR	_	1	pp	_	_
21	sexualen	sexual	A	ADJA	Pos|_|_|_|_|	22	attr	_	_
22	Fragen	Frage	N	NN	_|_|_	20	pn	_	_
23	zu	zu	P	PTKA	_	24	adv	_	_
24	viel	viel	P	PIS	_	1	obja	_	_
25	den	die	A	ART	Def|Masc|Dat|Pl	26	det	_	_
26	Willen	Wille	N	NN	Masc|Dat|Pl	1	objd	_	_
27	-	-	$	$(	_	0	root	_	_
28	oder	oder	K	KON	_	26	kon	_	_
29	gar	gar	A	ADV	_	31	adv	_	_
30	jeden	jede	A	PIDAT	Masc|Dat|Sg	31	det	_	_
31	Willen	Wille	N	NN	Masc|Dat|Sg	28	cj	_	_
32	-	-	$	$(	_	0	root	_	_
33	so	so	A	ADV	_	34	adv	_	_
34	bedeutet	bedeuten	V	VVFIN	3|Sg|Pres|Ind	1	kon	_	_
35	das	die	P	PDS	Neut|Nom|Sg	34	subj	_	_
36	einen	eine	A	ART	Indef|Masc|Acc|Sg	37	det	_	_
37	Rückfall	Rückfall	N	NN	Masc|Acc|Sg	34	obja	_	_
38	in	in	P	APPR	Acc	37	pp	_	_
39	die	die	A	ART	Def|Fem|Acc|Sg	42	det	493	493
40	alte	alt	A	ADJA	Pos|Fem|Acc|Sg|_|	42	attr	493	493
41	vorsintfluthliche	vorsintfluthliche	A	ADJA	_|Fem|Acc|Sg|_	42	attr	493	493
42	Zeit	Zeit	N	NN	Fem|Acc|Sg	38	pn	493	493
43	,	,	$	$,	_	0	root	493	493
44	in	in	P	APPR	Dat	52	pp	493	493
45	der	die	P	PRELS	Fem|Dat|Sg	44	pn	493	493
46	die	die	A	ART	Def|Fem|Nom|Sg	47	det	494	494
47	Mutter	Mutter	N	NN	Fem|Nom|Sg	52	subj	494	494
48	das	die	A	ART	Def|Neut|Nom|Sg	49	det	_	_
49	Oberhaupt	Oberhaupt	N	NN	Neut|Nom|Sg	52	pred	_	_
50	der	die	A	ART	Def|Fem|Gen|Sg	51	det	_	_
51	Familie	Familie	N	NN	Fem|Gen|Sg	49	gmod	_	_
52	war	sein	V	VAFIN	3|Sg|Past|Ind	42	rel	_	_
53	und	und	K	KON	_	52	kon	_	_
54	kein	keine	A	PIAT	Neut|Nom|Sg	55	det	_	_
55	Kind	Kind	N	NN	Neut|Nom|Sg	56	subj	_	_
56	wusste	wissen	V	VVFIN	3|Sg|Past|Ind	53	cj	_	_
57	,	,	$	$,	_	0	root	_	_
58	zu	zu	P	APPR	Dat	62	pp	_	_
59	wem	wer	P	PWS	_|Dat|Sg	58	pn	_	_
60	es	es	P	PPER	3|Sg|Neut|Nom	63	subj	_	_
61	Vater	Vater	N	NN	Masc|_|Sg	62	obja	964	964
62	sagen	sagen	V	VVINF	_	63	aux	_	_
63	sollte	sollen	V	VMFIN	3|Sg|Past|_	56	objc	_	_
64	.	.	$	$.	_	0	root	_	_

1	Solchen	solche	A	PIDAT	Masc|_|Sg	2	det	_	_
2	Atavismus	Atavismus	N	NN	Masc|_|Sg	7	obja	_	_
3	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	kein	keine	A	PIAT	Masc|Nom|Sg	6	det	_	_
5	vernünftiger	vernünftig	A	ADJA	Pos|Masc|Nom|Sg|St|	6	attr	_	_
6	Mensch	Mensch	N	NN	Masc|Nom|Sg	3	subj	_	_
7	wollen	wollen	V	VMINF	_	3	aux	_	_
8	.	.	$	$.	_	0	root	_	_

1	Wohin	Wohin	P	PWAV	_	2	adv	_	_
2	steuert	steuern	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	also	also	A	ADV	_	6	adv	_	_
4	die	die	A	ART	Def|Fem|Nom|Sg	6	det	_	_
5	freie	frei	A	ADJA	Pos|Fem|Nom|Sg|_|	6	attr	_	_
6	Liebe	Liebe	N	NN	Fem|Nom|Sg	2	subj	_	_
7	?	?	$	$.	_	0	root	_	_

1	In	in	P	APPR	_	0	root	_	_
2	den	die	A	ART	Def|_|_|_	3	det	_	_
3	Hetärismus	Hetärismus	N	NN	_|_|_	1	pn	_	_
4	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	wohin	wohin	P	PWAV	_	3	pp	_	_
3	steuert	steuern	V	VVFIN	3|Sg|Pres|Ind	1	cj	_	_
4	der	die	A	ART	Def|Masc|Nom|Sg	5	det	_	_
5	Hetärismus	Hetärismus	N	NN	Masc|Nom|Sg	3	subj	_	_
6	?	?	$	$.	_	0	root	_	_

1	In	in	P	APPR	Acc	0	root	_	_
2	einen	eine	A	ART	Indef|Masc|Acc|Sg	4	det	495	495
3	vorsintfluthlichen	vorsintfluthlichen	A	ADJA	_|Masc|Acc|Sg|_	4	attr	495	495
4	Zustand	Zustand	N	NN	Masc|Acc|Sg	1	pn	495	495
5	hinein	hinein	P	PTKVZ	_	0	root	_	_
6	,	,	$	$,	_	0	root	_	_
7	der	die	P	PRELS	Masc|Nom|Sg	14	subj	495	495
8	jederzeit	jederzeit	A	ADV	_	13	adv	_	_
9	für	für	P	APPR	Acc	13	objp	_	_
10	einen	eine	A	ART	Indef|Masc|Acc|Sg	12	det	_	_
11	sehr	sehr	A	ADV	_	12	adv	_	_
12	niedrigen	niedrig	A	ADJA	Masc|Acc|Sg	9	pn	_	_
13	gehalten	halten	V	VVPP	_	14	aux	_	_
14	wurde	werden	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
15	.	.	$	$.	_	0	root	_	_

1	Das	die	P	PDS	Neut|Nom|Sg	2	subj	_	_
2	sind	sein	V	VAFIN	_|Pl|Pres|Ind	0	root	_	_
3	die	die	A	ART	Def|Fem|Nom|Pl	4	det	496	496
4	Konsequenzen	Konsequenz	N	NN	Fem|Nom|Pl	2	pred	496	496
5	des	die	A	ART	Def|_|Gen|Sg	6	det	497	497
6	Hetärismus	Hetärismus	N	NN	_|Gen|Sg	4	gmod	496	496
7	!	!	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	498	498
2	habe	haben	V	VAFIN	1|Sg|Pres|_	0	root	_	_
3	Euch	ihr	P	PRF	2|Pl|_	2	obja	_	_
4	das	die	A	ART	Def|Neut|_|Sg	0	root	_	_
5	in	in	P	APPR	Dat	0	root	_	_
6	Eurer	eure	A	PPOSAT	Fem|Dat|Sg	7	det	496	496
7	Sprache	Sprache	N	NN	Fem|Dat|Sg	5	pn	_	_
8	gesagt	sagen	V	VVPP	_	0	root	_	_
9	!	!	$	$.	_	0	root	_	_

1	Ihr	ihr	P	PPER	2|Pl|_|Nom	2	subj	_	_
2	habt	haben	V	VAFIN	2|Pl|Pres|Ind	0	root	_	_
3	mich	ich	P	PPER	1|Sg|_|Acc	5	obja	498	498
4	hoffentlich	hoffentlich	A	ADV	_	5	adv	_	_
5	verstanden	verstehen	V	VVPP	_	2	aux	_	_
6	,	,	$	$,	_	0	root	_	_
7	nicht	nicht	P	PTKNEG	_	8	adv	_	_
8	wahr	wahr	A	ADJD	Pos|	0	root	_	_
9	?	?	$	$.	_	0	root	_	_
10	«	«	$	$(	_	0	root	_	_

1	Die	die	A	ART	Def|Masc|Nom|Pl	2	det	35	35
2	Europäer	Europäer	N	NN	Masc|Nom|Pl	3	subj	35	35
3	murmeln	murmeln	V	VVFIN	3|Pl|Pres|_	0	root	_	_
4	schüchtern	schüchtern	A	ADJD	Pos|	3	adv	_	_
5	:	\:	$	$.	_	0	root	_	_
6	»	»	$	$(	_	0	root	_	_
7	Ja	ja	P	PTKANT	_	0	root	_	_
8	!	!	$	$.	_	0	root	_	_
9	«	«	$	$(	_	0	root	_	_

1	Plusa	Plusa	N	NE	_|Nom|Sg	2	subj	134	134
2	fängt	fangen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	schrecklich	schrecklich	A	ADJD	Pos|	2	adv	_	_
4	zu	zu	P	PTKZU	_	5	part	_	_
5	lachen	lachen	V	VVINF	_	2	obji	_	_
6	an	an	P	PTKVZ	_	0	root	_	_
7	und	und	K	KON	_	0	root	_	_
8	redet	reden	V	VVFIN	_|_|Pres|_	7	cj	_	_
9	also	also	A	ADV	_	8	adv	_	_
10	:	\:	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Da	Da	K	KOUS	_	0	root	_	_
3	brat	brat	N	NE	_	0	root	_	_
4	'	'	$	$(	_	0	root	_	_
5	mir	ich	P	PPER	1|Sg|_|Dat	0	root	498	498
6	Einer	eine	P	PIS	_|_|Sg	0	root	_	_
7	'	'	$	$(	_	0	root	_	_
8	nen	nen	A	ADJA	_|Masc|_|Sg|_	9	attr	_	_
9	Storch	Storch	N	NN	Masc|_|Sg	0	root	_	_
10	!	!	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	2	det	499	499
2	Freiheit	Freiheit	N	NN	Fem|Nom|Sg	5	subj	499	499
3	der	die	A	ART	Def|Fem|Gen|Sg	4	det	417	417
4	Frau	Frau	N	NN	Fem|Gen|Sg	2	gmod	417	417
5	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
6	ein	eine	A	ART	Indef|Neut|Nom|Sg	7	det	_	_
7	Uebel	Übel	N	NN	Neut|Nom|Sg	5	pred	_	_
8	!	!	$	$.	_	0	root	_	_

1	Gut	gut	A	ADJD	Pos|	0	root	_	_
2	!	!	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	2	det	_	_
2	Freiheit	Freiheit	N	NN	Fem|Nom|Sg	5	subj	_	_
3	des	die	A	ART	Def|Masc|Gen|Sg	4	det	479	479
4	Mannes	Mann	N	NN	Masc|Gen|Sg	2	gmod	479	479
5	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
6	aber	aber	A	ADV	_	5	adv	_	_
7	der	die	A	ART	Def|Neut|Gen|Pl	8	det	320	320
8	Kinder	Kind	N	NN	Neut|Gen|Pl	5	objg	320	320
9	wegen	wegen	P	APPR	_	5	pp	_	_
10	nothwendig	nothwendig	A	ADJD	Pos|	9	pn	_	_
11	,	,	$	$,	_	0	root	_	_
12	da	da	K	KOUS	_	25	konj	_	_
13	die	die	A	ART	Def|Fem|Nom|Pl	14	det	500	500
14	Hetären	Hetäre	N	NN	Fem|Nom|Pl	25	subj	500	500
15	das	die	A	ART	Def|Neut|_|Sg	16	det	_	_
16	Sexualsystem	Sexualsystem	N	NN	Neut|_|Sg	25	obja	_	_
17	der	die	A	ART	Def|Masc|Gen|Pl	18	det	61	61
18	Männer	Mann	N	NN	Masc|Gen|Pl	16	gmod	61	61
19	doch	doch	A	ADV	_	24	adv	_	_
20	von	von	P	APPR	_	24	pp	_	_
21	Zeit	Zeit	N	NN	Fem|_|Sg	20	pn	501	501
22	zu	zu	P	APPR	Dat	20	kon	_	_
23	Zeit	Zeit	N	NN	Fem|Dat|Sg	22	pn	501	501
24	aufzureizen	aufreizen	V	VVIZU	_	25	obji	_	_
25	haben	haben	V	VAFIN	3|Pl|Pres|_	5	neb	_	_
26	.	.	$	$.	_	0	root	_	_

