1	Ach	ach	I	ITJ	_	0	root	_	_
5	den	die	A	ART	Def|Masc|Dat|Pl	6	det	118	118
6	Krämern	Krämer	N	NN	Masc|Dat|Pl	2	objd	118	118
7	in	in	P	APPR	Acc	10	pp	_	_
8	die	die	A	ART	Def|_|Acc|Pl	9	det	119	119
9	Löcher	Loch	N	NN	_|Acc|Pl	7	pn	119	119
10	fahren	fahren	V	VVINF	_	2	obji	_	_
11	,	,	$	$,	_	0	root	_	_
12	säß	säß	K	KOUS	_	0	root	_	_
13	ich	ich	P	PPER	1|Sg|_|Nom	0	root	30	30
14	nicht	nicht	P	PTKNEG	_	13	adv	_	_
15	hier	hier	A	ADV	_	14	adv	_	_
16	und	und	K	KON	_	0	root	_	_
17	guckte	gucken	V	VVFIN	_|Sg|Past|_	16	cj	_	_
18	aus	aus	P	PTKVZ	_	17	avz	_	_
19	.	.	$	$.	_	0	root	_	_

1	Wie	Wie	P	PWAV	_	2	adv	_	_
2	steht	stehen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
3	'	'	$	$(	_	0	root	_	_
4	s	s	P	PPER	_|_|_|Nom	2	subj	119	119
5	in	in	P	APPR	Dat	2	pp	_	_
6	den	die	A	ART	Def|Fem|Dat|Pl	7	det	114	114
7	Tonnen	Tonne	N	NN	Fem|Dat|Pl	5	pn	114	114
8	?	?	$	$.	_	0	root	_	_
9	«	«	$	$(	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	»	»	$	$(	_	0	root	_	_
3	Nieder	nieder	A	ADJD	Pos|	0	root	_	_
4	!	!	$	$.	_	0	root	_	_
5	«	«	$	$(	_	0	root	_	_
6	antwortete	antworten	V	VVFIN	3|Sg|Past|_	0	root	_	_
7	Rolf	Rolf	N	NE	Masc|Nom|Sg	6	subj	30	30
8	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Die	die	A	ART	Def|Fem|Nom|Sg	3	det	_	_
3	Traminerin	Traminerin	N	NN	Fem|Nom|Sg	4	subj	_	_
4	klingt	klingen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
5	hohl	hohl	A	ADJD	Pos|	4	pred	_	_
6	wie	wie	K	KOKOM	_	4	kom	_	_
7	Deine	deine	A	PPOSAT	Fem|_|Sg	8	det	_	_
8	Pauke	Pauke	N	NN	Fem|_|Sg	6	cj	_	_
9	.	.	$	$.	_	0	root	_	_
10	«	«	$	$(	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	»	»	$	$(	_	0	root	_	_
3	Und	und	K	KON	_	0	root	_	_
4	den	die	A	ART	Def|_|_|_	5	det	_	_
5	Malvasier	Malvasier	N	NN	_|_|_	10	obja	_	_
6	kann	können	V	VMFIN	3|Sg|Pres|Ind	3	cj	_	_
7	eine	eine	A	ART	Indef|Fem|Nom|Sg	9	det	_	_
8	junge	jung	A	ADJA	Pos|Fem|Nom|Sg|_|	9	attr	_	_
9	Katze	Katze	N	NN	Fem|Nom|Sg	6	subj	_	_
10	auslecken	auslecken	V	VVINF	_	6	aux	_	_
11	«	«	$	$(	_	0	root	_	_
12	,	,	$	$,	_	0	root	_	_
13	fügte	fügen	V	VVFIN	3|Sg|Past|_	0	root	_	_
14	Ralph	Ralph	N	NE	_|Nom|Sg	13	subj	33	33
15	hinzu	hinzu	P	PTKVZ	_	13	avz	_	_
16	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	»	»	$	$(	_	0	root	_	_
3	So	so	A	ADV	_	4	adv	_	_
4	denn	denn	A	ADV	_	14	adv	_	_
5	mit	mit	P	APPR	Dat	14	pp	_	_
6	Eilen	Eilen	N	NN	Neut|Dat|Sg	5	pn	_	_
7	in	in	P	APPR	_	14	pp	_	_
8	Stiefel	Stiefel	N	NN	Masc|_|_	7	pn	_	_
9	und	und	K	KON	_	8	kon	_	_
10	Sattel	Sattel	N	NN	Masc|_|Sg	9	cj	121	121
11	und	und	K	KON	_	7	kon	_	_
12	hurtig	hurtig	A	ADJD	Pos|	11	cj	_	_
13	Ersatz	Ersatz	N	NN	Masc|_|Sg	14	obja	_	_
14	geschafft	schaffen	V	VVPP	_	0	root	_	_
15	!	!	$	$.	_	0	root	_	_
16	«	«	$	$(	_	0	root	_	_

1	Welf	Welf	N	NE	_|Nom|Sg	2	subj	29	29
2	schwang	schwingen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	sich	sie	P	PRF	3|_|_	2	obja	_	_
4	vom	von	P	APPRART	Dat	2	pp	_	_
5	Gelände	Gelände	N	NN	Neut|Dat|Sg	4	pn	_	_
6	und	und	K	KON	_	2	kon	_	_
7	polterte	poltern	V	VVFIN	_|Sg|Past|_	6	cj	_	_
8	die	die	A	ART	Def|Fem|_|Sg	9	det	170	170
9	Treppe	Treppe	N	NN	Fem|_|Sg	7	obja	170	170
10	herab	herab	A	ADV	_	7	adv	_	_
11	.	.	$	$.	_	0	root	_	_

1	sang	singen	V	VVFIN	_|Sg|Past|Ind	0	root	_	_
2	anmutigen	anmutig	A	ADJA	Pos|Masc|Gen|Sg|_|	3	attr	_	_
3	Eifers	Eifer	N	NN	Masc|Gen|Sg	0	root	_	_
4	voll	voll	P	APPR	_	3	pp	_	_
5	der	die	A	ART	Def|Masc|Nom|Sg	10	det	30	30
6	nie	nie	A	ADV	_	9	adv	30	30
7	um	um	P	APPR	_	9	pp	30	30
8	Reime	Reim	N	NN	Masc|_|Pl	7	pn	30	30
9	verlegene	verlegen	A	ADJA	Pos|Masc|Nom|Sg|Wk|	10	attr	30	30
10	Rolf	Rolf	N	NE	Masc|Nom|Sg	4	pn	30	30
11	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	»	»	$	$(	_	0	root	_	_
3	Sind	sein	V	VAFIN	_|Pl|Pres|Ind	0	root	_	_
4	alle	alle	A	PIDAT	_|_|_	0	root	_	_
5	noch	noch	A	ADV	_	6	adv	_	_
6	naß	naß	A	ADJD	Pos|	0	root	_	_
7	!	!	$	$.	_	0	root	_	_
8	«	«	$	$(	_	0	root	_	_
9	gab	geben	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
10	die	die	P	PDS	Fem|Nom|Sg	9	subj	_	_
11	zurück	zurück	P	PTKVZ	_	9	avz	_	_
12	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	»	»	$	$(	_	0	root	_	_
3	Was	was	P	PWS	Neut|_|Sg	0	root	_	_
4	schiert	schiert	V	VVFIN	_|Sg|_|_	0	root	_	_
5	mich	ich	P	PPER	1|Sg|_|Acc	4	obja	29	29
6	das	die	P	PDS	Neut|Nom|Sg	4	subj	_	_
7	!	!	$	$.	_	0	root	_	_

1	?	?	$	$.	_	0	root	_	_
2	«	«	$	$(	_	0	root	_	_
3	reimte	reimen	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	Rolf	Rolf	N	NE	Masc|Nom|Sg	3	subj	30	30
5	entgegen	entgegen	P	PTKVZ	_	3	avz	_	_
6	und	und	K	KON	_	3	kon	_	_
7	fuhr	fahren	V	VVFIN	_|Sg|Past|Ind	6	cj	_	_
8	in	in	P	APPR	Acc	7	pp	_	_
9	die	die	A	ART	Def|Fem|Acc|Pl	11	det	_	_
10	patschnassen	patschnass	A	ADJA	Pos|Fem|Acc|Pl|Wk|	11	attr	_	_
11	Lederhöhlen	Lederhöhle	N	NN	Fem|Acc|Pl	8	pn	_	_
12	.	.	$	$.	_	0	root	_	_

1	Indessen	Indessen	A	ADV	_	2	adv	_	_
2	brüllte	brüllen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	Ralph	Ralph	N	NE	_|Nom|Sg	2	subj	33	33
4	nach	nach	P	APPR	Dat	2	pp	_	_
5	den	die	A	ART	Def|Neut|Dat|Pl	6	det	120	120
6	Pferden	Pferd	N	NN	Neut|Dat|Pl	4	pn	120	120
7	,	,	$	$,	_	0	root	_	_
8	rumorte	rumoren	V	VVFIN	_|Sg|_|_	2	kon	_	_
9	Welf	Welf	N	NE	_	8	obja	29	29
10	im	in	P	APPRART	Dat	8	pp	_	_
11	Waffengelasse	Waffengelass	N	NN	Neut|Dat|Sg	10	pn	_	_
12	,	,	$	$,	_	0	root	_	_
13	klirrte	klirren	V	VVFIN	_|Sg|Past|_	8	kon	_	_
14	Christoph	Christoph	N	NE	Masc|_|Sg	13	obja	38	38
15	mit	mit	P	APPR	Dat	13	pp	_	_
16	den	die	A	ART	Def|Fem|Dat|Pl	17	det	_	_
17	Zaumketten	Zaumkette	N	NN	Fem|Dat|Pl	15	pn	_	_
18	,	,	$	$,	_	0	root	_	_
19	klapperten	klappern	V	VVFIN	3|Pl|Past|_	13	kon	_	_
20	die	die	A	ART	Def|Masc|_|Pl	21	det	_	_
21	Gäule	Gaul	N	NN	Masc|_|Pl	19	obja	_	_
22	aus	aus	P	APPR	Dat	21	pp	_	_
23	dem	die	A	ART	Def|Masc|Dat|Sg	24	det	_	_
24	Stalle	Stall	N	NN	Masc|Dat|Sg	22	pn	_	_
25	,	,	$	$,	_	0	root	_	_
26	lachte	lachen	V	VVFIN	_|Sg|Past|_	13	kon	_	_
27	und	und	K	KON	_	26	kon	_	_
28	kicherte	kichern	V	VVFIN	_|Sg|Past|_	27	cj	_	_
29	Margreth	Margreth	N	NE	_	0	root	145	145
30	.	.	$	$.	_	0	root	_	_

1	Kurz	kurz	A	ADJD	Pos|	0	root	_	_
2	:	\:	$	$.	_	0	root	_	_
3	Wolfsturm	Wolfsturm	N	NN	Masc|Nom|Sg	4	subj	72	72
4	machte	machen	V	VVFIN	3|Sg|Past|_	0	root	_	_
5	mobil	mobil	A	ADJD	Pos|	4	pred	_	_
6	.	.	$	$.	_	0	root	_	_

1	Wie	Wie	P	PWAV	_	7	adv	_	_
2	die	die	A	ART	Def|_|_|Pl	3	det	_	_
3	drei	drei	C	CARD	_|_|_	7	subj	_	_
4	glücklich	glücklich	A	ADJD	Pos|	7	adv	_	_
5	im	in	P	APPRART	Dat	7	pp	_	_
6	Sattel	Sattel	N	NN	Masc|Dat|Sg	5	pn	121	121
7	saßen	sitzen	V	VVFIN	3|Pl|Past|Ind	19	subjc	_	_
8	und	und	K	KON	_	7	kon	_	_
9	den	die	A	ART	Def|Masc|Acc|Sg	10	det	122	122
10	Schlußtrunk	Schlußtrunk	N	NN	Masc|Acc|Sg	11	obja	122	122
11	genommen	nehmen	V	VVPP	_	12	aux	_	_
12	hatten	haben	V	VAFIN	_|Pl|Past|Ind	8	cj	_	_
13	,	,	$	$,	_	0	root	_	_
14	den	die	A	ART	Def|_|_|_	15	det	17	17
15	Annemargreth	Annemargreth	N	NN	_|_|_	18	obja	17	17
16	jedem	jede	A	PIAT	_|Dat|Sg	18	objd	_	_
17	erst	erst	A	ADV	_	18	adv	_	_
18	annippen	annippen	V	VVINF	_	19	aux	_	_
19	mußte	müssen	V	VMFIN	_|Sg|Past|Ind	0	root	_	_
20	,	,	$	$,	_	0	root	_	_
21	ehe	ehe	K	KOUS	_	31	konj	_	_
22	sie	sie	P	PPER	3|Sg|Fem|Nom	31	subj	17	17
23	ihn	er	P	PPER	3|Sg|Masc|Acc	31	obja	122	122
24	dem	die	A	ART	Def|_|Dat|Sg	27	det	_	_
25	vom	von	P	APPRART	Dat	27	pp	_	_
26	Gaul	Gaul	N	NN	Masc|Dat|Sg	25	pn	_	_
27	Gebeugten	Gebeugte	N	NN	_|Dat|Sg	31	objd	_	_
28	in	in	P	APPR	Acc	31	objp	_	_
29	die	die	A	ART	Def|Fem|Acc|Sg	30	det	_	_
30	Eisenpfote	Eisenpfote	N	NN	Fem|Acc|Sg	28	pn	_	_
31	gab	geben	V	VVFIN	3|Sg|Past|Ind	19	neb	_	_
32	,	,	$	$,	_	0	root	_	_
33	wurde	werden	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
34	der	die	A	ART	Def|Masc|Nom|Sg	35	det	_	_
35	Kriegsplan	Kriegsplan	N	NN	Masc|Nom|Sg	33	subj	_	_
36	gemacht	machen	V	VVPP	_	33	aux	_	_
37	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	»	»	$	$(	_	0	root	_	_
3	Ich	ich	P	PPER	_|Nom|Sg	0	root	_	_
4	reit	reit	N	NN	_	3	app	_	_
5	auf	auf	P	APPR	Acc	4	pp	_	_
6	die	die	A	ART	Def|Masc|Acc|Pl	7	det	_	_
7	Traminer	Traminer	N	NN	Masc|Acc|Pl	5	pn	_	_
8	!	!	$	$.	_	0	root	_	_
9	«	«	$	$(	_	0	root	_	_
10	erklärte	erklären	V	VVFIN	3|Sg|Past|_	0	root	_	_
11	Welf	Welf	N	NE	_|Nom|Sg	10	subj	29	29
12	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	»	»	$	$(	_	0	root	_	_
3	Ich	ich	P	PPER	1|Sg|_|Nom	4	subj	123	123
4	hol	hol	V	VVFIN	1|Sg|_|_	0	root	_	_
5	den	die	A	ART	Def|_|_|_	6	det	_	_
6	süßen	süß	A	ADJA	_|_|_	4	obja	_	_
7	von	von	P	APPR	_	4	pp	_	_
8	Margreid	Margreid	N	NE	_|_|_	7	pn	166	166
9	!	!	$	$.	_	0	root	_	_
10	«	«	$	$(	_	0	root	_	_
11	entschied	entscheiden	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
12	sich	sie	P	PRF	3|_|_	11	obja	_	_
13	Ralph	Ralph	N	NE	_|Nom|Sg	11	subj	33	33
14	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	»	»	$	$(	_	0	root	_	_
3	Ich	ich	P	PPER	1|Sg|_|Nom	4	subj	123	123
4	will	wollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
5	mich	ich	P	PRF	1|Sg|Acc	4	obja	_	_
6	hinter	hinter	P	APPR	_	4	pp	_	_
7	Urschel	Urschel	N	NE	_|_|_	6	pn	_	_
8	nach	nach	P	APPR	Dat	4	pp	_	_
9	Schilcher1	Schilcher1	N	NE	_|Dat|_	8	pn	125	125
10	)	)	$	$(	_	0	root	_	_
11	umtun	umtun	V	VVINF	_	0	root	_	_
12	!	!	$	$.	_	0	root	_	_
13	«	«	$	$(	_	0	root	_	_
14	gab	geben	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
15	Rolf	Rolf	N	NE	_|Nom|Sg	14	subj	_	_
16	kund	kund	N	NE	_|Nom|Sg	15	app	_	_
17	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	Annemargreth	Annemargreth	N	NE	_|Nom|Sg	3	subj	17	17
3	protestierte	protestieren	V	VVFIN	3|Sg|Past|_	1	cj	_	_
4	:	\:	$	$.	_	0	root	_	_
5	»	»	$	$(	_	0	root	_	_
6	Nix	Nix	N	NN	Masc|_|Sg	0	root	_	_
7	hinter	hinter	P	APPR	_	6	pp	_	_
8	Urschl	Urschl	N	NE	_|_|_	7	pn	124	124
9	!	!	$	$.	_	0	root	_	_

1	Urschl	Urschl	N	NE	_|Nom|Sg	2	subj	124	124
2	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	'	'	$	$(	_	0	root	_	_
4	s	s	P	PPER	_	2	obja	125	125
5	schriftlich	schriftlich	A	ADJD	Pos|	2	adv	_	_
6	!	!	$	$.	_	0	root	_	_

1	Ihr	ihr	P	PPER	2|Pl|_|Nom	2	subj	_	_
2	seid	sein	V	VAFIN	2|Pl|Pres|Ind	0	root	_	_
3	mir	ich	P	PPER	1|Sg|_|Dat	2	objd	126	126
4	die	die	A	ART	Def|Masc|Nom|Pl	5	det	_	_
5	Nettern	Netter	N	NN	Masc|Nom|Pl	2	pred	_	_
6	!	!	$	$.	_	0	root	_	_
7	«	«	$	$(	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	»	»	$	$(	_	0	root	_	_
3	Ho	Ho	N	NE	_|_|_	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	die	die	A	ART	Def|_|_|_	6	det	_	_
6	Urschl-Margreth	Urschl-Margreth	N	NN	_|_|_	3	kon	_	_
7	,	,	$	$,	_	0	root	_	_
8	hohohohoh	hohohohoh	F	FM	_|_|_	6	kon	_	_
9	!	!	$	$.	_	0	root	_	_
10	«	«	$	$(	_	0	root	_	_
11	lachten	lachen	V	VVFIN	3|Pl|Past|_	0	root	_	_
12	die	die	A	ART	Def|_|_|Pl	13	det	_	_
13	drei	drei	C	CARD	_|_|_	11	subj	_	_
14	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	»	»	$	$(	_	0	root	_	_
3	Also	also	A	ADV	_	4	adv	_	_
4	reit	reit	V	VVFIN	1|Sg|_|_	0	root	_	_
5	ich	ich	P	PPER	1|Sg|_|Nom	4	subj	126	126
6	anderswohin	anderswohin	A	ADJD	_	4	adv	_	_
7	auf	auf	P	APPR	Acc	4	pp	_	_
8	den	die	A	ART	Def|_|_|_	9	det	_	_
9	Schilder	Schild	N	NN	Masc|Acc|Sg	7	pn	_	_
10	,	,	$	$,	_	0	root	_	_
11	daß	daß	K	KOUS	_	16	konj	_	_
12	uns	wir	P	PPER	1|Pl|_|Dat	16	objd	128	128
13	Annemargrethlein	Annemargrethlein	N	NE	_|Nom|Sg	16	subj	127	127
14	nit	nit	N	NE	_|Nom|Sg	13	app	127	127
15	sauer	sauer	A	ADJD	Pos|	16	pred	_	_
16	wird	werden	V	VAFIN	3|Sg|Pres|Ind	9	objc	_	_
17	,	,	$	$,	_	0	root	_	_
18	die	die	A	ART	Def|Fem|Acc|Sg	19	det	_	_
19	Urschlerin	Urschlerin	N	NN	Fem|Acc|Sg	9	app	_	_
20	!	!	$	$.	_	0	root	_	_
21	«	«	$	$(	_	0	root	_	_
22	erklärte	erklären	V	VVFIN	3|Sg|Past|_	0	root	_	_
23	Rolf	Rolf	N	NE	Masc|Nom|Sg	22	subj	30	30
24	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Bleibt	bleiben	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	sie	sie	P	PPER	3|Sg|Fem|Nom	2	subj	127	127
4	uns	wir	P	PPER	1|Pl|_|Dat	2	objd	128	128
5	dann	dann	A	ADV	_	2	adv	_	_
6	süß	süß	A	ADJD	Pos|	2	pred	_	_
7	?	?	$	$.	_	0	root	_	_
8	«	«	$	$(	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	»	»	$	$(	_	0	root	_	_
3	Süß	süß	A	ADJD	Pos|	4	adv	_	_
4	allen	alle	A	PIDAT	_|Dat|Pl	5	det	_	_
5	dreien	drei	C	CARD	_|_|_	0	root	_	_
6	!	!	$	$.	_	0	root	_	_
7	«	«	$	$(	_	0	root	_	_
8	lachte	lachen	V	VVFIN	3|Sg|Past|_	0	root	_	_
9	das	die	A	ART	Def|Neut|Nom|Sg	10	det	49	49
10	Mädchen	Mädchen	N	NN	Neut|Nom|Sg	8	subj	49	49
11	und	und	K	KON	_	8	kon	_	_
12	stemmte	stemmen	V	VVFIN	_|Sg|Past|_	11	cj	_	_
13	die	die	A	ART	Def|_|_|_	14	det	200	200
14	Arme	Arm	N	NN	_|_|_	12	obja	200	200
15	in	in	P	APPR	Acc	12	pp	_	_
16	die	die	A	ART	Def|Fem|Acc|Pl	17	det	_	_
17	Seiten	Seite	N	NN	Fem|Acc|Pl	15	pn	_	_
18	,	,	$	$,	_	0	root	_	_
19	fest	fest	A	ADJD	Pos|	15	kon	_	_
20	und	und	K	KON	_	19	kon	_	_
21	keck	keck	A	ADJD	Pos|	20	cj	_	_
22	wie	wie	K	KOKOM	_	21	kom	_	_
23	eine	eine	A	ART	Indef|Fem|_|Sg	25	det	_	_
24	flinke	flink	A	ADJA	Pos|Fem|_|Sg|_|	25	attr	_	_
25	Bäuerin	Bäuerin	N	NN	Fem|_|Sg	22	cj	_	_
26	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	»	»	$	$(	_	0	root	_	_
3	Fallt	fallen	V	VVIMP	Pl	0	root	_	_
4	'	'	$	$(	_	0	root	_	_
5	s	s	P	PPER	_|_|_|Dat	3	objd	2	2
6	mir	ich	P	PPER	1|Sg|_|Dat	0	root	_	_
7	fei	fei	N	NE	_|Dat|Sg	6	app	_	_
8	'	'	$	$(	_	0	root	_	_
9	nit	nit	N	NE	_|Dat|Sg	7	app	_	_
10	ins	in	P	APPRART	Acc	9	pp	_	_
11	Praschletschaff	Praschletschaff	N	NN	_|Acc|_	10	pn	_	_
12	«	«	$	$(	_	0	root	_	_
13	,	,	$	$,	_	0	root	_	_
14	2	2	C	CARD	_	0	root	_	_
15	)	)	$	$(	_	0	root	_	_
16	fügte	fügen	V	VVFIN	3|Sg|Past|_	0	root	_	_
17	sie	sie	P	PPER	3|Sg|Fem|Nom	16	subj	127	127
18	hinzu	hinzu	P	PTKVZ	_	16	avz	_	_
19	,	,	$	$,	_	0	root	_	_
20	wie	wie	P	PWAV	_	23	adv	_	_
21	die	die	A	ART	Def|Masc|Nom|Pl	22	det	48	48
22	Junker	Junker	N	NN	Masc|Nom|Pl	23	subj	48	48
23	abritten	abreiten	V	VVFIN	3|Pl|Past|_	16	objc	_	_
24	.	.	$	$.	_	0	root	_	_

