1	Ach	ach	I	ITJ	_	0	root	_	_
4	einmal	einmal	A	ADV	_	6	adv	_	_
5	darüber	darüber	P	PROAV	_	6	pp	_	_
6	fragte	fragen	V	VVFIN	1|Sg|Past|_	0	root	_	_
7	und	und	K	KON	_	6	kon	_	_
8	er	er	P	PPER	3|Sg|Masc|Nom	10	subj	301	301
9	entschuldigend	entschuldigen	A	ADJD	_|<PPRES	10	adv	_	_
10	sagte	sagen	V	VVFIN	3|Sg|Past|_	7	cj	_	_
11	,	,	$	$,	_	0	root	_	_
12	das	die	P	PDS	Neut|_|Sg	13	obja	_	_
13	wiß	wiß	V	VVFIN	3|Sg|_|_	0	root	_	_
14	er	er	P	PPER	3|Sg|Masc|Nom	13	subj	301	301
15	nicht	nicht	P	PTKNEG	_	13	adv	_	_
16	,	,	$	$,	_	0	root	_	_
17	etwa	etwa	A	ADV	_	19	adv	_	_
18	viel	viel	A	PIDAT	Fem|_|Sg	19	det	_	_
19	Tugend	Tugend	N	NN	Fem|_|Sg	20	obja	_	_
20	habe	haben	V	VAFIN	3|Sg|Pres|Subj	13	kon	_	_
21	er	er	P	PPER	3|Sg|Masc|Nom	20	subj	301	301
22	nicht	nicht	P	PTKNEG	_	21	adv	_	_
23	,	,	$	$,	_	0	root	_	_
24	aber	aber	K	KON	_	21	kon	_	_
25	doch	doch	A	ADV	_	27	adv	_	_
26	kein	keine	A	PIAT	_|Nom|Sg	27	det	_	_
27	Abkust	Abkust	N	NN	_|Nom|Sg	24	cj	_	_
28	,	,	$	$,	_	0	root	_	_
29	er	er	P	PPER	3|Sg|Masc|Nom	30	subj	301	301
30	sei	sein	V	VAFIN	3|Sg|Pres|Subj	20	kon	_	_
31	zu	zu	P	PTKZU	_	32	part	_	_
32	trinken	trinken	V	VVINF	_	30	aux	_	_
33	,	,	$	$,	_	0	root	_	_
34	besonders	besonders	A	ADV	_	40	adv	_	_
35	wenn	wenn	K	KOUS	_	38	konj	_	_
36	man	man	P	PIS	_|Nom|Sg	38	subj	_	_
37	durstig	durstig	A	ADJD	Pos|	38	pred	_	_
38	sei	sein	V	VAFIN	3|Sg|Pres|Subj	40	neb	_	_
39	,	,	$	$,	_	0	root	_	_
40	sagte	sagen	V	VVFIN	3|Sg|Past|_	30	kon	_	_
41	mein	meine	A	PPOSAT	Masc|Nom|Sg	42	det	299	299
42	Vater	Vater	N	NN	Masc|Nom|Sg	40	subj	_	_
43	:	\:	$	$.	_	0	root	_	_
44	›	›	F	FM	_	0	root	_	_
45	Mach	Mach	F	FM	_	44	app	_	_
46	dem	die	A	ART	Def|_|Dat|Sg	47	det	281	281
47	Herrn	Herrn	N	NN	_|Dat|Sg	0	root	281	281
48	Vikari	Vikari	N	NE	_|Dat|Sg	47	app	281	281
49	ein	eine	A	ART	Indef|_|_|Sg	50	det	302	302
50	Kaffee	Kaffee	N	NN	Neut|_|Sg	0	root	302	302
51	;	;	$	$.	_	0	root	302	302
52	er	er	P	PPER	3|Sg|Masc|Nom	53	subj	301	301
53	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
54	dann	dann	A	ADV	_	55	adv	_	_
55	unterscheiden	unterscheiden	V	VVINF	_	53	aux	_	_
56	,	,	$	$,	_	0	root	_	_
57	was	was	P	PRELS	Neut|Nom|Sg	60	subj	302	302
58	eigentlich	eigentlich	A	ADV	_	59	adv	_	_
59	Kaffee	Kaffee	N	NN	_|Nom|Sg	60	pred	_	_
60	sei	sein	V	VAFIN	3|Sg|Pres|Subj	50	rel	_	_
61	oder	oder	K	KON	_	0	root	_	_
62	nicht	nicht	P	PTKNEG	_	0	root	_	_
63	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	301	301
2	tut	tun	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	uns	wir	P	PPER	1|Pl|_|Dat	2	objd	304	304
4	wohl	wohl	A	ADV	_	2	adv	_	_
5	die	die	A	ART	Def|Fem|_|Sg	6	det	303	303
6	Ehre	Ehre	N	NN	Fem|_|Sg	2	obja	303	303
7	an	an	P	PTKVZ	_	2	avz	_	_
8	und	und	K	KON	_	2	kon	_	_
9	trinkt	trinken	V	VVFIN	_|_|Pres|Ind	8	cj	_	_
10	eins	eins	P	PIS	_	9	obja	_	_
11	mit	mit	P	APPR	Dat	9	pp	_	_
12	uns	wir	P	PPER	1|Pl|_|Dat	11	pn	304	304
13	und	und	K	KON	_	9	kon	_	_
14	schämt	schämen	V	VVFIN	_|_|Pres|Ind	13	cj	_	_
15	sich	sie	P	PRF	3|_|_	14	obja	_	_
16	unserer	unsre	A	PPOSAT	_|_|_	0	root	304	304
17	nicht	nicht	P	PTKNEG	_	0	root	_	_
18	,	,	$	$,	_	0	root	_	_
19	wenn	wenn	K	KOUS	_	24	konj	_	_
20	wir	wir	P	PPER	1|Pl|_|Nom	24	subj	304	304
21	schon	schon	A	ADV	_	22	adv	_	_
22	geringe	gering	A	ADJA	Pos|_|Nom|Pl|St|	23	attr	_	_
23	Leute	Leute	N	NN	_|Nom|Pl	24	pred	_	_
24	sind	sein	V	VAFIN	1|Pl|Pres|Ind	0	root	_	_
25	.	.	$	$.	_	0	root	_	_
26	‹	‹	F	FM	_	0	root	_	_
27	Der	die	A	ART	Def|Masc|Nom|Sg	28	det	266	266
28	Vikar	Vikar	N	NN	Masc|Nom|Sg	29	subj	266	266
29	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
30	sichtlich	sichtlich	A	ADJD	Pos|	31	adv	_	_
31	erfreut	erfreut	A	ADJD	Pos|	29	pred	_	_
32	über	über	P	APPR	Acc	29	pp	_	_
33	die	die	A	ART	Def|Fem|Acc|Sg	34	det	_	_
34	Einladung	Einladung	N	NN	Fem|Acc|Sg	32	pn	_	_
35	und	und	K	KON	_	29	kon	_	_
36	gab	geben	V	VVFIN	_|Sg|Past|Ind	35	cj	_	_
37	ein	eine	A	ART	Indef|Neut|_|Sg	38	det	_	_
38	Kapitel	Kapitel	N	NN	Neut|_|Sg	36	obja	_	_
39	gegen	gegen	P	APPR	Acc	36	pp	_	_
40	den	die	A	ART	Def|Masc|Acc|Sg	41	det	_	_
41	Hochmut	Hochmut	N	NN	Masc|Acc|Sg	39	pn	_	_
42	los	los	P	PTKVZ	_	36	avz	_	_
43	und	und	K	KON	_	36	kon	_	_
44	erklärte	erklären	V	VVFIN	_|Sg|Past|_	43	cj	_	_
45	,	,	$	$,	_	0	root	_	_
46	wenn	wenn	K	KOUS	_	52	konj	_	_
47	er	er	P	PPER	3|Sg|Masc|Nom	52	subj	301	301
48	schon	schon	A	ADV	_	52	adv	_	_
49	Burger	Burger	N	NE	_|Nom|_	52	pred	358	358
50	von	von	P	APPR	Dat	52	pp	_	_
51	Bern	Bern	N	NE	Neut|Dat|Sg	50	pn	239	239
52	sei	sein	V	VAFIN	3|Sg|Pres|Subj	55	neb	_	_
53	,	,	$	$,	_	0	root	_	_
54	so	so	A	ADV	_	55	adv	_	_
55	wüßte	wüßte	V	VVFIN	3|Sg|_|_	29	kon	_	_
56	er	er	P	PPER	3|Sg|Masc|Nom	55	subj	301	301
57	nicht	nicht	P	PTKNEG	_	55	adv	_	_
58	,	,	$	$,	_	0	root	_	_
59	warum	warum	P	PWAV	_	64	adv	_	_
60	er	er	P	PPER	3|Sg|Masc|Nom	65	subj	301	301
61	eigentlich	eigentlich	A	ADV	_	64	adv	_	_
62	stolz	stolz	A	ADJD	Pos|	64	pred	_	_
63	darauf	darauf	P	PROAV	_	64	pp	_	_
64	sein	sein	V	VAINF	_	65	aux	_	_
65	sollte	sollen	V	VMFIN	3|Sg|Past|_	55	objc	_	_
66	,	,	$	$,	_	0	root	_	_
67	von	von	P	APPR	_	70	pp	_	_
68	wegen	wegen	P	APPR	_	67	pp	_	_
69	er	er	P	PPER	3|Sg|Masc|Nom	68	pn	301	301
70	sei	sein	V	VAFIN	_|Sg|Pres|Subj	55	kon	_	_
71	nicht	nicht	P	PTKNEG	_	70	adv	_	_
72	schuld	schuld	A	ADJD	Pos|	70	pred	_	_
73	daran	daran	P	PROAV	_	72	pp	_	_
74	,	,	$	$,	_	0	root	_	_
75	daß	daß	K	KOUS	_	78	konj	_	_
76	er	er	P	PPER	3|Sg|Masc|Nom	78	subj	301	301
77	es	es	P	PPER	3|Sg|Neut|Nom	78	pred	_	_
78	sei	sein	V	VAFIN	3|Sg|Pres|Subj	70	objc	_	_
79	;	;	$	$.	_	0	root	_	_
80	so	so	A	ADV	_	81	adv	_	_
81	habe	haben	V	VAFIN	3|Sg|Pres|Subj	0	root	_	_
82	es	es	P	PPER	3|Sg|Neut|Nom	81	subj	_	_
83	ihm	er	P	PPER	3|Sg|_|Dat	81	objd	301	301
84	Gott	Gott	N	NN	Masc|_|Sg	81	obja	182	182
85	geordnet	geordnet	A	ADJD	Pos|	81	adv	_	_
86	,	,	$	$,	_	0	root	_	_
87	er	er	P	PPER	3|Sg|Masc|Nom	88	subj	182	182
88	hätte	haben	V	VAFIN	3|Sg|Past|Subj	81	kon	_	_
89	ebensogut	ebensogut	A	ADJD	_	99	adv	_	_
90	in	in	P	APPR	Dat	99	pp	_	_
91	einem	eine	A	ART	Indef|Neut|Dat|Sg	92	det	_	_
92	Städtchen	Städtchen	N	NN	Neut|Dat|Sg	90	pn	_	_
93	,	,	$	$,	_	0	root	_	_
94	ja	ja	A	ADV	_	95	adv	_	_
95	sogar	sogar	A	ADV	_	90	kon	_	_
96	in	in	P	APPR	Dat	99	pp	_	_
97	einem	eine	A	ART	Indef|Neut|Dat|Sg	98	det	378	378
98	Dorfe	Dorf	N	NN	Neut|Dat|Sg	96	pn	378	378
99	geboren	gebären	V	VVPP	_	100	aux	_	_
100	werden	werden	V	VAINF	_	101	aux	_	_
101	können	können	V	VMINF	_	88	aux	_	_
102	,	,	$	$,	_	0	root	_	_
103	wenn	wenn	K	KOUS	_	108	konj	_	_
104	es	es	P	PPER	3|Sg|Neut|Nom	108	subj	_	_
105	Gottes	Gott	N	NN	Masc|Gen|Sg	106	gmod	182	182
106	Wille	Wille	N	NN	Masc|Nom|Sg	107	pred	_	_
107	gewesen	sein	V	VAPP	_	108	aux	_	_
108	wäre	sein	V	VAFIN	3|Sg|Past|Subj	88	neb	_	_
109	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	299	299
2	zitterte	zittern	V	VVFIN	1|Sg|Past|_	0	root	_	_
3	vor	vor	P	APPR	_	2	pp	_	_
4	Freude	Freude	N	NN	Fem|_|Sg	3	pn	305	305
5	und	und	K	KON	_	4	kon	_	_
6	Angst	Angst	N	NN	Fem|_|Sg	5	cj	_	_
7	,	,	$	$,	_	0	root	_	_
8	dem	die	A	ART	Def|_|Dat|Sg	9	det	281	281
9	Herrn	Herrn	N	NN	_|Dat|Sg	11	objd	281	281
10	Vikari	Vikari	N	NE	_|Dat|Sg	9	app	281	281
11	aufwarten	aufwarten	V	VVINF	_	13	aux	_	_
12	zu	zu	P	PTKZU	_	13	part	_	_
13	dürfen	dürfen	V	VMINF	_	6	obji	_	_
14	,	,	$	$,	_	0	root	_	_
15	obschon	obschon	K	KOUS	_	19	konj	_	_
16	ich	ich	P	PPER	1|Sg|_|Nom	19	subj	299	299
17	fast	fast	A	ADV	_	18	adv	_	_
18	nicht	nicht	P	PTKNEG	_	19	adv	_	_
19	wußte	wußte	V	VVFIN	1|Sg|_|_	13	neb	_	_
20	,	,	$	$,	_	0	root	_	_
21	wie	wie	P	PWAV	_	24	adv	_	_
22	ich	ich	P	PPER	1|Sg|_|Nom	25	subj	299	299
23	das	die	P	PDS	Neut|_|Sg	24	obja	_	_
24	machen	machen	V	VVINF	_	25	aux	_	_
25	sollte	sollen	V	VMFIN	1|Sg|Past|_	19	objc	_	_
26	.	.	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|_	2	obja	_	_
2	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
3	die	die	A	ART	Def|Fem|Nom|Sg	5	det	306	306
4	erste	erst	A	ADJA	_|Fem|Nom|Sg|_|	5	attr	306	306
5	Visite	Visite	N	NN	Fem|Nom|Sg	2	subj	306	306
6	,	,	$	$,	_	0	root	306	306
7	die	die	P	PRELS	Fem|_|Sg	9	obja	306	306
8	ich	ich	P	PPER	1|Sg|_|Nom	10	subj	299	299
9	servieren	servieren	V	VVINF	_	10	aux	_	_
10	sollte	sollen	V	VMFIN	1|Sg|Past|_	5	rel	_	_
11	,	,	$	$,	_	0	root	_	_
12	und	und	K	KON	_	5	kon	_	_
13	noch	noch	A	ADV	_	14	adv	271	271
14	dazu	dazu	P	PROAV	_	16	pp	271	271
15	ein	eine	A	ART	Indef|Masc|Nom|Sg	16	det	271	271
16	Vikar	Vikar	N	NN	Masc|Nom|Sg	12	cj	271	271
17	,	,	$	$,	_	0	root	_	_
18	wenn	wenn	K	KOUS	_	0	root	_	_
19	auch	auch	A	ADV	_	21	adv	_	_
20	ein	eine	A	ART	Indef|_|_|Sg	21	det	_	_
21	kleiner	klein	A	ADJA	Masc|Nom|Sg	0	root	_	_
22	,	,	$	$,	_	0	root	_	_
23	man	man	P	PIS	_|Nom|Sg	24	subj	_	_
24	stelle	stellen	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
25	sich	sie	P	PRF	3|_|_	24	obja	_	_
26	das	die	A	ART	Def|Neut|_|Sg	0	root	_	_
27	recht	recht	A	ADJD	Pos|	0	root	_	_
28	vor	vor	P	PTKVZ	_	0	root	_	_
29	!	!	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	299	299
2	machte	machen	V	VVFIN	1|Sg|Past|_	0	root	_	_
3	alle	alle	A	PIDAT	Masc|Nom|Pl	4	det	_	_
4	Augenblicke	Augenblick	N	NN	Masc|Nom|Pl	2	pred	_	_
5	etwas	etwas	A	PIAT	Neut|_|Sg	6	det	307	307
6	Verkehrtes	Verkehrtes	N	NN	Neut|_|Sg	2	obja	307	307
7	,	,	$	$,	_	0	root	307	307
8	was	was	P	PRELS	Neut|Nom|Sg	12	subj	307	307
9	meinen	meine	A	PPOSAT	Masc|_|Sg	10	det	299	299
10	Vater	Vater	N	NN	Masc|_|Sg	12	obja	_	_
11	bitterlich	bitterlich	A	ADJD	Pos|	12	adv	_	_
12	ärgerte	ärgern	V	VVFIN	3|Sg|Past|_	6	rel	_	_
13	,	,	$	$,	_	0	root	_	_
14	und	und	K	KON	_	12	kon	_	_
15	das	die	P	PRELS	Neut|_|Sg	18	obja	307	307
16	er	er	P	PPER	3|Sg|Masc|Nom	18	subj	12	12
17	allemal	allemal	A	ADV	_	18	adv	_	_
18	rügte	rügen	V	VVFIN	3|Sg|Past|_	14	cj	_	_
19	,	,	$	$,	_	0	root	_	_
20	um	um	K	KOUI	_	22	konj	_	_
21	zu	zu	P	PTKZU	_	22	part	_	_
22	zeigen	zeigen	V	VVINF	_	18	neb	_	_
23	,	,	$	$,	_	0	root	_	_
24	daß	daß	K	KOUS	_	31	konj	_	_
25	man	man	P	PIS	_|Nom|Sg	31	subj	_	_
26	es	es	P	PPER	3|Sg|Neut|_	31	obja	_	_
27	denn	denn	A	ADV	_	31	adv	_	_
28	doch	doch	A	ADV	_	31	adv	_	_
29	eigentlich	eigentlich	A	ADV	_	31	adv	_	_
30	besser	gut	A	ADJD	Comp|	31	adv	_	_
31	wüßte	wüßte	V	VVFIN	_|Sg|_|_	22	objc	_	_
32	.	.	$	$.	_	0	root	_	_

1	›	›	A	ADJA	_|_|_|_|_	2	attr	_	_
2	Aber	Aber	N	NN	_|_|_	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	Setti	Setti	N	NE	_|_|_	2	app	_	_
5	,	,	$	$,	_	0	root	_	_
6	wie	wie	P	PWAV	_	7	adv	_	_
7	dumm	dumm	A	ADJD	Pos|	0	root	_	_
8	!	!	$	$.	_	0	root	_	_

1	Setti	Setti	N	NE	_	0	root	308	308
2	,	,	$	$,	_	0	root	_	_
3	was	was	P	PWS	Neut|_|Sg	0	root	_	_
4	denkst	denken	V	VVFIN	2|Sg|Pres|Ind	0	root	_	_
5	?	?	$	$.	_	0	root	_	_

1	Setti	Setti	N	NE	_	0	root	308	308
2	,	,	$	$,	_	0	root	308	308
3	bisch	bisch	F	FM	_	1	app	308	308
4	zhinterfür	zhinterfür	F	FM	_	3	app	308	308
5	im	in	P	APPRART	Dat	4	pp	308	308
6	Kopf	Kopf	N	NN	Masc|Dat|Sg	5	pn	308	308
7	?	?	$	$.	_	0	root	343)	343)
8	‹	‹	N	NE	_|Nom|Sg	9	subj	127	127
9	kam	kommen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
10	alle	alle	A	PIDAT	Masc|_|Pl	11	det	_	_
11	Augenblicke	Augenblick	N	NN	Masc|_|Pl	9	zeit	_	_
12	,	,	$	$,	_	0	root	_	_
13	ich	ich	P	PPER	1|Sg|_|Nom	14	subj	299	299
14	hätte	haben	V	VAFIN	1|Sg|Past|Subj	9	kon	_	_
15	klaftertief	klaftertief	A	ADJD	Pos|	19	adv	_	_
16	in	in	P	APPR	Acc	19	pp	_	_
17	den	die	A	ART	Def|Masc|Acc|Sg	18	det	309	309
18	Boden	Boden	N	NN	Masc|Acc|Sg	16	pn	309	309
19	sinken	sinken	V	VVINF	_	20	aux	_	_
20	mögen	mögen	V	VMINF	_	14	aux	_	_
21	.	.	$	$.	_	0	root	_	_

1	›	›	V	VVFIN	_	0	root	_	_
2	Es	es	P	PPER	3|Sg|Neut|Nom	3	subj	_	_
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	1	s	_	_
4	mir	ich	P	PPER	1|Sg|_|Dat	3	objd	299	299
5	recht	recht	A	ADJD	Pos|	6	adv	_	_
6	leid	leid	A	ADJD	Pos|	3	pred	_	_
7	,	,	$	$,	_	0	root	_	_
8	Herr	Herr	N	NN	Masc|_|Sg	0	root	281	281
9	Vikari	Vikari	N	NE	Masc|_|Sg	8	app	281	281
10	,	,	$	$,	_	0	root	_	_
11	ich	ich	P	PPER	1|Sg|_|Nom	12	subj	299	299
12	hätte	haben	V	VAFIN	1|Sg|Past|Subj	0	root	_	_
13	Euch	ihr	P	PPER	2|Pl|_|_	15	obja	_	_
14	nicht	nicht	P	PTKNEG	_	15	adv	_	_
15	einladen	einladen	V	VVINF	_	16	aux	_	_
16	dürfen	dürfen	V	VMINF	_	12	aux	_	_
17	,	,	$	$,	_	0	root	_	_
18	wenn	wenn	K	KOUS	_	0	root	_	_
19	ich	ich	P	PPER	1|Sg|_|Nom	20	subj	299	299
20	gedacht	denken	V	VVPP	_	0	root	_	_
21	,	,	$	$,	_	0	root	_	_
22	wie	wie	P	PWAV	_	27	adv	_	_
23	dumm	dumm	A	ADJD	Pos|	27	pred	_	_
24	Setti	Setti	N	NN	_	27	obja	308	308
25	zur	zu	P	APPRART	Dat	27	pp	_	_
26	Sache	Sache	N	NN	Fem|Dat|Sg	25	pn	_	_
27	tun	tun	V	VVINF	_	28	aux	_	_
28	würde	werden	V	VAFIN	_|Sg|Past|Subj	20	objc	_	_
29	.	.	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
2	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	sonst	sonst	A	ADV	_	2	adv	_	_
4	gewiß	gewiß	A	ADJD	Pos|	2	adv	_	_
5	nicht	nicht	P	PTKNEG	_	2	adv	_	_
6	so	so	A	ADV	_	7	adv	_	_
7	dumm	dumm	A	ADJD	Pos|	2	pred	_	_
8	,	,	$	$,	_	0	root	_	_
9	man	man	P	PIS	_|Nom|Sg	10	subj	_	_
10	kann	können	V	VMFIN	3|Sg|Pres|Ind	2	kon	_	_
11	es	es	P	PPER	3|Sg|Neut|_	14	obja	_	_
12	recht	recht	A	ADJD	Pos|	13	adv	_	_
13	ordentlich	ordentlich	A	ADJD	Pos|	14	adv	_	_
14	brauchen	brauchen	V	VVINF	_	10	aux	_	_
15	.	.	$	$.	_	0	root	_	_

1	Wenn	wenn	K	KOUS	_	5	konj	_	_
2	es	es	P	PPER	3|Sg|Neut|Nom	5	subj	_	_
3	Gottes	Gott	N	NN	Masc|Gen|Sg	4	gmod	182	182
4	Wille	Wille	N	NN	Masc|Nom|Sg	5	pred	_	_
5	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
6	,	,	$	$,	_	0	root	_	_
7	daß	daß	K	KOUS	_	0	root	_	_
8	es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
9	einmal	einmal	A	ADV	_	11	adv	_	_
10	einen	eine	A	ART	Indef|Masc|Acc|Sg	11	det	_	_
11	Mann	Mann	N	NN	Masc|Acc|Sg	0	root	_	_
12	bekömmt	bekömmt	F	FM	Masc|Acc|Sg	11	app	_	_
13	,	,	$	$,	_	0	root	_	_
14	so	so	A	ADV	_	15	adv	_	_
15	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
16	der	die	A	ART	Def|_|_|_	0	root	_	_
17	sich	sie	P	PRF	3|_|_	18	obja	_	_
18	verwundern	verwundern	V	VVINF	_	0	root	_	_
19	,	,	$	$,	_	0	root	_	_
20	was	was	P	PWS	Neut|_|Sg	23	obja	_	_
21	es	es	P	PPER	3|Sg|Neut|Nom	23	subj	_	_
22	alles	alle	P	PIS	Neut|Nom|Sg	21	app	_	_
23	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
24	.	.	$	$.	_	0	root	_	_

1	Pflanzen	pflanzen	V	VVINF	_	2	aux	_	_
2	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
3	es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
4	recht	recht	A	ADJD	Pos|	5	adv	_	_
5	ordentlich	ordentlich	A	ADJD	Pos|	1	adv	_	_
6	,	,	$	$,	_	0	root	_	_
7	und	und	K	KON	_	2	kon	_	_
8	mit	mit	P	APPR	Dat	10	pp	_	_
9	Kochen	Kochen	N	NN	Neut|Dat|Sg	8	pn	310	310
10	kann	können	V	VMFIN	3|Sg|Pres|Ind	7	cj	_	_
11	es	es	P	PPER	3|Sg|Neut|Nom	10	subj	_	_
12	auch	auch	A	ADV	_	17	adv	_	_
13	mehr	mehr	A	ADV	_	14	adv	_	_
14	als	als	K	KOKOM	_	17	kom	_	_
15	eine	eine	A	ART	Indef|Fem|_|Sg	16	det	_	_
16	Mehlsuppe	Mehlsuppe	N	NN	Fem|_|Sg	14	cj	_	_
17	machen	machen	V	VVINF	_	10	aux	_	_
18	.	.	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|_	9	obja	_	_
2	wäre	sein	V	VAFIN	3|Sg|Past|Subj	0	root	_	_
3	ihm	er	P	PPER	3|Sg|_|Dat	9	objd	182	182
4	ein	eine	A	ART	Indef|_|_|Sg	6	det	_	_
5	recht	recht	A	ADJD	Pos|	6	adv	_	_
6	guter	gut	A	ADJA	Masc|Nom|Sg	2	subj	_	_
7	einmal	einmal	A	ADV	_	9	adv	_	_
8	zu	zu	P	PTKZU	_	9	part	_	_
9	wünschen	wünschen	V	VVINF	_	2	aux	_	_
10	.	.	$	$.	_	0	root	_	_
11	‹	‹	F	FM	Masc|_|Sg	0	root	_	_
12	›	›	F	FM	Masc|_|Sg	11	app	_	_
13	Aber	aber	K	KON	_	12	kon	_	_
14	Vater	Vater	N	NN	Masc|_|Sg	13	cj	_	_
15	,	,	$	$,	_	0	root	_	_
16	was	was	P	PWS	Neut|_|Sg	17	obja	_	_
17	schwatzt	schwatzen	V	VVFIN	2|Pl|Pres|Ind	14	rel	_	_
18	Ihr	ihr	P	PPER	2|Pl|_|Nom	17	subj	_	_
19	auch	auch	A	ADV	_	17	adv	_	_
20	!	!	$	$.	_	0	root	_	_
21	‹	‹	F	FM	_	22	obja	_	_
22	rief	rufen	V	VVFIN	1|Sg|Past|Ind	0	root	_	_
23	ich	ich	P	PPER	1|Sg|_|Nom	22	subj	311	311
24	endlich	endlich	A	ADJD	Pos|	22	adv	_	_
25	,	,	$	$,	_	0	root	_	_
26	auf	auf	P	APPR	Dat	29	pp	_	_
27	dem	die	A	ART	Def|Masc|Dat|Sg	28	det	_	_
28	Punkte	Punkt	N	NN	Masc|Dat|Sg	26	pn	_	_
29	fortzulaufen	fortlaufen	V	VVIZU	_	22	obji	_	_
30	,	,	$	$,	_	0	root	_	_
31	›	›	N	NE	_|Nom|Sg	32	subj	126	126
32	schweigt	schweigen	V	VVFIN	3|Sg|Pres|Ind	22	kon	_	_
33	doch	doch	A	ADV	_	32	adv	_	_
34	um	um	P	APPR	Gen	32	pp	_	_
35	Gottes	Gott	N	NN	Masc|Gen|Sg	34	pn	182	182
36	willen	willen	A	APZR	_	34	part	_	_
37	,	,	$	$,	_	0	root	_	_
38	sonst	sonst	A	ADV	_	39	adv	_	_
39	laufe	laufen	V	VVFIN	1|Sg|Pres|_	32	kon	_	_
40	ich	ich	P	PPER	1|Sg|_|Nom	39	subj	311	311
41	fort	fort	P	PTKVZ	_	39	avz	_	_
42	,	,	$	$,	_	0	root	_	_
43	ich	ich	P	PPER	1|Sg|_|Nom	44	subj	311	311
44	will	wollen	V	VMFIN	1|Sg|Pres|Ind	39	kon	_	_
45	gar	gar	A	ADV	_	46	adv	_	_
46	keinen	keine	A	PIAT	Masc|_|_	47	det	_	_
47	Mann	Mann	N	NN	Masc|_|_	44	obja	_	_
48	.	.	$	$.	_	0	root	_	_
49	‹	‹	F	FM	_	0	root	_	_
50	›	›	F	FM	_	49	app	_	_
51	He	He	F	FM	_	50	app	_	_
52	‹	‹	F	FM	_	51	app	_	_
53	,	,	$	$,	_	0	root	_	_
54	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
55	der	die	A	ART	Def|Masc|Nom|Sg	56	det	313	313
56	Vater	Vater	N	NN	Masc|Nom|Sg	54	subj	313	313
57	,	,	$	$,	_	0	root	313	313
58	›	›	F	FM	Masc|Nom|Sg	56	kon	313	313
59	welle	welle	F	FM	Masc|Nom|Sg	58	app	313	313
60	oder	oder	K	KON	_	58	kon	313	313
61	nit	nit	F	FM	Masc|Nom|Sg	60	cj	313	313
62	welle	welle	F	FM	Masc|Nom|Sg	61	app	313	313
63	,	,	$	$,	_	0	root	_	_
64	man	man	P	PIS	_|Nom|Sg	65	subj	_	_
65	kann	können	V	VMFIN	3|Sg|Pres|Ind	54	s	_	_
66	nicht	nicht	P	PTKNEG	_	67	adv	_	_
67	wissen	wissen	V	VVINF	_	65	aux	_	_
68	;	;	$	$.	_	0	root	_	_
69	und	und	K	KON	_	0	root	_	_
70	wenn	wenn	K	KOUS	_	75	konj	_	_
71	du	du	P	PPER	2|Sg|_|Nom	75	subj	312	312
72	immer	immer	A	ADV	_	73	adv	_	_
73	so	so	A	ADV	_	74	adv	_	_
74	dumm	dumm	A	ADJD	Pos|	75	pred	_	_
75	tust	tun	V	VVFIN	2|Sg|Pres|Ind	69	cj	_	_
76	,	,	$	$,	_	0	root	_	_
77	so	so	A	ADV	_	78	adv	_	_
78	bekömmst	bekömmst	V	VVFIN	2|Sg|_|_	75	par	_	_
79	du	du	P	PPER	2|Sg|_|Nom	78	subj	312	312
80	keinen	keine	P	PIS	_|_|_	78	obja	_	_
81	,	,	$	$,	_	0	root	_	_
82	wie	wie	P	PWAV	_	87	adv	_	_
83	gerne	gerne	A	ADV	_	87	adv	_	_
84	du	du	P	PPER	2|Sg|_|Nom	87	subj	312	312
85	auch	auch	A	ADV	_	87	adv	_	_
86	einen	eine	P	PIS	_|_|_	87	obja	_	_
