1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	755	755
12	Emme	Emme	N	NN	_|Gen|_	10	gmod	265	265
13	,	,	$	$,	_	0	root	_	_
14	aber	aber	K	KON	_	8	kon	_	_
15	betrübter	betrübt	A	ADJD	Comp|	14	cj	_	_
16	am	an	P	APPRART	Dat	2	pp	_	_
17	zweiten	zweit	A	ADJA	_|Masc|Dat|Sg|Wk|	18	attr	_	_
18	Tage	Tag	N	NN	Masc|Dat|Sg	16	pn	_	_
19	,	,	$	$,	_	0	root	_	_
20	als	als	K	KOUS	_	23	konj	_	_
21	die	die	A	ART	Def|Masc|Nom|Pl	22	det	61	61
22	Menschen	Mensch	N	NN	Masc|Nom|Pl	23	subj	61	61
23	losbrachen	losbrechen	V	VVFIN	3|Pl|Past|_	2	neb	_	_
24	in	in	P	APPR	Dat	23	pp	_	_
25	ihrer	ihre	A	PPOSAT	Fem|Dat|Sg	27	det	61	61
26	tierischen	tierisch	A	ADJA	Pos|Fem|Dat|Sg|Wk|	27	attr	_	_
27	Gier	Gier	N	NN	Fem|Dat|Sg	24	pn	_	_
28	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	wenn	wenn	K	KOUS	_	8	konj	_	_
3	der	die	A	ART	Def|Masc|Nom|Sg	4	det	741	741
4	Menschenfreund	Menschenfreund	N	NN	Masc|Nom|Sg	8	subj	741	741
5	sein	seine	A	PPOSAT	Neut|_|Sg	6	det	741	741
6	Angesicht	Angesicht	N	NN	Neut|_|Sg	7	obja	_	_
7	verbergen	verbergen	V	VVINF	_	8	aux	_	_
8	will	wollen	V	VMFIN	3|Sg|Pres|Ind	11	neb	_	_
9	,	,	$	$,	_	0	root	_	_
10	so	so	A	ADV	_	11	adv	_	_
11	trittet	trittet	V	VVFIN	_|Sg|_|_	1	cj	_	_
12	ihm	er	P	PPER	3|Sg|_|Dat	11	objd	741	741
13	wieder	wieder	A	ADV	_	11	adv	_	_
14	das	die	A	ART	Def|Neut|Nom|Sg	15	det	_	_
15	Aufrichtende	Aufrichtende	N	NN	Neut|Nom|Sg	11	subj	_	_
16	entgegen	entgegen	P	PTKVZ	_	11	avz	_	_
17	;	;	$	$.	_	0	root	_	_
18	wenn	wenn	K	KOUS	_	26	konj	_	_
19	das	die	A	ART	Def|Neut|Nom|Sg	20	det	742	742
20	Häßliche	Häßliche	N	NN	Neut|Nom|Sg	26	subj	742	742
21	im	in	P	APPRART	Dat	26	pp	_	_
22	Menschengeschlecht	Menschengeschlecht	N	NN	Neut|Dat|Sg	21	pn	_	_
23	am	an	P	APPRART	Dat	26	pp	_	_
24	grellsten	grell	A	ADJA	Sup|_|Dat|_|_|	23	pn	_	_
25	sich	sie	P	PRF	3|_|_	26	obja	_	_
26	darstellt	darstellt	V	VVFIN	_|Sg|_|_	29	neb	_	_
27	,	,	$	$,	_	0	root	_	_
28	so	so	A	ADV	_	29	adv	_	_
29	taucht	tauchen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
30	gegenüber	gegenüber	P	APPR	Dat	29	pp	_	_
31	seine	seine	A	PPOSAT	Fem|_|Sg	32	det	742	742
32	Herrlichkeit	Herrlichkeit	N	NN	Fem|_|Sg	30	pn	_	_
33	leuchtend	leuchten	A	ADJD	_|<PPRES	29	adv	_	_
34	auf	auf	P	PTKVZ	_	29	avz	_	_
35	;	;	$	$.	_	0	root	_	_
36	wenn	wenn	K	KOUS	_	50	konj	_	_
37	die	die	A	ART	Def|Fem|Nom|Sg	38	det	743	743
38	Schuld	Schuld	N	NN	Fem|Nom|Sg	50	subj	743	743
39	,	,	$	$,	_	0	root	743	743
40	die	die	P	PRELS	Fem|Nom|Sg	46	subj	743	743
41	den	die	A	ART	Def|Masc|_|_	42	det	920	920
42	Menschen	Mensch	N	NN	Masc|_|_	46	obja	920	920
43	vor	vor	P	APPR	_	46	pp	_	_
44	Gott	Gott	N	NN	Masc|_|Sg	43	pn	2	2
45	verwerflich	verwerflich	A	ADJD	Pos|	46	pred	_	_
46	macht	machen	V	VVFIN	3|Sg|Pres|Ind	38	rel	_	_
47	,	,	$	$,	_	0	root	_	_
48	am	an	P	APPRART	Dat	50	pp	_	_
49	gewaltigsten	gewaltig	A	ADJA	Sup|_|Dat|_|_|	48	pn	_	_
50	hervorbricht	hervorbrechen	V	VVFIN	3|Sg|Pres|Ind	53	neb	_	_
51	,	,	$	$,	_	0	root	_	_
52	so	so	A	ADV	_	53	adv	_	_
53	stellt	stellen	V	VVFIN	2|Pl|Pres|Ind	0	root	_	_
54	sich	sie	P	PRF	3|_|_	53	obja	_	_
55	ihr	ihr	P	PPER	2|Pl|_|Nom	53	subj	_	_
56	entgegen	entgegen	P	APPR	Dat	53	pp	_	_
57	eine	eine	A	ART	Indef|Fem|_|Sg	61	det	744	744
58	reine	rein	A	ADJA	Pos|Fem|_|Sg|_|	61	attr	744	744
59	,	,	$	$,	_	0	root	744	744
60	versöhnende	versöhnend	A	ADJA	Pos|_|_|_|_|<PPRES	58	kon	744	744
61	Tat	Tat	N	NN	Fem|_|Sg	56	pn	744	744
62	,	,	$	$,	_	0	root	_	_
63	die	die	P	PRELS	_|_|_	0	root	744	744
64	das	die	A	ART	Def|Neut|_|Sg	65	det	745	745
65	Bewußtsein	Bewußtsein	N	NN	Neut|_|Sg	0	root	745	745
66	uns	wir	P	PPER	1|Pl|_|_	67	obja	746	746
67	erhält	erhalten	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
68	,	,	$	$,	_	0	root	_	_
69	daß	daß	K	KOUS	_	77	konj	_	_
70	denn	denn	A	ADV	_	77	adv	_	_
71	doch	doch	A	ADV	_	77	adv	_	_
72	noch	noch	A	ADV	_	77	adv	_	_
73	etwas	etwas	A	PIAT	Neut|Nom|Sg	74	det	_	_
74	Göttliches	Göttliches	N	NN	Neut|Nom|Sg	77	subj	_	_
75	in	in	P	APPR	_	77	pp	_	_
76	uns	wir	P	PPER	1|Pl|_|_	75	pn	746	746
77	sei	sein	V	VAFIN	3|Sg|Pres|Subj	67	subjc	_	_
78	trotz	trotz	P	APPR	Dat	77	pp	_	_
79	allen	alle	A	PIDAT	Fem|Dat|Pl	81	det	_	_
80	widrigen	widrig	A	ADJA	Pos|Fem|Dat|Pl|_|	81	attr	_	_
81	Erscheinungen	Erscheinung	N	NN	Fem|Dat|Pl	78	pn	_	_
82	.	.	$	$.	_	0	root	_	_

1	Bei	bei	P	APPR	Dat	4	pp	_	_
2	Kirchberg	Kirchberg	N	NE	_|Dat|Sg	1	pn	502	502
3	auch	auch	A	ADV	_	1	adv	_	_
4	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
5	man	man	P	PIS	_|Nom|Sg	4	subj	_	_
6	mit	mit	P	APPR	Dat	11	pp	_	_
7	dem	die	A	ART	Def|Neut|Dat|Sg	8	det	_	_
8	Freimachen	Freimachen	N	NN	Neut|Dat|Sg	6	pn	_	_
9	der	die	A	ART	Def|Fem|Gen|Sg	10	det	321	321
10	Brücke	Brücke	N	NN	Fem|Gen|Sg	8	gmod	321	321
11	beschäftigt	beschäftigen	V	VVPP	_	4	aux	_	_
12	.	.	$	$.	_	0	root	_	_

1	Man	man	P	PIS	_|Nom|Sg	2	subj	_	_
2	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
3	so	so	A	ADV	_	4	adv	_	_
4	erschreckt	erschrecken	V	VVPP	_	2	aux	_	_
5	,	,	$	$,	_	0	root	_	_
6	daß	daß	K	KOUS	_	15	konj	_	_
7	nun	nun	A	ADV	_	8	adv	_	_
8	alle	alle	A	PIDAT	Masc|_|Pl	9	det	_	_
9	Abende	Abend	N	NN	Masc|_|Pl	14	zeit	_	_
10	ein	eine	A	ART	Indef|Masc|Nom|Sg	11	det	_	_
11	Anlauf	Anlauf	N	NN	Masc|Nom|Sg	15	subj	_	_
12	der	die	A	ART	Def|Neut|Gen|Pl	13	det	116	116
13	Wasser	Wasser	N	NN	Neut|Gen|Pl	11	gmod	116	116
14	erwartet	erwarten	V	VVPP	_	15	aux	_	_
15	wurde	werden	V	VAFIN	3|Sg|Past|Ind	2	neb	_	_
16	;	;	$	$.	_	0	root	_	_
17	man	man	P	PIS	_|Nom|Sg	18	subj	_	_
18	suchte	suchen	V	VVFIN	3|Sg|Past|_	0	root	_	_
19	daher	daher	P	PROAV	_	18	pp	_	_
20	in	in	P	APPR	Dat	18	pp	_	_
21	der	die	A	ART	Def|Fem|Dat|Sg	23	det	_	_
22	größten	groß	A	ADJA	Sup|Fem|Dat|Sg|Wk|	23	attr	_	_
23	Eile	Eile	N	NN	Fem|Dat|Sg	20	pn	_	_
24	das	die	A	ART	Def|Neut|_|Sg	26	det	_	_
25	hemmende	hemmend	A	ADJA	Pos|Neut|_|Sg|Wk|<PPRES	26	attr	_	_
26	Holz	Holz	N	NN	Neut|_|Sg	27	obja	_	_
27	wegzuschaffen	wegschaffen	V	VVIZU	_	18	obji	_	_
28	.	.	$	$.	_	0	root	_	_

1	In	in	P	APPR	Acc	9	objp	_	_
2	die	die	A	ART	Def|_|Acc|_	8	det	462	462
3	trübe	trüb	A	ADJA	Pos|_|Acc|_|_|	8	attr	462	462
4	und	und	K	KON	_	3	kon	462	462
5	noch	noch	A	ADV	_	6	adv	462	462
6	nicht	nicht	P	PTKNEG	_	7	adv	462	462
7	kleine	klein	A	ADJA	Pos|_|Acc|_|_|	4	cj	462	462
8	Emme	Emme	N	NN	_|Acc|_	1	pn	462	462
9	fiel	fallen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
10	ein	eine	A	ART	Indef|Masc|Nom|Sg	11	det	_	_
11	Knabe	Knabe	N	NN	Masc|Nom|Sg	9	subj	_	_
12	und	und	K	KON	_	9	kon	_	_
13	wurde	werden	V	VAFIN	_|Sg|Past|Ind	12	cj	_	_
14	fortgerissen	fortreißen	V	VVPP	_	13	aux	_	_
15	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	2	det	747	747
2	Gefahr	Gefahr	N	NN	Fem|Nom|Sg	10	subj	747	747
3	,	,	$	$,	_	0	root	747	747
4	in	in	P	APPR	Dat	8	pp	747	747
5	welcher	welche	P	PRELS	Fem|Dat|Sg	4	pn	747	747
6	ein	eine	A	ART	Indef|Neut|Nom|Sg	7	det	_	_
7	Menschenleben	Menschenleben	N	NN	Neut|Nom|Sg	8	subj	_	_
8	schwebte	schweben	V	VVFIN	3|Sg|Past|_	2	rel	_	_
9	,	,	$	$,	_	0	root	_	_
10	durchzuckte	durchzucken	V	VVFIN	3|Sg|Past|_	0	root	_	_
11	wie	wie	K	KOKOM	_	10	kom	_	_
12	ein	eine	A	ART	Indef|Masc|Nom|Sg	14	det	_	_
13	elektrischer	elektrisch	A	ADJA	Pos|Masc|Nom|Sg|St|	14	attr	_	_
14	Schlag	Schlag	N	NN	Masc|Nom|Sg	11	cj	_	_
15	fünf	fünf	C	CARD	_	17	attr	_	_
16	wackere	wacker	A	ADJA	Pos|Masc|Nom|Pl|St|	17	attr	_	_
17	Männer	Mann	N	NN	Masc|Nom|Pl	14	app	_	_
18	,	,	$	$,	_	0	root	_	_
19	daß	daß	K	KOUS	_	21	konj	_	_
20	sie	sie	P	PPER	3|Pl|_|Nom	21	subj	462	462
21	vergaßen	vergessen	V	VVFIN	3|Pl|Past|Ind	10	objc	_	_
22	jede	jede	A	PIDAT	Fem|_|Sg	23	det	_	_
23	Bedenklichkeit	Bedenklichkeit	N	NN	Fem|_|Sg	21	obja	_	_
24	,	,	$	$,	_	0	root	_	_
25	jede	jede	A	PIDAT	Fem|_|Sg	26	det	_	_
26	Bedächtlichkeit	Bedächtlichkeit	N	NN	Fem|_|Sg	23	app	_	_
27	,	,	$	$,	_	0	root	_	_
28	sich	sie	P	PRF	3|_|Dat	34	objd	_	_
29	selbst	selbst	A	ADV	_	28	adv	_	_
30	,	,	$	$,	_	0	root	_	_
31	und	und	K	KON	_	29	kon	_	_
32	über	über	P	APPR	Acc	31	cj	_	_
33	sie	sie	P	PPER	3|_|_|Acc	32	pn	462	462
34	kam	kommen	V	VVFIN	3|Sg|Past|Ind	10	kon	_	_
35	einer	eine	P	PIS	Masc|Nom|Sg	34	subj	_	_
36	der	die	A	ART	Def|Masc|Gen|Pl	38	det	_	_
37	göttlichen	göttlich	A	ADJA	Pos|Masc|Gen|Pl|Wk|	38	attr	_	_
38	Augenblicke	Augenblick	N	NN	Masc|Gen|Pl	35	gmod	_	_
39	,	,	$	$,	_	0	root	_	_
40	ein	eine	A	ART	Indef|Masc|Nom|Sg	41	det	_	_
41	Augenblick	Augenblick	N	NN	Masc|Nom|Sg	35	app	_	_
42	,	,	$	$,	_	0	root	_	_
43	in	in	P	APPR	Dat	54	pp	_	_
44	dem	die	P	PRELS	Masc|Dat|Sg	43	pn	_	_
45	der	die	A	ART	Def|Masc|Nom|Sg	46	det	_	_
46	Mensch	Mensch	N	NN	Masc|Nom|Sg	54	subj	_	_
47	aus	aus	P	APPR	Dat	46	pp	_	_
48	sich	sie	P	PRF	3|_|Dat	47	pn	_	_
49	heraustrittet	heraustrittet	N	NE	Masc|Gen|Sg	46	app	_	_
50	und	und	K	KON	_	49	kon	_	_
51	zum	zu	P	APPRART	Dat	53	pp	_	_
52	Boten	Bote	N	NN	Masc|Dat|_	51	pn	_	_
53	Gottes	Gott	N	NN	Masc|Gen|Sg	50	cj	_	_
54	wird	werden	V	VAFIN	3|Sg|Pres|Ind	41	rel	_	_
55	.	.	$	$.	_	0	root	_	_

1	Lebendig	lebendig	A	ADJD	Pos|	2	adv	_	_
2	ward	ward	V	VAFIN	_|Sg|_|_	0	root	_	_
3	der	die	A	ART	Def|Fem|Dat|Sg	4	det	309	309
4	Emme	Emme	N	NN	Fem|Dat|Sg	7	objd	309	309
5	der	die	A	ART	Def|Masc|Nom|Sg	6	det	_	_
6	Knabe	Knabe	N	NN	Masc|Nom|Sg	2	subj	_	_
7	entrissen	entreißen	V	VVPP	_	2	aux	_	_
8	;	;	$	$.	_	0	root	_	_
9	aber	aber	K	KON	_	0	root	_	_
10	einer	eine	P	PIS	_|_|Sg	0	root	_	_
11	der	die	A	ART	Def|_|Gen|Pl	12	det	_	_
12	fünfe	fünf	C	CARD	_|_|_	10	gmod	_	_
13	,	,	$	$,	_	0	root	_	_
14	Jakob	Jakob	N	NE	_|_|Sg	10	app	_	_
15	Zingg	Zingg	N	NE	_|_|Sg	14	app	_	_
16	,	,	$	$,	_	0	root	_	_
17	geachtet	achten	V	VVPP	_	0	root	_	_
18	und	und	K	KON	_	0	root	_	_
19	Vater	Vater	N	NN	Masc|_|Sg	18	cj	748	748
20	,	,	$	$,	_	0	root	_	_
21	verlor	verlieren	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
22	das	die	A	ART	Def|Neut|Nom|Sg	24	det	749	749
23	eingesetzte	eingesetzt	A	ADJA	Pos|Neut|Nom|Sg|Wk|	24	attr	749	749
24	Leben	Leben	N	NN	Neut|Nom|Sg	21	subj	749	749
25	,	,	$	$,	_	0	root	_	_
26	und	und	K	KON	_	21	kon	_	_
27	Waisen	Waise	N	NN	_|Nom|Pl	28	subj	752	752
28	wurden	werden	V	VAFIN	3|Pl|Past|Ind	26	cj	_	_
29	seine	seine	A	PPOSAT	Neut|Nom|Pl	30	det	749	749
30	Kinder	Kind	N	NN	Neut|Nom|Pl	28	pred	_	_
31	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	748	748
2	ward	ward	V	VVFIN	3|Sg|_|_	0	root	_	_
3	ein	eine	A	ART	Indef|Neut|_|Sg	4	det	_	_
4	Opfer	Opfer	N	NN	Neut|_|Sg	2	obja	_	_
5	seiner	seine	A	PPOSAT	Fem|Gen|Sg	6	det	748	748
6	Menschenliebe	Menschenliebe	N	NN	Fem|Gen|Sg	4	gmod	_	_
7	,	,	$	$,	_	0	root	_	_
8	aber	aber	K	KON	_	2	kon	_	_
9	war	sein	V	VAFIN	3|Sg|Past|Ind	8	cj	_	_
10	er	er	P	PPER	3|Sg|Masc|Nom	9	subj	748	748
11	nicht	nicht	P	PTKNEG	_	9	adv	_	_
12	auch	auch	A	ADV	_	9	adv	_	_
13	ein	eine	A	ART	Indef|Neut|Nom|Sg	15	det	750	750
14	sühnend	sühnend	A	ADJA	_|Neut|Nom|Sg|_	15	attr	750	750
15	Opfer	Opfer	N	NN	Neut|Nom|Sg	9	pred	750	750
16	,	,	$	$,	_	0	root	_	_
17	das	die	P	PRELS	Neut|_|Sg	0	root	750	750
18	er	er	P	PPER	3|Sg|Masc|Nom	26	subj	748	748
19	Gott	Gott	N	NN	Masc|_|Sg	26	obja	2	2
20	und	und	K	KON	_	19	kon	_	_
21	Menschen	Mensch	N	NN	Masc|_|_	20	cj	227	227
22	für	für	P	APPR	Acc	26	pp	_	_
23	seine	seine	A	PPOSAT	Masc|Acc|Pl	25	det	748	748
24	irrenden	irrend	A	ADJA	Pos|Masc|Acc|Pl|Wk|<PPRES	25	attr	751	751
25	Brüder	Bruder	N	NN	Masc|Acc|Pl	22	pn	751	751
26	brachte	bringen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
27	,	,	$	$,	_	0	root	_	_
28	die	die	P	PRELS	_|_|_	0	root	751	751
29	aller	alle	A	PIDAT	_|_|Sg	30	det	_	_
30	Liebe	Liebe	N	NN	_|_|Sg	0	root	_	_
31	vergaßen	vergessen	V	VVFIN	_|Pl|Past|Ind	0	root	_	_
32	,	,	$	$,	_	0	root	_	_
33	ein	eine	A	ART	Indef|Neut|_|Sg	34	det	_	_
34	Opfer	Opfer	N	NN	Neut|_|Sg	0	root	_	_
35	den	die	A	ART	Def|Fem|Dat|Pl	36	det	_	_
36	Bitten	Bitte	N	NN	Fem|Dat|Pl	0	root	_	_
37	zum	zu	P	APPRART	Dat	36	pp	_	_
38	Siegel	Siegel	N	NN	Neut|Dat|Sg	37	pn	_	_
39	:	\:	$	$.	_	0	root	_	_
40	»	»	$	$(	_	0	root	_	_
41	Vergebet	Vergebet	N	NN	_	0	root	_	_
42	,	,	$	$,	_	0	root	_	_
43	so	so	A	ADV	_	44	adv	_	_
44	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
45	euch	ihr	P	PPER	2|Pl|_|Dat	46	objd	_	_
46	vergeben	vergeben	V	VVPP	_	44	aux	_	_
47	!	!	$	$.	_	0	root	_	_

1	Vater	Vater	N	NN	Masc|_|Sg	3	vok	748	748
2	,	,	$	$,	_	0	root	_	_
3	vergib	vergib	V	VVFIN	_	0	root	_	_
4	ihnen	sie	P	PPER	3|Pl|_|Dat	3	objd	752	752
5	,	,	$	$,	_	0	root	_	_
6	sie	sie	P	PPER	3|Pl|_|Nom	7	subj	752	752
7	wissen	wissen	V	VVFIN	3|Pl|Pres|_	3	kon	_	_
8	nicht	nicht	P	PTKNEG	_	7	adv	_	_
9	,	,	$	$,	_	0	root	_	_
10	was	was	P	PWS	Neut|_|Sg	12	obja	_	_
11	sie	sie	P	PPER	3|Pl|_|Nom	12	subj	752	752
12	tun	tun	V	VVFIN	3|Pl|Pres|Ind	7	objc	_	_
13	!	!	$	$.	_	0	root	_	_
14	«	«	$	$(	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	2	det	_	_
2	Kunde	Kunde	N	NN	Fem|Nom|Sg	11	subj	_	_
3	von	von	P	APPR	Dat	2	pp	_	_
4	dem	die	A	ART	Def|Neut|Dat|Sg	6	det	_	_
5	fürchterlichen	fürchterlich	A	ADJA	Pos|Neut|Dat|Sg|Wk|	6	attr	_	_
6	Gewitter	Gewitter	N	NN	Neut|Dat|Sg	3	pn	_	_
7	und	und	K	KON	_	2	kon	_	_
8	der	die	A	ART	Def|_|_|_	9	det	_	_
9	Emme	Emme	N	NN	Neut|Nom|Sg	7	cj	_	_
10	Wüten	Wüten	N	NN	Neut|Nom|Sg	9	app	_	_
11	durchflog	durchfliegen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
12	das	die	A	ART	Def|Neut|_|Sg	13	det	46	46
13	Land	Land	N	NN	Neut|_|Sg	11	obja	46	46
14	,	,	$	$,	_	0	root	_	_
15	und	und	K	KON	_	11	kon	_	_
16	die	die	A	ART	Def|Masc|Acc|Pl	17	det	_	_
17	Schrecken	Schreck	N	NN	Masc|Acc|Pl	36	obja	_	_
18	des	die	A	ART	Def|Masc|Gen|Sg	19	det	_	_
19	Augenblicks	Augenblick	N	NN	Masc|Gen|Sg	17	gmod	_	_
20	mit	mit	P	APPR	Dat	19	pp	_	_
21	der	die	A	ART	Def|Fem|Dat|Sg	22	det	_	_
22	Größe	Größe	N	NN	Fem|Dat|Sg	20	pn	_	_
23	des	die	A	ART	Def|_|Gen|Sg	24	det	753	753
24	Schadens	Schaden	N	NN	_|Gen|Sg	22	gmod	753	753
25	,	,	$	$,	_	0	root	_	_
26	den	die	A	ART	Def|Masc|Acc|Sg	28	det	_	_
27	grausen	grausen	A	ADJA	_|Masc|Acc|Sg|_	28	attr	_	_
28	Anblick	Anblick	N	NN	Masc|Acc|Sg	17	app	_	_
29	des	die	A	ART	Def|Neut|Gen|Sg	30	det	_	_
30	Tales	Tal	N	NN	Neut|Gen|Sg	28	gmod	_	_
31	mit	mit	P	APPR	Dat	30	pp	_	_
32	gänzlicher	gänzlich	A	ADJA	Pos|Fem|Dat|Sg|St|	33	attr	_	_
33	Zerstörung	Zerstörung	N	NN	Fem|Dat|Sg	34	objd	_	_
34	verwechselnd	verwechseln	A	ADJD	_|<PPRES	31	pn	_	_
35	,	,	$	$,	_	0	root	_	_
36	redete	reden	V	VVFIN	3|Sg|Past|_	15	cj	_	_
37	man	man	P	PIS	_|Nom|Sg	36	subj	_	_
38	von	von	P	APPR	_	36	pp	_	_
39	zugrunde	zugrunde	A	ADV	_	40	adv	_	_
40	gegangenen	gegangen	A	ADJA	Pos|Fem|_|_|_|	41	attr	_	_
41	Millionen	Million	N	NN	Fem|_|_	38	pn	_	_
42	,	,	$	$,	_	0	root	_	_
43	und	und	K	KON	_	38	kon	_	_
44	,	,	$	$,	_	0	root	_	_
45	je	je	A	ADV	_	47	adv	_	_
46	weiter	weiter	A	ADV	_	47	adv	_	_
47	vom	von	P	APPRART	Dat	43	cj	_	_
48	Tale	Tal	N	NN	Neut|Dat|Sg	47	pn	117	117
49	,	,	$	$,	_	0	root	_	_
50	desto	desto	A	ADV	_	51	adv	_	_
51	größer	groß	A	ADJD	Comp|	52	pred	_	_
52	wurde	werden	V	VAFIN	3|Sg|Past|Ind	36	kon	_	_
53	der	die	A	ART	Def|Fem|Dat|Sg	54	det	869	869
54	Millionen	Million	N	NN	Fem|Dat|Sg	52	objd	869	869
55	Zahl	Zahl	N	NN	Fem|Nom|Sg	52	subj	_	_
56	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	2	det	755	755
2	Wunsch	Wunsch	N	NN	Masc|Nom|Sg	11	subj	755	755
3	,	,	$	$,	_	0	root	755	755
4	den	die	A	ART	Def|Masc|Acc|Sg	5	det	755	755
5	Schauplatz	Schauplatz	N	NN	Masc|Acc|Sg	9	obja	755	755
6	des	die	A	ART	Def|Neut|Gen|Sg	7	det	606	606
7	Unglücks	Unglück	N	NN	Neut|Gen|Sg	5	gmod	606	606
8	zu	zu	P	PTKZU	_	9	part	_	_
9	sehen	sehen	V	VVINF	_	2	obji	_	_
10	,	,	$	$,	_	0	root	_	_
11	drängte	drängen	V	VVFIN	3|Sg|Past|_	0	root	_	_
12	sich	sie	P	PRF	3|_|Dat	11	objd	_	_
13	Tausenden	Tausend	N	NN	_|_|_	11	obja	754	754
14	auf	auf	P	PTKVZ	_	11	avz	_	_
15	,	,	$	$,	_	0	root	_	_
16	und	und	K	KON	_	0	root	_	_
17	wenn	wenn	K	KOUS	_	19	konj	_	_
18	man	man	P	PIS	_|Nom|Sg	19	subj	_	_
19	sagt	sagen	V	VVFIN	3|Sg|Pres|Ind	16	cj	_	_
20	,	,	$	$,	_	0	root	_	_
21	Tausende	Tausend	N	NN	Neut|Nom|Pl	22	subj	756	756
22	führten	führen	V	VVFIN	3|Pl|Past|_	26	s	_	_
23	ihn	er	P	PPER	3|Sg|Masc|Acc	22	obja	754	754
24	aus	aus	P	PTKVZ	_	22	avz	_	_
25	,	,	$	$,	_	0	root	_	_
26	sagt	sagen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
27	man	man	P	PIS	_|Nom|Sg	26	subj	_	_
28	nicht	nicht	P	PTKNEG	_	26	adv	_	_
29	zu	zu	P	PTKA	_	30	adv	_	_
30	viel	viel	P	PIS	_|Dat|_	26	objd	_	_
31	.	.	$	$.	_	0	root	_	_

1	Dieser	diese	A	PDAT	Masc|Nom|Sg	2	det	755	755
2	Wunsch	Wunsch	N	NN	Masc|Nom|Sg	3	subj	755	755
3	drängte	drängen	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	sich	sie	P	PRF	3|_|_	3	obja	_	_
5	den	die	A	ART	Def|_|_|_	6	det	_	_
6	mittleren	mittel	A	ADJA	_|Dat|Pl	3	objd	_	_
7	und	und	K	KON	_	6	kon	_	_
8	besonders	besonders	A	ADV	_	11	adv	_	_
9	den	die	A	ART	Def|Masc|Dat|Pl	11	det	_	_
10	unteren	unter	A	ADJA	Pos|Masc|Dat|Pl|_|	11	attr	_	_
11	Ständen	Stand	N	NN	Masc|Dat|Pl	7	cj	_	_
12	auf	auf	P	PTKVZ	_	3	avz	_	_
13	,	,	$	$,	_	0	root	_	_
14	und	und	K	KON	_	3	kon	_	_
15	sie	sie	P	PPER	3|Pl|_|Nom	16	subj	756	756
16	führten	führen	V	VVFIN	3|Pl|Past|_	14	cj	_	_
17	ihn	er	P	PPER	3|Sg|Masc|Acc	16	obja	755	755
18	aus	aus	P	PTKVZ	_	16	avz	_	_
19	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Masc|Nom|Pl	3	det	_	_
2	obern	obern	A	ADJA	_|Masc|Nom|Pl|_	3	attr	_	_
3	Stände	Stand	N	NN	Masc|Nom|Pl	4	subj	_	_
4	sind	sein	V	VAFIN	3|Pl|Pres|Ind	0	root	_	_
5	Sklaven	Sklave	N	NN	Masc|Nom|Pl	4	pred	_	_
6	der	die	A	ART	Def|Fem|Gen|Sg	7	det	757	757
7	Mode	Mode	N	NN	Fem|Gen|Sg	5	gmod	757	757
8	,	,	$	$,	_	0	root	_	_
9	sie	sie	P	PPER	3|_|_|_	10	obja	756	756
10	spazieren	spazieren	V	VVINF	_	0	root	_	_
11	und	und	K	KON	_	0	root	_	_
12	reisen	reisen	V	VVFIN	_|Pl|Pres|_	11	cj	_	_
13	nach	nach	P	APPR	Dat	12	pp	_	_
14	dem	die	A	ART	Def|_|Dat|Sg	15	det	_	_
15	Zuge	Zug	N	NN	_|Dat|Sg	13	pn	_	_
16	der	die	A	ART	Def|Fem|Gen|Sg	17	det	757	757
17	Mode	Mode	N	NN	Fem|Gen|Sg	15	gmod	757	757
18	.	.	$	$.	_	0	root	_	_

1	Ein	ein	A	ART	Indef|Neut|_|Sg	3	det	604	604
2	neues	neu	A	ADJA	Pos|Neut|_|Sg|St|	3	attr	604	604
3	Naturereignis	Naturereignis	N	NN	Neut|_|Sg	0	root	604	604
4	kömmt	kömmt	N	NE	Neut|_|Sg	3	app	604	604
5	nicht	nicht	P	PTKNEG	_	7	adv	_	_
6	alsobald	alsobald	A	ADJD	_	7	adv	_	_
7	in	in	P	APPR	Acc	3	pp	_	_
8	die	die	A	ART	Def|Fem|Acc|Sg	9	det	757	757
9	Mode	Mode	N	NN	Fem|Acc|Sg	7	pn	757	757
