1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	1062	1062
46	und	und	K	KON	_	45	kon	_	_
47	Planieren	Planieren	N	NN	Neut|Dat|Sg	46	cj	_	_
48	auch	auch	A	ADV	_	50	adv	_	_
49	oft	oft	A	ADV	_	50	adv	_	_
50	lesen	lesen	V	VVFIN	3|Pl|Pres|_	38	rel	_	_
51	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	3	koord	_	_
2	das	die	P	PDS	Neut|Nom|Sg	3	subj	_	_
3	ists	ists	V	VVFIN	_|Sg|_|_	0	root	_	_
4	ja	ja	A	ADV	_	3	adv	_	_
5	eben	eben	A	ADV	_	3	adv	_	_
6	und	und	K	KON	_	5	kon	_	_
7	allein	allein	A	ADV	_	6	cj	_	_
8	,	,	$	$,	_	0	root	_	_
9	was	was	P	PRELS	Neut|Nom|Sg	22	subj	1079	1079
10	die	die	A	ART	Def|Masc|_|Pl	12	det	1077	1077
11	besten	gut	A	ADJA	Sup|Masc|_|Pl|Wk|	12	attr	1077	1077
12	Leser	Leser	N	NN	Masc|_|Pl	22	obja	1077	1077
13	oft	oft	A	ADV	_	22	adv	_	_
14	so	so	A	ADV	_	15	adv	_	_
15	kalt	kalt	A	ADJD	Pos|	22	pred	_	_
16	gegen	gegen	P	APPR	Acc	22	objp	_	_
17	ihre	ihre	A	PPOSAT	Masc|Acc|Pl	19	det	1077	1077
18	besten	gut	A	ADJA	Sup|Masc|Acc|Pl|Wk|	19	attr	_	_
19	Dichter	Dichter	N	NN	Masc|Acc|Pl	16	pn	_	_
20	und	und	K	KON	_	19	kon	_	_
21	Weisen	Weise	N	NN	_|Acc|_	20	cj	1078	1078
22	macht	machen	V	VVFIN	3|Sg|Pres|Ind	2	rel	_	_
23	,	,	$	$,	_	0	root	_	_
24	daß	daß	K	KOUS	_	0	root	_	_
25	sie	sie	P	PPER	3|_|_|_	0	root	1079	1079
26	,	,	$	$,	_	0	root	_	_
27	anstatt	anstatt	K	KOUI	_	0	root	_	_
28	sich	sie	P	PRF	3|_|_	0	root	_	_
29	,	,	$	$,	_	0	root	_	_
30	wie	wie	P	PWAV	_	54	adv	_	_
31	die	die	A	ART	Def|Masc|Nom|Pl	33	det	_	_
32	zwei	zwei	C	CARD	_	33	attr	_	_
33	Wetzlaer	Wetzlaer	N	NN	Masc|Nom|Pl	54	subj	_	_
34	Leser	Leser	N	NN	Masc|Nom|_	33	app	_	_
35	,	,	$	$,	_	0	root	_	_
36	auf	auf	P	APPR	Acc	39	pp	_	_
37	bloßes	bloß	A	ADJA	Pos|Neut|Acc|Sg|St|	38	attr	_	_
38	Konservieren	Konservieren	N	NN	Neut|Acc|Sg	36	pn	_	_
39	einzuschränken	einschränken	V	VVIZU	_	34	obji	_	_
40	,	,	$	$,	_	0	root	_	_
41	mit	mit	P	APPR	Dat	54	pp	_	_
42	dem	die	A	ART	Def|Masc|Dat|Sg	43	det	_	_
43	Zeigefinger	Zeigefinger	N	NN	Masc|Dat|Sg	41	pn	_	_
44	,	,	$	$,	_	0	root	_	_
45	wie	wie	K	KOKOM	_	43	par	_	_
46	mit	mit	P	APPR	Dat	45	cj	_	_
47	einem	eine	A	ART	Indef|Masc|Dat|Sg	48	det	_	_
48	Setzers-Zeilenweiser	Setzers-Zeilenweise	N	NN	Masc|Dat|Sg	46	pn	_	_
49	,	,	$	$,	_	0	root	_	_
50	solche	solche	A	PIDAT	Neut|_|Pl	52	det	_	_
51	dicke	dick	A	ADJA	Pos|Neut|_|Pl|St|	52	attr	_	_
52	Werke	Werk	N	NN	Neut|_|Pl	54	obja	_	_
53	ordentlich	ordentlich	A	ADJD	Pos|	54	adv	_	_
54	durchrutschen	durchrutschen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
55	,	,	$	$,	_	0	root	_	_
56	gleich	gleich	A	ADJD	Pos|	0	root	_	_
57	als	als	K	KOKOM	_	58	konj	_	_
58	arbeiteten	arbeiten	V	VVFIN	3|Pl|Past|_	0	root	_	_
59	sie	sie	P	PPER	3|Pl|_|Nom	58	subj	1072	1072
60	in	in	P	APPR	Dat	58	pp	_	_
61	der	die	A	ART	Def|Fem|Dat|Sg	62	det	_	_
62	Druckerei	Druckerei	N	NN	Fem|Dat|Sg	60	pn	_	_
63	als	als	K	KOKOM	_	58	kom	_	_
64	Setzer	Setzer	N	NE	_	63	cj	_	_
65	,	,	$	$,	_	0	root	_	_
66	Korrektores	Korrektores	N	NE	_	64	kon	_	_
67	und	und	K	KON	_	66	kon	_	_
68	Autores	Autores	N	NE	_|Nom|Pl	67	cj	1080	1080
69	,	,	$	$,	_	0	root	1080	1080
70	die	die	P	PRELS	_|Nom|Pl	75	subj	1080	1080
71	freilich	freilich	A	ADV	_	74	adv	_	_
72	die	die	A	ART	Def|Fem|_|Pl	73	det	991	991
73	Sachen	Sache	N	NN	Fem|_|Pl	74	obja	991	991
74	lesen	lesen	V	VVINF	_	75	aux	_	_
75	müssen	müssen	V	VMFIN	3|Pl|Pres|_	68	rel	_	_
76	.	.	$	$.	_	0	root	_	_

1	Daher	Daher	P	PROAV	_	2	pp	_	_
2	kömmt	kömmt	V	VVFIN	3|Sg|_|_	0	root	_	_
3	es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
4	auch	auch	A	ADV	_	2	adv	_	_
5	,	,	$	$,	_	0	root	_	_
6	daß	daß	K	KOUS	_	20	konj	_	_
7	viele	viele	A	PIDAT	Neut|Nom|Pl	8	det	1081	1081
8	Mädchen	Mädchen	N	NN	Neut|Nom|Pl	20	subj	1081	1081
9	viel	viel	A	ADV	_	10	adv	_	_
10	billiger	billig	A	ADJD	Comp|	20	adv	_	_
11	und	und	K	KON	_	10	kon	_	_
12	mit	mit	P	APPR	Dat	11	cj	_	_
13	mehr	mehr	A	PIAT	Neut|Dat|Sg	14	det	_	_
14	Lobe	Lob	N	NN	Neut|Dat|Sg	12	pn	_	_
15	über	über	P	APPR	Acc	20	objp	_	_
16	gute	gut	A	ADJA	Pos|Neut|Acc|Pl|St|	19	attr	_	_
17	und	und	K	KON	_	16	kon	_	_
18	schwere	schwer	A	ADJA	Pos|_|Acc|_|_|	17	cj	_	_
19	Werke	Werk	N	NN	Neut|Acc|Pl	15	pn	_	_
20	richten	richten	V	VVFIN	3|Pl|Pres|_	2	objc	_	_
21	,	,	$	$,	_	0	root	_	_
22	weil	weil	K	KOUS	_	0	root	_	_
23	sie	sie	P	PPER	3|_|_|_	0	root	1081	1081
24	solche	solche	P	PIS	_|_|_	0	root	_	_
25	nicht	nicht	P	PTKNEG	_	24	adv	_	_
26	sowohl	sowohl	K	KON	_	0	root	_	_
27	lesen	lesen	V	VVINF	_	0	root	_	_
28	-	-	$	$(	_	0	root	_	_
29	sie	sie	P	PPER	3|Pl|_|Nom	30	subj	1081	1081
30	schauen	schauen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
31	jede	jede	A	PIDAT	Fem|_|Sg	32	det	_	_
32	Seite	Seite	N	NN	Fem|_|Sg	30	obja	_	_
33	nur	nur	A	ADV	_	30	adv	_	_
34	gut	gut	A	ADJD	Pos|	30	adv	_	_
35	an	an	P	PTKVZ	_	30	avz	_	_
36	-	-	$	$(	_	0	root	_	_
37	als	als	K	KOKOM	_	30	kom	_	_
38	reinlich	reinlich	A	ADJD	Pos|	37	cj	_	_
39	und	und	K	KON	_	0	root	_	_
40	wohlkonditionierlich	wohlkonditionierlich	N	NE	_	41	obja	_	_
41	erhalten	erhalten	V	VVPP	_	39	cj	_	_
42	und	und	K	KON	_	0	root	_	_
43	von	von	P	APPR	_	45	pp	_	_
44	vornen	vornen	N	NE	_|_|_	43	pn	_	_
45	durchblättern	durchblättern	V	VVINF	_	42	cj	_	_
46	wie	wie	K	KOKOM	_	0	root	_	_
47	Karten-	Karten-	T	TRUNC	Neut|_|Pl	46	cj	_	_
48	,	,	$	$,	_	0	root	_	_
49	Rock-	Rock-	T	TRUNC	Neut|_|Pl	47	kon	_	_
50	,	,	$	$,	_	0	root	_	_
51	Rindspsalter-	Rindspsalter-	T	TRUNC	Neut|_|Pl	49	kon	_	_
52	und	und	K	KON	_	51	kon	_	_
53	Tulpenblätter	Tulpenblatt	N	NN	Neut|_|Pl	52	cj	_	_
54	.	.	$	$.	_	0	root	_	_

1	Beklagter	Beklagte	N	NN	Masc|Nom|Sg	2	subj	1067	1067
2	leitet	leiten	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	dieses	diese	A	PDAT	Neut|_|Sg	5	det	_	_
4	heillose	heillos	A	ADJA	Pos|Neut|_|Sg|Wk|	5	attr	_	_
5	Vorurteil	Vorurteil	N	NN	Neut|_|Sg	2	obja	_	_
6	von	von	P	APPR	_	2	pp	_	_
7	der	die	A	ART	Def|Fem|_|Sg	9	det	_	_
8	griechischen	griechisch	A	ADJA	Pos|Fem|_|Sg|Wk|	9	attr	_	_
9	Kirche	Kirche	N	NN	Fem|_|Sg	6	pn	_	_
10	her	her	P	PTKVZ	_	2	avz	_	_
11	,	,	$	$,	_	0	root	_	_
12	wo	wo	P	PWAV	_	18	adv	_	_
13	der	die	A	ART	Def|Masc|Nom|Sg	14	det	10	10
14	Leser	Leser	N	NN	Masc|Nom|Sg	18	subj	10	10
15	der	die	A	ART	Def|Masc|Nom|Sg	17	det	_	_
16	erste	erst	A	ADJA	_|Masc|Nom|Sg|Wk|	17	attr	_	_
17	Priestergrad	Priestergrad	N	NN	Masc|Nom|Sg	18	pred	_	_
18	ist	sein	V	VAFIN	3|Sg|Pres|Ind	2	rel	_	_
19	und	und	K	KON	_	18	kon	_	_
20	wirklich	wirklich	A	ADJD	Pos|	22	adv	_	_
21	zu	zu	P	PTKZU	_	22	part	_	_
22	lesen	lesen	V	VVINF	_	23	aux	_	_
23	hat	haben	V	VAFIN	3|Sg|Pres|Ind	19	cj	_	_
24	.	.	$	$.	_	0	root	_	_

1	Man	man	P	PIS	_|Nom|Sg	2	subj	_	_
2	möchte	mögen	V	VMFIN	3|Sg|Past|Subj	0	root	_	_
3	aber	aber	A	ADV	_	5	adv	_	_
4	wohl	wohl	A	ADV	_	5	adv	_	_
5	fragen	fragen	V	VVINF	_	2	aux	_	_
6	:	\:	$	$.	_	0	root	_	_
7	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
8	denn	denn	A	ADV	_	7	adv	_	_
9	irgendein	irgendeine	A	PIAT	Masc|Nom|Sg	10	det	1082	1082
10	Autor	Autor	N	NN	Masc|Nom|Sg	7	subj	1082	1082
11	einen	eine	A	ART	Indef|Masc|Acc|Sg	13	det	_	_
12	profanen	profan	A	ADJA	Pos|Masc|Acc|Sg|_|	13	attr	_	_
13	Leser	Leser	N	NN	Masc|Acc|Sg	7	obja	_	_
14	,	,	$	$,	_	0	root	_	_
15	wie	wie	P	PWAV	_	0	root	_	_
16	der	die	A	ART	Def|Masc|Nom|Sg	18	det	1083	1083
17	russische	russisch	A	ADJA	Pos|Masc|Nom|Sg|Wk|	18	attr	1083	1083
18	Bischof	Bischof	N	NN	Masc|Nom|Sg	0	root	1083	1083
19	den	die	A	ART	Def|_|_|_	20	det	_	_
20	kanonischen	kanonisch	A	ADJA	_|_|_	0	root	_	_
21	,	,	$	$,	_	0	root	_	_
22	ordentlich	ordentlich	A	ADJD	Pos|	23	adv	_	_
23	ordiniert	ordinieren	V	VVFIN	_|_|Pres|Ind	0	root	_	_
24	?	?	$	$.	_	0	root	_	_

1	Hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
2	er	er	P	PPER	3|Sg|Masc|Nom	1	subj	1082	1082
3	,	,	$	$,	_	0	root	_	_
4	wie	wie	P	PWAV	_	0	root	_	_
5	der	die	A	ART	Def|Masc|Nom|Sg	6	det	1083	1083
6	Bischof	Bischof	N	NN	Masc|Nom|Sg	0	root	1083	1083
7	,	,	$	$,	_	0	root	_	_
8	ihm	er	P	PPER	3|Sg|_|Dat	14	objd	1082	1082
9	die	die	A	ART	Def|Fem|_|Sg	10	det	463	463
10	Hand	Hand	N	NN	Fem|_|Sg	14	obja	463	463
11	auf	auf	P	APPR	Acc	14	objp	_	_
12	den	die	A	ART	Def|Masc|Acc|Sg	13	det	1084	1084
13	Kopf	Kopf	N	NN	Masc|Acc|Sg	11	pn	1084	1084
14	gelegt	legen	V	VVPP	_	0	root	1084	1084
15	und	und	K	KON	_	14	kon	1084	1084
16	gebetet	beten	V	VVPP	_	15	cj	1084	1084
17	:	\:	$	$.	_	0	root	1084	1084
18	›	›	F	FM	Neut|_|_	0	root	1084	1084
19	O	O	N	NN	Neut|_|_	18	app	1084	1084
20	Herr	Herr	N	NE	Neut|_|_	19	app	1084	1084
21	,	,	$	$,	_	0	root	_	_
22	gib	geben	V	VVIMP	Sg	0	root	_	_
23	Stärke	Stärke	N	NN	Fem|_|Sg	22	obja	_	_
24	deinem	deine	A	PPOSAT	Masc|Dat|Sg	25	det	1085	1085
25	Knecht	Knecht	N	NN	Masc|Dat|Sg	22	objd	1086)	1086)
26	,	,	$	$,	_	0	root	1086)	1086)
27	der	die	P	PRELS	Masc|Nom|Sg	29	subj	1085	1085
28	erwählt	erwählen	V	VVPP	_	29	aux	_	_
29	hat	haben	V	VAFIN	3|Sg|Pres|Ind	25	rel	_	_
30	,	,	$	$,	_	0	root	_	_
31	deine	deine	A	PPOSAT	_|_|_	32	det	1086	1086
32	Geheimnisse	Geheimnis	N	NN	_|_|_	34	obja	_	_
33	zu	zu	P	PTKZU	_	34	part	_	_
34	bekleiden	bekleiden	V	VVINF	_	28	obji	_	_
35	und	und	K	KON	_	29	kon	_	_
36	die	die	A	ART	Def|Fem|_|Sg	37	det	_	_
37	Kerze	Kerze	N	NN	Fem|_|Sg	40	obja	_	_
38	vor	vor	P	APPR	Dat	40	pp	_	_
39	ihnen	sie	P	PPER	3|Pl|_|Dat	38	pn	1081	1081
40	herzutragen	herzutragen	V	VVFIN	3|Pl|Pres|_	35	cj	_	_
41	‹	‹	N	NE	_|Nom|Pl	40	subj	_	_
42	?	?	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	hat	haben	V	VAFIN	3|Sg|Pres|Ind	1	cj	_	_
3	er	er	P	PPER	3|Sg|Masc|Nom	2	subj	1085	1085
4	ein	eine	A	ART	Indef|Neut|_|Sg	5	det	_	_
5	Buch	Buch	N	NN	Neut|_|Sg	9	obja	_	_
6	auf	auf	P	APPR	Dat	9	pp	_	_
7	seinem	seine	A	PPOSAT	Masc|Dat|Sg	8	det	1085	1085
8	Kopfe	Kopf	N	NN	Masc|Dat|Sg	6	pn	_	_
9	aufgemacht	aufmachen	V	VVPP	_	2	aux	_	_
10	,	,	$	$,	_	0	root	_	_
11	die	die	A	ART	Def|Neut|Nom|Pl	12	det	1087	1087
12	Haare	Haar	N	NN	Neut|Nom|Pl	26	subj	1087	1087
13	des	die	A	ART	Def|_|Gen|Sg	14	part	_	_
14	letztern	letztere	P	PIS	_|_|_	15	grad	_	_
15	kreuzweis	kreuzweis	A	ADJD	_	16	adv	_	_
16	abgeschnitten	abschneiden	V	VVPP	_	26	aux	_	_
17	,	,	$	$,	_	0	root	_	_
18	ihm	er	P	PPER	3|Sg|_|Dat	26	objd	1085	1085
19	die	die	A	ART	Def|Fem|_|Sg	20	det	_	_
20	Hand	Hand	N	NN	Fem|_|Sg	26	obja	_	_
21	zum	zu	P	APPRART	Dat	20	pp	_	_
22	Kusse	Kuss	N	NN	Masc|Dat|Sg	21	pn	_	_
23	und	und	K	KON	_	20	kon	_	_
24	eine	eine	A	ART	Indef|Fem|_|Sg	25	det	_	_
25	Lampe	Lampe	N	NN	Fem|_|Sg	23	cj	_	_
26	gegeben	geben	V	VVPP	_	2	neb	_	_
27	?	?	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	-	-	$	$(	_	0	root	_	_

1	Gleichwohl	gleichwohl	A	ADV	_	2	adv	_	_
2	merkt	merken	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	Beklagter	Beklagte	N	NN	Masc|Nom|Sg	2	subj	1067	1067
4	wohl	wohl	A	ADV	_	2	adv	_	_
5	,	,	$	$,	_	0	root	_	_
6	daß	daß	K	KOUS	_	0	root	_	_
7	noch	noch	A	ADV	_	8	adv	_	_
8	immer	immer	A	ADV	_	10	adv	_	_
9	das	die	A	ART	Def|Neut|_|Sg	10	det	_	_
10	Lesen	Lesen	N	NN	Neut|_|Sg	0	root	_	_
11	,	,	$	$,	_	0	root	_	_
12	d.	d.	P	PDS	_	13	obja	_	_
13	h.	h.	V	VVFIN	_|Sg|_|_	0	root	_	_
14	das	die	A	ART	Def|Neut|Nom|Sg	15	det	_	_
15	Aufschneiden	Aufschneiden	N	NN	Neut|Nom|Sg	13	subj	_	_
16	und	und	K	KON	_	13	kon	_	_
17	Durchblättern	Durchblättern	N	NN	Neut|Nom|Sg	30	subj	_	_
18	eines	eine	A	ART	Indef|Neut|Gen|Sg	19	det	1088	1088
19	Buchs	Buch	N	NN	Neut|Gen|Sg	17	gmod	1088	1088
20	,	,	$	$,	_	0	root	1088	1088
21	das	die	P	PRELS	Neut|Nom|Sg	25	subj	1088	1088
22	oft	oft	A	ADV	_	25	adv	_	_
23	300	300	C	CARD	_	24	attr	_	_
24	Blätter	Blatt	N	NN	Neut|_|Pl	25	obja	_	_
25	hat	haben	V	VAFIN	3|Sg|Pres|Ind	19	rel	_	_
26	,	,	$	$,	_	0	root	_	_
27	zu	zu	P	APPR	Dat	30	objp	_	_
28	einer	eine	A	ART	Indef|Fem|Dat|Sg	29	det	1089	1089
29	Anstrengung	Anstrengung	N	NN	Fem|Dat|Sg	27	pn	1089	1089
30	nötige	nötigen	V	VVFIN	3|Sg|Pres|Subj	16	cj	1089	1089
31	,	,	$	$,	_	0	root	1089	1089
32	die	die	P	PRELS	Fem|Nom|Sg	41	subj	1089	1089
33	dem	die	A	ART	Def|Masc|Dat|Sg	34	det	_	_
34	Flore	Flor	N	NN	Masc|Dat|Sg	40	objd	_	_
35	des	die	A	ART	Def|Masc|Gen|Sg	36	det	_	_
36	Buchhandels	Buchhandel	N	NN	Masc|Gen|Sg	34	gmod	_	_
37	eben	eben	A	ADV	_	40	adv	_	_
38	nicht	nicht	P	PTKNEG	_	40	adv	_	_
39	sonderlich	sonderlich	A	ADJD	Pos|	40	adv	_	_
40	forthelfen	forthelfen	V	VVINF	_	41	aux	_	_
41	kann	können	V	VMFIN	3|Sg|Pres|Ind	29	rel	_	_
42	.	.	$	$.	_	0	root	_	_

1	Wär	Wär	N	NE	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
4	hingegen	hingegen	A	ADV	_	5	adv	_	_
5	möglich	möglich	A	ADJD	Pos|	0	root	_	_
6	,	,	$	$,	_	0	root	_	_
7	eine	eine	A	ART	Indef|Fem|_|Sg	8	det	1090	1090
8	Lesemaschine	Lesemaschine	N	NN	Fem|_|Sg	9	obja	1090	1090
9	zusammenzusetzen	zusammensetzen	V	VVIZU	_	5	obji	1090	1090
10	,	,	$	$,	_	0	root	1090	1090
11	die	die	P	PRELS	Fem|Nom|Sg	29	subj	1090	1090
12	ungefähr	ungefähr	A	ADJD	Pos|	28	adv	_	_
13	nach	nach	P	APPR	Dat	28	pp	_	_
14	dem	die	A	ART	Def|Neut|Dat|Sg	16	det	1091	1091
15	herkulanischen	herkulanischen	A	ADJA	_|Neut|Dat|Sg|_	16	attr	1091	1091
16	Instrumente	Instrument	N	NN	Neut|Dat|Sg	13	pn	1091	1091
17	,	,	$	$,	_	0	root	1091	1091
18	das	die	P	PRELS	Neut|Nom|Sg	26	subj	1091	1091
19	die	die	A	ART	Def|Fem|_|Pl	21	det	_	_
20	alten	alt	A	ADJA	Pos|Fem|_|Pl|Wk|	21	attr	_	_
21	Bücherrollen	Bücherrolle	N	NN	Fem|_|Pl	26	obja	_	_
22	monatlich	monatlich	A	ADJD	Pos|	26	adv	_	_
23	um	um	P	APPR	Acc	26	pp	_	_
24	eine	eine	A	ART	Indef|Fem|Acc|Sg	25	det	_	_
25	Spanne	Spann	N	NN	Fem|Acc|Sg	23	pn	_	_
26	aufrollt	aufrollen	V	VVFIN	3|Sg|Pres|Ind	16	rel	_	_
27	,	,	$	$,	_	0	root	_	_
28	modelliert	modellieren	V	VVPP	_	29	aux	_	_
29	wäre	sein	V	VAFIN	3|Sg|Past|Subj	8	rel	_	_
30	und	und	K	KON	_	0	root	_	_
31	die	die	A	ART	Def|_|_|_	30	cj	_	_
32	in	in	P	APPR	_	41	pp	_	_
33	Form	Form	N	NN	Fem|_|Sg	32	pn	_	_
34	einer	eine	A	ART	Indef|Fem|Gen|Sg	35	det	_	_
35	Buchbinder-Heftlade	Buchbinder-Heftlade	N	NN	Fem|Gen|Sg	33	gmod	_	_
36	statt	statt	P	APPR	Gen	41	pp	_	_
37	der	die	A	ART	Def|Masc|Gen|Pl	38	det	586	586
38	Finger	Finger	N	NN	Masc|Gen|Pl	36	pn	586	586
39	der	die	A	ART	Def|Masc|Nom|Sg	40	det	10	10
40	Leser	Leser	N	NN	Masc|Nom|Sg	41	subj	10	10
41	arbeitete	arbeiten	V	VVFIN	3|Sg|Past|_	0	root	_	_
42	und	und	K	KON	_	41	kon	_	_
43	vikarierte	vikarierte	T	TRUNC	_|_|_	48	subj	_	_
44	und	und	K	KON	_	43	kon	_	_
45	die	die	A	ART	Def|_|_|_	47	det	_	_
46	lesenswürdigern	lesenswürdigern	A	ADJA	_	47	attr	_	_
47	Meßprodukte	Meßprodukte	N	NN	_|_|_	44	cj	_	_
48	aufschnitte	aufschneiden	V	VVFIN	_|Sg|Past|Subj	42	cj	_	_
49	oder	oder	K	KON	_	48	kon	_	_
50	aufzöge	aufziehen	V	VVFIN	_|Sg|Past|Subj	49	cj	_	_
51	;	;	$	$.	_	0	root	_	_
52	wäre	sein	V	VAFIN	_|Sg|Past|Subj	0	root	_	_
53	das	die	P	PDS	Neut|_|Sg	55	obja	_	_
54	zu	zu	P	PTKZU	_	55	part	_	_
55	machen	machen	V	VVINF	_	52	aux	_	_
56	und	und	K	KON	_	0	root	_	_
57	im	in	P	APPRART	Dat	56	cj	_	_
58	Buchladen	Buchladen	N	NN	_|Dat|_	57	pn	_	_
59	zu	zu	P	APPR	Dat	58	pp	_	_
60	Kaufe	Kauf	N	NN	Masc|Dat|Sg	59	pn	1092	1092
61	:	\:	$	$.	_	0	root	_	_
62	so	so	A	ADV	_	63	adv	_	_
63	möcht	möcht	A	ADJD	_	65	adv	_	_
64	'	'	$	$(	_	0	root	_	_
65	es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
66	wohl	wohl	A	ADV	_	70	adv	_	_
67	wenige	wenige	A	PIDAT	Neut|_|Pl	68	det	1093	1093
68	Meisterwerke	Meisterwerk	N	NN	Neut|_|Pl	70	obja	1093	1093
69	mehr	mehr	A	ADV	_	68	adv	1093	1093
70	geben	geben	V	VVINF	_	0	root	_	_
71	,	,	$	$,	_	0	root	_	_
72	die	die	P	PRELS	_|Nom|Pl	80	subj	1093	1093
73	nicht	nicht	P	PTKNEG	_	80	adv	_	_
74	von	von	P	APPR	_	80	pp	_	_
75	einer	eine	A	ART	Indef|Fem|_|Sg	76	det	_	_
76	Hand	Hand	N	NN	Fem|_|Sg	74	pn	_	_
77	in	in	P	APPR	Acc	80	objp	_	_
78	die	die	A	ART	Def|_|_|_	79	part	_	_
79	andre	andere	P	PIS	_|Acc|_	77	pn	_	_
80	gingen	gehen	V	VVFIN	3|Pl|Past|_	0	root	_	_
81	,	,	$	$,	_	0	root	_	_
82	und	und	K	KON	_	80	kon	_	_
83	die	die	A	ART	Def|Fem|Nom|Sg	86	det	1094	1094
84	deutsche	deutsch	A	ADJA	Pos|Fem|Nom|Sg|_|	86	attr	1094	1094
85	lesende	lesend	A	ADJA	Pos|Fem|Nom|Sg|_|<PPRES	86	attr	1094	1094
86	Welt	Welt	N	NN	Fem|Nom|Sg	91	subj	1094	1094
87	und	und	K	KON	_	86	kon	_	_
88	die	die	A	ART	Def|_|_|_	89	det	_	_
89	gelehrte	gelehrt	A	ADJA	_|_|_	87	cj	_	_
90	dazu	dazu	P	PROAV	_	89	pp	_	_
91	wären	sein	V	VAFIN	_|Pl|Past|Subj	82	cj	_	_
92	dann	dann	A	ADV	_	91	adv	_	_
93	weiter	weiter	A	ADV	_	91	adv	_	_
94	,	,	$	$,	_	0	root	_	_
95	als	als	K	KOKOM	_	0	root	_	_
96	man	man	P	PIS	_|Nom|Sg	95	cj	_	_
97	sie	sie	P	PPER	3|_|_|_	0	root	1094	1094
98	gegenwärtig	gegenwärtig	A	ADJD	Pos|	99	adv	_	_
99	sieht	sehen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
100	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	-	-	$	$(	_	0	root	_	_

1	Ferner	ferner	A	ADV	_	2	adv	_	_
2	negiert	negieren	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	Beklagter	Beklagte	N	NN	Masc|Nom|Sg	2	subj	1067	1067
4	,	,	$	$,	_	0	root	_	_
5	daß	daß	K	KOUS	_	12	konj	_	_
6	Klägere	Klägere	N	NE	Fem|Nom|Pl	12	subj	987	987
7	und	und	K	KON	_	6	kon	_	_
8	Klägerinnen	Klägerin	N	NN	Fem|Nom|Pl	7	cj	1095	1095
9	Satiren	Satire	N	NN	Fem|_|Pl	11	obja	1096	1096
10	nicht	nicht	P	PTKNEG	_	11	adv	_	_
11	fassen	fassen	V	VVINF	_	12	aux	_	_
12	könnten	können	V	VMFIN	3|Pl|Past|Subj	2	objc	_	_
13	.	.	$	$.	_	0	root	_	_

1	Anlangend	Anlangend	N	NN	Neut|_|Sg	5	vok	987	987
2	Klägere	Klägere	N	NE	Neut|_|Sg	1	app	987	987
3	,	,	$	$,	_	0	root	_	_
4	so	so	A	ADV	_	5	adv	_	_
5	halten	halten	V	VVFIN	3|Pl|Pres|_	0	root	_	_
6	solche	solche	A	PIDAT	Neut|_|Sg	9	det	_	_
7	das	die	A	ART	Def|Neut|_|Sg	9	det	_	_
8	ganze	ganz	A	ADJA	Pos|Neut|_|Sg|Wk|	9	attr	_	_
9	Jahr	Jahr	N	NN	Neut|_|Sg	5	zeit	_	_
10	die	die	A	ART	Def|Masc|Nom|Pl	12	det	_	_
11	politischen	politisch	A	ADJA	Pos|Masc|Nom|Pl|Wk|	12	attr	_	_
12	Zeitungen	Zeitung	N	NN	Masc|Nom|Pl	5	subj	_	_
13	-	-	$	$(	_	0	root	_	_
14	wenigstens	wenigstens	A	ADV	_	16	adv	_	_
15	die	die	A	ART	Def|Masc|Nom|Pl	16	det	_	_
16	Erlanger	Erlanger	N	NN	Masc|Nom|Pl	12	app	_	_
17	,	,	$	$,	_	0	root	_	_
18	die	die	A	ART	Def|_|Nom|_	19	det	_	_
19	Wiener	Wiener	N	NN	_|Nom|_	16	kon	_	_
20	,	,	$	$,	_	0	root	_	_
21	die	die	A	ART	Def|_|Nom|_	22	det	_	_
22	Prager	Prager	N	NN	_|Nom|_	19	kon	_	_
23	,	,	$	$,	_	0	root	_	_
24	die	die	A	ART	Def|_|Nom|_	25	det	_	_
25	Baireuther	Baireuther	N	NN	_|Nom|_	22	kon	_	_
26	und	und	K	KON	_	25	kon	_	_
27	das	die	A	ART	Def|Neut|Nom|Sg	29	det	1097	1097
28	politische	politisch	A	ADJA	Pos|Neut|Nom|Sg|Wk|	29	attr	1097	1097
29	Journal	Journal	N	NN	Neut|Nom|Sg	26	cj	1097	1097
30	-	-	$	$(	_	0	root	_	_
