1	Leibgeber	Leibgeber	N	NN	Masc|_|_	0	root	183	183
18	es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
19	der	die	A	ART	Def|Masc|Nom|Sg	21	det	_	_
20	fichtische	fichtisch	A	ADJA	Pos|Masc|Nom|Sg|Wk|	21	attr	_	_
21	gebietet	gebietet	N	NN	Masc|Nom|Sg	0	root	_	_
22	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|_|_	2	det	265	265
2	Verfasser	Verfasser	N	NN	Masc|Gen|Pl	0	root	265	265
3	dieses	diese	A	PDAT	Neut|Nom|Sg	4	det	265	265
4	Clavis	Clavis	N	NN	Neut|Nom|Sg	5	subj	265	265
5	muß	müssen	V	VMFIN	3|Sg|Pres|Ind	0	root	265	265
6	es	es	P	PPER	3|Sg|Neut|_	5	obja	265	265
7	allen	alle	P	PIS	Masc|Acc|Sg	6	app	265	265
8	,	,	$	$,	_	0	root	265	265
9	die	die	P	PRELS	Masc|Nom|Pl	11	subj	265	265
10	ihn	er	P	PPER	3|Sg|Masc|Acc	11	obja	266	266
11	lesen	lesen	V	VVFIN	3|Pl|Pres|_	2	rel	_	_
12	und	und	K	KON	_	0	root	_	_
13	rezensieren	rezensieren	V	VVINF	_	12	cj	_	_
14	,	,	$	$,	_	0	root	_	_
15	rund	rund	A	ADV	_	0	root	_	_
16	heraus	heraus	P	PTKVZ	_	0	root	_	_
17	bekennen	bekennen	V	VVINF	_	0	root	_	_
18	,	,	$	$,	_	0	root	_	_
19	daß	daß	K	KOUS	_	0	root	_	_
20	er	er	P	PPER	3|Sg|Masc|Nom	0	root	266	266
21	,	,	$	$,	_	0	root	_	_
22	als	als	K	KOKOM	_	0	root	_	_
23	streng-konsequenter	streng-konsequent	A	ADJA	Pos|Masc|_|_|St|	24	attr	_	_
24	Theoretiker	Theoretiker	N	NN	Masc|_|_	22	cj	_	_
25	,	,	$	$,	_	0	root	_	_
26	unmöglich	unmöglich	A	ADJD	Pos|	29	adv	_	_
27	mehrere	mehrere	A	PIAT	Neut|Nom|Sg	28	det	267	267
28	Wesen	Wesen	N	NN	Neut|Nom|Sg	30	subj	267	267
29	glauben	glauben	V	VVINF	_	30	aux	_	_
30	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
31	als	als	K	KOKOM	_	29	kom	_	_
32	sein	seine	A	PPOSAT	_|_|Sg	33	det	267	267
33	eignes	eignes	N	NN	_|_|Sg	31	cj	_	_
34	,	,	$	$,	_	0	root	_	_
35	weil	weil	K	KOUS	_	40	konj	_	_
36	durch	durch	P	APPR	Acc	40	pp	_	_
37	dasselbe	dasselbe	P	PIS	_|Acc|_	36	pn	_	_
38	alles	alle	P	PIS	Neut|Nom|Sg	40	subj	_	_
39	hinlänglich	hinlänglich	A	ADJD	Pos|	40	adv	_	_
40	erklärt	erklären	V	VVFIN	3|Sg|Pres|Ind	30	neb	_	_
41	und	und	K	KON	_	40	kon	_	_
42	produziert	produzieren	V	VVPP	_	45	neb	_	_
43	und	und	K	KON	_	42	kon	_	_
44	integriert	integrieren	V	VVPP	_	43	cj	_	_
45	wird	werden	V	VAFIN	3|Sg|Pres|Ind	41	cj	_	_
46	,	,	$	$,	_	0	root	_	_
47	worüber	worüber	P	PWAV	_	49	pp	_	_
48	man	man	P	PIS	_|Nom|Sg	49	subj	_	_
49	fragte	fragen	V	VVFIN	3|Sg|Past|_	45	kon	_	_
50	und	und	K	KON	_	49	kon	_	_
51	focht	fechten	V	VVFIN	_|Sg|Past|Ind	50	cj	_	_
52	,	,	$	$,	_	0	root	_	_
53	das	die	A	ART	Def|Neut|_|Sg	54	det	_	_
54	Dasein	Dasein	N	NN	Neut|_|Sg	0	root	_	_
55	des	die	A	ART	Def|_|Gen|Sg	58	det	_	_
56	vorgestellten	vorgestellt	A	ADJA	Pos|_|Gen|Sg|_|	58	attr	_	_
57	(	(	$	$(	_	0	root	_	_
58	§	§	N	NN	_|Gen|Sg	54	gmod	_	_
59	8	8	C	CARD	_	58	app	_	_
60	)	)	$	$(	_	0	root	_	_
61	und	und	K	KON	_	58	kon	_	_
62	des	die	A	ART	Def|_|Gen|Sg	65	det	_	_
63	vorstellenden	vorstellend	A	ADJA	Pos|_|Gen|Sg|_|<PPRES	65	attr	_	_
64	(	(	$	$(	_	0	root	_	_
65	§	§	N	NN	_|Gen|Sg	61	cj	_	_
66	7	7	C	CARD	_	65	app	_	_
67	)	)	$	$(	_	0	root	_	_
68	Universums	Universum	N	NN	Neut|Gen|Sg	0	root	268	268
69	und	und	K	KON	_	0	root	_	_
70	das	die	A	ART	Def|Neut|_|Sg	71	det	_	_
71	Handeln	Handeln	N	NN	Neut|_|Sg	69	cj	_	_
72	des	die	A	ART	Def|Neut|Gen|Sg	74	det	_	_
73	reinen	rein	A	ADJA	Pos|Neut|Gen|Sg|_|	74	attr	_	_
74	Ichs	Ich	N	NN	Neut|Gen|Sg	71	gmod	_	_
75	oder	oder	K	KON	_	74	kon	_	_
76	der	die	A	ART	Def|Fem|Gen|Sg	77	det	269	269
77	Gottheit	Gottheit	N	NN	Fem|Gen|Sg	75	cj	269	269
78	.	.	$	$.	_	0	root	_	_

1	Ohne	ohne	P	APPR	Acc	3	pp	_	_
2	Not	Not	N	NN	Fem|Acc|Sg	1	pn	_	_
3	werden	werden	V	VAFIN	3|Pl|Pres|_	0	root	_	_
4	sonst	sonst	A	ADV	_	14	adv	_	_
5	die	die	A	ART	Def|Neut|Nom|Pl	6	det	270	270
6	Wesen	Wesen	N	NN	Neut|Nom|Pl	3	subj	270	270
7	-	-	$	$(	_	0	root	_	_
8	und	und	K	KON	_	6	kon	_	_
9	noch	noch	A	ADV	_	10	adv	_	_
10	dazu	dazu	P	PROAV	_	12	pp	_	_
11	die	die	A	ART	Def|_|_|_	12	det	_	_
12	unendlichen	unendlich	A	ADJA	_|_|Pl	8	cj	_	_
13	-	-	$	$(	_	0	root	_	_
14	vervielfacht	vervielfacht	V	VVPP	_	3	aux	_	_
15	,	,	$	$,	_	0	root	_	_
16	da	da	K	KOUS	_	26	konj	_	_
17	an	an	P	APPR	Dat	25	pp	_	_
18	einem	eine	A	ART	Indef|Masc|Dat|Sg	19	det	_	_
19	Schöpfer	Schöpfer	N	NN	Masc|Dat|Sg	17	pn	_	_
20	und	und	K	KON	_	19	kon	_	_
21	Primas	Primas	N	NN	Masc|Dat|Sg	20	cj	_	_
22	aller	alle	A	PIDAT	Neut|Gen|Pl	23	det	_	_
23	Dinge	Ding	N	NN	Neut|Gen|Pl	19	gmod	_	_
24	genug	genug	A	ADV	_	25	pred	_	_
25	sein	sein	V	VAINF	_	26	aux	_	_
26	kann	können	V	VMFIN	_|Sg|Pres|Ind	3	neb	_	_
27	.	.	$	$.	_	0	root	_	_

1	Millionen	Million	N	NN	Fem|_|_	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	Trillionen	Trillion	N	NN	Fem|_|Pl	1	app	_	_
4	absolute	absolut	A	ADJA	Pos|_|_|_|_|	5	attr	_	_
5	Ichs2	Ichs2	N	NN	_|_|_	3	app	_	_
6	)	)	$	$(	_	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	primae	prima	A	ADJA	Pos|_|_|_|_|	9	attr	_	_
9	causae	causae	N	NN	_|_|_	0	root	_	_
10	,	,	$	$,	_	0	root	_	_
11	causae	causae	F	FM	Fem|_|Pl	9	kon	_	_
12	sui	sui	F	FM	Fem|_|Pl	11	app	_	_
13	aliorumque	aliorumque	F	FM	Fem|_|Pl	12	app	_	_
14	,	,	$	$,	_	0	root	_	_
15	unbedingte	unbedingt	A	ADJA	Pos|_|_|_|_|	16	attr	_	_
16	Reali-	Reali-	T	TRUNC	Fem|_|Pl	11	kon	_	_
17	und	und	K	KON	_	16	kon	_	_
18	Aseitäten	Aseitäten	N	NE	Fem|_|Pl	17	cj	313	313
19	oder	oder	K	KON	_	18	kon	313	313
20	Gottheiten	Gottheit	N	NN	Fem|_|Pl	19	cj	313	313
21	-	-	$	$(	_	0	root	_	_
22	z.	z.	P	APPRART	_	0	root	_	_

1	B.	B.	N	NE	_|_|_	0	root	_	_
2	Weimeraner	Weimeraner	N	NN	_|_|_	1	app	_	_
3	,	,	$	$,	_	0	root	_	_
4	Franzosen	Franzose	N	NN	_|_|_	2	kon	_	_
5	,	,	$	$,	_	0	root	_	_
6	Russen	Russ	N	NN	_|_|_	4	kon	_	_
7	,	,	$	$,	_	0	root	_	_
8	Leipziger	Leipziger	N	NN	Masc|_|_	6	kon	_	_
9	,	,	$	$,	_	0	root	_	_
10	Pestitzer	Pestitzer	N	NN	Masc|_|_	8	kon	_	_
11	,	,	$	$,	_	0	root	_	_
12	Irokesen	Irokese	N	NN	Masc|_|_	10	kon	_	_
13	,	,	$	$,	_	0	root	_	_
14	Menschen	Mensch	N	NN	Masc|_|_	12	kon	_	_
15	aus	aus	P	APPR	Dat	14	pp	_	_
16	allen	alle	A	PIDAT	_|Dat|Pl	17	det	_	_
17	Ländern	Land	N	NN	_|Dat|Pl	15	pn	_	_
18	und	und	K	KON	_	14	kon	_	_
19	Zeiten	Zeit	N	NN	Fem|_|Pl	18	cj	_	_
20	-	-	$	$(	_	0	root	_	_
21	diese	diese	A	PDAT	Neut|Nom|Pl	23	det	271	271
22	höchste	hoch	A	ADJA	Sup|Neut|Nom|Pl|St|	23	attr	271	271
23	Wesen	Wesen	N	NN	Neut|Nom|Pl	24	subj	271	271
24	kommen	kommen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
25	alle	alle	A	PIDAT	_|_|_	0	root	_	_
26	und	und	K	KON	_	0	root	_	_
27	wachsen	wachsen	V	VVFIN	_|Pl|Pres|_	26	cj	_	_
28	unaufhörlich	unaufhörlich	A	ADJD	Pos|	27	adv	_	_
29	nach	nach	P	PTKVZ	_	27	avz	_	_
30	und	und	K	KON	_	27	kon	_	_
31	bringen	bringen	V	VVFIN	_|Pl|Pres|_	30	cj	_	_
32	ihre	ihre	A	PPOSAT	_|_|_	34	det	271	271
33	eignen	eignen	A	ADJA	_	34	attr	272	272
34	Universa	Universa	N	NN	_|_|_	31	obja	272	272
35	mit	mit	P	APPR	Dat	0	root	_	_
36	(	(	$	$(	_	0	root	_	_
37	die	die	P	PRELS	_|_|_	0	root	272	272
38	ich	ich	P	PPER	1|Sg|_|Nom	0	root	273	273
39	noch	noch	A	ADV	_	38	adv	_	_
40	dazu	dazu	P	PROAV	_	0	root	_	_
41	für	für	P	APPR	Acc	0	root	_	_
42	vidimierte	vidimierte	A	ADJA	_|Fem|Acc|Pl|_	43	attr	_	_
43	Kopien	Kopie	N	NN	Fem|Acc|Pl	41	pn	_	_
44	des	die	A	ART	Def|_|Gen|Sg	0	root	_	_
45	meinigen	meinige	P	PPOSS	_|_|_	46	obja	_	_
46	kaufen	kaufen	V	VVINF	_	47	aux	_	_
47	soll	sollen	V	VMFIN	_|Sg|Pres|Ind	0	root	_	_
48	)	)	$	$(	_	0	root	_	_
49	;	;	$	$.	_	0	root	_	_
50	aber	aber	K	KON	_	0	root	_	_
51	wozu	wozu	P	PWAV	_	50	cj	_	_
52	und	und	K	KON	_	51	kon	_	_
53	mit	mit	P	APPR	Dat	52	cj	_	_
54	welchem	welche	A	PWAT	Neut|Dat|Sg	55	det	_	_
55	Recht	Recht	N	NN	Neut|Dat|Sg	53	pn	_	_
56	und	und	K	KON	_	53	kon	_	_
57	unter	unter	P	APPR	Dat	56	cj	_	_
58	welchen	welche	A	PWAT	Fem|Dat|Pl	59	det	_	_
59	Grenzen	Grenze	N	NN	Fem|Dat|Pl	57	pn	_	_
60	ihrer	ihre	A	PPOSAT	Fem|Gen|Sg	61	det	271	271
61	Volksmenge	Volksmenge	N	NN	Fem|Gen|Sg	59	gmod	_	_
62	und	und	K	KON	_	59	kon	_	_
63	Mitbelehnschaft	Mitbelehnschaft	N	NN	Masc|Dat|Sg	62	cj	_	_
64	?	?	$	$.	_	0	root	_	_

1	frag	frag	V	VVFIN	1|Sg|_|_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	ich	ich	P	PPER	1|Sg|_|Nom	1	subj	273	273
4	,	,	$	$,	_	0	root	_	_
5	als	als	K	KOKOM	_	0	root	_	_
6	scharfer	scharf	A	ADJA	Pos|Masc|_|_|St|	7	attr	_	_
7	Unitarier	Unitarier	N	NN	Masc|_|_	5	cj	_	_
8	und	und	K	KON	_	7	kon	_	_
9	Singularis	Singularis	N	NE	Masc|_|_	8	cj	_	_
10	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Ich	ich	P	PPER	1|Sg|_|Nom	3	subj	273	273
3	bitte	bitten	V	VVFIN	1|Sg|Pres|_	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	find	find	F	FM	_	0	root	_	_
6	'	'	$	$(	_	0	root	_	_
7	ich	ich	P	PPER	1|Sg|_|Nom	0	root	273	273
8	besagte	besagt	A	ADJA	Pos|Neut|_|Pl|St|	9	attr	_	_
9	Ichs	Ich	N	NN	Neut|_|Pl	0	root	_	_
10	anderswo	anderswo	A	ADV	_	9	adv	_	_
11	als	als	K	KOKOM	_	9	kom	_	_
12	in	in	P	APPR	Dat	11	cj	_	_
13	der	die	A	ART	Def|Fem|Dat|Sg	17	det	_	_
14	von	von	P	APPR	Dat	16	pp	_	_
15	mir	ich	P	PPER	1|Sg|_|Dat	14	pn	273	273
16	gesetzten	gesetzt	A	ADJA	Pos|Fem|Dat|Sg|Wk|	17	attr	_	_
17	natura	natura	F	FM	Fem|Dat|Sg	12	pn	_	_
18	naturata	naturata	F	FM	Fem|Dat|Sg	17	app	_	_
19	,	,	$	$,	_	0	root	_	_
20	in	in	P	APPR	Dat	12	kon	_	_
21	meinem	meine	A	PPOSAT	Neut|Dat|Sg	23	det	273	273
22	breiten	breit	A	ADJA	Pos|Neut|Dat|Sg|Wk|	23	attr	_	_
23	Nicht-Ich	Nicht-Ich	N	NN	Neut|Dat|Sg	20	pn	_	_
24	als	als	K	KOKOM	_	23	kom	_	_
25	eingewürkte	eingewürkte	A	ADJA	_|Fem|Gen|Pl|_	26	attr	_	_
26	Figuren	Figur	N	NN	Fem|Gen|Pl	24	cj	_	_
27	dieser	diese	A	PDAT	_|Gen|_	29	det	_	_
28	unendlichen	unendlich	A	ADJA	Pos|_|Gen|_|Wk|	29	attr	_	_
29	Hautelisse-Tapete	Hautelisse-Tapet	N	NN	_|Gen|_	26	gmod	_	_
30	,	,	$	$,	_	0	root	_	_
31	als	als	K	KOKOM	_	36	kom	_	_
32	Einschränkungen	Einschränkung	N	NN	Fem|_|Pl	31	cj	_	_
33	und	und	K	KON	_	32	kon	_	_
34	Bestimmungen	Bestimmung	N	NN	_|_|_	33	cj	_	_
35	meines	meine	A	PPOSAT	_|Gen|Sg	36	det	273	273
36	Noumenons	Noumenons	N	NN	_|Gen|Sg	26	app	_	_
37	,	,	$	$,	_	0	root	_	_
38	aber	aber	K	KON	_	0	root	_	_
39	keines	keine	P	PIS	_|_|Sg	0	root	_	_
40	selber	selber	A	ADV	_	39	adv	_	_
41	?	?	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Und	und	K	KON	_	0	root	_	_
3	geb	geb	F	FM	_	2	cj	_	_
4	'	'	$	$(	_	0	root	_	_
5	ichs	ichs	N	NE	_	3	app	_	_
6	zu	zu	P	PTKVZ	_	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	so	so	A	ADV	_	9	adv	_	_
9	können	können	V	VMFIN	3|Pl|Pres|_	6	par	_	_
10	sie	sie	P	PPER	3|Pl|_|Nom	9	subj	271	271
11	,	,	$	$,	_	0	root	_	_
12	diese	diese	P	PDS	_|_|_	0	root	_	_
13	meine	meine	A	PPOSAT	_|_|_	0	root	273	273
14	eignen	eignen	V	VVINF	_	0	root	_	_
15	Emanationen	Emanationen	N	NE	Fem|_|Pl	0	root	_	_
16	und	und	K	KON	_	15	kon	_	_
17	Drillings-	Drillings-	T	TRUNC	Fem|_|Pl	16	cj	_	_
18	oder	oder	K	KON	_	17	kon	_	_
19	vielmehr	vielmehr	A	ADV	_	20	adv	_	_
20	Sextillionen-Geburten	Sextillionen-Geburt	N	NN	Fem|_|Pl	18	cj	_	_
21	,	,	$	$,	_	0	root	_	_
22	mich	ich	P	PPER	1|Sg|_|Acc	0	root	273	273
23	,	,	$	$,	_	0	root	_	_
24	wenn	wenn	K	KOUS	_	26	konj	_	_
25	sie	sie	P	PPER	3|Pl|_|Nom	26	subj	271	271
26	wollen	wollen	V	VMFIN	3|Pl|Pres|_	0	root	_	_
27	,	,	$	$,	_	0	root	_	_
28	zu	zu	P	APPR	Dat	35	pp	_	_
29	ihrem	ihre	A	PPOSAT	Masc|Dat|Sg	30	det	271	271
30	Fechser	Fechser	N	NN	Masc|Dat|Sg	28	pn	_	_
31	und	und	K	KON	_	30	kon	_	_
32	Derivativum	Derivativum	N	NE	Masc|Dat|Sg	31	cj	_	_
33	und	und	K	KON	_	32	kon	_	_
34	Adjektivum	Adjektivum	N	NE	Masc|Dat|Sg	33	cj	_	_
35	herabsetzen	herabsetzen	V	VVINF	_	0	root	_	_
36	,	,	$	$,	_	0	root	_	_
37	zum	zu	P	APPRART	Dat	35	pp	_	_
38	Stiftchen	Stiftchen	N	NN	Neut|Dat|_	37	pn	_	_
39	in	in	P	APPR	Dat	38	pp	_	_
40	der	die	A	ART	Def|Fem|Dat|Sg	41	det	_	_
41	Musaik	Musaik	N	NN	Fem|Dat|Sg	39	pn	_	_
42	ihres	ihre	A	PPOSAT	Neut|Gen|Sg	43	det	271	271
43	Nicht-Ichs	Nicht-Ich	N	NN	Neut|Gen|Sg	41	gmod	_	_
44	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	die	die	A	ART	Def|Fem|_|Sg	4	det	_	_
3	alte	alt	A	ADJA	Pos|Fem|_|Sg|_|	4	attr	_	_
4	Frage	Frage	N	NN	Fem|_|Sg	1	cj	_	_
5	Augustins	Augustins	N	NE	Fem|_|Sg	4	app	_	_
6	,	,	$	$,	_	0	root	_	_
7	ob	ob	K	KOUS	_	0	root	_	_
8	der	die	A	ART	Def|Masc|Nom|Sg	9	det	_	_
9	Sohn	Sohn	N	NN	Masc|Nom|Sg	0	root	_	_
10	auch	auch	A	ADV	_	11	adv	_	_
11	Gott	Gott	N	NN	Masc|Nom|Sg	9	app	_	_
12	den	die	A	ART	Def|Masc|Acc|Sg	13	det	274	274
13	Vater	Vater	N	NN	Masc|Acc|Sg	14	obja	274	274
14	zeugen	zeugen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
15	können3	können3	N	NE	_|Nom|Pl	14	subj	_	_
16	)	)	$	$(	_	0	root	_	_
17	,	,	$	$,	_	0	root	_	_
18	würde	werden	V	VAFIN	_|Sg|Past|Subj	0	root	_	_
19	repetiert	repetieren	V	VVPP	_	18	aux	_	_
20	und	und	K	KON	_	18	kon	_	_
21	bejaht	bejahen	V	VVFIN	_|_|Pres|Ind	20	cj	_	_
22	.	.	$	$.	_	0	root	_	_

1	Hierauf	Hierauf	P	PROAV	_	2	pp	_	_
2	versetzet	versetzen	V	VVFIN	2|Pl|Pres|Subj	0	root	_	_
3	mir	ich	P	PPER	1|Sg|_|Dat	2	objd	273	273
4	nun	nun	A	ADV	_	2	adv	_	_
5	Fichte	Fichte	N	NN	Fem|_|Sg	2	obja	89	89
6	,	,	$	$,	_	0	root	_	_
7	sooft	sooft	K	KOUS	_	0	root	_	_
8	ich	ich	P	PPER	1|Sg|_|Nom	0	root	273	273
9	persönlich	persönlich	A	ADJD	Pos|	10	adv	_	_
10	ihm	er	P	PPER	3|Sg|_|Dat	0	root	3	3
11	dartue	dartue	A	ADJD	_	0	root	_	_
12	,	,	$	$,	_	0	root	_	_
13	er	er	P	PPER	3|Sg|Masc|Nom	14	subj	3	3
14	könne	können	V	VMFIN	3|Sg|Pres|Subj	0	root	_	_
15	nicht	nicht	P	PTKNEG	_	16	adv	_	_
16	sein	sein	V	VAINF	_	0	root	_	_
17	-	-	$	$(	_	0	root	_	_
18	nach	nach	P	APPR	Dat	16	pp	_	_
19	reiner	rein	A	ADJA	Pos|Fem|Dat|Sg|St|	20	attr	_	_
20	Vernunft	Vernunft	N	NN	Fem|Dat|Sg	18	pn	_	_
21	-	-	$	$(	_	0	root	_	_
22	,	,	$	$,	_	0	root	_	_
23	allzeit	allzeit	A	ADV	_	24	adv	_	_
24	das	die	P	PDS	Neut|_|Sg	0	root	_	_
25	,	,	$	$,	_	0	root	_	_
26	was	was	P	PRELS	Neut|_|Sg	0	root	_	_
27	er	er	P	PPER	3|Sg|Masc|Nom	0	root	3	3
28	in	in	P	APPR	Dat	27	pp	_	_
29	seiner	seine	A	PPOSAT	Fem|Dat|Sg	30	det	3	3
30	Sittenlehre4	Sittenlehre4	N	NN	Fem|Dat|Sg	28	pn	_	_
31	)	)	$	$(	_	0	root	_	_
32	und	und	K	KON	_	0	root	_	_
33	überall	überall	A	ADV	_	34	adv	_	_
34	drucken	drucken	V	VVINF	_	35	aux	_	_
35	lassen	lassen	V	VVINF	_	32	cj	_	_
36	:	\:	$	$.	_	0	root	_	_
37	er	er	P	PPER	3|Sg|Masc|Nom	38	subj	274	274
38	müsse	müssen	V	VMFIN	3|Sg|Pres|Subj	0	root	_	_
39	nämlich	nämlich	A	ADV	_	38	adv	_	_
40	durchaus	durchaus	A	ADV	_	41	adv	_	_
41	fremde	fremd	A	ADJA	Pos|Neut|_|Pl|St|	42	attr	_	_
42	Ichs	Ich	N	NN	Neut|_|Pl	38	obja	_	_
43	,	,	$	$,	_	0	root	_	_
44	obwohl	obwohl	K	KOUS	_	54	konj	_	_
45	nur	nur	A	ADV	_	54	adv	_	_
46	heraldische	heraldische	A	ADJA	_|Fem|Nom|Pl|_	47	attr	_	_
47	Figuren	Figur	N	NN	Fem|Nom|Pl	54	subj	_	_
48	im	in	P	APPRART	Dat	54	pp	_	_
49	gemalten	gemalt	A	ADJA	Pos|Neut|Dat|_|_|	50	attr	_	_
50	Nicht-Ich	Nicht-Ich	N	NN	Neut|Dat|_	48	pn	_	_
51	,	,	$	$,	_	0	root	_	_
52	doch	doch	K	KON	_	48	kon	_	_
53	davon	davon	P	PROAV	_	52	cj	_	_
54	ablösen	ablösen	V	VVFIN	3|Pl|Pres|_	38	neb	_	_
55	und	und	K	KON	_	54	kon	_	_
56	belebt	beleben	V	VVFIN	_|_|Pres|Ind	55	cj	_	_
57	und	und	K	KON	_	0	root	_	_
58	beleibt	beleibt	A	ADJD	Pos|	59	adv	_	_
59	heraustreten	heraustreten	V	VVINF	_	60	aux	_	_
60	heißen	heißen	V	VVINF	_	57	cj	_	_
61	,	,	$	$,	_	0	root	_	_
62	bloß	bloß	A	ADV	_	67	adv	_	_
63	um	um	P	APPR	_	67	pp	_	_
64	nur	nur	A	ADV	_	65	adv	_	_
65	jemand	jemand	P	PIS	_|_|Sg	63	pn	_	_
66	zu	zu	P	PTKZU	_	67	part	_	_
67	haben	haben	V	VAINF	_	60	obji	_	_
68	,	,	$	$,	_	0	root	_	_
69	mit	mit	P	APPR	Dat	75	pp	_	_
70	dem	die	P	PRELS	_|Dat|Sg	69	pn	274	274
71	ein	eine	A	ART	Indef|Masc|Nom|Sg	73	det	_	_
72	moralischer	moralisch	A	ADJA	Pos|Masc|Nom|Sg|St|	73	attr	_	_
73	Umgang	Umgang	N	NN	Masc|Nom|Sg	76	subj	_	_
74	zu	zu	P	PTKZU	_	75	part	_	_
75	pflegen	pflegen	V	VVINF	_	76	aux	_	_
76	wäre	sein	V	VAFIN	3|Sg|Past|Subj	65	rel	_	_
77	.	.	$	$.	_	0	root	_	_

1	Gerade	gerade	A	ADV	_	5	adv	_	_
2	wie	wie	K	KOKOM	_	1	kom	_	_
3	der	die	A	ART	Def|Masc|_|_	4	det	_	_
4	Kantianer	Kantianer	N	NN	Masc|_|_	2	cj	_	_
5	Gott	Gott	N	NN	Masc|_|Sg	0	root	_	_
6	und	und	K	KON	_	5	kon	_	_
7	Unsterblichkeit	Unsterblichkeit	N	NN	Fem|_|Sg	6	cj	_	_
8	,	,	$	$,	_	0	root	_	_
9	so	so	A	ADV	_	10	adv	_	_
10	postuliert	postulieren	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
11	Fichtes	Fichtes	N	NE	_|Nom|Sg	10	subj	7	7
12	Ich	ich	P	PPER	Neut|Nom|Pl	0	root	_	_
13	Ichs	Ich	N	NN	Neut|_|_	12	app	_	_
14	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	273	273
2	bitte	bitten	V	VVFIN	1|Sg|Pres|_	0	root	_	_
3	ihn	er	P	PPER	3|Sg|Masc|Acc	2	obja	3	3
4	,	,	$	$,	_	0	root	_	_
5	sich	sie	P	PRF	3|_|_	7	obja	_	_
6	zu	zu	P	PTKZU	_	7	part	_	_
7	erinnern	erinnern	V	VVINF	_	2	obji	_	_
8	,	,	$	$,	_	0	root	_	_
9	was	was	P	PWS	Neut|_|Sg	17	obja	_	_
10	ich	ich	P	PPER	1|Sg|_|Nom	17	subj	273	273
11	mit	mit	P	APPR	Dat	17	pp	_	_
12	der	die	A	ART	Def|Fem|Dat|Sg	13	det	149	149
13	Pfeife	Pfeife	N	NN	Fem|Dat|Sg	11	pn	149	149
14	im	in	P	APPRART	Dat	17	pp	_	_
15	Munde	Mund	N	NN	Masc|Dat|Sg	14	pn	148	148
16	ihm	er	P	PPER	3|Sg|_|Dat	17	objd	3	3
17	sagte	sagen	V	VVFIN	1|Sg|Past|_	7	rel	_	_
18	,	,	$	$,	_	0	root	_	_
19	als	als	K	KOUS	_	0	root	_	_
20	wir	wir	P	PPER	1|Pl|_|Nom	0	root	_	_
21	in	in	P	APPR	_	25	pp	_	_
22	Jena	Jena	N	NE	Neut|_|Sg	21	pn	275	275
23	zusammen	zusammen	A	ADV	_	22	adv	275	275
24	die	die	A	ART	Def|Fem|_|Sg	25	det	_	_
25	Stube	Stube	N	NN	Fem|_|Sg	0	root	_	_
26	auf-	auf-	T	TRUNC	_	0	root	_	_
27	und	und	K	KON	_	0	root	_	_
28	abgingen	abgehen	V	VVFIN	_|Pl|Past|_	0	root	_	_
29	,	,	$	$,	_	0	root	_	_
30	und	und	K	KON	_	0	root	_	_
31	dann	dann	A	ADV	_	34	adv	_	_
32	selber	selber	A	ADV	_	34	adv	_	_
33	zu	zu	P	PTKZU	_	34	part	_	_
34	entscheiden	entscheiden	V	VVINF	_	30	cj	_	_
35	,	,	$	$,	_	0	root	_	_
36	ob	ob	K	KOUS	_	38	konj	_	_
37	er	er	P	PPER	3|Sg|Masc|Nom	38	subj	3	3
38	sei	sein	V	VAFIN	3|Sg|Pres|Subj	34	objc	_	_
39	.	.	$	$.	_	0	root	_	_

1	Erstlich	erstlich	A	ADJD	Pos|	2	adv	_	_
2	das	die	P	PDS	Neut|_|Sg	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	was	was	P	PRELS	Neut|Nom|Sg	8	subj	_	_
5	in	in	P	APPR	Dat	8	pp	_	_
6	der	die	A	ART	Def|Fem|Dat|Sg	7	det	_	_
7	Note	Note	N	NN	Fem|Dat|Sg	5	pn	_	_
8	steht	stehen	V	VVFIN	3|Sg|Pres|Ind	2	rel	_	_
9	.	.	$	$.	_	0	root	_	_

1	Zweitens	zweitens	A	ADV	_	0	root	_	_
2	:	\:	$	$.	_	0	root	_	_
3	das	die	A	ART	Def|Neut|Nom|Sg	5	det	_	_
4	moralische	moralisch	A	ADJA	Pos|Neut|Nom|Sg|Wk|	5	attr	_	_
