1	Ihr	ihr	P	PPER	2|Pl|_|Nom	2	subj	172	172
11	,	,	$	$,	_	0	root	_	_
12	schnellem	schnell	A	ADJA	Pos|Neut|Dat|Sg|St|	13	attr	_	_
13	Atmen	Atmen	N	NN	Neut|Dat|Sg	15	objd	_	_
14	kaum	kaum	A	ADV	_	15	adv	_	_
15	reden	reden	V	VVINF	_	0	root	_	_
16	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	178	178
2	warf	werfen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	den	die	A	ART	Def|Masc|Acc|Sg	4	det	_	_
4	Geldsack	Geldsack	N	NN	Masc|Acc|Sg	2	obja	_	_
5	auf	auf	P	APPR	Acc	2	objp	_	_
6	den	die	A	ART	Def|Masc|Acc|Sg	7	det	459	459
7	Tisch	Tisch	N	NN	Masc|Acc|Sg	5	pn	459	459
8	,	,	$	$,	_	0	root	459	459
9	dass	dass	K	KOUS	_	11	konj	459	459
10	er	er	P	PPER	3|Sg|Masc|Nom	11	subj	178	178
11	entzweibarst	entzweibersten	V	VVFIN	3|Sg|Past|Ind	7	objc	_	_
12	und	und	K	KON	_	11	kon	_	_
13	die	die	A	ART	Def|Masc|Nom|Pl	14	det	184	184
14	Taler	Taler	N	NN	Masc|Nom|Pl	17	subj	184	184
15	im	in	P	APPRART	Dat	17	pp	_	_
16	Zimmer	Zimmer	N	NN	Neut|Dat|Sg	15	pn	_	_
17	umherrollten	umherrollen	V	VVFIN	3|Pl|Past|_	12	cj	_	_
18	.	.	$	$.	_	0	root	_	_

1	"	"	$	$(	_	0	root	_	_
2	Vater	Vater	N	NN	Masc|_|Sg	0	root	40	40
3	,	,	$	$,	_	0	root	_	_
4	sehet	sehen	V	VVFIN	2|Pl|Pres|Subj	0	root	_	_
5	nur	nur	A	ADV	_	4	adv	_	_
6	,	,	$	$,	_	0	root	_	_
7	was	was	P	PRELS	Neut|_|Sg	12	obja	_	_
8	ich	ich	P	PPER	1|Sg|_|Nom	13	subj	186	186
9	für	für	P	APPR	Acc	12	pp	_	_
10	einen	eine	A	ART	Indef|Masc|Acc|Sg	11	det	_	_
11	Fang	Fang	N	NN	Masc|Acc|Sg	9	pn	_	_
12	gemacht	machen	V	VVPP	_	13	aux	_	_
13	habe	haben	V	VAFIN	1|Sg|Pres|_	16	objc	_	_
14	"	"	$	$(	_	0	root	_	_
15	,	,	$	$,	_	0	root	_	_
16	rief	rufen	V	VVFIN	3|Sg|Past|Ind	4	kon	_	_
17	er	er	P	PPER	3|Sg|Masc|Nom	16	subj	178	178
18	,	,	$	$,	_	0	root	_	_
19	"	"	$	$(	_	0	root	_	_
20	der	die	A	ART	Def|Masc|Nom|Sg	22	det	185	185
21	schelmische	schelmisch	A	ADJA	Pos|Masc|Nom|Sg|Wk|	22	attr	185	185
22	Händler	Händler	N	NN	Masc|Nom|Sg	23	subj	185	185
23	hat	haben	V	VAFIN	3|Sg|Pres|Ind	16	kon	_	_
24	uns	wir	P	PPER	1|Pl|_|_	26	obja	_	_
25	recht	recht	A	ADJD	Pos|	26	adv	_	_
26	betrogen	betrügen	V	VVPP	_	23	aux	_	_
27	.	.	$	$.	_	0	root	_	_

1	Wäre	sein	V	VAFIN	1|Sg|Past|Subj	16	neb	_	_
2	ich	ich	P	PPER	1|Sg|_|Nom	1	subj	186	186
3	nur	nur	A	ADV	_	13	adv	_	_
4	gleich	gleich	A	ADJD	Pos|	13	adv	_	_
5	zu	zu	P	APPR	Dat	13	objp	_	_
6	dem	die	A	ART	Def|Masc|Dat|Sg	8	det	_	_
7	ehrlichen	ehrlich	A	ADJA	Pos|Masc|Dat|Sg|Wk|	8	attr	_	_
8	Mann	Mann	N	NN	Masc|Dat|Sg	5	pn	_	_
9	,	,	$	$,	_	0	root	_	_
10	dem	die	A	ART	Def|Masc|Dat|Sg	11	det	_	_
11	Goldschmied	Goldschmied	N	NN	Masc|Dat|Sg	8	app	_	_
12	,	,	$	$,	_	0	root	_	_
13	gegangen	gehen	V	VVPP	_	1	aux	_	_
14	,	,	$	$,	_	0	root	_	_
15	da	da	A	ADV	_	16	adv	_	_
16	hätte	haben	V	VAFIN	1|Sg|Past|Subj	0	root	_	_
17	ich	ich	P	PPER	1|Sg|_|Nom	16	subj	186	186
18	für	für	P	APPR	Acc	16	pp	_	_
19	meine	meine	A	PPOSAT	_|Acc|Pl	21	det	186	186
20	zwei	zwei	C	CARD	_	21	attr	_	_
21	Schalen	Schal	N	NN	_|Acc|Pl	18	pn	_	_
22	weit	weit	A	ADJD	Pos|	23	attr	_	_
23	mehr	mehr	P	PIS	_	16	obja	_	_
24	bekommen	bekommen	V	VVINF	_	0	root	_	_
25	.	.	$	$.	_	0	root	_	_

1	"	"	$	$(	_	0	root	_	_
2	Aber	aber	K	KON	_	0	root	_	_
3	der	die	A	ART	Def|Masc|Nom|Sg	5	det	26	26
4	alte	alt	A	ADJA	Pos|Masc|Nom|Sg|Wk|	5	attr	26	26
5	Achim	Achim	N	NE	Masc|Nom|Sg	6	subj	26	26
6	sagte	sagen	V	VVFIN	3|Sg|Past|_	2	cj	_	_
7	:	\:	$	$.	_	0	root	_	_
8	"	"	$	$(	_	0	root	_	_
9	Ei	Ei	N	NN	Neut|_|Sg	0	root	_	_
10	,	,	$	$,	_	0	root	_	_
11	zürne	zürnen	V	VVFIN	_|Sg|Pres|_	0	root	_	_
12	dich	du	P	PPER	2|Sg|_|Acc	11	obja	187	187
13	nicht	nicht	P	PTKNEG	_	11	adv	_	_
14	,	,	$	$,	_	0	root	_	_
15	mein	meine	A	PPOSAT	Masc|Nom|Sg	16	det	186	186
16	Sohn	Sohn	N	NN	Masc|Nom|Sg	0	root	_	_
17	!	!	$	$.	_	0	root	_	_

1	Sei	sein	V	VAFIN	_|Sg|Pres|Subj	0	root	_	_
2	froh	froh	A	ADJD	Pos|	1	pred	_	_
3	,	,	$	$,	_	0	root	_	_
4	dass	dass	K	KOUS	_	12	konj	_	_
5	du	du	P	PPER	2|Sg|_|Nom	12	subj	187	187
6	das	die	A	ART	Def|Neut|_|Sg	8	det	_	_
7	grösste	groß	A	ADJA	Sup|Neut|_|Sg|Wk|	8	attr	_	_
8	Stück	Stück	N	NN	Neut|_|Sg	9	grad	_	_
9	so	so	A	ADV	_	10	adv	_	_
10	gut	gut	A	ADJD	Pos|	11	adv	_	_
11	angebracht	anbringen	V	VVPP	_	12	aux	_	_
12	hast	haben	V	VAFIN	2|Sg|Pres|Ind	1	objc	_	_
13	.	.	$	$.	_	0	root	_	_

1	Jetzt	jetzt	A	ADV	_	2	adv	_	_
2	wollen	wollen	V	VMFIN	1|Pl|Pres|_	0	root	_	_
3	wir	wir	P	PPER	1|Pl|_|Nom	2	subj	188	188
4	klüger	klug	A	ADJD	Comp|	8	adv	_	_
5	mit	mit	P	APPR	Dat	8	objp	_	_
6	dem	die	A	ART	Def|Neut|Dat|Sg	7	det	175	175
7	Geld	Geld	N	NN	Neut|Dat|Sg	5	pn	175	175
8	umgehen	umgehen	V	VVINF	_	2	aux	_	_
9	,	,	$	$,	_	0	root	_	_
10	denn	denn	K	KON	_	2	kon	_	_
11	ein	eine	A	ART	Indef|Neut|Nom|Sg	13	det	_	_
12	solches	solche	A	PIDAT	Neut|Nom|Sg	13	attr	_	_
13	Glück	Glück	N	NN	Neut|Nom|Sg	14	subj	_	_
14	wird	werden	V	VAFIN	3|Sg|Pres|Ind	10	cj	_	_
15	uns	wir	P	PPER	1|Pl|_|Dat	19	objd	188	188
16	wohl	wohl	A	ADV	_	19	adv	_	_
17	nimmermehr	nimmermehr	A	ADV	_	19	adv	_	_
18	zuteil	zuteil	A	ADJD	_	19	pred	_	_
19	werden	werden	V	VAINF	_	14	aux	_	_
20	.	.	$	$.	_	0	root	_	_

1	"	"	$	$(	_	0	root	_	_
2	Lameth	Lameth	N	NE	_|Nom|Sg	3	subj	24	24
3	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
4	zufrieden	zufrieden	A	ADJD	Pos|	3	pred	_	_
5	damit	damit	P	PROAV	_	3	pp	_	_
6	,	,	$	$,	_	0	root	_	_
7	nur	nur	A	ADV	_	8	adv	_	_
8	bat	bitten	V	VVFIN	3|Sg|Past|Ind	3	kon	_	_
9	er	er	P	PPER	3|Sg|Masc|Nom	8	subj	24	24
10	sich	sie	P	PRF	3|_|Dat	8	objd	_	_
11	von	von	P	APPR	Dat	8	pp	_	_
12	dem	die	A	ART	Def|Neut|Dat|Sg	13	det	175	175
13	Geld	Geld	N	NN	Neut|Dat|Sg	11	pn	175	175
14	so	so	A	ADV	_	15	adv	_	_
15	viel	viel	P	PIS	_	8	obja	_	_
16	aus	aus	P	PTKVZ	_	8	avz	_	_
17	,	,	$	$,	_	0	root	_	_
18	um	um	K	KOUI	_	23	konj	_	_
19	sich	sie	P	PRF	3|_|_	23	obja	_	_
20	etwas	etwas	A	ADV	_	21	adv	_	_
21	besser	gut	A	ADJD	Comp|	23	adv	_	_
22	zu	zu	P	PTKZU	_	23	part	_	_
23	kleiden	kleiden	V	VVINF	_	8	neb	_	_
24	.	.	$	$.	_	0	root	_	_

1	Vierhundert	vierhundert	C	CARD	_	2	attr	_	_
2	Löwentaler	Löwentaler	N	NN	Masc|_|Pl	3	grad	_	_
3	aber	aber	A	ADV	_	4	adv	_	_
4	legte	legen	V	VVFIN	3|Sg|Past|_	0	root	_	_
5	er	er	P	PPER	3|Sg|Masc|Nom	4	subj	24	24
6	davon	davon	P	PROAV	_	4	pp	_	_
7	zurück	zurück	P	PTKVZ	_	4	avz	_	_
8	,	,	$	$,	_	0	root	_	_
9	damit	damit	K	KOUS	_	16	konj	_	_
10	er	er	P	PPER	3|Sg|Masc|Nom	16	subj	24	24
11	in	in	P	APPR	_	15	pp	_	_
12	Zukunft	Zukunft	N	NN	Fem|_|Sg	11	pn	189	189
13	etwas	etwas	P	PIS	_	15	obja	_	_
14	davon	davon	P	PROAV	_	15	pp	_	_
15	kaufen	kaufen	V	VVINF	_	16	aux	_	_
16	könnte	können	V	VMFIN	3|Sg|Past|Subj	4	neb	_	_
17	.	.	$	$.	_	0	root	_	_

1	Was	was	P	PWS	Neut|_|Sg	0	root	_	_
2	übrigblieb	übrigblieb	N	NE	_	0	root	190	190
3	,	,	$	$,	_	0	root	_	_
4	gebrauchten	gebrauchen	V	VVFIN	3|Pl|Past|_	0	root	_	_
5	sie	sie	P	PPER	3|Pl|_|Nom	4	subj	190	190
6	für	für	P	APPR	Acc	4	objp	_	_
7	Essen	Esse	N	NN	_|Acc|_	6	pn	191	191
8	und	und	K	KON	_	7	kon	_	_
9	Trinken	Trinken	N	NN	Neut|Acc|Sg	8	cj	192	192
10	und	und	K	KON	_	4	kon	_	_
11	liessen	lassen	V	VVFIN	_|Pl|Past|_	10	cj	_	_
12	sich	sie	P	PRF	3|_|Dat	17	objd	_	_
13	'	'	$	$(	_	0	root	_	_
14	s	s	P	PPER	_|_|_|Nom	17	pred	190	190
15	dabei	dabei	P	PROAV	_	17	pp	_	_
16	wohl	wohl	A	ADV	_	15	adv	_	_
17	sein	sein	V	VAINF	_	11	obji	_	_
18	.	.	$	$.	_	0	root	_	_

1	Einst	einst	A	ADV	_	2	adv	_	_
2	kam	kommen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	Lameth	Lameth	N	NE	_|Nom|Sg	2	subj	24	24
4	die	die	A	ART	Def|Fem|_|Sg	5	det	467	467
5	Lust	Lust	N	NN	Fem|_|Sg	0	root	467	467
6	an	an	P	PTKVZ	_	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	ein	eine	A	ART	Indef|_|_|Sg	0	root	_	_
9	wenig	wenig	A	ADV	_	13	adv	_	_
10	aufs	auf	P	APPRART	Acc	13	objp	_	_
11	Land	Land	N	NN	Neut|Acc|Sg	10	pn	_	_
12	zu	zu	P	PTKZU	_	13	part	_	_
13	gehen	gehen	V	VVINF	_	0	root	_	_
14	.	.	$	$.	_	0	root	_	_

1	Während	während	K	KOUS	_	13	konj	_	_
2	er	er	P	PPER	3|Sg|Masc|Nom	13	subj	24	24
3	vor	vor	P	APPR	Dat	13	pp	_	_
4	der	die	A	ART	Def|Fem|Dat|Sg	5	det	18	18
5	Stadt	Stadt	N	NN	Fem|Dat|Sg	3	pn	18	18
6	Konstantinopel	Konstantinopel	N	NE	Neut|Dat|Sg	5	app	18	18
7	draussen	draussen	A	ADV	_	13	adv	_	_
8	die	die	A	ART	Def|_|_|Pl	9	det	_	_
9	Lusthäuser	Lusthaus	N	NN	_|_|Pl	13	obja	_	_
10	des	die	A	ART	Def|Masc|Gen|Sg	12	det	193	193
11	türkischen	türkisch	A	ADJA	Pos|Masc|Gen|Sg|_|	12	attr	193	193
12	Kaisers	Kaiser	N	NN	Masc|Gen|Sg	9	gmod	193	193
13	beschaute	beschauen	V	VVFIN	3|Sg|Past|_	15	neb	_	_
14	,	,	$	$,	_	0	root	_	_
15	hörte	hören	V	VVFIN	3|Sg|Past|_	0	root	_	_
16	er	er	P	PPER	3|Sg|Masc|Nom	15	subj	24	24
17	von	von	P	APPR	_	15	pp	_	_
18	ferne	fern	A	ADJA	Pos|_|_|_|_|	17	pn	_	_
19	die	die	A	ART	Def|Fem|_|Pl	20	det	_	_
20	Kanonen	Kanone	N	NN	Fem|_|Pl	15	obja	_	_
21	donnern	donnern	V	VVINF	_	15	obji	_	_
22	.	.	$	$.	_	0	root	_	_

1	Dies	dies	P	PDS	Neut|Nom|Sg	2	subj	_	_
2	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
3	das	die	A	ART	Def|Neut|Nom|Sg	4	det	481	481
4	Zeichen	Zeichen	N	NN	Neut|Nom|Sg	2	pred	481	481
5	,	,	$	$,	_	0	root	_	_
6	dass	dass	K	KOUS	_	11	konj	_	_
7	sich	sie	P	PRF	3|_|_	10	obja	_	_
8	alle	alle	A	PIDAT	Masc|Nom|Pl	9	det	_	_
9	Männer	Mann	N	NN	Masc|Nom|Pl	11	subj	_	_
10	zurückziehen	zurückziehen	V	VVINF	_	11	aux	_	_
11	sollten	sollen	V	VMFIN	3|Pl|Past|_	2	objc	_	_
12	,	,	$	$,	_	0	root	_	_
13	weil	weil	K	KOUS	_	24	konj	_	_
14	die	die	A	ART	Def|Fem|Nom|Pl	15	det	_	_
15	Frauen	Frau	N	NN	Fem|Nom|Pl	24	subj	_	_
16	des	die	A	ART	Def|Masc|Gen|Sg	17	det	224	224
17	Grosssultans	Grosssultan	N	NN	Masc|Gen|Sg	15	gmod	224	224
18	auf	auf	P	APPR	Dat	24	pp	_	_
19	dem	die	A	ART	Def|Masc|Dat|Sg	20	det	194	194
20	Weg	Weg	N	NN	Masc|Dat|Sg	18	pn	194	194
21	nach	nach	P	APPR	Dat	24	pp	_	_
22	den	die	A	ART	Def|Masc|Dat|Pl	23	det	_	_
23	Lustgärten	Lustgarten	N	NN	Masc|Dat|Pl	21	pn	_	_
24	waren	sein	V	VAFIN	3|Pl|Past|Ind	11	neb	_	_
25	.	.	$	$.	_	0	root	_	_

1	Lameth	Lameth	N	NE	Masc|Nom|Sg	15	subj	24	24
2	,	,	$	$,	_	0	root	24	24
3	der	die	P	PRELS	Masc|Nom|Sg	5	subj	24	24
4	wohl	wohl	A	ADV	_	5	adv	_	_
5	wusste	wissen	V	VVFIN	3|Sg|Past|Ind	1	rel	_	_
6	,	,	$	$,	_	0	root	_	_
7	dass	dass	K	KOUS	_	13	konj	_	_
8	auf	auf	P	APPR	_	13	objp	_	_
9	Übertretung	Übertretung	N	NN	Fem|_|Sg	8	pn	_	_
10	dieses	diese	A	PDAT	Masc|Gen|Sg	11	det	412	412
11	Befehls	Befehl	N	NN	Masc|Gen|Sg	9	gmod	412	412
12	Todesstrafe	Todesstrafe	N	NN	Fem|Nom|Sg	13	subj	_	_
13	stand	stehen	V	VVFIN	3|Sg|Past|Ind	5	objc	_	_
14	,	,	$	$,	_	0	root	_	_
15	fühlte	fühlen	V	VVFIN	3|Sg|Past|_	0	root	_	_
16	sich	sie	P	PRF	3|_|_	15	obja	_	_
17	aber	aber	A	ADV	_	15	adv	_	_
18	von	von	P	APPR	_	15	pp	_	_
19	Neugier	Neugier	N	NN	Fem|_|Sg	18	pn	_	_
20	getrieben	treiben	V	VVPP	_	15	neb	_	_
21	,	,	$	$,	_	0	root	_	_
22	diesen	diese	A	PDAT	Masc|Acc|Sg	23	det	196	196
23	Zug	Zug	N	NN	Masc|Acc|Sg	26	obja	196	196
24	heimlich	heimlich	A	ADJD	Pos|	26	adv	_	_
25	zu	zu	P	PTKZU	_	26	part	_	_
26	beobachten	beobachten	V	VVINF	_	20	obji	_	_
27	.	.	$	$.	_	0	root	_	_

1	Weil	weil	K	KOUS	_	9	konj	_	_
2	er	er	P	PPER	3|Sg|Masc|Nom	9	subj	24	24
3	gerade	gerade	A	ADV	_	9	adv	_	_
4	einen	eine	A	ART	Indef|Masc|Acc|Sg	6	det	197	197
5	hohlen	hohl	A	ADJA	Pos|Masc|Acc|Sg|_|	6	attr	197	197
6	Baum	Baum	N	NN	Masc|Acc|Sg	9	obja	197	197
7	am	an	P	APPRART	Dat	9	pp	_	_
8	Wege	Weg	N	NN	Masc|Dat|Sg	7	pn	195	195
9	erblickte	erblicken	V	VVFIN	3|Sg|Past|_	18	neb	195	195
10	,	,	$	$,	_	0	root	195	195
11	in	in	P	APPR	Dat	15	pp	195	195
12	dem	die	P	PRELS	Masc|Dat|Sg	11	pn	195	195
13	er	er	P	PPER	3|Sg|Masc|Nom	16	subj	24	24
14	sich	sie	P	PRF	3|_|_	15	obja	_	_
15	verbergen	verbergen	V	VVINF	_	16	aux	_	_
16	konnte	können	V	VMFIN	3|Sg|Past|Ind	8	rel	_	_
17	,	,	$	$,	_	0	root	_	_
18	stieg	steigen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
19	er	er	P	PPER	3|Sg|Masc|Nom	18	subj	24	24
20	hinein	hinein	A	ADV	_	18	adv	_	_
21	und	und	K	KON	_	18	kon	_	_
22	erwartete	erwarten	V	VVFIN	_|Sg|Past|_	21	cj	_	_
23	dort	dort	A	ADV	_	22	adv	_	_
24	den	die	A	ART	Def|Masc|Acc|Sg	25	det	196	196
25	Zug	Zug	N	NN	Masc|Acc|Sg	22	obja	196	196
26	so	so	A	ADV	_	27	adv	_	_
27	wohl	wohl	A	ADV	_	28	adv	_	_
28	verborgen	verbergen	V	VVPP	_	22	neb	_	_
29	,	,	$	$,	_	0	root	_	_
30	dass	dass	K	KOUS	_	36	konj	_	_
31	ihn	er	P	PPER	3|Sg|Masc|Acc	36	obja	24	24
32	niemand	niemand	P	PIS	_|Nom|Sg	36	subj	_	_
33	in	in	P	APPR	Dat	32	pp	_	_
34	seinem	seine	A	PPOSAT	Neut|Dat|Sg	35	det	195	195
35	Versteck	Versteck	N	NN	Neut|Dat|Sg	33	pn	_	_
36	bemerkte	bemerken	V	VVFIN	3|Sg|Past|_	44	objc	_	_
37	,	,	$	$,	_	0	root	_	_
38	er	er	P	PPER	3|Sg|Masc|Nom	44	subj	24	24
39	aber	aber	A	ADV	_	40	adv	_	_
40	alle	alle	P	PIS	_|_|_	38	adv	_	_
41	an	an	P	APPR	_	43	pp	_	_
42	sich	sie	P	PRF	3|_|_	41	pn	_	_
43	vorübergehen	vorübergehen	V	VVINF	_	44	obji	_	_
44	sah	sehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
45	.	.	$	$.	_	0	root	_	_

1	Da	Da	K	KOUS	_	0	root	_	_
2	zerbrach	zerbrach	A	ADJD	Pos|	11	adv	199	199
3	wider	wider	P	APPR	Acc	2	pp	199	199
4	alles	alle	A	PIDAT	Neut|Acc|Sg	5	det	199	199
5	Erwarten	Erwarten	N	NN	Neut|Acc|Sg	3	pn	199	199
6	nahe	nahe	P	APPR	Dat	5	pp	199	199
7	diesem	diese	A	PDAT	Masc|Dat|Sg	9	det	197	197
8	hohlen	hohl	A	ADJA	Pos|Masc|Dat|Sg|Wk|	9	attr	197	197
9	Baum	Baum	N	NN	Masc|Dat|Sg	6	pn	197	197
10	die	die	A	ART	Def|Fem|_|Sg	11	det	_	_
11	Sänfte	Sänfte	N	NN	Fem|_|Sg	0	root	_	_
12	der	die	A	ART	Def|Fem|Gen|Sg	14	det	198	198
13	älteren	alt	A	ADJA	Comp|Fem|Gen|Sg|Wk|	14	attr	198	198
14	Prinzessin	Prinzessin	N	NN	Fem|Gen|Sg	11	gmod	198	198
15	des	die	A	ART	Def|Masc|Gen|Sg	16	det	212	212
16	Sultans	Sultan	N	NN	Masc|Gen|Sg	14	gmod	198	198
17	,	,	$	$,	_	0	root	_	_
18	Bellastra	Bellastra	N	NE	Fem|_|Sg	11	app	_	_
19	,	,	$	$,	_	0	root	_	_
20	so	so	A	ADV	_	11	adv	_	_
21	dass	dass	K	KOUS	_	28	konj	_	_
22	sie	sie	P	PPER	3|Sg|Fem|Nom	28	subj	198	198
23	mit	mit	P	APPR	Dat	28	pp	_	_
24	dem	die	A	ART	Def|Masc|Dat|Sg	25	det	_	_
25	Tragstuhl	Tragstuhl	N	NN	Masc|Dat|Sg	23	pn	_	_
26	zur	zu	P	APPRART	Dat	28	pp	_	_
27	Erde	Erde	N	NN	Fem|Dat|Sg	26	pn	_	_
28	stürzte	stürzen	V	VVFIN	3|Sg|Past|_	11	objc	_	_
29	und	und	K	KON	_	28	kon	_	_
30	in	in	P	APPR	_	32	objp	_	_
31	Ohnmacht	Ohnmacht	N	NN	Fem|_|Sg	30	pn	420	420
32	fiel	fallen	V	VVFIN	_|Sg|Past|Ind	29	cj	_	_
33	.	.	$	$.	_	0	root	_	_

1	Sogleich	sogleich	A	ADV	_	2	adv	_	_
2	umringten	umringten	A	ADJA	_|Masc|_|_|_	3	attr	_	_
3	Diener	Diener	N	NN	Masc|_|_	0	root	_	_
4	und	und	K	KON	_	3	kon	_	_
5	Frauen	Frau	N	NN	Fem|_|Pl	4	cj	_	_
6	die	die	A	ART	Def|Fem|_|Sg	7	det	199	199
7	Sänfte	Sänfte	N	NN	Fem|_|Sg	0	root	199	199
8	und	und	K	KON	_	0	root	_	_
9	beschäftigten	beschäftigen	V	VVFIN	_|Pl|Past|_	8	cj	_	_
10	sich	sie	P	PRF	3|_|_	9	obja	_	_
11	mit	mit	P	APPR	Dat	9	pp	_	_
12	der	die	A	ART	Def|Fem|Dat|Sg	13	det	403	403
13	Fürstin	Fürstin	N	NN	Fem|Dat|Sg	11	pn	403	403
14	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	2	det	_	_
2	Schleier	Schleier	N	NN	Masc|Nom|Sg	3	subj	_	_
3	wurde	werden	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
4	ihr	ihr	P	PPER	3|Sg|Fem|Dat	5	objd	198	198
5	abgenommen	abnehmen	V	VVPP	_	3	aux	_	_
6	,	,	$	$,	_	0	root	_	_
7	man	man	P	PIS	_|Nom|Sg	8	subj	_	_
8	träufelte	träufeln	V	VVFIN	3|Sg|Past|_	3	kon	_	_
9	ihr	ihre	A	PPOSAT	Neut|_|Sg	11	det	198	198
10	köstliches	köstlich	A	ADJA	Pos|Neut|_|Sg|St|	11	attr	_	_
11	Wasser	Wasser	N	NN	Neut|_|Sg	8	obja	_	_
12	auf	auf	P	APPR	Acc	8	pp	_	_
13	die	die	A	ART	Def|Fem|Acc|Sg	14	det	200	200
14	Schläfe	Schläfe	N	NN	Fem|Acc|Sg	12	pn	200	200
15	,	,	$	$,	_	0	root	_	_
16	und	und	K	KON	_	8	kon	_	_
17	so	so	A	ADV	_	18	adv	_	_
18	wurde	werden	V	VAFIN	3|Sg|Past|Ind	16	cj	_	_
19	sie	sie	P	PPER	3|Sg|Fem|Nom	18	subj	200	200
20	endlich	endlich	A	ADJD	Pos|	24	adv	_	_
21	wieder	wieder	A	ADV	_	24	adv	_	_
22	zur	zu	P	APPRART	Dat	24	objp	_	_
23	Besinnung	Besinnung	N	NN	Fem|Dat|Sg	22	pn	162	162
24	gebracht	bringen	V	VVPP	_	18	aux	_	_
25	.	.	$	$.	_	0	root	_	_

1	Dies	dies	P	PDS	Neut|Nom|Sg	3	subj	_	_
2	alles	alle	P	PIS	Neut|Nom|Sg	1	app	_	_
3	konnte	können	V	VMFIN	3|Sg|Past|Ind	0	root	_	_
4	Lameth	Lameth	N	NE	_	6	obja	24	24
5	mit	mit	A	ADV	_	6	adv	_	_
6	ansehen	ansehen	V	VVINF	_	3	aux	_	_
7	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	2	det	_	_
2	Schönheit	Schönheit	N	NN	Fem|Nom|Sg	6	subj	_	_
3	der	die	A	ART	Def|Fem|Gen|Sg	4	det	203	203
4	Prinzessin	Prinzessin	N	NN	Fem|Gen|Sg	2	gmod	203	203
5	Bellastra	Bellastra	N	NE	Fem|Gen|Sg	4	app	203	203
6	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
7	so	so	A	ADV	_	8	adv	_	_
8	nahe	nahe	A	ADJD	_	6	pred	_	_
9	vor	vor	P	APPR	_	6	pp	_	_
10	seinen	seine	A	PPOSAT	Neut|_|Pl	11	det	19	19
11	Augen	Auge	N	NN	Neut|_|Pl	9	pn	_	_
12	,	,	$	$,	_	0	root	_	_
13	dass	dass	K	KOUS	_	19	konj	_	_
14	er	er	P	PPER	3|Sg|Masc|Nom	19	subj	19	19
15	alles	alle	P	PIS	Neut|Nom|Sg	14	app	_	_
16	um	um	P	APPR	Acc	19	pp	_	_
17	sich	sie	P	PRF	3|_|Acc	16	pn	_	_
18	her	her	A	APZR	_	16	part	_	_
19	vergass	vergessen	V	VVFIN	3|Sg|Past|Ind	6	objc	_	_
20	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	19	19
2	streckte	strecken	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	beständig	beständig	A	ADJD	Pos|	2	adv	_	_
4	den	die	A	ART	Def|Masc|Acc|Sg	5	det	179	179
5	Kopf	Kopf	N	NN	Masc|Acc|Sg	2	obja	179	179
6	aus	aus	P	APPR	Dat	2	pp	_	_
7	dem	die	A	ART	Def|Masc|Dat|Sg	8	det	201	201
8	Baum	Baum	N	NN	Masc|Dat|Sg	6	pn	201	201
9	heraus	heraus	P	PTKVZ	_	2	avz	_	_
10	,	,	$	$,	_	0	root	_	_
11	und	und	K	KON	_	2	kon	_	_
12	hätten	haben	V	VAFIN	3|Pl|Past|Subj	11	cj	_	_
13	nicht	nicht	P	PTKNEG	_	12	adv	_	_
14	diejenigen	diejenige	P	PDS	_|Nom|Pl	12	subj	_	_
15	,	,	$	$,	_	0	root	_	_
16	die	die	P	PRELS	_|Nom|Pl	22	subj	_	_
17	der	die	A	ART	Def|Fem|Dat|Sg	18	det	198	198
18	Prinzessin	Prinzessin	N	NN	Fem|Dat|Sg	21	objd	198	198
19	zu	zu	P	APPR	Dat	21	objp	_	_
20	Hilfe	Hilfe	N	NN	Fem|Dat|Sg	19	pn	202	202
21	geeilt	eilen	V	VVPP	_	22	aux	_	_
22	waren	sein	V	VAFIN	3|Pl|Past|Ind	14	rel	_	_
23	,	,	$	$,	_	0	root	_	_
24	genug	genug	P	PIS	_	12	obja	_	_
25	mit	mit	P	APPR	Dat	28	objp	_	_
26	ihr	ihr	P	PPER	3|Sg|Fem|Dat	25	pn	202	202
27	zu	zu	P	PTKZU	_	28	part	_	_
28	tun	tun	V	VVINF	_	12	obji	_	_
29	gehabt	haben	V	VAPP	_	0	root	_	_
30	,	,	$	$,	_	0	root	_	_
