1	Es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
5	si	si	F	FM	_|Nom|Sg	10	subj	_	_
6	ei	ei	F	FM	_|Nom|Sg	5	app	_	_
7	'	'	$	$(	_	0	root	_	_
8	g	g	N	NN	_|Nom|Sg	6	app	_	_
9	'	'	$	$(	_	0	root	_	_
10	spreizt	spreizen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
11	,	,	$	$,	_	0	root	_	_
12	da	da	A	ADV	_	13	adv	_	_
13	hat	haben	V	VAFIN	3|Sg|Pres|Ind	10	kon	_	_
14	'	'	$	$(	_	0	root	_	_
15	s	s	F	FM	_|Nom|Sg	13	subj	_	_
16	red	red	F	FM	_|Nom|Sg	15	app	_	_
17	'	'	$	$(	_	0	root	_	_
18	n	n	N	NN	_	13	obja	168	168
19	braucht	brauchen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
20	und	und	K	KON	_	0	root	_	_
21	oft	oft	A	ADV	_	22	adv	_	_
22	zuakehr	zuakehr	C	CARD	_	24	attr	_	_
23	'	'	$	$(	_	0	root	_	_
24	n	n	N	NN	_|_|Pl	20	cj	_	_
25	und	und	K	KON	_	24	kon	_	_
26	schö	schö	F	FM	_|_|Pl	25	cj	_	_
27	toa	toa	F	FM	_|_|Pl	26	app	_	_
28	,	,	$	$,	_	0	root	_	_
29	und	und	K	KON	_	0	root	_	_
30	derweil	derweil	A	ADV	_	31	adv	_	_
31	hat	haben	V	VAFIN	3|Sg|Pres|Ind	29	cj	_	_
32	mir	ich	P	PPER	1|Sg|_|Dat	31	objd	62	62
33	a	a	N	NN	Masc|_|Sg	31	obja	_	_
34	Lump	Lump	N	NN	Masc|_|Sg	33	app	_	_
35	mein	meine	A	PPOSAT	Masc|Nom|Sg	36	det	62	62
36	Hirsch	Hirsch	N	NN	Masc|Nom|Sg	31	subj	_	_
37	'	'	$	$(	_	0	root	_	_
38	n	n	N	NN	Masc|Nom|Sg	36	app	_	_
39	g	g	N	NN	Masc|Nom|Sg	38	app	_	_
40	'	'	$	$(	_	0	root	_	_
41	stohl	stohl	F	FM	Masc|Nom|Sg	36	app	_	_
42	'	'	$	$(	_	0	root	_	_
43	n.	n.	F	FM	_	0	root	_	_

1	Ja	ja	P	PTKANT	_	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	d	d	F	FM	_	0	root	_	_
4	'	'	$	$(	_	0	root	_	_
5	Weiberleut	Weiberleut	F	FM	_	3	app	_	_
6	hamm	hamm	F	FM	_	5	app	_	_
7	an	an	P	APPR	_	6	pp	_	_
8	Deifi	Deifi	N	NE	_|_|_	7	pn	_	_
9	;	;	$	$.	_	0	root	_	_
10	de	de	F	FM	_|_|Sg	0	root	_	_
11	kinnan	kinnan	F	FM	_|_|Sg	10	app	_	_
12	viel	viel	F	FM	_|_|Sg	11	app	_	_
13	ausricht	ausricht	F	FM	_|_|Sg	12	app	_	_
14	'	'	$	$(	_	0	root	_	_
15	n	n	N	NN	_|_|Sg	13	app	_	_
16	,	,	$	$,	_	0	root	_	_
17	mei	mei	F	FM	_|_|Sg	15	app	_	_
18	liaba	liaba	F	FM	_|_|Sg	17	app	_	_
19	Mensch	Mensch	N	NN	_|_|Sg	18	app	_	_
20	!	!	$	$.	_	0	root	_	_
21	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Bloß	Bloß	F	FM	_	0	root	_	_
3	nix	nix	F	FM	_	2	app	_	_
4	g	g	F	FM	_	3	app	_	_
5	'	'	$	$(	_	0	root	_	_
6	scheidt	scheidt	F	FM	_	4	app	_	_
7	'	'	$	$(	_	0	root	_	_
8	s.	s.	N	NE	_	6	app	_	_
9	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Net	Net	N	NE	_	0	root	63	63
3	viel	viel	P	PIS	_	0	root	_	_
4	.	.	$	$.	_	0	root	_	_

1	Aba	Aba	N	NE	_|_|Sg	9	vok	64	64
2	jetza	jetza	F	FM	_|_|Sg	1	app	64	64
3	geh	geh	F	FM	_|_|Sg	2	app	64	64
4	i	i	F	FM	_|_|Sg	3	app	64	64
5	eini	eini	F	FM	_|_|Sg	4	app	64	64
6	,	,	$	$,	_	0	root	_	_
7	de	de	N	NE	Masc|Nom|Sg	9	subj	370	370
8	Alt	Alt	N	NE	Masc|Nom|Sg	7	app	370	370
9	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
10	mir	ich	P	PPER	1|Sg|_|Dat	9	objd	29	29
11	an	an	P	APPR	_	9	pp	_	_
12	Schmarrn	Schmarrn	N	NN	Masc|_|_	11	pn	1018	1018
13	g	g	N	NN	_	9	obja	41	41
14	'	'	$	$(	_	0	root	_	_
15	macht	machen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
16	.	.	$	$.	_	0	root	_	_
17	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Na	Na	F	FM	_	0	root	_	_
3	pfüad	pfüad	F	FM	_	2	app	_	_
4	di	di	F	FM	_	3	app	_	_
5	Good	Good	F	FM	_	4	app	_	_
6	,	,	$	$,	_	0	root	_	_
7	Festl	Festl	N	NE	_	5	app	_	_
8	!	!	$	$.	_	0	root	_	_
9	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Pfüad	Pfüad	N	NE	Masc|Gen|Sg	0	root	374	374
3	di	di	N	NE	Masc|Gen|Sg	2	app	374	374
4	und	und	K	KON	_	3	kon	_	_
5	Weidmanns	Weidmann	N	NN	Masc|Gen|Sg	4	cj	247	247
6	Heil	Heil	N	NE	Masc|Gen|Sg	5	app	247	247
7	auf	auf	P	APPR	Acc	5	pp	_	_
8	den	die	A	ART	Def|Masc|Acc|Sg	9	det	5	5
9	Bock	Bock	N	NN	Masc|Acc|Sg	7	pn	5	5
10	!	!	$	$.	_	0	root	_	_
11	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Weidmanns	Weidmann	N	NN	Masc|Gen|Sg	3	gmod	248	248
3	Dank	Dank	N	NN	Masc|_|Sg	0	root	_	_
4	!	!	$	$.	_	0	root	_	_
5	«	«	$	$(	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	2	det	29	29
2	Familie	Familie	N	NN	Fem|Nom|Sg	4	subj	29	29
3	Fehse	Fehse	N	NE	Fem|Nom|Sg	2	app	29	29
4	saß	sitzen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
5	in	in	P	APPR	Dat	4	pp	_	_
6	einem	eine	A	ART	Indef|Masc|Dat|Sg	7	det	65	65
7	Wirtsgarten	Wirtsgarten	N	NN	Masc|Dat|Sg	5	pn	65	65
8	,	,	$	$,	_	0	root	65	65
9	von	von	P	APPR	Dat	22	pp	65	65
10	dem	die	P	PRELS	Masc|Dat|Sg	9	pn	65	65
11	aus	aus	A	APZR	_	9	part	_	_
12	man	man	P	PIS	_|Nom|Sg	22	subj	_	_
13	einen	eine	A	ART	Indef|Masc|Acc|Sg	15	det	_	_
14	schönen	schön	A	ADJA	Pos|Masc|Acc|Sg|_|	15	attr	_	_
15	Blick	Blick	N	NN	Masc|Acc|Sg	22	obja	_	_
16	über	über	P	APPR	Acc	22	pp	_	_
17	den	die	A	ART	Def|Masc|Acc|Sg	18	det	151	151
18	See	See	N	NN	Masc|Acc|Sg	16	pn	151	151
19	und	und	K	KON	_	18	kon	_	_
20	die	die	A	ART	Def|Masc|Acc|Pl	21	det	120	120
21	Berge	Berg	N	NN	Masc|Acc|Pl	19	cj	120	120
22	hatte	haben	V	VAFIN	3|Sg|Past|Ind	7	rel	_	_
23	.	.	$	$.	_	0	root	_	_

1	Henny	Henny	N	NE	_|Nom|Sg	2	subj	66	66
2	stand	stehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	auf	auf	P	PTKVZ	_	2	avz	_	_
4	und	und	K	KON	_	2	kon	_	_
5	ging	gehen	V	VVFIN	_|Sg|Past|Ind	4	cj	_	_
6	zum	zu	P	APPRART	Dat	5	pp	_	_
7	Ufer	Ufer	N	NN	Neut|Dat|Sg	6	pn	157	157
8	hinunter	hinunter	P	PTKVZ	_	5	avz	_	_
9	,	,	$	$,	_	0	root	_	_
10	wo	wo	P	PWAV	_	13	adv	_	_
11	sie	sie	P	PPER	3|Sg|Fem|Nom	13	subj	66	66
12	Bekannte	Bekannte	N	NN	_|_|_	13	obja	_	_
13	traf	treffen	V	VVFIN	3|Sg|Past|Ind	5	rel	_	_
14	.	.	$	$.	_	0	root	_	_

1	Eine	eine	A	ART	Indef|Fem|Nom|Sg	5	det	296	296
2	zahlreiche	zahlreich	A	ADJA	Pos|Fem|Nom|Sg|_|	5	attr	296	296
3	,	,	$	$,	_	0	root	296	296
4	bunte	bunt	A	ADJA	Pos|_|Nom|_|_|	2	kon	296	296
5	Gesellschaft	Gesellschaft	N	NN	Fem|Nom|Sg	6	subj	296	296
6	bummelte	bummeln	V	VVFIN	3|Sg|Past|_	0	root	_	_
7	hier	hier	A	ADV	_	6	adv	_	_
8	auf	auf	P	PTKVZ	_	6	avz	_	_
9	und	und	K	KON	_	0	root	_	_
10	ab	ab	P	PTKVZ	_	0	root	_	_
11	,	,	$	$,	_	0	root	_	_
12	stand	stehen	V	VVFIN	_|Sg|Past|Ind	0	root	_	_
13	in	in	P	APPR	_	12	pp	_	_
14	Gruppen	Gruppe	N	NN	Fem|_|Pl	13	pn	_	_
15	beisammen	beisammen	P	PTKVZ	_	12	avz	_	_
16	,	,	$	$,	_	0	root	_	_
17	schwätzte	schwätzen	V	VVFIN	_|Sg|Past|_	12	kon	_	_
18	,	,	$	$,	_	0	root	_	_
19	lachte	lachen	V	VVFIN	_|Sg|Past|_	17	kon	_	_
20	,	,	$	$,	_	0	root	_	_
21	machte	machen	V	VVFIN	_|Sg|Past|_	19	s	_	_
22	Bemerkungen	Bemerkung	N	NN	Fem|Nom|Pl	21	subj	_	_
23	über	über	P	APPR	Acc	22	pp	_	_
24	bekannte	bekannt	A	ADJA	Pos|Fem|Acc|Pl|St|	25	attr	_	_
25	Persönlichkeiten	Persönlichkeit	N	NN	Fem|Acc|Pl	23	pn	_	_
26	oder	oder	K	KON	_	25	kon	_	_
27	auffallende	auffallend	A	ADJA	Pos|Fem|Acc|Pl|St|<PPRES	28	attr	_	_
28	Erscheinungen	Erscheinung	N	NN	Fem|Acc|Pl	26	cj	_	_
29	.	.	$	$.	_	0	root	_	_

1	An	an	P	APPR	_	3	objp	_	_
2	diesen	diese	P	PDS	_|_|_	1	pn	_	_
3	fehlte	fehlen	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	es	es	P	PPER	3|Sg|Neut|Nom	3	subj	_	_
5	nicht	nicht	P	PTKNEG	_	3	adv	_	_
6	.	.	$	$.	_	0	root	_	_

1	Damen	Dame	N	NN	Fem|Nom|Pl	4	subj	568	568
2	jeden	jede	A	PIDAT	_|Gen|Sg	3	det	568	568
3	Alters	Alter	N	NN	_|Gen|Sg	1	gmod	568	568
4	zeigten	zeigen	V	VVFIN	3|Pl|Past|_	0	root	_	_
5	sich	sie	P	PRF	3|_|_	4	obja	_	_
6	in	in	P	APPR	Dat	4	pp	_	_
7	Dirndlgewändern	Dirndlgewand	N	NN	Neut|Dat|Pl	6	pn	_	_
8	,	,	$	$,	_	0	root	_	_
9	manche	manche	P	PIS	_|_|_	0	root	_	_
10	in	in	P	APPR	_	9	pp	_	_
11	echten	echt	A	ADJA	Pos|_|_|_|_|	10	pn	_	_
12	,	,	$	$,	_	0	root	_	_
13	die	die	A	ART	Def|_|_|_	14	part	_	_
14	meisten	meiste	P	PIS	_|_|_	9	app	_	_
15	in	in	P	APPR	Dat	14	pp	_	_
16	Kostümen	Kostüm	N	NN	Neut|Dat|Pl	15	pn	67	67
17	,	,	$	$,	_	0	root	67	67
18	die	die	P	PRELS	Neut|Nom|Pl	22	subj	67	67
19	aus	aus	P	APPR	Dat	22	pp	_	_
20	Maskenverleihanstalten	Maskenverleihanstalt	N	NN	Fem|Dat|Pl	19	pn	_	_
21	entnommen	entnommen	A	ADJD	Pos|	22	pred	_	_
22	schienen	scheinen	V	VVFIN	3|Pl|_|_	16	rel	_	_
23	.	.	$	$.	_	0	root	_	_

1	Börsianer	Börsianer	N	NN	_|Nom|Pl	2	subj	68	68
2	stolzierten	stolzieren	V	VVFIN	3|Pl|Past|_	0	root	_	_
3	in	in	P	APPR	_	2	pp	_	_
4	kurzen	kurz	A	ADJA	Pos|Fem|_|Pl|_|	5	attr	_	_
5	Lederhosen	Lederhose	N	NN	Fem|_|Pl	3	pn	_	_
6	herum	herum	P	PTKVZ	_	2	avz	_	_
7	;	;	$	$.	_	0	root	_	_
8	daß	daß	K	KOUS	_	17	konj	_	_
9	sie	sie	P	PPER	3|Pl|_|Nom	17	subj	68	68
10	es	es	P	PPER	3|Sg|Neut|_	17	obja	_	_
11	nicht	nicht	P	PTKNEG	_	17	adv	_	_
12	zu	zu	P	PTKA	_	13	adv	_	_
13	arg	arg	A	ADJD	Pos|	17	adv	_	_
14	mit	mit	P	APPR	Dat	17	pp	_	_
15	dem	die	A	ART	Def|Neut|Dat|Sg	16	det	_	_
16	Bergkraxeln	Bergkraxeln	N	NN	Neut|Dat|Sg	14	pn	_	_
17	vorhatten	vorhaben	V	VVFIN	3|Pl|Past|Ind	19	objc	_	_
18	,	,	$	$,	_	0	root	_	_
19	zeigten	zeigen	V	VVFIN	3|Pl|Past|_	0	root	_	_
20	ihre	ihre	A	PPOSAT	Masc|Nom|Pl	21	det	68	68
21	Bäuche	Bauch	N	NN	Masc|Nom|Pl	19	subj	_	_
22	und	und	K	KON	_	21	kon	_	_
23	die	die	A	ART	Def|Masc|Nom|Pl	25	det	_	_
24	dünnsohligen	dünnsohlig	A	ADJA	Pos|Masc|Nom|Pl|Wk|	25	attr	_	_
25	Schuhe	Schuh	N	NN	Masc|Nom|Pl	22	cj	_	_
26	.	.	$	$.	_	0	root	_	_

1	Herr	Herr	N	NN	Masc|Nom|Sg	3	subj	29	29
2	Fehse	Fehse	N	NE	Masc|Nom|Sg	1	app	29	29
3	sah	sehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
4	seine	seine	A	PPOSAT	Fem|_|Sg	5	det	3	3
5	Tochter	Tochter	N	NN	Fem|_|Sg	3	obja	_	_
6	bei	bei	P	APPR	Dat	10	pp	_	_
7	einer	eine	A	ART	Indef|Fem|Dat|Sg	9	det	71	71
8	stattlichen	stattlich	A	ADJA	Pos|Fem|Dat|Sg|Wk|	9	attr	71	71
9	Dame	Dame	N	NN	Fem|Dat|Sg	6	pn	71	71
10	stehen	stehen	V	VVINF	_	3	obji	_	_
11	;	;	$	$.	_	0	root	_	_
12	ein	eine	A	ART	Indef|Masc|Nom|Sg	16	det	69	69
13	wohlgenährter	wohlgenährt	A	ADJA	Pos|Masc|Nom|Sg|St|	16	attr	69	69
14	,	,	$	$,	_	0	root	69	69
15	junger	jung	A	ADJA	Pos|Masc|Nom|Sg|St|	13	kon	69	69
16	Herr	Herr	N	NN	Masc|Nom|Sg	17	subj	69	69
17	gesellte	gesellen	V	VVFIN	3|Sg|Past|_	0	root	_	_
18	sich	sie	P	PRF	3|_|_	17	obja	_	_
19	zu	zu	P	APPR	Dat	17	objp	_	_
20	ihnen	sie	P	PPER	3|Pl|_|Dat	19	pn	68	68
21	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	69	69
2	trug	tragen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	auch	auch	A	ADV	_	2	adv	_	_
4	eine	eine	A	ART	Indef|Fem|_|Sg	6	det	_	_
5	gemslederne	gemslederne	A	ADJA	_|Fem|_|Sg|_	6	attr	_	_
6	Hose	Hose	N	NN	Fem|_|Sg	2	obja	_	_
7	,	,	$	$,	_	0	root	_	_
8	und	und	K	KON	_	2	kon	_	_
9	seine	seine	A	PPOSAT	Neut|Nom|Pl	10	det	69	69
10	Knie	Knie	N	NN	Neut|Nom|Pl	11	subj	_	_
11	quollen	quellen	V	VVFIN	3|Pl|Past|Ind	8	cj	_	_
12	rund	rund	A	ADV	_	15	adv	_	_
13	und	und	K	KON	_	12	kon	_	_
14	rosig	rosig	A	ADJD	Pos|	13	cj	_	_
15	über	über	P	APPR	Dat	11	pp	_	_
16	grasgrünen	grasgrün	A	ADJA	Pos|Masc|Dat|Pl|_|	17	attr	_	_
17	Wadenstrümpfen	Wadenstrumpf	N	NN	Masc|Dat|Pl	15	pn	_	_
18	hervor	hervor	P	PTKVZ	_	11	avz	_	_
19	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Wer	wer	P	PWS	_|Nom|Sg	3	pred	_	_
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	der	die	A	ART	Def|Masc|Nom|Sg	5	det	_	_
5	Fatzke	Fatzke	N	NN	Masc|Nom|Sg	3	subj	_	_
6	?	?	$	$.	_	0	root	_	_
7	«	«	$	$(	_	0	root	_	_
8	fragte	fragen	V	VVFIN	3|Sg|Past|_	0	root	_	_
9	Herr	Herr	N	NN	Masc|Nom|Sg	8	subj	29	29
10	Fehse	Fehse	N	NE	Masc|Nom|Sg	9	app	29	29
11	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Aber	aber	K	KON	_	0	root	_	_
3	ich	ich	P	PPER	1|Sg|_|Nom	4	subj	29	29
4	bitte	bitten	V	VVFIN	1|Sg|Pres|_	2	cj	_	_
5	dich	du	P	PPER	2|Sg|_|Acc	4	obja	70	70
6	...	...	$	$.	_	0	root	_	_
7	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Sieh	sehen	V	VVIMP	Sg	0	root	_	_
3	dir	du	P	PPER	2|Sg|_|Dat	2	objd	70	70
4	doch	doch	A	ADV	_	6	adv	_	_
5	den	die	A	ART	Def|_|_|_	6	det	_	_
6	Salontiroler	Salontiroler	N	NN	_|_|_	2	obja	_	_
7	an	an	P	PTKVZ	_	2	avz	_	_
8	!	!	$	$.	_	0	root	_	_

1	Wenn	wenn	K	KOUS	_	5	konj	_	_
2	der	die	A	ART	Def|Fem|Dat|Sg	4	det	_	_
3	nich	nich	A	ADJA	_|Fem|Dat|Sg|_	4	attr	_	_
4	Karikatur	Karikatur	N	NN	Fem|Dat|Sg	5	objd	_	_
5	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
6	...	...	$	$.	_	0	root	_	_
7	«	«	$	$(	_	0	root	_	_

