1	Oh	oh	I	ITJ	_	0	root	_	_
5	dem	die	A	ART	Def|Masc|Dat|Sg	6	det	541	541
6	Herrn	Herrn	N	NN	Masc|Dat|Sg	9	objd	541	541
7	Magister	Magister	N	NN	Masc|Dat|Sg	6	app	541	541
8	schon	schon	A	ADV	_	9	adv	_	_
9	gestehen	gestehen	V	VVINF	_	2	aux	_	_
10	,	,	$	$,	_	0	root	_	_
11	sie	sie	P	PPER	3|_|_|Nom	12	pred	647	647
12	war	sein	V	VAFIN	3|Sg|Past|Ind	9	s	_	_
13	unsere	unsre	A	PPOSAT	Fem|Nom|Sg	14	det	783	783
14	Göttin	Göttin	N	NN	Fem|Nom|Sg	12	subj	_	_
15	schon	schon	A	ADV	_	12	adv	_	_
16	in	in	P	APPR	Dat	12	pp	_	_
17	der	die	A	ART	Def|Fem|Dat|Sg	18	det	675	675
18	Sekunda	Sekunda	N	NN	Fem|Dat|Sg	16	pn	675	675
19	,	,	$	$,	_	0	root	_	_
20	und	und	K	KON	_	12	kon	_	_
21	wir	wir	P	PPER	1|Pl|_|Nom	22	subj	783	783
22	wären	sein	V	VAFIN	1|Pl|Past|Subj	20	cj	_	_
23	für	für	P	APPR	Acc	29	pp	_	_
24	sie	sie	P	PPER	3|_|_|Acc	23	pn	675	675
25	durchs	durch	P	APPRART	Acc	29	objp	_	_
26	Wasser	Wasser	N	NN	Neut|Acc|_	25	pn	1925	1925
27	und	und	K	KON	_	26	kon	_	_
28	Feuer	Feuer	N	NN	Neut|Acc|_	27	cj	784	784
29	gegangen	gehen	V	VVPP	_	22	aux	_	_
30	.	.	$	$.	_	0	root	_	_

1	In	in	P	APPR	Dat	4	pp	_	_
2	der	die	A	ART	Def|Fem|Dat|Sg	3	det	_	_
3	Prima	Prima	N	NN	Fem|Dat|Sg	1	pn	_	_
4	hätten	haben	V	VAFIN	1|Pl|Past|Subj	0	root	_	_
5	wir	wir	P	PPER	1|Pl|_|Nom	4	subj	783	783
6	alle	alle	P	PIS	_|Nom|_	5	app	_	_
7	uns	wir	P	PRF	1|Pl|_	15	obja	_	_
8	ihretwegen	ihretwegen	A	ADV	_	15	adv	_	_
9	dem	die	A	ART	Def|Masc|Dat|Sg	10	det	785	785
10	Teufel	Teufel	N	NN	Masc|Dat|Sg	15	objd	785	785
11	mit	mit	P	APPR	Dat	15	pp	_	_
12	Leib	Leib	N	NN	Masc|Dat|Sg	11	pn	493	493
13	und	und	K	KON	_	12	kon	_	_
14	Seele	Seele	N	NN	Fem|Dat|Sg	13	cj	1968	1968
15	verkauft	verkaufen	V	VVPP	_	4	aux	_	_
16	;	;	$	$.	_	0	root	_	_
17	aber	aber	K	KON	_	0	root	_	_
18	zu	zu	P	APPR	Dat	21	pp	_	_
19	mir	ich	P	PPER	1|Sg|_|Dat	18	pn	786	786
20	allein	allein	A	ADV	_	18	adv	_	_
21	hat	haben	V	VAFIN	3|Sg|Pres|Ind	17	cj	_	_
22	sie	sie	P	PPER	3|Sg|Fem|Nom	21	subj	174	174
23	gesagt	sagen	V	VVPP	_	21	aux	174	174
24	:	\:	$	$.	_	0	root	174	174
25	›	›	F	FM	Masc|_|Sg	0	root	174	174
26	Herr	Herr	N	NN	Masc|_|Sg	25	app	174	174
27	von	von	P	APPR	Dat	26	pp	_	_
28	Münchhausen	Münchhausen	N	NE	Neut|Dat|Sg	27	pn	41	41
29	,	,	$	$,	_	0	root	_	_
30	die	die	P	PRELS	_|_|_	0	root	41	41
31	andern	andere	P	PIS	_|Nom|Pl	32	pred	_	_
32	sind	sein	V	VAFIN	3|Pl|Pres|Ind	0	root	_	_
33	mir	ich	P	PPER	1|Sg|_|Dat	32	objd	786	786
34	doch	doch	A	ADV	_	32	adv	_	_
35	alle	alle	A	PIDAT	_|Nom|Pl	37	det	788	788
36	dumme	dumm	A	ADJA	Pos|_|Nom|Pl|St|	37	attr	788	788
37	Jungen	Junge	N	NN	_|Nom|Pl	32	subj	788	788
38	,	,	$	$,	_	0	root	_	_
39	aber	aber	K	KON	_	32	kon	_	_
40	mit	mit	P	APPR	Dat	46	pp	_	_
41	Ihm	er	P	PPER	3|Sg|_|Dat	40	pn	493	493
42	und	und	K	KON	_	40	kon	_	_
43	unter	unter	P	APPR	Dat	42	cj	_	_
44	Seiner	seine	A	PPOSAT	Fem|Dat|Sg	45	det	493	493
45	Sauvegarde	Sauvegarde	N	NN	Fem|Dat|Sg	43	pn	_	_
46	ginge	gehen	V	VVFIN	1|Sg|Past|Subj	39	cj	_	_
47	ich	ich	P	PPER	1|Sg|_|Nom	46	subj	786	786
48	schon	schon	A	ADV	_	46	adv	_	_
49	in	in	P	APPR	Acc	46	objp	_	_
50	die	die	A	ART	Def|Fem|Acc|Sg	52	det	787	787
51	weite	weit	A	ADJA	Pos|Fem|Acc|Sg|_|	52	attr	787	787
52	Welt	Welt	N	NN	Fem|Acc|Sg	49	pn	787	787
53	,	,	$	$,	_	0	root	_	_
54	wenn	wenn	K	KOUS	_	0	root	_	_
55	es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
56	mir	ich	P	PPER	_|Dat|Sg	0	root	788	788
57	ma	ma	F	FM	_	56	app	_	_
58	chère	chère	F	FM	_	57	app	_	_
59	tante	tante	F	FM	_	58	app	_	_
60	nur	nur	A	ADV	_	61	adv	_	_
61	noch	noch	A	ADV	_	56	adv	_	_
62	ein	eine	A	ART	Indef|_|_|Sg	0	root	_	_
63	bißchen	bißchen	A	ADV	_	65	adv	_	_
64	schlimmer	schlimm	A	ADJD	Comp|	65	pred	_	_
65	macht	machen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
66	.	.	$	$.	_	0	root	_	_
67	‹	‹	V	VVFIN	3|_|_|_	0	root	_	_
68	Sie	sie	P	PPER	3|_|_|Nom	67	subj	788	788
69	ist	sein	V	VAFIN	3|Sg|Pres|Ind	67	s	_	_
70	ein	eine	A	ART	Indef|Masc|Nom|Sg	71	det	_	_
71	Engel	Engel	N	NN	Masc|Nom|Sg	69	subj	_	_
72	,	,	$	$,	_	0	root	_	_
73	mein	meine	A	PPOSAT	Masc|Nom|Sg	74	det	786	786
74	Engel	Engel	N	NN	Masc|Nom|Sg	71	app	_	_
75	,	,	$	$,	_	0	root	_	_
76	ich	ich	P	PPER	1|Sg|_|Nom	77	subj	786	786
77	lasse	lassen	V	VVFIN	1|Sg|Pres|_	69	kon	_	_
78	mir	ich	P	PPER	1|Sg|_|Dat	77	objd	787	787
79	die	die	A	ART	Def|Masc|Nom|Pl	80	det	_	_
80	Knochen	Knochen	N	NN	Masc|Nom|Pl	83	subj	_	_
81	für	für	P	APPR	Acc	80	pp	_	_
82	sie	sie	P	PPER	3|_|_|Acc	81	pn	788	788
83	zusammenschlagen	zusammenschlagen	V	VVFIN	3|Pl|Pres|_	77	s	_	_
84	,	,	$	$,	_	0	root	_	_
85	und	und	K	KON	_	77	kon	_	_
86	ich	ich	P	PPER	1|Sg|_|Nom	87	subj	786	786
87	schlage	schlagen	V	VVFIN	1|Sg|Pres|_	85	cj	_	_
88	jedem	jede	P	PIS	Masc|Dat|Sg	87	objd	_	_
89	,	,	$	$,	_	0	root	_	_
90	den	die	P	PRELS	Masc|Acc|Sg	93	obja	_	_
91	sie	sie	P	PPER	3|Sg|Fem|Nom	93	subj	787	787
92	lieber	lieb	A	ADJD	Comp|	93	adv	_	_
93	will	wollen	V	VMFIN	3|Sg|Pres|Ind	88	rel	_	_
94	als	als	K	KOKOM	_	93	kom	_	_
95	mich	ich	P	PPER	1|Sg|_|Acc	94	cj	786	786
96	,	,	$	$,	_	0	root	_	_
97	die	die	A	ART	Def|Masc|_|Pl	98	det	789	789
98	Knochen	Knochen	N	NN	Masc|_|Pl	87	obja	789	789
99	zusammen	zusammen	P	PTKVZ	_	87	avz	_	_
100	,	,	$	$,	_	0	root	_	_
101	und	und	K	KON	_	0	root	_	_
102	wenn	wenn	K	KOUS	_	0	root	_	_
103	chère	chère	N	NE	_	0	root	831	831
104	tante	tante	N	NE	_	103	app	831	831
105	ihr	ihre	A	PPOSAT	_|_|Sg	0	root	787	787
106	es	es	P	PPER	3|Sg|Neut|_	110	obja	_	_
107	jetzt	jetzt	A	ADV	_	110	adv	_	_
108	zu	zu	P	PTKA	_	109	adv	_	_
109	arg	arg	A	ADJD	Pos|	110	pred	_	_
110	gemacht	machen	V	VVPP	_	111	aux	_	_
111	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
112	und	und	K	KON	_	111	kon	_	_
113	sie	sie	P	PPER	3|Sg|Fem|Nom	115	subj	787	787
114	mit	mit	A	ADV	_	115	adv	_	_
115	will	wollen	V	VMFIN	3|Sg|Pres|Ind	112	cj	_	_
116	,	,	$	$,	_	0	root	_	_
117	so	so	A	ADV	_	118	adv	_	_
118	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
119	ich	ich	P	PPER	1|Sg|_|Nom	118	subj	786	786
120	in	in	P	APPR	Dat	118	pp	_	_
121	dieser	diese	A	PDAT	Fem|Dat|Sg	122	det	480	480
122	Nacht	Nacht	N	NN	Fem|Dat|Sg	120	pn	480	480
123	auch	auch	A	ADV	_	118	adv	_	_
124	deswegen	deswegen	P	PROAV	_	118	pp	_	_
125	noch	noch	A	ADV	_	118	adv	_	_
126	einmal	einmal	A	ADV	_	118	adv	_	_
127	in	in	P	APPR	_	118	pp	_	_
128	Amelungsborn	Amelungsborn	N	NE	_|_|_	127	pn	13	13
129	-	-	$	$(	_	0	root	_	_
130	Herr	Herr	N	NN	Masc|Nom|Sg	118	pred	254	254
131	-	-	$	$(	_	0	root	_	_
132	was	was	P	PRELS	Neut|_|Sg	0	root	13	13
133	-	-	$	$(	_	0	root	_	_
134	soll	sollen	V	VMFIN	_|Sg|Pres|Ind	0	root	_	_
135	?	?	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	«	«	F	FM	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	2	2
2	vollendete	vollenden	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	sein	seine	A	PPOSAT	Neut|_|Sg	4	det	2	2
4	Wort	Wort	N	NN	Neut|_|Sg	2	obja	_	_
5	nicht	nicht	P	PTKNEG	_	2	adv	_	_
6	.	.	$	$.	_	0	root	_	_

1	Magister	Magister	N	NN	Masc|Nom|Sg	3	subj	55	55
2	Buchius	Buchius	N	NE	Masc|Nom|Sg	1	app	55	55
3	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
4	ihn	er	P	PPER	3|Sg|Masc|Acc	10	obja	2	2
5	zu	zu	P	PTKA	_	6	adv	_	_
6	fest	fest	A	ADJD	Pos|	10	adv	_	_
7	an	an	P	APPR	Dat	10	pp	_	_
8	der	die	A	ART	Def|Fem|Dat|Sg	9	det	790	790
9	Schulter	Schulter	N	NN	Fem|Dat|Sg	7	pn	790	790
10	gefaßt	gefaßt	V	VVPP	_	3	aux	_	_
11	,	,	$	$,	_	0	root	_	_
12	Magister	Magister	N	NN	Masc|Nom|Sg	14	subj	55	55
13	Buchius	Buchius	N	NE	Masc|Nom|Sg	12	app	55	55
14	schüttelte	schütteln	V	VVFIN	3|Sg|Past|_	3	kon	_	_
15	,	,	$	$,	_	0	root	_	_
16	riß	riß	V	VVFIN	_	14	kon	_	_
17	ihn	er	P	PPER	3|Sg|Masc|Acc	16	obja	2	2
18	,	,	$	$,	_	0	root	_	_
19	selber	selber	A	ADV	_	20	adv	_	_
20	vor	vor	P	APPR	_	22	pp	_	_
21	Aufregung	Aufregung	N	NN	Fem|_|Sg	20	pn	_	_
22	zitternd	zittern	A	ADJD	_|<PPRES	0	root	_	_
23	,	,	$	$,	_	0	root	_	_
24	zu	zu	P	PTKA	_	25	adv	_	_
25	sehr	sehr	A	ADV	_	22	kon	_	_
26	hin	hin	A	ADV	_	22	adv	_	_
27	und	und	K	KON	_	0	root	_	_
28	her	her	P	PTKVZ	_	0	root	_	_
29	.	.	$	$.	_	0	root	_	_

1	Magister	Magister	N	NN	Masc|Nom|Sg	3	subj	55	55
2	Buchius	Buchius	N	NE	Masc|Nom|Sg	1	app	55	55
3	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	das	die	P	PDS	Neut|_|Sg	3	obja	_	_
5	,	,	$	$,	_	0	root	_	_
6	was	was	P	PRELS	Neut|_|Sg	0	root	55	55
7	er	er	P	PPER	3|Sg|Masc|Nom	0	root	2	2
8	bis	bis	P	APPR	Acc	26	pp	_	_
9	jetzt	jetzt	A	ADV	_	8	adv	_	_
10	noch	noch	A	ADV	_	26	adv	_	_
11	niemals	niemals	A	ADV	_	26	adv	_	_
12	zu	zu	P	APPR	Dat	26	pp	_	_
13	einem	eine	P	PIS	_|Dat|Sg	12	pn	_	_
14	der	die	A	ART	Def|Masc|Gen|Pl	15	det	_	_
15	Herren	Herr	N	NN	Masc|Gen|Pl	13	gmod	_	_
16	Sekundaner	Sekundaner	N	NE	Masc|Gen|Pl	15	app	_	_
17	oder	oder	K	KON	_	16	kon	_	_
18	gar	gar	A	ADV	_	19	adv	791	791
19	Primaner	Primaner	N	NN	Masc|Gen|Pl	17	cj	791	791
20	der	die	A	ART	Def|Fem|Gen|Sg	22	det	791	791
21	gelehrten	gelehrt	A	ADJA	Pos|Fem|Gen|Sg|Wk|	22	attr	791	791
22	Schule	Schule	N	NN	Fem|Gen|Sg	19	gmod	791	791
23	in	in	P	APPR	_	26	pp	_	_
24	Amelungsborn	Amelungsborn	N	NN	_|_|_	23	pn	13	13
25	zu	zu	P	PTKZU	_	26	part	_	_
26	sagen	sagen	V	VVINF	_	0	root	_	_
27	gewagt	wagen	V	VVPP	_	28	aux	_	_
28	hatte	haben	V	VAFIN	_|Sg|Past|Ind	0	root	_	_
29	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	2	2
2	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	:	\:	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Lieber	Lieber	N	NE	_	0	root	696	696
3	Monsieur	Monsieur	N	NE	_	2	app	696	696
4	von	von	P	APPR	Dat	3	pp	_	_
5	Münchhausen	Münchhausen	N	NE	Neut|Dat|Sg	4	pn	41	41
6	,	,	$	$,	_	0	root	_	_
7	Er	er	P	PPER	3|Sg|Masc|Nom	8	subj	2	2
8	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
9	ein	eine	A	ART	Indef|Masc|Nom|Sg	10	det	_	_
10	Narr	Narr	N	NN	Masc|Nom|Sg	8	pred	_	_
11	.	.	$	$.	_	0	root	_	_

1	Nehme	nehmen	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
2	Er	er	P	PPER	3|Sg|Masc|Nom	1	subj	2	2
3	es	es	P	PPER	3|Sg|Neut|_	1	obja	_	_
4	mir	ich	P	PPER	1|Sg|_|Dat	1	objd	792	792
5	nicht	nicht	P	PTKNEG	_	1	adv	_	_
6	für	für	P	APPR	Acc	1	pp	_	_
7	ungut	ungut	A	ADJD	Pos|	6	pn	_	_
8	;	;	$	$.	_	0	root	_	_
9	aber	aber	K	KON	_	0	root	_	_
10	Er	er	P	PPER	3|Sg|Masc|Nom	11	subj	2	2
11	ist	sein	V	VAFIN	3|Sg|Pres|Ind	9	cj	_	_
12	mehr	mehr	A	ADV	_	11	adv	_	_
13	denn	denn	A	ADV	_	11	adv	_	_
14	ein	eine	A	ART	Indef|Masc|Nom|Sg	15	det	_	_
15	Narr	Narr	N	NN	Masc|Nom|Sg	11	pred	_	_
16	-	-	$	$(	_	0	root	_	_
17	Er	er	P	PPER	3|Sg|Masc|Nom	18	subj	2	2
18	ist	sein	V	VAFIN	3|Sg|Pres|Ind	11	kon	_	_
19	ein	eine	A	ART	Indef|Masc|Nom|Sg	20	det	_	_
20	Einfaltspinsel	Einfaltspinsel	N	NN	Masc|Nom|Sg	18	pred	_	_
21	und	und	K	KON	_	20	kon	_	_
22	ein	eine	A	ART	Indef|Neut|Nom|Sg	24	det	_	_
23	neugeboren	neugeboren	A	ADJA	_|Neut|Nom|Sg|_	24	attr	_	_
24	Kind	Kind	N	NN	Neut|Nom|Sg	21	cj	_	_
25	im	in	P	APPRART	Dat	24	pp	_	_
26	Tummel	Tummel	N	NN	_|Dat|_	25	pn	_	_
27	dieses	diese	A	PDAT	Neut|Gen|Sg	29	det	_	_
28	irdischen	irdisch	A	ADJA	Pos|Neut|Gen|Sg|_|	29	attr	_	_
29	Elends	Elend	N	NN	Neut|Gen|Sg	26	gmod	_	_
30	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	2	2
2	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	den	die	A	ART	Def|_|_|_	4	det	_	_
4	Ovidius	Ovidius	N	NN	_|_|_	2	obja	_	_
5	zu	zu	P	PTKA	_	6	adv	_	_
6	viel	viel	P	PIS	_|_|_	0	root	_	_
7	und	und	K	KON	_	6	kon	_	_
8	den	die	A	ART	Def|_|_|_	9	det	_	_
9	Livius	Livius	N	NN	_|_|_	7	cj	_	_
10	und	und	K	KON	_	9	kon	_	_
11	den	die	A	ART	Def|_|_|_	12	det	8	8
12	Tacitus	Tacitus	N	NN	_|_|_	10	cj	8	8
13	zu	zu	P	PTKA	_	14	adv	_	_
14	wenig	wenig	A	ADJD	Pos|	15	adv	_	_
15	traktieret	traktieren	V	VVFIN	2|Pl|Pres|Subj	0	root	_	_
16	.	.	$	$.	_	0	root	_	_

1	Man	man	P	PIS	_|Nom|Sg	2	subj	_	_
2	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	dieses	diese	A	PDAT	_|_|Sg	0	root	_	_
4	Ihm	er	P	PPER	3|Sg|_|Dat	0	root	8	8
5	hier	hier	A	ADV	_	6	adv	_	_
6	am	an	P	APPRART	Dat	0	root	_	_
7	Orte	Ort	N	NN	_|Dat|Sg	6	pn	251	251
8	nicht	nicht	P	PTKNEG	_	6	adv	_	_
9	verhalten	verhalten	V	VVPP	_	0	root	_	_
10	,	,	$	$,	_	0	root	_	_
11	und	und	K	KON	_	0	root	_	_
12	man	man	P	PIS	_|Nom|Sg	13	subj	_	_
13	wird	werden	V	VAFIN	3|Sg|Pres|Ind	11	cj	_	_
14	'	'	$	$(	_	0	root	_	_
15	s	s	P	PPER	_	22	obja	251	251
16	Ihm	er	P	PPER	3|Sg|_|Dat	22	objd	8	8
17	im	in	P	APPRART	Dat	22	pp	_	_
18	neuen	neu	A	ADJA	Pos|Neut|Dat|_|_|	19	attr	_	_
19	Wesen	Wesen	N	NN	Neut|Dat|_	17	pn	_	_
20	zu	zu	P	APPR	Dat	22	pp	_	_
21	Holzminden	Holzminden	N	NE	Neut|Dat|Sg	20	pn	78	78
22	gesagt	sagen	V	VVPP	_	23	aux	_	_
23	haben	haben	V	VAINF	_	13	aux	_	_
24	.	.	$	$.	_	0	root	_	_

1	Mit	mit	P	APPR	Dat	4	pp	_	_
2	der	die	A	ART	Def|Fem|Dat|Sg	3	det	_	_
3	Mademoisell	Mademoisell	N	NN	Fem|Dat|Sg	1	pn	_	_
4	kann	können	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
5	ich	ich	P	PPER	1|Sg|_|Nom	4	subj	792	792
6	Ihm	er	P	PPER	3|Sg|_|Dat	8	objd	8	8
7	nicht	nicht	P	PTKNEG	_	8	adv	_	_
8	dienen	dienen	V	VVINF	_	4	aux	_	_
9	,	,	$	$,	_	0	root	_	_
10	sowenig	sowenig	V	VVFIN	1|Sg|_|_	8	s	_	_
11	ich	ich	P	PPER	1|Sg|_|Nom	10	subj	792	792
12	Ihm	er	P	PPER	3|Sg|_|Dat	10	objd	8	8
13	in	in	P	APPR	Dat	10	pp	_	_
14	dieser	diese	A	PDAT	Fem|Dat|Sg	15	det	480	480
15	Nacht	Nacht	N	NN	Fem|Dat|Sg	13	pn	480	480
16	zu	zu	P	APPR	Dat	10	pp	_	_
17	Seinem	seine	A	PPOSAT	Neut|Dat|Sg	18	det	8	8
18	Stück	Stück	N	NN	Neut|Dat|Sg	16	pn	_	_
19	trockenen	trocken	A	ADJA	Pos|Neut|Gen|Sg|_|	20	attr	_	_
20	Brodes	Brod	N	NN	Neut|Gen|Sg	18	gmod	_	_
21	da	da	A	ADV	_	10	adv	_	_
22	zu	zu	P	APPR	Dat	10	pp	_	_
23	einem	eine	A	ART	Indef|Neut|Dat|Sg	25	det	_	_
24	andern	andern	A	ADJA	_|Neut|Dat|Sg|_	25	attr	_	_
25	Stück	Stück	N	NN	Neut|Dat|Sg	22	pn	_	_
26	guten	gut	A	ADJA	Pos|Neut|Gen|Sg|_|	27	attr	_	_
27	Fleisches	Fleisch	N	NN	Neut|Gen|Sg	25	gmod	_	_
28	verhelfen	verhelfen	V	VVINF	_	29	aux	_	_
29	kann	können	V	VMFIN	_|Sg|Pres|Ind	0	root	_	_
30	.	.	$	$.	_	0	root	_	_

1	Sie	sie	P	PPER	3|Sg|Fem|Nom	2	subj	480	480
2	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	doch	doch	A	ADV	_	2	adv	_	_
4	um	um	P	APPR	Acc	2	pp	_	_
5	mehrere	mehrere	A	PIAT	Neut|Acc|Pl	6	det	_	_
6	Lustra	Lustrum	N	NN	Neut|Acc|Pl	4	pn	_	_
7	älter	alt	A	ADJD	Comp|	2	pred	_	_
8	als	als	K	KOKOM	_	0	root	_	_
9	wie	wie	K	KOKOM	_	0	root	_	_
10	Er	er	P	PPER	3|Sg|Masc|Nom	9	cj	8	8
11	.	.	$	$.	_	0	root	_	_

1	Ei	Ei	N	NN	Neut|_|Sg	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	wie	wie	P	PWAV	_	4	adv	_	_
4	hat	haben	V	VAFIN	3|Sg|Pres|Ind	1	objc	_	_
5	Er	er	P	PPER	3|Sg|Masc|Nom	4	subj	8	8
6	mich	ich	P	PPER	1|Sg|_|Acc	10	obja	792	792
7	mit	mit	P	APPR	Dat	10	pp	_	_
8	sich	sie	P	PRF	3|_|Dat	7	pn	_	_
9	drehend	drehen	A	ADJD	_|<PPRES	10	pred	_	_
10	gemacht	machen	V	VVPP	_	4	aux	_	_
11	!	!	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	792	792
2	möchte	mögen	V	VMFIN	1|Sg|Past|Subj	0	root	_	_
3	Ihn	er	P	PPER	3|Sg|Masc|Acc	7	obja	8	8
4	in	in	P	APPR	Acc	7	objp	_	_
5	meine	meine	A	PPOSAT	_|Acc|_	6	det	792	792
6	Arme	Arm	N	NN	_|Acc|_	4	pn	_	_
7	fassen	fassen	V	VVINF	_	2	aux	_	_
8	,	,	$	$,	_	0	root	_	_
9	um	um	K	KOUI	_	17	konj	_	_
10	Ihn	er	P	PPER	3|Sg|Masc|Acc	17	obja	8	8
11	nimmer	nimmer	A	ADV	_	15	adv	_	_
12	wieder	wieder	A	ADV	_	15	adv	_	_
13	von	von	P	APPR	Dat	15	pp	_	_
14	mir	ich	P	PPER	1|Sg|_|Dat	13	pn	792	792
15	ziehen	ziehen	V	VVINF	_	17	obji	_	_
16	zu	zu	P	PTKZU	_	17	part	_	_
17	lassen	lassen	V	VVINF	_	2	neb	_	_
18	,	,	$	$,	_	0	root	_	_
19	und	und	K	KON	_	2	kon	_	_
20	ich	ich	P	PPER	1|Sg|_|Nom	21	subj	792	792
21	möchte	mögen	V	VMFIN	1|Sg|Past|Subj	19	cj	_	_
22	-	-	$	$(	_	0	root	_	_
23	ei	ei	I	ITJ	_	0	root	_	_
24	,	,	$	$,	_	0	root	_	_
25	ich	ich	P	PPER	1|Sg|_|Nom	26	subj	792	792
26	möchte	mögen	V	VMFIN	1|Sg|Past|Subj	0	root	_	_
27	«	«	$	$(	_	0	root	_	_
28	-	-	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Doch	doch	K	KON	_	0	root	_	_
3	das	die	A	ART	Def|Neut|_|Sg	5	det	793	793
4	hispanische	hispanische	A	ADJA	_|Neut|_|Sg|_	5	attr	793	793
5	Rohr	Rohr	N	NN	Neut|_|Sg	6	obja	793	793
6	ergreifen	ergreifen	V	VVINF	_	2	cj	_	_
7	und	und	K	KON	_	6	kon	_	_
8	dem	die	A	ART	Def|Masc|Dat|Sg	9	det	_	_
9	Halunken	Halunke	N	NN	Masc|Dat|Sg	13	objd	_	_
10	sein	seine	A	PPOSAT	_|_|Sg	12	det	793	793
11	meritiertes	meritiertes	A	ADJA	_|_|_|Sg|_	12	attr	_	_
12	Teil	Teil	N	NN	_|_|Sg	13	obja	_	_
13	geben	geben	V	VVINF	_	7	cj	_	_
14	,	,	$	$,	_	0	root	_	_
15	daß	daß	K	KOUS	_	36	konj	_	_
16	kein	keine	A	PIAT	Masc|Nom|Sg	17	det	1786	1786
17	Korporal	Korporal	N	NN	Masc|Nom|Sg	35	objd	1786	1786
18	nachher	nachher	A	ADV	_	17	adv	1786	1786
19	beim	bei	P	APPRART	Dat	17	pp	1786	1786
20	König	König	N	NN	Masc|Dat|Sg	19	pn	794	794
21	Fridrikus	Fridrikus	N	NE	Masc|Dat|Sg	20	app	794	794
22	oder	oder	K	KON	_	17	kon	_	_
23	dem	die	A	ART	Def|Masc|Dat|Sg	25	det	148	148
24	guten	gut	A	ADJA	Pos|Masc|Dat|Sg|Wk|	25	attr	148	148
25	Herzog	Herzog	N	NN	Masc|Dat|Sg	22	cj	148	148
26	Ferdinand	Ferdinand	N	NE	Masc|Dat|Sg	25	app	148	148
27	noch	noch	A	ADV	_	35	adv	_	_
28	eine	eine	A	ART	Indef|Fem|Nom|Sg	30	det	_	_
29	heile	heil	A	ADJA	Pos|Fem|Nom|Sg|_|	30	attr	_	_
30	Stelle	Stelle	N	NN	Fem|Nom|Sg	36	subj	_	_
31	für	für	P	APPR	Acc	30	pp	_	_
32	seinen	seine	A	PPOSAT	Masc|Acc|Sg	33	det	794	794
33	Stab	Stab	N	NN	Masc|Acc|Sg	31	pn	_	_
34	Wehe	Weh	N	NN	_|_|_	35	obja	795	795
35	ausfinden	ausfinden	V	VVINF	_	36	aux	_	_
36	sollte	sollen	V	VMFIN	3|Sg|Past|_	0	root	_	_
37	!	!	$	$.	_	0	root	_	_

1	Haue	hauen	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
2	Er	er	P	PPER	3|Sg|Masc|Nom	1	subj	795	795
3	zu	zu	P	PTKVZ	_	1	avz	_	_
4	,	,	$	$,	_	0	root	_	_
5	Herr	Herr	N	NN	Masc|_|_	0	root	_	_
6	Magister	Magister	N	NN	Masc|_|_	5	app	_	_
7	,	,	$	$,	_	0	root	_	_
8	aber	aber	K	KON	_	0	root	_	_
9	rede	reden	V	VVFIN	3|Sg|Pres|Subj	8	cj	_	_
10	Er	er	P	PPER	3|Sg|Masc|Nom	9	subj	795	795
11	mir	ich	P	PPER	1|Sg|_|Dat	9	objd	792	792
12	nichts	nichts	P	PIS	_	9	obja	_	_
13	gegen	gegen	P	APPR	Acc	9	pp	_	_
14	Jungfer	Jungfer	N	NN	Fem|Acc|Sg	13	pn	662	662
15	Selinde	Selinde	N	NE	Fem|Acc|Sg	14	app	662	662
16	Fegebanck	Fegebanck	N	NE	Fem|Acc|Sg	15	app	662	662
17	.	.	$	$.	_	0	root	_	_
18	«	«	$	$(	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	3	det	796	796
2	alte	alt	A	ADJA	Pos|Masc|Nom|Sg|Wk|	3	attr	796	796
