1	Zwei	zwei	C	CARD	_	2	attr	_	_
31	Nachricht	Nachricht	N	NN	Fem|_|Sg	28	obja	_	_
32	von	von	P	APPR	_	31	pp	_	_
33	Gidis	Gidis	N	NE	_|Gen|_	34	gmod	_	_
34	Besserung	Besserung	N	NN	Fem|_|Sg	32	pn	_	_
35	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Gidi	Gidi	N	NE	_	0	root	52	52
3	«	«	$	$(	_	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	zu	zu	P	PTKZU	_	6	part	_	_
6	sagen	sagen	V	VVINF	_	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	das	die	P	PDS	Neut|Nom|Sg	9	subj	_	_
9	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
10	sie	sie	P	PPER	3|_|_|_	12	obja	18	18
11	freilich	freilich	A	ADV	_	12	adv	_	_
12	verlernt	verlernen	V	VVPP	_	9	aux	_	_
13	.	.	$	$.	_	0	root	_	_

1	Jetzt	jetzt	A	ADV	_	2	adv	_	_
2	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	sie	sie	P	PPER	3|Sg|Fem|Nom	2	subj	18	18
4	immer	immer	A	ADV	_	2	adv	_	_
5	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Der	die	A	ART	Def|_|_|_	3	det	_	_
3	Meinige	Meinige	N	NN	_|_|_	0	root	_	_
4	!	!	$	$.	_	0	root	_	_
5	«	«	$	$(	_	0	root	_	_

1	Bei	bei	P	APPR	Dat	4	pp	_	_
2	solchen	solche	A	PIDAT	_|Dat|_	3	det	_	_
3	Plauderstunden	Plauderstunde	N	NN	_|Dat|_	1	pn	_	_
4	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
5	Veverl	Veverl	N	NE	_|Nom|Sg	4	subj	20	20
6	selten	selten	A	ADJD	Pos|	4	adv	_	_
7	zugegen	zugegen	A	ADJD	Pos|	4	pred	_	_
8	.	.	$	$.	_	0	root	_	_

1	Fast	fast	A	ADV	_	4	adv	_	_
2	die	die	A	ART	Def|Masc|_|Pl	4	det	_	_
3	ganzen	ganz	A	ADJA	Pos|Masc|_|Pl|Wk|	4	attr	_	_
4	Tage	Tag	N	NN	Masc|_|Pl	5	zeit	_	_
5	saß	sitzen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
6	sie	sie	P	PPER	3|Sg|Fem|Nom	5	subj	20	20
7	in	in	P	APPR	Dat	5	pp	_	_
8	ihrer	ihre	A	PPOSAT	Fem|Dat|Sg	9	det	20	20
9	Kammer	Kammer	N	NN	Fem|Dat|Sg	7	pn	50	50
10	,	,	$	$,	_	0	root	_	_
11	mit	mit	P	APPR	Dat	14	pp	_	_
12	einer	eine	A	ART	Indef|Fem|Dat|Sg	13	det	_	_
13	Näharbeit	Näharbeit	N	NN	Fem|Dat|Sg	11	pn	_	_
14	beschäftigt	beschäftigen	V	VVPP	_	5	neb	_	_
15	.	.	$	$.	_	0	root	_	_

1	Wie	Wie	P	PWAV	_	6	adv	_	_
2	viele	viele	A	PIDAT	Masc|Nom|Sg	3	det	_	_
3	Seufzer	Seufzer	N	NN	Masc|Nom|Sg	6	subj	_	_
4	und	und	K	KON	_	3	kon	_	_
5	Tränen	Träne	N	NN	Fem|Nom|Pl	4	cj	_	_
6	stichelte	sticheln	V	VVFIN	3|Sg|Past|_	0	root	_	_
7	sie	sie	P	PPER	3|_|_|_	6	obja	20	20
8	da	da	A	ADV	_	6	adv	_	_
9	hinein	hinein	P	PTKVZ	_	6	avz	_	_
10	!	!	$	$.	_	0	root	_	_

1	Das	die	P	PDS	Neut|Nom|Sg	2	subj	_	_
2	änderte	ändern	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	sich	sie	P	PRF	3|_|_	2	obja	_	_
4	freilich	freilich	A	ADV	_	2	adv	_	_
5	mit	mit	P	APPR	Dat	2	pp	_	_
6	dem	die	A	ART	Def|_|Dat|Sg	7	det	21	21
7	Morgen	Morgen	N	NN	_|Dat|Sg	5	pn	21	21
8	,	,	$	$,	_	0	root	21	21
9	an	an	P	APPR	Dat	18	pp	21	21
10	dem	die	P	PRELS	_|Dat|Sg	9	pn	21	21
11	die	die	A	ART	Def|Fem|Nom|Sg	12	det	22	22
12	Mariann	Mariann	N	NN	Fem|Nom|Sg	18	subj	22	22
13	von	von	P	APPR	Dat	18	pp	_	_
14	Jörg	Jörg	N	NE	Masc|Dat|Sg	13	pn	3	3
15	einen	eine	A	ART	Indef|Masc|Acc|Sg	17	det	25	25
16	langen	lang	A	ADJA	Pos|Masc|Acc|Sg|_|	17	attr	25	25
17	Brief	Brief	N	NN	Masc|Acc|Sg	18	obja	25	25
18	erhielt	erhalten	V	VVFIN	3|Sg|Past|Ind	7	rel	_	_
19	,	,	$	$,	_	0	root	_	_
20	einen	eine	A	ART	Indef|Masc|Acc|Sg	21	det	_	_
21	Brief	Brief	N	NN	Masc|Acc|Sg	7	app	_	_
22	voll	voll	P	APPR	Dat	21	pp	_	_
23	Jubel	Jubel	N	NN	Masc|Dat|Sg	22	pn	_	_
24	und	und	K	KON	_	23	kon	_	_
25	Freude	Freude	N	NN	Fem|Dat|Sg	24	cj	28	28
26	.	.	$	$.	_	0	root	_	_

1	Alles	alle	P	PIS	Neut|Nom|Sg	2	subj	_	_
2	wäre	sein	V	VAFIN	3|Sg|Past|Subj	0	root	_	_
3	gut	gut	A	ADJD	Pos|	2	pred	_	_
4	;	;	$	$.	_	0	root	_	_
5	das	die	A	ART	Def|Neut|Nom|Sg	6	det	23	23
6	Militärgericht	Militärgericht	N	NN	Neut|Nom|Sg	7	subj	23	23
7	hätte	haben	V	VAFIN	3|Sg|Past|Subj	0	root	_	_
8	seinen	seine	A	PPOSAT	Masc|_|Sg	9	det	23	23
9	Spruch	Spruch	N	NN	Masc|_|Sg	10	obja	24	24
10	getan	tun	V	VVPP	_	7	aux	_	_
11	;	;	$	$.	_	0	root	_	_
12	in	in	P	APPR	_	73	pp	_	_
13	Rücksicht	Rücksicht	N	NN	Fem|_|Sg	12	pn	_	_
14	auf	auf	P	APPR	Acc	13	pp	_	_
15	Ferdls	Ferdls	N	NE	_|Gen|_	17	gmod	7	7
16	gute	gut	A	ADJA	Pos|Fem|Acc|Sg|_|	17	attr	_	_
17	Führung	Führung	N	NN	Fem|Acc|Sg	14	pn	_	_
18	,	,	$	$,	_	0	root	_	_
19	auf	auf	P	APPR	Acc	14	kon	_	_
20	seine	seine	A	PPOSAT	Fem|Acc|Sg	24	det	7	7
21	im	in	P	APPRART	Dat	23	pp	_	_
22	Krieg	Krieg	N	NN	Masc|Dat|Sg	21	pn	_	_
23	bewiesene	bewiesen	A	ADJA	Pos|Fem|Acc|Sg|_|	24	attr	_	_
24	Tapferkeit	Tapferkeit	N	NN	Fem|Acc|Sg	19	pn	_	_
25	,	,	$	$,	_	0	root	_	_
26	auf	auf	P	APPR	Acc	24	pp	_	_
27	den	die	A	ART	Def|Masc|Acc|Sg	28	det	_	_
28	Umstand	Umstand	N	NN	Masc|Acc|Sg	26	pn	_	_
29	,	,	$	$,	_	0	root	_	_
30	daß	daß	K	KOUS	_	40	konj	_	_
31	seine	seine	A	PPOSAT	Fem|Nom|Sg	32	det	23	23
32	Dienstzeit	Dienstzeit	N	NN	Fem|Nom|Sg	40	subj	_	_
33	ohnehin	ohnehin	A	ADV	_	39	adv	_	_
34	zwei	zwei	C	CARD	_	35	attr	_	_
35	Tage	Tag	N	NN	Masc|_|Pl	36	grad	_	_
36	später	spät	A	ADJD	_|	39	pred	_	_
37	zu	zu	P	APPR	Dat	39	pp	_	_
38	Ende	Ende	N	NN	Neut|Dat|Sg	37	pn	_	_
39	gewesen	sein	V	VAPP	_	40	aux	_	_
40	wäre	sein	V	VAFIN	3|Sg|Past|Subj	13	objc	_	_
41	,	,	$	$,	_	0	root	_	_
42	und	und	K	KON	_	40	kon	_	_
43	in	in	P	APPR	_	56	pp	_	_
44	Erwägung	Erwägung	N	NN	Fem|_|Sg	43	pn	_	_
45	der	die	A	ART	Def|Fem|Gen|Sg	46	det	_	_
46	Tatsache	Tatsache	N	NN	Fem|Gen|Sg	44	gmod	_	_
47	,	,	$	$,	_	0	root	_	_
48	daß	daß	K	KOUS	_	54	konj	_	_
49	er	er	P	PPER	3|Sg|Masc|Nom	54	subj	24	24
50	sich	sie	P	PRF	3|_|_	53	obja	_	_
51	selbst	selbst	A	ADV	_	53	adv	_	_
52	wieder	wieder	A	ADV	_	53	adv	_	_
53	gestellt	stellen	V	VVPP	_	54	aux	_	_
54	hätte	haben	V	VAFIN	3|Sg|Past|Subj	44	objc	_	_
55	,	,	$	$,	_	0	root	_	_
56	wäre	sein	V	VAFIN	3|Sg|Past|Subj	42	cj	_	_
57	seine	seine	A	PPOSAT	Fem|Nom|Sg	58	det	24	24
58	Flucht	Flucht	N	NN	Fem|Nom|Sg	56	subj	_	_
59	nicht	nicht	P	PTKNEG	_	63	adv	_	_
60	als	als	K	KOKOM	_	63	kom	_	_
61	Desertion	Desertion	N	NN	Fem|_|Sg	60	cj	_	_
62	zu	zu	P	PTKZU	_	63	part	_	_
63	betrachten	betrachten	V	VVINF	_	56	aux	_	_
64	,	,	$	$,	_	0	root	_	_
65	nur	nur	A	ADV	_	73	adv	_	_
66	als	als	K	KOKOM	_	73	kom	_	_
67	›	›	F	FM	Fem|_|Sg	66	cj	_	_
68	willkürliche	willkürlich	A	ADJA	Pos|Fem|_|Sg|_|	69	attr	_	_
69	Absentierung	Absentierung	N	NN	Fem|_|Sg	67	app	_	_
70	vom	von	P	APPRART	Dat	73	pp	_	_
71	Regiment	Regiment	N	NN	Neut|Dat|Sg	70	pn	_	_
72	,	,	$	$,	_	0	root	_	_
73	begangen	begehen	V	VVPP	_	0	root	_	_
74	im	in	P	APPRART	Dat	73	pp	_	_
75	Zustand	Zustand	N	NN	Masc|Dat|Sg	74	pn	_	_
76	hochgradiger	hochgradig	A	ADJA	Pos|Fem|Gen|Sg|St|	77	attr	_	_
77	Aufregung	Aufregung	N	NN	Fem|Gen|Sg	75	gmod	_	_
78	über	über	P	APPR	Acc	77	pp	_	_
79	den	die	A	ART	Def|Masc|Acc|Sg	80	det	_	_
80	Tod	Tod	N	NN	Masc|Acc|Sg	78	pn	_	_
81	einer	eine	A	ART	Indef|Fem|Gen|Sg	83	det	60	60
82	nahen	nah	A	ADJA	Pos|Fem|Gen|Sg|Wk|	83	attr	60	60
83	Verwandten	Verwandte	N	NN	Fem|Gen|Sg	80	gmod	60	60
84	‹	‹	N	NE	Fem|Gen|Sg	83	app	60	60
85	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	2	det	25	25
2	Brief	Brief	N	NN	Masc|Nom|Sg	3	subj	25	25
3	schloß	schloß	V	VVFIN	_|Sg|_|_	0	root	_	_
4	mit	mit	P	APPR	Dat	3	pp	_	_
5	den	die	A	ART	Def|Neut|Dat|Pl	6	det	_	_
6	Worten	Wort	N	NN	Neut|Dat|Pl	4	pn	_	_
7	:	\:	$	$.	_	0	root	_	_
8	›	›	F	FM	_	0	root	_	_
9	So	so	A	ADV	_	10	adv	_	_
10	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
11	er	er	P	PPER	3|Sg|Masc|Nom	10	subj	25	25
12	die	die	A	ART	Def|Fem|Nom|Sg	14	det	_	_
13	gnädigste	gnädig	A	ADJA	Sup|Fem|Nom|Sg|_|	14	attr	_	_
14	Straf	Straf	N	NN	Fem|Nom|Sg	15	subj	_	_
15	kriegt	kriegen	V	VVFIN	3|Sg|Pres|Ind	10	s	_	_
16	,	,	$	$,	_	0	root	_	_
17	fünf	fünf	C	CARD	_	0	root	_	_
18	Tag	Tag	N	NN	_|_|Sg	0	root	_	_
19	Mittelarrest	Mittelarrest	N	NN	_|_|Sg	18	app	_	_
20	.	.	$	$.	_	0	root	_	_

1	Nacher	Nacher	N	NN	Masc|_|Sg	0	root	26	26
2	muß	müssen	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
3	er	er	P	PPER	3|Sg|Masc|Nom	2	subj	26	26
4	seine	seine	A	PPOSAT	Fem|_|Pl	7	det	26	26
5	zwei	zwei	C	CARD	_	7	attr	_	_
6	letzten	letzte	A	ADJA	Pos|Fem|_|Pl|Wk|	7	attr	_	_
7	Tagschichten	Tagschicht	N	NN	Fem|_|Pl	8	grad	_	_
8	noch	noch	A	ADV	_	9	adv	_	_
9	ausdienen	ausdienen	V	VVINF	_	2	aux	_	_
10	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	3	koord	_	_
2	mich	ich	P	PPER	1|Sg|_|Acc	3	obja	27	27
3	laßt	laßt	V	VVFIN	_	0	root	_	_
4	'	'	$	$(	_	0	root	_	_
5	s	s	P	PPER	_|_|_|Dat	3	objd	26	26
6	net	net	A	ADV	_	3	adv	_	_
7	fort	fort	P	PTKVZ	_	3	avz	_	_
8	aus	aus	P	APPR	Dat	3	pp	_	_
9	der	die	A	ART	Def|Fem|Dat|Sg	10	det	_	_
10	Stadt	Stadt	N	NN	Fem|Dat|Sg	8	pn	_	_
11	,	,	$	$,	_	0	root	_	_
12	ich	ich	P	PPER	1|Sg|_|Nom	13	subj	27	27
13	muß	müssen	V	VMFIN	1|Sg|Pres|Ind	3	kon	_	_
14	drauf	drauf	P	PROAV	_	15	pp	_	_
15	warten	warten	V	VVINF	_	13	aux	_	_
16	,	,	$	$,	_	0	root	_	_
17	bis	bis	K	KOUS	_	0	root	_	_
18	er	er	P	PPER	3|Sg|Masc|Nom	0	root	26	26
19	frei	frei	A	ADJD	Pos|	0	root	_	_
20	is	is	F	FM	_	0	root	_	_
21	,	,	$	$,	_	0	root	_	_
22	daß	daß	K	KOUS	_	26	konj	_	_
23	wir	wir	P	PPER	1|Pl|_|Nom	26	subj	_	_
24	mitanander	mitanander	A	ADJD	_	26	adv	_	_
25	heimzu	heimzu	A	ADJD	Pos|	26	adv	_	_
26	können	können	V	VMFIN	1|Pl|Pres|_	0	root	_	_
27	.	.	$	$.	_	0	root	_	_
28	‹	‹	F	FM	_	0	root	_	_

1	Vor	vor	P	APPR	_	3	pp	_	_
2	Freude	Freude	N	NN	Fem|_|Sg	1	pn	28	28
3	glänzte	glänzen	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	das	die	A	ART	Def|Neut|Nom|Sg	5	det	29	29
5	Gesicht	Gesicht	N	NN	Neut|Nom|Sg	3	subj	29	29
6	der	die	A	ART	Def|Fem|Gen|Sg	7	det	6	6
7	Bäuerin	Bäuerin	N	NN	Fem|Gen|Sg	5	gmod	6	6
8	,	,	$	$,	_	0	root	_	_
9	als	als	K	KOUS	_	16	konj	_	_
10	sie	sie	P	PPER	3|Sg|Fem|Nom	16	subj	28	28
11	diesen	diese	A	PDAT	Masc|Acc|Sg	12	det	25	25
12	Brief	Brief	N	NN	Masc|Acc|Sg	16	obja	25	25
13	in	in	P	APPR	Acc	16	objp	_	_
14	Veverls	Veverls	N	NE	_|Gen|_	15	gmod	41	41
15	Hände	Hand	N	NN	Fem|Acc|Pl	13	pn	_	_
16	legte	legen	V	VVFIN	3|Sg|Past|_	3	neb	_	_
17	.	.	$	$.	_	0	root	_	_

1	Unter	unter	P	APPR	_	3	pp	_	_
2	Zittern	Zittern	N	NN	Neut|_|Sg	1	pn	_	_
3	begann	beginnen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
4	das	die	A	ART	Def|Neut|Nom|Sg	5	det	46	46
5	Mädel	Mädel	N	NN	Neut|Nom|Sg	3	subj	46	46
6	zu	zu	P	PTKZU	_	7	part	_	_
7	lesen	lesen	V	VVINF	_	3	obji	_	_
8	und	und	K	KON	_	3	kon	_	_
9	brach	brechen	V	VVFIN	_|Sg|Past|Ind	8	cj	_	_
10	in	in	P	APPR	_	9	pp	_	_
11	Schluchzen	Schluchzen	N	NN	Neut|_|Sg	10	pn	_	_
12	aus	aus	P	PTKVZ	_	9	avz	_	_
13	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Aber	aber	K	KON	_	0	root	_	_
3	Veverl	Veverl	N	NE	_	2	cj	20	20
4	,	,	$	$,	_	0	root	_	_
5	mußt	müssen	V	VMFIN	2|Sg|Pres|Ind	0	root	_	_
6	doch	doch	A	ADV	_	7	adv	_	_
7	auslesen	auslesen	V	VVINF	_	5	aux	_	_
8	!	!	$	$.	_	0	root	_	_
9	«	«	$	$(	_	0	root	_	_
10	lachte	lachen	V	VVFIN	3|Sg|Past|_	0	root	_	_
11	die	die	A	ART	Def|Fem|Nom|Sg	12	det	22	22
12	Mariann	Mariann	N	NN	Fem|Nom|Sg	10	subj	22	22
13	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Schau	Schau	N	NN	Fem|_|Sg	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	ganz	ganz	A	ADV	_	5	adv	_	_
5	unten	unten	A	ADV	_	6	adv	_	_
6	am	an	P	APPRART	Dat	8	pp	_	_
7	Briefl	Briefl	N	NN	_|Dat|_	6	pn	_	_
8	steht	stehen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
9	noch	noch	A	ADV	_	8	adv	_	_
10	ebbes	ebbes	F	FM	_|Nom|Sg	8	subj	_	_
11	aufgschrieben	aufgschrieben	F	FM	_|Nom|Sg	10	app	_	_
12	.	.	$	$.	_	0	root	_	_
13	«	«	$	$(	_	0	root	_	_

1	Das	die	A	ART	Def|Neut|Nom|Sg	2	det	20	20
2	Veverl	Veverl	N	NN	Neut|Nom|Sg	3	subj	20	20
3	guckte	gucken	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	unter	unter	P	APPR	_	3	pp	_	_
5	Zährengetröpfel	Zährengetröpfel	N	NN	Neut|_|Sg	4	pn	_	_
6	in	in	P	APPR	Acc	3	objp	_	_
7	den	die	A	ART	Def|Masc|Acc|Sg	8	det	25	25
8	Brief	Brief	N	NN	Masc|Acc|Sg	6	pn	25	25
9	und	und	K	KON	_	3	kon	_	_
10	las	lesen	V	VVFIN	_|Sg|Past|Ind	9	cj	_	_
11	:	\:	$	$.	_	0	root	_	_
12	»	»	$	$(	_	0	root	_	_
13	Gelt	Gelt	N	NE	_	0	root	_	_
14	,	,	$	$,	_	0	root	_	_
15	Mariann	Mariann	N	NE	_	13	app	_	_
16	,	,	$	$,	_	0	root	_	_
17	schau	schau	A	ADJD	Pos|	19	adv	_	_
18	Deine	deine	A	PPOSAT	_|_|_	19	det	_	_
19	Kästen	Kasten	N	NN	_|_|_	0	root	_	_
20	nach	nach	P	PTKVZ	_	0	root	_	_
21	,	,	$	$,	_	0	root	_	_
22	ich	ich	P	PPER	1|Sg|_|Nom	0	root	30	30
23	mein	meine	A	PPOSAT	_|_|Sg	0	root	30	30
24	'	'	$	$(	_	0	root	_	_
25	,	,	$	$,	_	0	root	_	_
26	es	es	P	PPER	3|Sg|Neut|Nom	27	subj	_	_
27	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
28	bald	bald	A	ADV	_	30	adv	_	_
29	Hochzeit	Hochzeit	N	NN	Fem|_|Sg	30	obja	_	_
30	geben	geben	V	VVINF	_	27	aux	_	_
31	im	in	P	APPRART	Dat	30	pp	_	_
32	Finkenhof	Finkenhof	N	NN	Masc|Dat|Sg	31	pn	4	4
33	.	.	$	$.	_	0	root	_	_
34	«	«	$	$(	_	0	root	_	_
35	In	in	P	APPR	Dat	38	pp	_	_
36	scheuem	scheu	A	ADJA	Pos|Masc|Dat|Sg|St|	37	attr	_	_
37	Schreck	Schreck	N	NN	Masc|Dat|Sg	35	pn	_	_
38	hob	heben	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
39	Veverl	Veverl	N	NE	_|Nom|Sg	38	subj	20	20
40	die	die	A	ART	Def|Neut|_|Pl	41	det	31	31
41	Augen	Auge	N	NN	Neut|_|Pl	38	obja	31	31
42	.	.	$	$.	_	0	root	_	_

1	Als	Als	K	KOUS	_	0	root	_	_
2	sie	sie	P	PPER	3|_|_|_	0	root	20	20
3	den	die	A	ART	Def|Masc|Acc|Sg	6	det	_	_
4	heiter	heiter	A	ADJD	Pos|	5	adv	_	_
5	zwinkernden	zwinkernd	A	ADJA	Pos|Masc|Acc|Sg|_|<PPRES	6	attr	_	_
6	Blick	Blick	N	NN	Masc|Acc|Sg	0	root	_	_
7	der	die	A	ART	Def|_|Gen|_	8	det	18	18
8	Mariann	Mariann	N	NN	_|Gen|_	6	gmod	18	18
9	gewahrte	gewahrt	A	ADJA	Pos|_|_|_|_|	0	root	_	_
10	,	,	$	$,	_	0	root	_	_
11	färbten	färben	V	VVFIN	3|Pl|Past|_	0	root	_	_
12	sich	sie	P	PRF	3|_|_	11	obja	_	_
13	ihre	ihre	A	PPOSAT	Fem|Nom|Pl	14	det	18	18
14	Wangen	Wange	N	NN	Fem|Nom|Pl	11	subj	_	_
15	mit	mit	P	APPR	Dat	11	pp	_	_
16	glühendem	glühend	A	ADJA	Pos|Neut|Dat|Sg|St|<PPRES	17	attr	_	_
17	Rot	Rot	N	NN	Neut|Dat|Sg	15	pn	_	_
18	.	.	$	$.	_	0	root	_	_

1	Von	von	P	APPR	_	5	pp	_	_
2	dieser	diese	A	PDAT	Fem|_|Sg	3	det	_	_
3	Stunde	Stunde	N	NN	Fem|_|Sg	1	pn	_	_
4	an	an	P	PTKVZ	_	5	avz	_	_
5	blühte	blühen	V	VVFIN	3|Sg|Past|_	0	root	_	_
6	das	die	A	ART	Def|Neut|Nom|Sg	7	det	20	20
7	Veverl	Veverl	N	NN	Neut|Nom|Sg	5	subj	20	20
8	auf	auf	P	PTKVZ	_	5	avz	_	_
9	wie	wie	K	KOKOM	_	5	kom	_	_
10	eine	eine	A	ART	Indef|Fem|_|Sg	11	det	_	_
11	Rose	Rose	N	NN	Fem|_|Sg	9	cj	_	_
12	unter	unter	P	APPR	Dat	5	pp	_	_
13	der	die	A	ART	Def|Fem|Dat|Sg	14	det	_	_
14	Junisonne	Junisonne	N	NN	Fem|Dat|Sg	12	pn	_	_
15	.	.	$	$.	_	0	root	_	_

1	Mit	mit	P	APPR	Dat	6	pp	_	_
2	aller	alle	A	PIDAT	Fem|Dat|Sg	3	det	32	32
3	Innigkeit	Innigkeit	N	NN	Fem|Dat|Sg	1	pn	32	32
4	ihres	ihre	A	PPOSAT	Neut|Gen|Sg	5	det	32	32
5	Wesens	Wesen	N	NN	Neut|Gen|Sg	3	gmod	_	_
6	umschlang	umschlingen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
7	sie	sie	P	PPER	3|Sg|Fem|Nom	6	subj	32	32
8	den	die	A	ART	Def|Masc|Acc|Sg	10	det	33	33
9	köstlichen	köstlich	A	ADJA	Pos|Masc|Acc|Sg|_|	10	attr	33	33
10	Besitz	Besitz	N	NN	Masc|Acc|Sg	6	obja	33	33
11	,	,	$	$,	_	0	root	_	_
12	den	die	P	PRELS	Masc|Acc|Sg	0	root	33	33
13	ihr	ihre	A	PPOSAT	_|_|Sg	14	det	32	32
14	Herz	Herz	N	NN	_|_|Sg	15	obja	_	_
15	gefunden	finden	V	VVPP	_	0	root	_	_
16	und	und	K	KON	_	15	kon	_	_
17	erworben	erwerben	V	VVPP	_	16	cj	_	_
18	,	,	$	$,	_	0	root	_	_
19	während	während	K	KOUS	_	35	konj	_	_
20	jene	jene	A	PDAT	Fem|Nom|Sg	22	det	34	34
21	traumhafte	traumhaft	A	ADJA	Pos|Fem|Nom|Sg|_|	22	attr	34	34
22	Welt	Welt	N	NN	Fem|Nom|Sg	35	subj	34	34
23	,	,	$	$,	_	0	root	34	34
24	in	in	P	APPR	Dat	28	pp	34	34
25	der	die	P	PRELS	Fem|Dat|Sg	24	pn	34	34
26	sie	sie	P	PPER	3|Sg|Fem|Nom	31	subj	32	32
27	bislang	bislang	A	ADV	_	28	adv	_	_
28	gelebt	leben	V	VVPP	_	31	aux	_	_
29	und	und	K	KON	_	28	kon	_	_
30	geatmet	atmen	V	VVPP	_	29	cj	_	_
31	hatte	haben	V	VAFIN	3|Sg|Past|Ind	22	rel	_	_
32	,	,	$	$,	_	0	root	_	_
33	in	in	P	APPR	Acc	35	pp	_	_
34	Trümmer	Trumm	N	NN	_|Acc|Pl	33	pn	_	_
35	brach	brechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
36	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|_|Sg	2	det	_	_
2	Königsblume	Königsblume	N	NN	Fem|_|Sg	0	root	_	_
3	ohne	ohne	P	APPR	Acc	2	pp	_	_
4	Macht	Macht	N	NN	Fem|Acc|Sg	3	pn	_	_
5	und	und	K	KON	_	4	kon	_	_
6	Geheimnis	Geheimnis	N	NN	Neut|Acc|Sg	5	cj	_	_
7	!	!	$	$.	_	0	root	_	_

1	Kein	keine	A	PIAT	Masc|Nom|Sg	2	det	_	_
2	Edelweißkönig	Edelweißkönig	N	NN	Masc|Nom|Sg	0	root	_	_
3	!	!	$	$.	_	0	root	_	_

1	Kein	keine	A	PIAT	_|_|Sg	2	det	_	_
2	Alfenreich	Alfenreich	N	NN	_|_|Sg	0	root	_	_
3	!	!	$	$.	_	0	root	_	_

1	Nicht	nicht	P	PTKNEG	_	2	adv	36	36
2	Wunder	Wunder	N	NN	Masc|_|_	0	root	36	36
3	noch	noch	A	ADV	_	4	adv	36	36
4	Zauber	Zauber	N	NN	Masc|_|_	2	app	36	36
5	!	!	$	$.	_	0	root	_	_

1	Alles	alle	P	PIS	Neut|_|Sg	0	root	_	_
2	nur	nur	A	ADV	_	4	adv	_	_
3	greifbare	greifbar	A	ADJA	Pos|Fem|_|Sg|_|	4	attr	_	_
4	Wirklichkeit	Wirklichkeit	N	NN	Fem|_|Sg	1	app	_	_
5	!	!	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	der	die	A	ART	Def|_|_|_	3	det	13	13
3	Dori	Dori	N	NN	_|_|_	1	cj	13	13
4	dahin	dahin	A	ADV	_	3	adv	13	13
5	,	,	$	$,	_	0	root	13	13
6	trotz	trotz	P	APPR	_	3	pp	13	13
7	der	die	A	ART	Def|Fem|_|Sg	8	det	35	35
8	Sühne	Sühne	N	NN	Fem|_|Sg	6	pn	13	13
9	,	,	$	$,	_	0	root	_	_
10	die	die	P	PRELS	_|_|_	0	root	35	35
11	er	er	P	PPER	3|Sg|Masc|Nom	12	subj	36	36
12	geleistet	leisten	V	VVPP	_	0	root	_	_
13	,	,	$	$,	_	0	root	_	_
14	trotz	trotz	P	APPR	_	12	pp	_	_
15	der	die	A	ART	Def|Fem|_|Sg	17	det	37	37
16	heiligen	heilig	A	ADJA	Pos|Fem|_|Sg|Wk|	17	attr	37	37
17	Bannwurzel	Bannwurzel	N	NN	Fem|_|Sg	14	pn	37	37
18	,	,	$	$,	_	0	root	_	_
19	die	die	P	PRELS	_|_|_	0	root	37	37
20	er	er	P	PPER	3|Sg|Masc|Nom	24	subj	36	36
21	um	um	P	APPR	Acc	24	objp	_	_
22	den	die	A	ART	Def|Masc|Acc|Sg	23	det	_	_
23	Hals	Hals	N	NN	Masc|Acc|Sg	21	pn	_	_
24	getragen	tragen	V	VVPP	_	0	root	_	_
25	!	!	$	$.	_	0	root	_	_

1	Jeder	jede	P	PIS	Masc|Nom|Sg	4	subj	_	_
2	dieser	diese	A	PDAT	Masc|Gen|Pl	3	det	_	_
3	Gedanken	Gedanke	N	NN	Masc|Gen|Pl	1	gmod	_	_
