1	Ihr	ihre	A	PPOSAT	Neut|Nom|Sg	2	det	7	7
4	Wohlthat	Wohlthat	N	NN	Masc|Nom|Sg	2	app	_	_
5	über	über	P	APPR	_	4	pp	_	_
6	Wohlthat	Wohlthat	N	NE	_|_|_	5	pn	_	_
7	in	in	P	APPR	Dat	6	pp	_	_
8	der	die	A	ART	Def|Fem|Dat|Sg	10	det	969	969
9	ganzen	ganz	A	ADJA	Pos|Fem|Dat|Sg|Wk|	10	attr	969	969
10	Gegend	Gegend	N	NN	Fem|Dat|Sg	7	pn	969	969
11	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	4	4
2	beglückt	beglücken	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	die	die	A	ART	Def|_|_|_	4	det	_	_
4	Armen	arm	A	ADJA	_|_|Pl	2	obja	_	_
5	und	und	K	KON	_	0	root	_	_
6	berathet	berathet	T	TRUNC	_	0	root	_	_
7	die	die	A	ART	Def|_|_|Pl	8	det	_	_
8	Reichen	Reich	N	NN	_|_|Pl	0	root	_	_
9	;	;	$	$.	_	0	root	_	_
10	er	er	P	PPER	3|Sg|Masc|Nom	11	subj	4	4
11	beschützt	beschützen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
12	die	die	A	ART	Def|_|_|_	13	det	_	_
13	Schwachen	schwach	A	ADJA	_|_|Pl	11	obja	_	_
14	und	und	K	KON	_	11	kon	_	_
15	bedroht	bedrohen	V	VVFIN	_|_|Pres|Ind	14	cj	_	_
16	die	die	A	ART	Def|_|_|Pl	17	det	_	_
17	Mächtigen	Mächtige	N	NN	_|_|Pl	15	obja	_	_
18	;	;	$	$.	_	0	root	_	_
19	der	die	A	ART	Def|Masc|Nom|Sg	20	det	_	_
20	Gute	Gut	N	NN	Masc|Nom|Sg	21	subj	_	_
21	hofft	hoffen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
22	auf	auf	P	APPR	Acc	21	objp	_	_
23	ihn	er	P	PPER	3|Sg|Masc|Acc	22	pn	4	4
24	,	,	$	$,	_	0	root	_	_
25	und	und	K	KON	_	21	kon	_	_
26	der	die	A	ART	Def|Masc|Nom|Sg	27	det	_	_
27	Böse	Böse	N	NN	Masc|Nom|Sg	28	subj	_	_
28	zittert	zittern	V	VVFIN	3|Sg|Pres|Ind	25	cj	_	_
29	vor	vor	P	APPR	Dat	28	pp	_	_
30	ihm	er	P	PPER	3|Sg|_|Dat	29	pn	4	4
31	.	.	$	$.	_	0	root	_	_

1	Wenn	wenn	K	KOUS	_	5	konj	_	_
2	ich	ich	P	PPER	1|Sg|_|Nom	5	subj	410	410
3	den	die	A	ART	Def|Masc|Acc|Sg	4	det	409	409
4	Vater	Vater	N	NN	Masc|Acc|Sg	5	obja	409	409
5	bitte	bitten	V	VVFIN	1|Sg|Pres|_	13	neb	_	_
6	,	,	$	$,	_	0	root	_	_
7	Dich	Dich	N	NN	_	10	obja	12	12
8	frei	frei	A	ADJD	Pos|	10	pred	_	_
9	zu	zu	P	PTKZU	_	10	part	_	_
10	geben	geben	V	VVINF	_	5	obji	_	_
11	,	,	$	$,	_	0	root	_	_
12	so	so	A	ADV	_	13	adv	_	_
13	verlacht	verlachen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
14	er	er	P	PPER	3|Sg|Masc|Nom	13	subj	409	409
15	mich	ich	P	PPER	1|Sg|_|Acc	13	obja	410	410
16	;	;	$	$.	_	0	root	_	_
17	wenn	wenn	K	KOUS	_	0	root	_	_
18	es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
19	ihm	er	P	PPER	3|Sg|_|Dat	0	root	409	409
20	aber	aber	A	ADV	_	22	adv	411	411
21	der	die	A	ART	Def|Masc|Nom|Sg	22	det	411	411
22	Geist	Geist	N	NN	Masc|Nom|Sg	0	root	411	411
23	gebietet	gebietet	N	NE	Masc|Nom|Sg	22	app	411	411
24	,	,	$	$,	_	0	root	_	_
25	so	so	A	ADV	_	26	adv	_	_
26	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
27	er	er	P	PPER	3|Sg|Masc|Nom	26	subj	409	409
28	gehorchen	gehorchen	V	VVINF	_	0	root	_	_
29	;	;	$	$.	_	0	root	_	_
30	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Warst	sein	V	VAFIN	2|Sg|Past|Ind	0	root	_	_
3	auch	auch	A	ADV	_	4	adv	_	_
4	Du	du	P	PPER	2|Sg|_|Nom	2	subj	412	412
5	einmal	einmal	A	ADV	_	2	adv	_	_
6	des	die	A	ART	Def|_|Gen|Sg	7	det	414	414
7	Nachts	Nachts	N	NN	_|Gen|Sg	2	objg	414	414
8	oben	oben	A	ADV	_	7	adv	414	414
9	bei	bei	P	APPR	Dat	2	pp	_	_
10	der	die	A	ART	Def|Fem|Dat|Sg	11	det	400	400
11	Höhle	Höhle	N	NN	Fem|Dat|Sg	9	pn	400	400
12	?	?	$	$.	_	0	root	_	_
13	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Mehrere	mehrere	A	PIAT	Neut|_|Pl	3	det	_	_
3	Male	Mal	N	NN	Neut|_|Pl	0	root	_	_
4	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	410	410
2	habe	haben	V	VAFIN	1|Sg|Pres|_	0	root	_	_
3	für	für	P	APPR	Acc	8	pp	_	_
4	meine	meine	A	PPOSAT	Fem|Acc|Sg	5	det	410	410
5	Mutter	Mutter	N	NN	Fem|Acc|Sg	3	pn	_	_
6	und	und	K	KON	_	5	kon	_	_
7	Schwester	Schwester	N	NN	Fem|Acc|Sg	6	cj	_	_
8	gebeten	bitten	V	VVPP	_	2	aux	_	_
9	.	.	$	$.	_	0	root	_	_
10	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Wurde	werden	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
3	Deine	deine	A	PPOSAT	Fem|Nom|Sg	4	det	412	412
4	Bitte	Bitte	N	NN	Fem|Nom|Sg	2	subj	_	_
5	erfüllt	erfüllen	V	VVPP	_	2	aux	_	_
6	?	?	$	$.	_	0	root	_	_
7	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Ja	ja	P	PTKANT	_	0	root	_	_
3	.	.	$	$.	_	0	root	_	_
4	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Wer	wer	P	PWS	_|Nom|Sg	3	subj	_	_
3	brachte	bringen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
4	Dir	du	P	PPER	2|Sg|_|Dat	3	objd	412	412
5	die	die	A	ART	Def|Fem|_|Sg	6	det	413	413
6	Erfüllung	Erfüllung	N	NN	Fem|_|Sg	3	obja	413	413
7	?	?	$	$.	_	0	root	_	_
8	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Die	die	A	ART	Def|Neut|_|Pl	4	det	_	_
3	ersten	erst	A	ADJA	_|Neut|_|Pl|Wk|	4	attr	_	_
4	Male	Mal	N	NN	Neut|_|Pl	5	zeit	_	_
5	kam	kommen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
6	es	es	P	PPER	3|Sg|Neut|Nom	5	subj	_	_
7	des	die	A	ART	Def|_|Gen|Sg	8	det	414	414
8	Nachts	Nachts	N	NN	_|Gen|Sg	0	root	414	414
9	,	,	$	$,	_	0	root	_	_
10	und	und	K	KON	_	0	root	_	_
11	ich	ich	P	PPER	1|Sg|_|Nom	12	subj	415	415
12	konnte	können	V	VMFIN	1|Sg|Past|Ind	10	cj	_	_
13	nichts	nichts	P	PIS	_	14	obja	_	_
14	sehen	sehen	V	VVINF	_	12	aux	_	_
15	;	;	$	$.	_	0	root	_	_
16	beim	bei	P	APPRART	Dat	20	pp	_	_
17	letzten	letzte	A	ADJA	Pos|Neut|Dat|Sg|Wk|	18	attr	_	_
18	Male	Mal	N	NN	Neut|Dat|Sg	16	pn	_	_
19	aber	aber	A	ADV	_	18	adv	_	_
20	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
21	es	es	P	PPER	3|Sg|Neut|Nom	20	subj	_	_
22	Marah	Marah	N	NE	_|Nom|_	20	pred	207	207
23	Durimeh	Durimeh	N	NE	_|Nom|_	22	app	207	207
24	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	2	det	355	355
2	Geist	Geist	N	NN	Masc|Nom|Sg	3	subj	355	355
3	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
4	ihr	ihr	P	PPER	3|Sg|Fem|Dat	5	objd	413	413
5	erschienen	erscheinen	V	VVPP	_	3	aux	_	_
6	und	und	K	KON	_	3	kon	_	_
7	hatte	haben	V	VAFIN	_|Sg|Past|Ind	6	cj	_	_
8	sie	sie	P	PPER	3|_|_|_	11	obja	413	413
9	zu	zu	P	APPR	Dat	11	pp	_	_
10	mir	ich	P	PPER	1|Sg|_|Dat	9	pn	415	415
11	gesandt	senden	V	VVPP	_	7	aux	_	_
12	.	.	$	$.	_	0	root	_	_
13	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	So	so	A	ADV	_	3	adv	_	_
3	kennst	kennen	V	VVFIN	2|Sg|Pres|Ind	0	root	_	_
4	Du	du	P	PPER	2|Sg|_|Nom	3	subj	412	412
5	Marah	Marah	N	NE	_	3	obja	207	207
6	Durimeh	Durimeh	N	NE	_	5	app	207	207
7	?	?	$	$.	_	0	root	_	_
8	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Ich	ich	P	PPER	1|Sg|_|Nom	3	subj	415	415
3	kenne	kennen	V	VVFIN	1|Sg|Pres|_	0	root	_	_
4	sie	sie	P	PPER	3|_|_|_	3	obja	207	207
5	,	,	$	$,	_	0	root	_	_
6	seit	seit	K	KOUS	_	8	konj	_	_
7	ich	ich	P	PPER	1|Sg|_|Nom	8	subj	415	415
8	lebe	leben	V	VVFIN	1|Sg|Pres|_	3	neb	_	_
9	.	.	$	$.	_	0	root	_	_
10	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Sie	sie	P	PPER	3|Sg|Fem|Nom	3	subj	207	207
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	wohl	wohl	A	ADV	_	3	adv	_	_
5	oft	oft	A	ADV	_	3	adv	_	_
6	bei	bei	P	APPR	Dat	3	pp	_	_
7	Euch	ihr	P	PPER	2|Pl|_|Dat	6	pn	_	_
8	?	?	$	$.	_	0	root	_	_
9	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Ja	ja	P	PTKANT	_	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	Herr	Herr	N	NN	Masc|_|Sg	0	root	18	18
5	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	dann	dann	A	ADV	_	3	adv	_	_
3	gehe	gehen	V	VVFIN	1|Sg|Pres|_	1	cj	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	3	subj	415	415
5	mit	mit	P	APPR	Dat	3	pp	_	_
6	ihr	ihr	P	PPER	3|Sg|Fem|Dat	5	pn	207	207
7	auf	auf	P	APPR	Acc	3	objp	_	_
8	die	die	A	ART	Def|Masc|Acc|Pl	9	det	416	416
9	Berge	Berg	N	NN	Masc|Acc|Pl	7	pn	416	416
10	,	,	$	$,	_	0	root	_	_
11	um	um	K	KOUI	_	14	konj	_	_
12	Kräuter	Kraut	N	NN	Neut|_|Pl	14	obja	_	_
13	zu	zu	P	PTKZU	_	14	part	_	_
14	sammeln	sammeln	V	VVINF	_	3	neb	_	_
15	,	,	$	$,	_	0	root	_	_
16	oder	oder	K	KON	_	3	kon	_	_
17	wir	wir	P	PPER	1|Pl|_|Nom	18	subj	_	_
18	besuchen	besuchen	V	VVFIN	1|Pl|Pres|_	16	cj	_	_
19	die	die	A	ART	Def|_|_|Pl	20	det	_	_
20	Kranken	Kranke	N	NN	_|_|Pl	18	obja	_	_
21	,	,	$	$,	_	0	root	_	_
22	welche	welche	P	PIS	_|Nom|Pl	25	subj	_	_
23	ihrer	ihre	A	PPOSAT	Fem|Gen|Sg	24	det	416	416
24	Hülfe	Hülfe	N	NN	Fem|Gen|Sg	22	gmod	_	_
25	bedürfen	bedürfen	V	VMFIN	3|Pl|Pres|_	18	kon	_	_
26	.	.	$	$.	_	0	root	_	_
27	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Wo	Wo	P	PWAV	_	3	adv	_	_
3	wohnt	wohnen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
4	sie	sie	P	PPER	3|Sg|Fem|Nom	3	subj	207	207
5	?	?	$	$.	_	0	root	_	_
6	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Niemand	niemand	P	PIS	_|Nom|Sg	3	subj	_	_
3	weiß	wissen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
4	es	es	P	PPER	3|Sg|Neut|_	3	expl	_	_
5	.	.	$	$.	_	0	root	_	_

1	Vielleicht	vielleicht	A	ADV	_	2	adv	_	_
2	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	sie	sie	P	PPER	3|Sg|Fem|Nom	2	subj	207	207
4	nirgends	nirgends	A	ADV	_	2	adv	_	_
5	eine	eine	A	ART	Indef|Fem|_|Sg	6	det	_	_
6	Wohnung	Wohnung	N	NN	Fem|_|Sg	2	obja	_	_
7	,	,	$	$,	_	0	root	_	_
8	aber	aber	K	KON	_	2	kon	_	_
9	sie	sie	P	PPER	3|Sg|Fem|Nom	10	subj	207	207
10	ist	sein	V	VAFIN	3|Sg|Pres|Ind	8	cj	_	_
11	in	in	P	APPR	Dat	10	pp	_	_
12	jedem	jede	A	PIAT	Neut|Dat|Sg	13	det	417	417
13	Hause	Haus	N	NN	Neut|Dat|Sg	11	pn	417	417
14	willkommen	willkommen	A	ADJD	Pos|	10	pred	417	417
15	,	,	$	$,	_	0	root	417	417
16	in	in	P	APPR	Acc	19	objp	417	417
17	das	die	P	PRELS	Neut|Acc|Sg	16	pn	417	417
18	sie	sie	P	PPER	3|Sg|Fem|Nom	19	subj	207	207
19	kommt	kommen	V	VVFIN	3|Sg|Pres|Ind	13	rel	_	_
20	.	.	$	$.	_	0	root	_	_
21	«	«	$	$(	_	0	root	_	_

