1	Vorzeiten	Vorzeit	N	NN	Fem|_|Pl	0	root	3	3
19	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Wonach	Wonach	N	NE	_	3	obja	_	_
3	horchst	horchen	V	VVFIN	2|Sg|Pres|Ind	0	root	_	_
4	du	du	P	PPER	2|Sg|_|Nom	3	subj	16	16
5	so	so	A	ADV	_	6	adv	_	_
6	aufmerksam	aufmerksam	A	ADJD	Pos|	3	adv	_	_
7	?	?	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	Ich	ich	P	PPER	1|Sg|_|Nom	4	subj	12	12
4	horche	horchen	V	VVFIN	1|Sg|Pres|_	0	root	_	_
5	nach	nach	P	APPR	Dat	4	pp	_	_
6	dem	die	P	PDS	Neut|Dat|Sg	5	pn	_	_
7	,	,	$	$,	_	0	root	_	_
8	was	was	P	PRELS	Neut|Nom|Sg	14	subj	_	_
9	eben	eben	A	ADV	_	14	adv	_	_
10	in	in	P	APPR	Dat	14	pp	_	_
11	der	die	A	ART	Def|Fem|Dat|Sg	12	det	_	_
12	Welt	Welt	N	NN	Fem|Dat|Sg	10	pn	_	_
13	sich	sie	P	PRF	3|_|_	14	obja	_	_
14	zuträgt	zutragen	V	VVFIN	3|Sg|Pres|Ind	6	rel	_	_
15	,	,	$	$,	_	0	root	_	_
16	denn	denn	K	KON	_	14	kon	_	_
17	meinen	meine	A	PPOSAT	Neut|Dat|Pl	18	det	12	12
18	Ohren	Ohr	N	NN	Neut|Dat|Pl	19	objd	73	73
19	entgeht	entgehen	V	VVFIN	3|Sg|Pres|Ind	16	cj	_	_
20	nichts	nichts	P	PIS	_|Nom|Sg	19	subj	_	_
21	,	,	$	$,	_	0	root	_	_
22	das	die	A	ART	Def|Neut|_|Sg	23	det	_	_
23	Gras	Gras	N	NN	Neut|_|Sg	4	obja	_	_
24	sogar	sogar	A	ADV	_	4	adv	_	_
25	hör	hören	V	VVIMP	Sg	0	root	_	_
26	ich	ich	P	PPER	1|Sg|_|Nom	0	root	12	12
27	wachsen	wachsen	V	VVINF	_	0	root	_	_
28	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Fragte	fragen	V	VVFIN	_|Sg|Past|_	0	root	_	_
3	der	die	A	ART	Def|Masc|Nom|Sg	4	det	5	5
4	Königssohn	Königssohn	N	NN	Masc|Nom|Sg	6	subj	5	5
5	'	'	$	$(	_	0	root	_	_
6	sage	sagen	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
7	mir	ich	P	PPER	1|Sg|_|Dat	6	objd	12	12
8	,	,	$	$,	_	0	root	_	_
9	was	was	P	PWS	Neut|_|Sg	10	obja	_	_
10	hörst	hören	V	VVFIN	2|Sg|Pres|Ind	6	objc	_	_
11	du	du	P	PPER	2|Sg|_|Nom	10	subj	16	16
12	am	an	P	APPRART	Dat	10	pp	_	_
13	Hofe	Hof	N	NN	Masc|Dat|Sg	12	pn	_	_
14	der	die	A	ART	Def|Fem|Gen|Sg	16	det	18	18
15	alten	alt	A	ADJA	Pos|Fem|Gen|Sg|Wk|	16	attr	18	18
16	Königin	Königin	N	NN	Fem|Gen|Sg	13	gmod	18	18
17	,	,	$	$,	_	0	root	18	18
18	welche	welche	P	PRELS	Fem|Nom|Sg	22	subj	18	18
19	die	die	A	ART	Def|Fem|_|Sg	21	det	_	_
20	schöne	schön	A	ADJA	Pos|Fem|_|Sg|_|	21	attr	_	_
21	Tochter	Tochter	N	NN	Fem|_|Sg	22	obja	_	_
22	hat	haben	V	VAFIN	3|Sg|Pres|Ind	16	rel	_	_
23	?	?	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Da	da	A	ADV	_	3	adv	_	_
3	antwortete	antworten	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	er	er	P	PPER	3|Sg|Masc|Nom	3	subj	5	5
5	'	'	$	$(	_	0	root	_	_
6	ich	ich	P	PPER	1|Sg|_|Nom	7	subj	12	12
7	höre	hören	V	VVFIN	1|Sg|Pres|_	3	s	_	_
8	das	die	A	ART	Def|Neut|_|Sg	9	det	19	19
9	Schwert	Schwert	N	NN	Neut|_|Sg	10	obja	19	19
10	sausen	sausen	V	VVINF	_	7	obji	_	_
11	,	,	$	$,	_	0	root	_	_
12	das	die	P	PRELS	Neut|Nom|Sg	17	subj	19	19
13	einem	eine	A	ART	Indef|Masc|Dat|Sg	14	det	_	_
14	Freier	Freier	N	NN	Masc|Dat|Sg	17	objd	_	_
15	den	die	A	ART	Def|Masc|Acc|Sg	16	det	21	21
16	Kopf	Kopf	N	NN	Masc|Acc|Sg	17	obja	21	21
17	abschlägt	abschlagen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
18	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Der	die	A	ART	Def|Masc|Nom|Sg	3	det	5	5
3	Königssohn	Königssohn	N	NN	Masc|Nom|Sg	4	subj	5	5
4	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
5	'	'	$	$(	_	0	root	_	_
6	ich	ich	P	PPER	1|Sg|_|Nom	7	subj	12	12
7	kann	können	V	VMFIN	1|Sg|Pres|Ind	4	s	_	_
8	dich	du	P	PRF	2|Sg|Acc	9	obja	_	_
9	brauchen	brauchen	V	VVINF	_	7	aux	_	_
10	,	,	$	$,	_	0	root	_	_
11	komm	kommen	V	VVIMP	Sg	0	root	_	_
12	mit	mit	P	APPR	Dat	11	pp	_	_
13	mir	ich	P	PPER	1|Sg|_|Dat	12	pn	12	12
14	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Da	da	A	ADV	_	3	adv	_	_
3	zogen	ziehen	V	VVFIN	3|Pl|Past|Ind	0	root	_	_
4	sie	sie	P	PPER	3|Pl|_|Nom	3	subj	20	20
5	weiter	weiter	A	ADV	_	3	adv	_	_
6	und	und	K	KON	_	3	kon	_	_
7	sahen	sehen	V	VVFIN	_|Pl|Past|Ind	6	cj	_	_
8	einmal	einmal	A	ADV	_	11	adv	87	87
9	ein	eine	A	ART	Indef|_|_|Sg	11	det	87	87
10	paar	paar	A	PIDAT	Masc|Nom|Pl	11	attr	87	87
11	Füße	Fuß	N	NN	Masc|Nom|Pl	13	subj	87	87
12	da	da	A	ADV	_	11	adv	87	87
13	liegen	liegen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
14	und	und	K	KON	_	13	kon	_	_
15	auch	auch	A	ADV	_	16	adv	_	_
16	etwas	etwas	P	PIS	Neut|Nom|Sg	24	subj	_	_
17	von	von	P	APPR	Dat	16	pp	_	_
18	den	die	A	ART	Def|Neut|Dat|Pl	19	det	_	_
19	Beinen	Bein	N	NN	Neut|Dat|Pl	17	pn	_	_
20	,	,	$	$,	_	0	root	_	_
21	aber	aber	K	KON	_	16	kon	_	_
22	das	die	A	ART	Def|Neut|Nom|Sg	23	det	_	_
23	Ende	Ende	N	NN	Neut|Nom|Sg	21	cj	_	_
24	konnten	können	V	VMFIN	_|Pl|Past|Ind	14	cj	_	_
25	sie	sie	P	PPER	3|_|_|_	27	obja	20	20
26	nicht	nicht	P	PTKNEG	_	27	adv	_	_
27	sehen	sehen	V	VVINF	_	24	aux	_	_
28	.	.	$	$.	_	0	root	_	_

1	Als	Als	K	KOUS	_	0	root	_	_
2	sie	sie	P	PPER	3|_|_|_	0	root	20	20
3	eine	eine	A	ART	Indef|Fem|_|Sg	5	det	_	_
4	gute	gut	A	ADJA	Pos|Fem|_|Sg|_|	5	attr	_	_
5	Strecke	Strecke	N	NN	Fem|_|Sg	0	root	_	_
6	fortgegangen	fortgehen	V	VVPP	_	7	aux	_	_
7	waren	sein	V	VAFIN	_|Pl|Past|Ind	0	root	_	_
8	,	,	$	$,	_	0	root	_	_
9	kamen	kommen	V	VVFIN	3|Pl|Past|Ind	0	root	_	_
10	sie	sie	P	PPER	3|Pl|_|Nom	9	subj	20	20
11	zu	zu	P	APPR	Dat	10	pp	_	_
12	dem	die	A	ART	Def|Masc|Dat|Sg	13	det	_	_
13	Leib	Leib	N	NN	Masc|Dat|Sg	11	pn	_	_
14	und	und	K	KON	_	11	kon	_	_
15	endlich	endlich	A	ADJD	Pos|	16	adv	_	_
16	auch	auch	A	ADV	_	14	cj	_	_
17	zu	zu	P	APPR	Dat	9	objp	_	_
18	dem	die	A	ART	Def|Masc|Dat|Sg	19	det	21	21
19	Kopf	Kopf	N	NN	Masc|Dat|Sg	17	pn	21	21
20	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Ei	Ei	N	NN	Neut|_|Sg	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	'	'	$	$(	_	0	root	_	_
5	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
6	der	die	A	ART	Def|Masc|Nom|Sg	7	det	5	5
7	Königssohn	Königssohn	N	NN	Masc|Nom|Sg	5	subj	5	5
8	,	,	$	$,	_	0	root	_	_
9	'	'	$	$(	_	0	root	_	_
10	was	was	P	PWS	Neut|Nom|Sg	11	subj	_	_
11	bist	sein	V	VAFIN	2|Sg|Pres|Ind	5	objc	_	_
12	du	du	P	PPER	2|Sg|_|Nom	11	pred	_	_
13	für	für	P	APPR	Acc	11	pp	_	_
14	ein	eine	A	ART	Indef|Masc|Nom|Sg	16	det	_	_
15	langer	lang	A	ADJA	Pos|Masc|Nom|Sg|St|	16	attr	_	_
16	Strick	Strick	N	NN	Masc|Nom|Sg	13	pn	_	_
17	!	!	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	O	O	N	NN	Neut|_|_	0	root	22	22
4	,	,	$	$,	_	0	root	_	_
5	'	'	$	$(	_	0	root	_	_
6	antwortete	antworten	V	VVFIN	3|Sg|Past|_	0	root	_	_
7	der	die	A	ART	Def|Masc|Nom|Sg	8	det	39	39
8	Lange	Lange	N	NN	Masc|Nom|Sg	6	subj	39	39
9	,	,	$	$,	_	0	root	_	_
10	'	'	$	$(	_	0	root	_	_
11	das	die	P	PDS	Neut|Nom|Sg	12	subj	_	_
12	ist	sein	V	VAFIN	3|Sg|Pres|Ind	6	kon	_	_
13	noch	noch	A	ADV	_	12	adv	_	_
14	gar	gar	A	ADV	_	15	adv	_	_
15	nichts	nichts	P	PIS	_|Nom|_	12	pred	_	_
16	,	,	$	$,	_	0	root	_	_
17	wenn	wenn	K	KOUS	_	23	konj	_	_
18	ich	ich	P	PPER	1|Sg|_|Nom	23	subj	5	5
19	meine	meine	A	PPOSAT	_|_|_	20	det	5	5
20	Gliedmaßen	Gliedmaße	N	NN	_|_|_	23	obja	23	23
21	erst	erst	A	ADV	_	23	adv	_	_
22	recht	recht	A	ADJD	Pos|	23	adv	_	_
23	ausstrecke	ausstrecken	V	VVFIN	1|Sg|Pres|_	25	neb	_	_
24	,	,	$	$,	_	0	root	_	_
25	bin	sein	V	VAFIN	1|Sg|Pres|Ind	12	kon	_	_
26	ich	ich	P	PPER	1|Sg|_|Nom	25	subj	5	5
27	noch	noch	A	ADV	_	25	adv	_	_
28	dreitausendmal	dreitausendmal	A	ADV	_	25	adv	_	_
29	so	so	A	ADV	_	30	adv	_	_
30	lang	lang	A	ADJD	Pos|	25	pred	_	_
31	,	,	$	$,	_	0	root	_	_
32	und	und	K	KON	_	25	kon	_	_
33	bin	sein	V	VAFIN	1|Sg|Pres|Ind	32	cj	_	_
34	größer	groß	A	ADJD	Comp|	33	pred	_	_
35	als	als	K	KOKOM	_	33	kom	_	_
36	der	die	A	ART	Def|Masc|Nom|Sg	38	det	_	_
37	höchste	hoch	A	ADJA	Sup|Masc|Nom|Sg|Wk|	38	attr	_	_
38	Berg	Berg	N	NN	Masc|Nom|Sg	35	cj	_	_
39	auf	auf	P	APPR	_	33	pp	_	_
40	Erden	Erde	N	NN	_|_|_	39	pn	_	_
41	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	5	5
2	will	wollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
3	Euch	ihr	P	PRF	2|Pl|Dat	5	objd	_	_
4	gerne	gerne	A	ADV	_	5	adv	_	_
5	dienen	dienen	V	VVINF	_	2	aux	_	_
6	,	,	$	$,	_	0	root	_	_
7	wenn	wenn	K	KOUS	_	11	konj	_	_
8	Ihr	ihr	P	PPER	2|Pl|_|Nom	11	subj	_	_
9	mich	ich	P	PPER	1|Sg|_|Acc	10	obja	5	5
10	annehmen	annehmen	V	VVINF	_	11	aux	_	_
11	wollt	wollen	V	VMFIN	2|Pl|Pres|Ind	2	neb	_	_
12	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	Komm	Komm	N	NE	_	0	root	26	26
4	mit	mit	P	PTKVZ	_	0	root	_	_
5	,	,	$	$,	_	0	root	_	_
6	'	'	$	$(	_	0	root	_	_
7	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
8	der	die	A	ART	Def|Masc|Nom|Sg	9	det	5	5
9	Königssohn	Königssohn	N	NN	Masc|Nom|Sg	7	subj	5	5
10	,	,	$	$,	_	0	root	_	_
11	'	'	$	$(	_	0	root	_	_
12	ich	ich	P	PPER	1|Sg|_|Nom	13	subj	5	5
13	kann	können	V	VMFIN	1|Sg|Pres|Ind	7	kon	_	_
14	dich	du	P	PRF	2|Sg|Acc	15	obja	_	_
15	brauchen	brauchen	V	VVINF	_	13	aux	_	_
16	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Sie	sie	P	PPER	3|Pl|_|Nom	3	subj	23	23
3	zogen	ziehen	V	VVFIN	3|Pl|Past|Ind	0	root	_	_
4	weiter	weiter	P	PTKVZ	_	3	avz	_	_
5	und	und	K	KON	_	3	kon	_	_
6	fanden	finden	V	VVFIN	_|Pl|Past|Ind	5	cj	_	_
7	einen	eine	A	ART	Indef|Masc|Acc|Sg	0	root	_	_
8	am	an	P	APPRART	Dat	10	pp	_	_
9	Weg	Weg	N	NN	Masc|Dat|Sg	8	pn	_	_
10	sitzen	sitzen	V	VVINF	_	0	root	_	_
11	,	,	$	$,	_	0	root	_	_
12	der	die	P	PDS	Masc|Nom|Sg	13	subj	_	_
13	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
14	die	die	A	ART	Def|Neut|_|Pl	15	det	58	58
15	Augen	Auge	N	NN	Neut|_|Pl	16	obja	58	58
16	zugebunden	zubinden	V	VVPP	_	13	aux	_	_
17	.	.	$	$.	_	0	root	_	_

1	Sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
2	der	die	A	ART	Def|Masc|Nom|Sg	3	det	5	5
3	Königssohn	Königssohn	N	NN	Masc|Nom|Sg	1	subj	5	5
4	zu	zu	P	APPR	Dat	7	pp	_	_
5	ihm	er	P	PPER	3|Sg|_|Dat	4	pn	5	5
6	'	'	$	$(	_	0	root	_	_
7	hast	haben	V	VAFIN	2|Sg|Pres|Ind	0	root	_	_
8	du	du	P	PPER	2|Sg|_|Nom	7	subj	24	24
9	bIöde	bIöde	A	ADJA	_|Neut|_|Pl|_	10	attr	_	_
10	Augen	Auge	N	NN	Neut|_|Pl	7	obja	_	_
11	,	,	$	$,	_	0	root	_	_
12	daß	daß	K	KOUS	_	19	konj	_	_
13	du	du	P	PPER	2|Sg|_|Nom	19	subj	24	24
14	nicht	nicht	P	PTKNEG	_	18	adv	_	_
15	in	in	P	APPR	Acc	18	pp	_	_
16	das	die	A	ART	Def|Neut|Acc|Sg	17	det	_	_
17	Licht	Licht	N	NN	Neut|Acc|Sg	15	pn	_	_
18	sehen	sehen	V	VVINF	_	19	aux	_	_
19	kannst	können	V	VMFIN	2|Sg|Pres|Ind	10	objc	_	_
20	?	?	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	Nein	nein	P	PTKANT	_	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	'	'	$	$(	_	0	root	_	_
6	antwortete	antworten	V	VVFIN	3|Sg|Past|_	0	root	_	_
7	der	die	A	ART	Def|Masc|Nom|Sg	8	det	17	17
8	Mann	Mann	N	NN	Masc|Nom|Sg	6	subj	17	17
9	,	,	$	$,	_	0	root	_	_
10	'	'	$	$(	_	0	root	_	_
11	ich	ich	P	PPER	1|Sg|_|Nom	12	subj	5	5
12	darf	dürfen	V	VMFIN	1|Sg|Pres|Ind	6	kon	_	_
13	die	die	A	ART	Def|Fem|_|Sg	14	det	_	_
14	Binde	Binde	N	NN	Fem|_|Sg	16	obja	_	_
15	nicht	nicht	P	PTKNEG	_	16	adv	_	_
16	abnehmen	abnehmen	V	VVINF	_	12	aux	_	_
17	,	,	$	$,	_	0	root	_	_
18	denn	denn	K	KON	_	0	root	_	_
19	was	was	P	PWS	Neut|_|Sg	24	obja	_	_
20	ich	ich	P	PPER	1|Sg|_|Nom	24	subj	5	5
21	mit	mit	P	APPR	Dat	24	pp	_	_
22	meinen	meine	A	PPOSAT	Neut|Dat|Pl	23	det	5	5
23	Augen	Auge	N	NN	Neut|Dat|Pl	21	pn	_	_
24	ansehe	ansehen	V	VVFIN	1|Sg|Pres|_	18	cj	_	_
25	,	,	$	$,	_	0	root	_	_
26	das	die	P	PDS	Neut|Nom|Sg	27	subj	_	_
27	springt	springen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
28	auseinander	auseinander	P	PTKVZ	_	27	avz	_	_
29	,	,	$	$,	_	0	root	_	_
30	so	so	A	ADV	_	31	adv	_	_
31	gewaltig	gewaltig	A	ADJD	Pos|	32	pred	_	_
32	ist	sein	V	VAFIN	3|Sg|Pres|Ind	27	kon	_	_
33	mein	meine	A	PPOSAT	Masc|Nom|Sg	34	det	5	5
34	Blick	Blick	N	NN	Masc|Nom|Sg	32	subj	_	_
35	.	.	$	$.	_	0	root	_	_

1	Kann	können	V	VMFIN	3|Sg|Pres|Ind	7	neb	_	_
2	Euch	ihr	P	PPER	2|Pl|_|Dat	4	objd	25	25
3	das	die	P	PDS	Neut|Nom|Sg	1	subj	_	_
4	nützen	nützen	V	VVINF	_	1	aux	_	_
5	,	,	$	$,	_	0	root	_	_
6	so	so	A	ADV	_	7	adv	_	_
7	will	wollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
8	ich	ich	P	PPER	1|Sg|_|Nom	7	subj	5	5
9	Euch	ihr	P	PPER	2|Pl|_|Dat	11	objd	25	25
10	gern	gern	A	ADV	_	11	adv	_	_
11	dienen	dienen	V	VVINF	_	7	aux	_	_
12	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	Komm	Komm	N	NE	_	0	root	26	26
4	mit	mit	P	PTKVZ	_	0	root	_	_
5	,	,	$	$,	_	0	root	_	_
6	'	'	$	$(	_	0	root	_	_
7	antwortete	antworten	V	VVFIN	3|Sg|Past|_	0	root	_	_
8	der	die	A	ART	Def|Masc|Nom|Sg	9	det	5	5
9	Königssohn	Königssohn	N	NN	Masc|Nom|Sg	7	subj	5	5
10	,	,	$	$,	_	0	root	_	_
11	'	'	$	$(	_	0	root	_	_
12	ich	ich	P	PPER	1|Sg|_|Nom	13	subj	5	5
13	kann	können	V	VMFIN	1|Sg|Pres|Ind	7	kon	_	_
14	dich	du	P	PRF	2|Sg|Acc	15	obja	_	_
15	brauchen	brauchen	V	VVINF	_	13	aux	_	_
16	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Sie	sie	P	PPER	3|Pl|_|Nom	3	subj	26	26
3	zogen	ziehen	V	VVFIN	3|Pl|Past|Ind	0	root	_	_
4	weiter	weiter	P	PTKVZ	_	3	avz	_	_
5	und	und	K	KON	_	3	kon	_	_
6	fanden	finden	V	VVFIN	_|Pl|Past|Ind	5	cj	_	_
7	einen	eine	A	ART	Indef|Masc|Acc|Sg	8	det	27	27
8	Mann	Mann	N	NN	Masc|Acc|Sg	6	obja	27	27
9	,	,	$	$,	_	0	root	27	27
10	der	die	P	PRELS	Masc|Nom|Sg	11	subj	27	27
11	lag	liegen	V	VVFIN	3|Sg|Past|Ind	8	rel	_	_
12	mitten	mitten	A	ADV	_	13	adv	_	_
13	im	in	P	APPRART	Dat	11	objp	_	_
14	heißen	heiß	A	ADJA	Pos|Masc|Dat|Sg|Wk|	15	attr	_	_
15	Sonnenschein	Sonnenschein	N	NN	Masc|Dat|Sg	13	pn	_	_
16	und	und	K	KON	_	11	kon	_	_
17	zitterte	zittern	V	VVFIN	_|Sg|Past|_	16	cj	_	_
18	und	und	K	KON	_	17	kon	_	_
19	fror	frieren	V	VVFIN	_|Sg|Past|Ind	18	cj	_	_
20	am	an	P	APPRART	Dat	19	pp	_	_
21	ganzen	ganz	A	ADJA	Pos|Masc|Dat|Sg|Wk|	22	attr	_	_
22	Leibe	Leib	N	NN	Masc|Dat|Sg	20	pn	_	_
23	,	,	$	$,	_	0	root	_	_
24	so	so	A	ADV	_	25	konj	_	_
25	daß	daß	K	KOUS	_	29	konj	_	_
26	ihm	er	P	PPER	3|Sg|_|Dat	29	objd	27	27
27	kein	keine	A	PIAT	Neut|Nom|Sg	28	det	_	_
28	Glied	Glied	N	NN	Neut|Nom|Sg	29	subj	_	_
29	stillstand	stillstehen	V	VVFIN	3|Sg|Past|Ind	6	neb	_	_
30	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Wie	Wie	P	PWAV	_	3	adv	_	_
3	kannst	können	V	VMFIN	2|Sg|Pres|Ind	0	root	_	_
4	du	du	P	PPER	2|Sg|_|Nom	3	subj	29	29
5	frieren	frieren	V	VVINF	_	3	aux	_	_
6	?	?	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	der	die	A	ART	Def|Masc|Nom|Sg	4	det	5	5
4	Königssohn	Königssohn	N	NN	Masc|Nom|Sg	2	subj	5	5
5	,	,	$	$,	_	0	root	_	_
6	'	'	$	$(	_	0	root	_	_
7	und	und	K	KON	_	2	kon	_	_
8	die	die	A	ART	Def|Fem|Nom|Sg	9	det	28	28
9	Sonne	Sonne	N	NN	Fem|Nom|Sg	10	subj	28	28
10	scheint	scheinen	V	VVFIN	3|Sg|Pres|Ind	7	cj	_	_
11	so	so	A	ADV	_	12	adv	_	_
12	warm	warm	A	ADJD	Pos|	10	pred	_	_
13	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	Ach	ach	I	ITJ	_	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	'	'	$	$(	_	0	root	_	_
6	antwortete	antworten	V	VVFIN	3|Sg|Past|_	0	root	_	_
7	der	die	A	ART	Def|Masc|Nom|Sg	8	det	17	17
8	Mann	Mann	N	NN	Masc|Nom|Sg	6	subj	17	17
9	,	,	$	$,	_	0	root	_	_
10	'	'	$	$(	_	0	root	_	_
11	meine	meine	A	PPOSAT	Fem|Nom|Sg	12	det	5	5
12	Natur	Natur	N	NN	Fem|Nom|Sg	13	subj	_	_
13	ist	sein	V	VAFIN	3|Sg|Pres|Ind	6	kon	_	_
14	ganz	ganz	A	ADV	_	15	adv	_	_
15	anderer	anderer	A	ADJA	_|Fem|Nom|Sg|_	16	attr	_	_
16	Art	Art	N	NN	Fem|Nom|Sg	13	pred	_	_
17	,	,	$	$,	_	0	root	_	_
18	je	je	A	ADV	_	19	adv	_	_
19	heißer	heiß	A	ADJD	Comp|	20	adv	_	_
20	es	es	P	PPER	3|Sg|Neut|Nom	21	subj	_	_
21	ist	sein	V	VAFIN	3|Sg|Pres|Ind	13	kon	_	_
22	,	,	$	$,	_	0	root	_	_
23	desto	desto	A	ADV	_	24	adv	_	_
24	mehr	mehr	A	ADV	_	25	adv	_	_
25	frier	frier	V	VVFIN	1|Sg|_|_	21	kon	_	_
26	ich	ich	P	PPER	1|Sg|_|Nom	25	subj	5	5
27	,	,	$	$,	_	0	root	_	_
28	und	und	K	KON	_	25	kon	_	_
29	der	die	A	ART	Def|Masc|Nom|Sg	30	det	_	_
30	Frost	Frost	N	NN	Masc|Nom|Sg	31	subj	_	_
31	dringt	dringen	V	VVFIN	3|Sg|Pres|Ind	28	cj	_	_
32	mir	ich	P	PPER	1|Sg|_|Dat	31	objd	5	5
33	durch	durch	P	APPR	Acc	31	pp	_	_
34	alle	alle	A	PIDAT	Masc|Acc|Pl	35	det	_	_
35	Knochen	Knochen	N	NN	Masc|Acc|Pl	33	pn	_	_
36	:	\:	$	$.	_	0	root	_	_
37	und	und	K	KON	_	0	root	_	_
38	je	je	A	ADV	_	39	adv	_	_
39	kälter	kalt	A	ADJD	Comp|	40	adv	_	_
40	es	es	P	PPER	3|Sg|Neut|Nom	41	subj	_	_
41	ist	sein	V	VAFIN	3|Sg|Pres|Ind	37	cj	_	_
42	,	,	$	$,	_	0	root	_	_
43	desto	desto	A	ADV	_	44	adv	_	_
44	heißer	heiß	A	ADJD	Comp|	45	pred	_	_
45	wird	werden	V	VAFIN	3|Sg|Pres|Ind	41	kon	_	_
46	mir	ich	P	PPER	1|Sg|_|Dat	45	objd	5	5
47	:	\:	$	$.	_	0	root	_	_
48	mitten	mitten	A	ADV	_	49	adv	_	_
49	im	in	P	APPRART	Dat	51	pp	_	_
50	Eis	Eis	N	NN	Neut|Dat|_	49	pn	_	_
51	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
52	ichs	ichs	N	NE	_|Nom|Sg	51	subj	_	_
53	vor	vor	P	APPR	_	62	pp	_	_
54	Hitze	Hitze	N	NN	Fem|_|Sg	53	pn	_	_
55	und	und	K	KON	_	53	kon	_	_
56	mitten	mitten	A	ADV	_	57	adv	_	_
57	im	in	P	APPRART	Dat	55	cj	_	_
58	Feuer	Feuer	N	NN	Neut|Dat|Sg	57	pn	_	_
59	vor	vor	P	APPR	_	62	pp	_	_
60	Kälte	Kälte	N	NN	Fem|_|Sg	59	pn	_	_
61	nicht	nicht	P	PTKNEG	_	62	adv	_	_
62	aushalten	aushalten	V	VVINF	_	51	aux	_	_
63	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	Du	du	P	PPER	2|Sg|_|Nom	4	subj	29	29
4	bist	sein	V	VAFIN	2|Sg|Pres|Ind	10	s	_	_
5	ein	eine	A	ART	Indef|Masc|Nom|Sg	7	det	_	_
6	wunderlicher	wunderlich	A	ADJA	Pos|Masc|Nom|Sg|St|	7	attr	_	_
7	Kerl	Kerl	N	NN	Masc|Nom|Sg	4	pred	_	_
8	,	,	$	$,	_	0	root	_	_
9	'	'	$	$(	_	0	root	_	_
10	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
11	der	die	A	ART	Def|Masc|Nom|Sg	12	det	5	5
12	Königssohn	Königssohn	N	NN	Masc|Nom|Sg	10	subj	5	5
13	,	,	$	$,	_	0	root	_	_
14	'	'	$	$(	_	0	root	_	_
15	aber	aber	A	ADV	_	16	adv	_	_
16	wenn	wenn	K	KOUS	_	20	konj	_	_
17	du	du	P	PPER	2|Sg|_|Nom	20	subj	29	29
18	mir	ich	P	PPER	1|Sg|_|Dat	20	objd	5	5
19	dienen	dienen	V	VVINF	_	20	aux	_	_
20	willst	wollen	V	VMFIN	2|Sg|Pres|Ind	10	neb	_	_
21	,	,	$	$,	_	0	root	_	_
