1	Es	es	P	PPER	3|Sg|Neut|_	2	expl	_	_
33	Worte	Wort	N	NN	Neut|Gen|Pl	0	root	_	_
34	längst	längst	A	ADV	_	33	adv	_	_
35	vergessen	veressen	V	VVPP	_	0	root	_	_
36	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|_|Sg	2	det	11	11
2	Kammerjungfer	Kammerjungfer	N	NN	Fem|_|Sg	3	obja	11	11
3	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
4	aber	aber	A	ADV	_	3	adv	_	_
5	noch	noch	A	ADV	_	6	adv	_	_
6	hochmütiger	hochmütig	A	ADJA	Pos|Masc|Nom|Sg|St|	3	subj	_	_
7	'	'	$	$(	_	0	root	_	_
8	wollt	wollen	V	VMFIN	2|Pl|Pres|Ind	0	root	_	_
9	Ihr	ihr	P	PPER	2|Pl|_|Nom	8	subj	20	20
10	trinken	trinken	V	VVINF	_	8	aux	_	_
11	,	,	$	$,	_	0	root	_	_
12	so	so	A	ADV	_	13	adv	_	_
13	trinkt	trinken	V	VVFIN	_|_|Pres|Ind	8	kon	_	_
14	allein	allein	A	ADV	_	13	adv	_	_
15	,	,	$	$,	_	0	root	_	_
16	ich	ich	P	PPER	1|Sg|_|Nom	17	subj	14	14
17	mag	mögen	V	VMFIN	1|Sg|Pres|Ind	13	kon	_	_
18	nicht	nicht	P	PTKNEG	_	21	adv	_	_
19	Eure	eure	A	PPOSAT	Fem|Nom|Sg	20	det	15	15
20	Magd	Magd	N	NN	Fem|Nom|Sg	21	pred	_	_
21	sein	sein	V	VAINF	_	17	aux	_	_
22	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Da	da	A	ADV	_	3	adv	_	_
3	stieg	steigen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
4	die	die	A	ART	Def|Fem|Nom|Sg	5	det	21	21
5	Königstochter	Königstochter	N	NN	Fem|Nom|Sg	3	subj	21	21
6	hernieder	hernieder	F	FM	Fem|Nom|Sg	5	app	21	21
7	vor	vor	P	APPR	Dat	3	pp	_	_
8	großem	groß	A	ADJA	Pos|Masc|Dat|Sg|St|	9	attr	_	_
9	Durst	Durst	N	NN	Masc|Dat|Sg	7	pn	_	_
10	,	,	$	$,	_	0	root	_	_
11	legte	legen	V	VVFIN	_|Sg|Past|_	3	kon	_	_
12	sich	sie	P	PRF	3|_|_	11	obja	_	_
13	über	über	P	APPR	Acc	11	objp	_	_
14	das	die	A	ART	Def|Neut|Acc|Sg	16	det	_	_
15	fließende	fließend	A	ADJA	Pos|Neut|Acc|Sg|Wk|<PPRES	16	attr	_	_
16	Wasser	Wasser	N	NN	Neut|Acc|Sg	13	pn	_	_
17	,	,	$	$,	_	0	root	_	_
18	weinte	weinen	V	VVFIN	_|Sg|Past|_	11	kon	_	_
19	und	und	K	KON	_	18	kon	_	_
20	sprach	sprechen	V	VVFIN	_|Sg|Past|Ind	19	cj	_	_
21	'	'	$	$(	_	0	root	_	_
22	ach	ach	I	ITJ	_	0	root	_	_
23	Gott	Gott	N	NN	Masc|_|Sg	0	root	16	16
24	!	!	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	und	und	K	KON	_	0	root	_	_
3	die	die	A	ART	Def|Masc|Nom|Pl	4	det	17	17
4	Blutstropfen	Blutstropfen	N	NN	Masc|Nom|Pl	5	subj	17	17
5	antworteten	antworten	V	VVFIN	3|Pl|Past|_	2	cj	_	_
6	wiederum	wiederum	A	ADV	_	5	adv	_	_
7	'	'	$	$(	_	0	root	_	_
8	wenn	wenn	K	KOUS	_	12	konj	_	_
9	das	die	P	PDS	Neut|Nom|Sg	12	subj	_	_
10	deine	deine	A	PPOSAT	Fem|_|Sg	11	det	25	25
11	Mutter	Mutter	N	NN	Fem|_|Sg	12	obja	_	_
12	wüßte	wüßte	V	VVFIN	_|Sg|_|_	5	neb	_	_
13	,	,	$	$,	_	0	root	_	_
14	das	die	A	ART	Def|Neut|_|Sg	15	det	18	18
15	Herz	Herz	N	NN	Neut|_|Sg	18	obja	18	18
16	im	in	P	APPRART	Dat	15	pp	18	18
17	Leibe	Leib	N	NN	Masc|Dat|Sg	16	pn	18	18
18	tät	tät	V	VVFIN	2|Pl|_|_	5	kon	19)	19)
19	ihr	ihr	P	PPER	2|Pl|_|Nom	18	subj	20	20
20	zerspringen	zerspringen	V	VVINF	_	0	root	_	_
21	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Und	und	K	KON	_	0	root	_	_
3	wie	wie	P	PWAV	_	6	adv	_	_
4	sie	sie	P	PPER	3|Sg|Fem|Nom	6	subj	21	21
5	so	so	A	ADV	_	6	adv	_	_
6	trank	trinken	V	VVFIN	3|Sg|Past|Ind	2	cj	_	_
7	und	und	K	KON	_	0	root	_	_
8	sich	sie	P	PRF	3|_|_	7	cj	_	_
9	recht	recht	A	ADJD	Pos|	10	adv	_	_
10	überlehnte	überlehnt	A	ADJA	Pos|_|_|_|_|	0	root	_	_
11	,	,	$	$,	_	0	root	_	_
12	fiel	fallen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
13	ihr	ihr	P	PPER	3|Sg|Fem|Dat	12	objd	21	21
14	das	die	A	ART	Def|Neut|Nom|Sg	15	det	6	6
15	Läppchen	Läppchen	N	NN	Neut|Nom|Sg	12	subj	6	6
16	,	,	$	$,	_	0	root	_	_
17	worin	worin	P	PWAV	_	21	pp	_	_
18	die	die	A	ART	Def|Masc|Nom|Pl	20	det	_	_
19	drei	drei	C	CARD	_	20	attr	_	_
20	Tropfen	Tropfen	N	NN	Masc|Nom|Pl	21	subj	_	_
21	waren	sein	V	VAFIN	3|Pl|Past|Ind	0	root	_	_
22	,	,	$	$,	_	0	root	_	_
23	aus	aus	P	APPR	Dat	0	root	_	_
24	dem	die	A	ART	Def|Masc|Dat|Sg	25	det	_	_
25	Busen	Busen	N	NN	Masc|Dat|Sg	23	pn	_	_
26	und	und	K	KON	_	0	root	_	_
27	floß	floß	V	VVFIN	_	26	cj	_	_
28	mit	mit	P	APPR	Dat	27	pp	_	_
29	dem	die	A	ART	Def|Neut|Dat|Sg	30	det	22	22
30	Wasser	Wasser	N	NN	Neut|Dat|Sg	28	pn	22	22
31	fort	fort	P	PTKVZ	_	27	avz	_	_
32	,	,	$	$,	_	0	root	_	_
33	ohne	ohne	P	APPR	Acc	34	konj	_	_
34	daß	daß	K	KOUS	_	41	konj	_	_
35	sie	sie	P	PPER	3|Sg|Fem|Nom	41	subj	21	21
36	es	es	P	PPER	3|Sg|Neut|_	41	obja	_	_
37	in	in	P	APPR	Dat	41	pp	_	_
38	ihrer	ihre	A	PPOSAT	Fem|Dat|Sg	40	det	21	21
39	großen	groß	A	ADJA	Pos|Fem|Dat|Sg|Wk|	40	attr	_	_
40	Angst	Angst	N	NN	Fem|Dat|Sg	37	pn	_	_
41	merkte	merken	V	VVFIN	3|Sg|Past|_	27	neb	_	_
42	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	2	det	11	11
2	Kammerjungfer	Kammerjungfer	N	NN	Fem|Nom|Sg	3	subj	11	11
3	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
4	aber	aber	A	ADV	_	5	adv	_	_
5	zugesehen	zusehen	V	VVPP	_	3	aux	_	_
6	und	und	K	KON	_	3	kon	_	_
7	freute	freuen	V	VVFIN	_|Sg|Past|_	6	cj	_	_
8	sich	sie	P	PRF	3|_|_	7	obja	_	_
9	,	,	$	$,	_	0	root	_	_
10	daß	daß	K	KOUS	_	16	konj	_	_
11	sie	sie	P	PPER	3|Sg|Fem|Nom	16	subj	11	11
12	Gewalt	Gewalt	N	NN	Fem|_|Sg	16	obja	_	_
13	über	über	P	APPR	Acc	12	pp	_	_
14	die	die	A	ART	Def|Fem|Acc|Sg	15	det	23	23
15	Braut	Braut	N	NN	Fem|Acc|Sg	13	pn	23	23
16	bekäme	bekommen	V	VVFIN	3|Sg|Past|Subj	7	objc	_	_
17	:	\:	$	$.	_	0	root	_	_
18	denn	denn	A	ADV	_	19	adv	_	_
19	damit	damit	P	PROAV	_	29	pp	_	_
20	,	,	$	$,	_	0	root	_	_
21	daß	daß	K	KOUS	_	27	konj	_	_
22	dies	dies	P	PDS	Neut|Nom|Sg	27	subj	_	_
23	e	e	A	ADV	_	26	adv	_	_
24	die	die	A	ART	Def|Masc|_|Pl	25	det	17	17
25	Blutstropfen	Blutstropfen	N	NN	Masc|_|Pl	26	obja	17	17
26	verloren	verlieren	V	VVPP	_	27	aux	_	_
27	hatte	haben	V	VAFIN	3|Sg|Past|Ind	19	objc	_	_
28	,	,	$	$,	_	0	root	_	_
29	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
30	sie	sie	P	PPER	3|Sg|Fem|Nom	29	subj	11	11
31	schwach	schwach	A	ADJD	Pos|	34	pred	_	_
32	und	und	K	KON	_	31	kon	_	_
33	machtlos	machtlos	A	ADJD	Pos|	32	cj	_	_
34	geworden	werden	V	VAPP	_	29	aux	_	_
35	.	.	$	$.	_	0	root	_	_

1	Als	Als	K	KOUS	_	9	konj	_	_
2	sie	sie	P	PPER	3|Sg|Fem|Nom	9	subj	11	11
3	nun	nun	A	ADV	_	8	adv	_	_
4	wieder	wieder	A	ADV	_	8	adv	_	_
5	auf	auf	P	APPR	Acc	8	pp	_	_
6	ihr	ihre	A	PPOSAT	Neut|Acc|Sg	7	det	11	11
7	Pferd	Pferd	N	NN	Neut|Acc|Sg	5	pn	24	24
8	steigen	steigen	V	VVINF	_	9	aux	24	24
9	wollte	wollen	V	VMFIN	3|Sg|Past|_	16	neb	24	24
10	,	,	$	$,	_	0	root	24	24
11	das	die	P	PRELS	Neut|Nom|Sg	13	subj	24	24
12	da	da	A	ADV	_	13	adv	_	_
13	hieß	heißen	V	VVFIN	3|Sg|Past|Ind	7	rel	_	_
14	Falada	Falada	N	NE	_|Nom|_	13	pred	_	_
15	,	,	$	$,	_	0	root	28)	28)
16	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	28)	28)
17	die	die	A	ART	Def|Fem|Nom|Sg	18	det	26	26
18	Kammerfrau	Kammerfrau	N	NN	Fem|Nom|Sg	16	subj	26	26
19	'	'	$	$(	_	0	root	_	_
20	auf	auf	P	APPR	_	22	pp	_	_
21	Falada	Falada	N	NE	_|_|_	20	pn	_	_
22	gehör	gehör	V	VVFIN	1|Sg|_|_	16	s	_	_
23	ich	ich	P	PPER	1|Sg|_|Nom	22	subj	26	26
24	,	,	$	$,	_	0	root	_	_
25	und	und	K	KON	_	16	kon	_	_
26	auf	auf	P	APPR	_	29	objp	_	_
27	meinen	meine	A	PPOSAT	Masc|_|Sg	28	det	26	26
28	Gaul	Gaul	N	NN	Masc|_|Sg	26	pn	_	_
29	gehörst	gehören	V	VVFIN	2|Sg|Pres|Ind	25	cj	_	_
30	du	du	P	PPER	2|Sg|_|Nom	29	subj	25	25
31	;	;	$	$.	_	0	root	_	_
32	'	'	$	$(	_	0	root	_	_
33	und	und	K	KON	_	0	root	_	_
34	das	die	P	PDS	Neut|Nom|Sg	35	subj	_	_
35	mußte	müssen	V	VMFIN	3|Sg|Past|Ind	33	cj	_	_
36	sie	sie	P	PPER	3|_|_|_	39	obja	26	26
37	sich	sie	P	PRF	3|_|Dat	38	objd	_	_
38	gefallen	gefallen	V	VVINF	_	39	obji	_	_
39	lassen	lassen	V	VVINF	_	35	aux	_	_
40	.	.	$	$.	_	0	root	_	_

1	Dann	dann	A	ADV	_	2	adv	_	_
2	befahl	befehlen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	ihr	ihr	P	PPER	3|Sg|Fem|Dat	2	objd	26	26
4	die	die	A	ART	Def|Fem|Nom|Sg	5	det	27	27
5	Kammerfrau	Kammerfrau	N	NN	Fem|Nom|Sg	2	subj	27	27
6	mit	mit	P	APPR	Dat	5	pp	27	27
7	harten	hart	A	ADJA	Pos|Neut|Dat|Pl|_|	8	attr	27	27
8	Worten	Wort	N	NN	Neut|Dat|Pl	6	pn	27	27
9	,	,	$	$,	_	0	root	27	27
10	die	die	A	ART	Def|_|_|Pl	12	det	30	30
11	königlichen	königlich	A	ADJA	Pos|_|_|Pl|Wk|	12	attr	30	30
12	Kleider	Kleid	N	NN	_|_|Pl	13	obja	30	30
13	auszuziehen	ausziehen	V	VVIZU	_	8	obji	_	_
14	und	und	K	KON	_	5	kon	_	_
15	ihre	ihre	A	PPOSAT	_|Nom|_	14	cj	27	27
16	schlechten	schlecht	A	ADJA	Pos|_|_|_|_|	17	obja	_	_
17	anzulegen	anlegen	V	VVIZU	_	2	obji	_	_
18	,	,	$	$,	_	0	root	_	_
19	und	und	K	KON	_	2	kon	_	_
20	endlich	endlich	A	ADJD	Pos|	21	adv	_	_
21	mußte	müssen	V	VMFIN	3|Sg|Past|Ind	19	cj	_	_
22	sie	sie	P	PPER	3|Sg|Fem|Nom	21	subj	27	27
23	sich	sie	P	PRF	3|_|_	27	obja	_	_
24	unter	unter	P	APPR	Dat	27	pp	_	_
25	freiem	frei	A	ADJA	Pos|Masc|Dat|Sg|St|	26	attr	_	_
26	Himmel	Himmel	N	NN	Masc|Dat|Sg	24	pn	_	_
27	verschwören	verschwören	V	VVINF	_	21	aux	_	_
28	,	,	$	$,	_	0	root	_	_
29	daß	daß	K	KOUS	_	39	konj	_	_
30	sie	sie	P	PPER	3|Sg|Fem|Nom	39	subj	27	27
31	am	an	P	APPRART	Dat	38	pp	_	_
32	königlichen	königlich	A	ADJA	Pos|Masc|Dat|Sg|Wk|	33	attr	_	_
33	Hof	Hof	N	NN	Masc|Dat|Sg	31	pn	_	_
34	keinem	keine	A	PIAT	Masc|Dat|Sg	35	det	_	_
35	Menschen	Mensch	N	NN	Masc|Dat|Sg	38	objd	_	_
36	etwas	etwas	P	PIS	_	38	obja	_	_
37	davon	davon	P	PROAV	_	38	pp	_	_
38	sprechen	sprechen	V	VVINF	_	39	aux	_	_
39	wollte	wollen	V	VMFIN	3|Sg|Past|_	0	root	_	_
40	;	;	$	$.	_	0	root	_	_
41	und	und	K	KON	_	0	root	_	_
42	wenn	wenn	K	KOUS	_	48	konj	_	_
43	sie	sie	P	PPER	3|Sg|Fem|Nom	48	subj	27	27
44	diesen	diese	A	PDAT	Masc|Acc|Sg	45	det	_	_
45	Eid	Eid	N	NN	Masc|Acc|Sg	47	obja	_	_
46	nicht	nicht	P	PTKNEG	_	47	adv	_	_
47	abgelegt	ablegen	V	VVPP	_	48	aux	_	_
48	hätte	haben	V	VAFIN	3|Sg|Past|Subj	50	neb	_	_
49	,	,	$	$,	_	0	root	_	_
50	wäre	sein	V	VAFIN	3|Sg|Past|Subj	41	cj	_	_
51	sie	sie	P	PPER	3|Sg|Fem|Nom	50	subj	27	27
52	auf	auf	P	APPR	Dat	55	pp	_	_
53	der	die	A	ART	Def|Fem|Dat|Sg	54	det	_	_
54	Stelle	Stelle	N	NN	Fem|Dat|Sg	52	pn	_	_
55	umgebracht	umbringen	V	VVPP	_	56	aux	_	_
56	worden	werden	V	VAPP	_	50	aux	_	_
57	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	Falada	Falada	N	NE	_|Nom|Sg	3	subj	28	28
3	sah	sehen	V	VVFIN	3|Sg|Past|Ind	1	cj	_	_
4	das	die	P	PDS	Neut|_|Sg	3	obja	_	_
5	alles	alle	P	PIS	Neut|_|Sg	4	app	_	_
6	an	an	P	PTKVZ	_	3	avz	_	_
7	und	und	K	KON	_	3	kon	_	_
8	nahms	nahms	V	VVFIN	_	7	cj	_	_
9	wohl	wohl	A	ADV	_	8	adv	_	_
10	in	in	P	APPR	_	8	pp	_	_
11	acht	acht	C	CARD	_	10	pn	_	_
12	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	2	det	26	26
2	Kammerfrau	Kammerfrau	N	NN	Fem|Nom|Sg	3	subj	26	26
3	stieg	steigen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
4	nun	nun	A	ADV	_	3	adv	_	_
5	auf	auf	P	APPR	Acc	3	pp	_	_
6	Falada	Falada	N	NN	Fem|Acc|Sg	5	pn	28	28
7	und	und	K	KON	_	6	kon	_	_
8	die	die	A	ART	Def|Fem|Acc|Sg	10	det	40	40
9	wahre	wahr	A	ADJA	Pos|Fem|Acc|Sg|_|	10	attr	40	40
10	Braut	Braut	N	NN	Fem|Acc|Sg	7	cj	40	40
11	auf	auf	P	APPR	Acc	3	pp	_	_
12	das	die	A	ART	Def|Neut|Acc|Sg	14	det	_	_
13	schlechte	schlecht	A	ADJA	Pos|Neut|Acc|Sg|Wk|	14	attr	_	_
14	Roß	Roß	N	NN	Neut|Acc|Sg	11	pn	_	_
15	,	,	$	$,	_	0	root	_	_
16	und	und	K	KON	_	3	kon	_	_
17	so	so	A	ADV	_	18	adv	_	_
18	zogen	ziehen	V	VVFIN	3|Pl|Past|Ind	16	cj	_	_
19	sie	sie	P	PPER	3|Pl|_|Nom	18	subj	30	30
20	weiter	weiter	A	ADV	_	18	adv	_	_
21	,	,	$	$,	_	0	root	_	_
22	bis	bis	K	KOUS	_	29	konj	_	_
23	sie	sie	P	PPER	3|Pl|_|Nom	29	subj	30	30
24	endlich	endlich	A	ADJD	Pos|	29	adv	_	_
25	in	in	P	APPR	Dat	29	pp	_	_
26	dem	die	A	ART	Def|Neut|Dat|Sg	28	det	_	_
27	königlichen	königlich	A	ADJA	Pos|Neut|Dat|Sg|Wk|	28	attr	_	_
28	Schloß	Schloß	N	NN	Neut|Dat|Sg	25	pn	_	_
29	eintrafen	eintreffen	V	VVFIN	3|Pl|Past|Ind	18	neb	_	_
30	.	.	$	$.	_	0	root	_	_

1	Da	da	A	ADV	_	2	adv	_	_
2	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
3	große	groß	A	ADJA	Pos|Fem|Nom|Sg|_|	4	attr	31	31
4	Freude	Freude	N	NN	Fem|Nom|Sg	2	subj	31	31
5	über	über	P	APPR	Acc	4	pp	31	31
6	ihre	ihre	A	PPOSAT	Fem|Acc|Sg	7	det	31	31
7	Ankunft	Ankunft	N	NN	Fem|Acc|Sg	5	pn	_	_
8	,	,	$	$,	_	0	root	_	_
9	und	und	K	KON	_	2	kon	_	_
10	der	die	A	ART	Def|Masc|Nom|Sg	11	det	32	32
11	Königssohn	Königssohn	N	NN	Masc|Nom|Sg	12	subj	32	32
12	sprang	springen	V	VVFIN	3|Sg|Past|Ind	9	cj	_	_
13	ihnen	sie	P	PPER	3|Pl|_|Dat	12	objd	30	30
14	entgegen	entgegen	P	PTKVZ	_	12	avz	_	_
15	,	,	$	$,	_	0	root	_	_
16	hob	heben	V	VVFIN	_|Sg|Past|Ind	12	kon	_	_
17	die	die	A	ART	Def|Fem|_|Sg	18	det	_	_
18	Kammerfrau	Kammerfrau	N	NN	Fem|_|Sg	16	obja	_	_
19	vom	von	P	APPRART	Dat	18	pp	_	_
20	Pferde	Pferd	N	NN	Neut|Dat|Sg	19	pn	13	13
21	und	und	K	KON	_	16	kon	_	_
22	meinte	meinen	V	VVFIN	_|Sg|Past|_	21	cj	_	_
23	,	,	$	$,	_	0	root	_	_
24	sie	sie	P	PPER	3|Sg|Fem|Nom	25	subj	31	31
25	wäre	sein	V	VAFIN	3|Sg|Past|Subj	22	s	_	_
26	seine	seine	A	PPOSAT	Fem|Nom|Sg	27	det	32	32
27	Gemahlin	Gemahlin	N	NN	Fem|Nom|Sg	25	pred	_	_
28	:	\:	$	$.	_	0	root	_	_
29	sie	sie	P	PPER	3|_|_|Nom	30	subj	31	31
30	ward	ward	V	VAFIN	3|_|_|_	0	root	_	_
31	die	die	A	ART	Def|Fem|_|Sg	32	det	_	_
32	Treppe	Treppe	N	NN	Fem|_|Sg	33	obja	_	_
33	hinaufgeführt	hinaufführen	V	VVPP	_	30	aux	_	_
34	,	,	$	$,	_	0	root	_	_
35	die	die	A	ART	Def|Fem|Nom|Sg	37	det	33	33
36	wahre	wahr	A	ADJA	Pos|Fem|Nom|Sg|_|	37	attr	33	33
37	Königstochter	Königstochter	N	NN	Fem|Nom|Sg	39	subj	33	33
38	aber	aber	A	ADV	_	37	adv	33	33
39	mußte	müssen	V	VMFIN	3|Sg|Past|Ind	30	kon	_	_
40	unten	unten	A	ADV	_	42	adv	_	_
41	stehen	stehen	V	VVINF	_	42	obji	_	_
42	bleiben	bleiben	V	VVINF	_	39	aux	_	_
43	.	.	$	$.	_	0	root	_	_

1	Da	da	A	ADV	_	2	adv	_	_
2	schaute	schauen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	der	die	A	ART	Def|Masc|Nom|Sg	5	det	37	37
4	alte	alt	A	ADJA	Pos|Masc|Nom|Sg|Wk|	5	attr	37	37
5	König	König	N	NN	Masc|Nom|Sg	2	subj	37	37
6	am	an	P	APPRART	Dat	2	pp	_	_
7	Fenster	Fenster	N	NN	Neut|Dat|Sg	6	pn	_	_
8	und	und	K	KON	_	2	kon	_	_
9	sah	sehen	V	VVFIN	_|Sg|Past|Ind	8	cj	_	_
10	sie	sie	P	PPER	3|_|_|_	9	obja	33	33
11	im	in	P	APPRART	Dat	9	pp	_	_
12	Hof	Hof	N	NN	Masc|Dat|Sg	11	pn	35	35
13	halten	halten	V	VVINF	_	9	obji	_	_
14	und	und	K	KON	_	2	kon	_	_
15	sah	sehen	V	VVFIN	_|Sg|Past|Ind	14	cj	_	_
16	,	,	$	$,	_	0	root	_	_
17	wie	wie	P	PWAV	_	20	adv	_	_

1	sie	sie	P	PPER	3|_|_|_	0	root	33	33
2	fein	fein	A	ADJD	Pos|	3	pred	_	_
3	war	sein	V	VAFIN	_|Sg|Past|Ind	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	zart	zart	A	ADJD	Pos|	0	root	_	_
6	und	und	K	KON	_	5	kon	_	_
7	gar	gar	A	ADV	_	8	adv	_	_
8	schön	schön	A	ADJD	Pos|	6	cj	_	_
9	:	\:	$	$.	_	0	root	_	_
10	ging	gehen	V	VVFIN	_|Sg|Past|Ind	0	root	_	_
11	alsbald	alsbald	A	ADV	_	10	adv	_	_
12	hin	hin	A	ADV	_	13	adv	_	_
13	ins	in	P	APPRART	Acc	10	objp	_	_
14	königliche	königlich	A	ADJA	Pos|Neut|Acc|Sg|Wk|	15	attr	_	_
15	Gemach	Gemach	N	NN	Neut|Acc|Sg	13	pn	_	_
16	und	und	K	KON	_	10	kon	_	_
17	fragte	fragen	V	VVFIN	_|Sg|Past|_	16	cj	_	_
18	die	die	A	ART	Def|Fem|_|Sg	19	det	23	23
19	Braut	Braut	N	NN	Fem|_|Sg	17	obja	23	23
20	nach	nach	P	APPR	Dat	17	pp	_	_
21	der	die	P	PDS	Fem|Dat|Sg	20	pn	_	_
22	,	,	$	$,	_	0	root	_	_
23	die	die	P	PRELS	Fem|Nom|Sg	27	subj	23	23
24	sie	sie	P	PPER	3|_|_|_	27	obja	33	33
25	bei	bei	P	APPR	Dat	27	pp	_	_
26	sich	sie	P	PRF	3|_|Dat	25	pn	_	_
27	hätte	haben	V	VAFIN	3|Sg|Past|Subj	21	rel	_	_
28	und	und	K	KON	_	27	kon	_	_
29	da	da	A	ADV	_	33	adv	_	_
30	unten	unten	A	ADV	_	31	adv	_	_
31	im	in	P	APPRART	Dat	33	pp	_	_
32	Hofe	Hof	N	NN	Masc|Dat|Sg	31	pn	35	35
33	stände	stehen	V	VVFIN	_|Sg|Past|Subj	28	cj	_	_
34	,	,	$	$,	_	0	root	_	_
35	und	und	K	KON	_	27	kon	_	_
36	wer	wer	P	PWS	_|Nom|Sg	38	subj	_	_
37	sie	sie	P	PPER	3|_|_|Nom	38	pred	33	33
38	wäre	sein	V	VAFIN	_|Sg|Past|Subj	35	cj	_	_
39	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Die	die	P	PDS	_|_|_	7	obja	_	_
3	hab	hab	V	VAFIN	1|Sg|_|_	0	root	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	3	subj	38	38
5	mir	ich	P	PRF	1|Sg|Dat	7	objd	_	_
6	unterwegs	unterwegs	A	ADV	_	7	adv	_	_
7	mitgenommen	mitnehmen	V	VVPP	_	3	aux	_	_
8	zur	zu	P	APPRART	Dat	7	pp	_	_
9	Gesellschafe	Gesellschaf	N	NN	Neut|_|_	8	pn	_	_
10	;	;	$	$.	_	0	root	_	_
11	gebe	geben	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
12	der	die	A	ART	Def|Fem|Dat|Sg	13	det	36	36
13	Magd	Magd	N	NN	Fem|Dat|Sg	11	objd	36	36
14	was	was	P	PIS	_|Nom|Sg	11	subj	_	_
15	zu	zu	P	PTKZU	_	16	part	_	_
16	arbeiten	arbeiten	V	VVINF	_	11	obji	_	_
17	,	,	$	$,	_	0	root	_	_
18	daß	daß	K	KOUS	_	22	konj	_	_
19	sie	sie	P	PPER	3|Sg|Fem|Nom	22	subj	36	36
20	nicht	nicht	P	PTKNEG	_	22	adv	_	_
21	müßig	müßig	A	ADJD	Pos|	22	adv	_	_
22	stehe	stehen	V	VVFIN	3|Sg|Pres|Subj	16	objc	_	_
23	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Aber	aber	K	KON	_	0	root	_	_
3	der	die	A	ART	Def|Masc|Nom|Sg	5	det	37	37
4	alte	alt	A	ADJA	Pos|Masc|Nom|Sg|Wk|	5	attr	37	37
5	König	König	N	NN	Masc|Nom|Sg	6	subj	37	37
6	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
7	keine	keine	A	PIAT	Fem|_|Sg	8	det	_	_
8	Arbeit	Arbeit	N	NN	Fem|_|Sg	6	obja	_	_
9	für	für	P	APPR	Acc	8	pp	_	_
10	sie	sie	P	PPER	3|_|_|Acc	9	pn	36	36
11	und	und	K	KON	_	6	kon	_	_
12	wußte	wußte	V	VVFIN	_	11	cj	_	_
13	nichts	nichts	P	PIS	_	12	obja	_	_
14	,	,	$	$,	_	0	root	_	_
15	als	als	K	KOKOM	_	0	root	_	_
16	daß	daß	K	KOUS	_	18	konj	_	_
17	er	er	P	PPER	3|Sg|Masc|Nom	18	subj	37	37
18	sagte	sagen	V	VVFIN	3|Sg|Past|_	21	neb	_	_
19	'	'	$	$(	_	0	root	_	_
20	da	da	A	ADV	_	21	adv	_	_
21	hab	hab	V	VAFIN	1|Sg|_|_	0	root	_	_
22	ich	ich	P	PPER	1|Sg|_|Nom	21	subj	38	38
23	so	so	A	ADV	_	26	adv	39	39
24	einen	eine	A	ART	Indef|Masc|Acc|Sg	26	det	39	39
25	kleinen	klein	A	ADJA	Pos|Masc|Acc|Sg|_|	26	attr	39	39
26	Jungen	Junge	N	NN	Masc|Acc|Sg	21	obja	39	39
27	,	,	$	$,	_	0	root	39	39
28	der	die	P	PRELS	Masc|Nom|Sg	29	subj	39	39
29	hütet	hüten	V	VVFIN	3|Sg|Pres|Ind	26	rel	_	_
30	die	die	A	ART	Def|Fem|_|Pl	31	det	53	53
31	Gänse	Gans	N	NN	Fem|_|Pl	29	obja	39	39
32	,	,	$	$,	_	0	root	_	_
33	dem	die	P	PDS	_|Dat|Sg	36	objd	_	_
34	mag	mögen	V	VMFIN	3|Sg|Pres|Ind	21	kon	_	_
35	sie	sie	P	PPER	3|Sg|Fem|Nom	34	subj	36	36
36	helfen	helfen	V	VVINF	_	34	aux	_	_
37	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Der	die	A	ART	Def|Masc|Nom|Sg	3	det	39	39
