1	Es	es	P	PPER	3|Sg|Neut|_	2	expl	_	_
36	vergessen	veressen	V	VVPP	_	31	aux	_	_
37	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	2	det	13	13
2	Kammerjungfer	Kammerjungfer	N	NN	Fem|Nom|Sg	3	subj	13	13
3	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
4	aber	aber	A	ADV	_	3	adv	_	_
5	noch	noch	A	ADV	_	3	adv	_	_
6	hochmütiger	hochmütig	A	ADJD	Comp|	3	adv	_	_
7	:	\:	$	$.	_	0	root	_	_
8	»	»	$	$(	_	0	root	_	_
9	Wollt	wollen	V	VMFIN	2|Pl|Pres|Ind	0	root	_	_
10	Ihr	ihr	P	PPER	2|Pl|_|Nom	9	subj	24	24
11	trinken	trinken	V	VVINF	_	9	aux	_	_
12	,	,	$	$,	_	0	root	_	_
13	so	so	A	ADV	_	14	adv	_	_
14	trinkt	trinken	V	VVFIN	_|_|Pres|Ind	9	kon	_	_
15	allein	allein	A	ADV	_	14	adv	_	_
16	,	,	$	$,	_	0	root	_	_
17	ich	ich	P	PPER	1|Sg|_|Nom	18	subj	18	18
18	mag	mögen	V	VMFIN	1|Sg|Pres|Ind	14	kon	_	_
19	nicht	nicht	P	PTKNEG	_	22	adv	_	_
20	Eure	eure	A	PPOSAT	Fem|Nom|Sg	21	det	11	11
21	Magd	Magd	N	NN	Fem|Nom|Sg	22	pred	_	_
22	sein	sein	V	VAINF	_	18	aux	_	_
23	.	.	$	$.	_	0	root	_	_
24	«	«	$	$(	_	0	root	_	_
25	Da	da	A	ADV	_	26	adv	_	_
26	stieg	steigen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
27	die	die	A	ART	Def|Fem|Nom|Sg	28	det	25	25
28	Königstochter	Königstochter	N	NN	Fem|Nom|Sg	26	subj	25	25
29	hernieder	hernieder	F	FM	Fem|Nom|Sg	28	app	25	25
30	vor	vor	P	APPR	Dat	26	pp	_	_
31	großem	groß	A	ADJA	Pos|Masc|Dat|Sg|St|	32	attr	_	_
32	Durst	Durst	N	NN	Masc|Dat|Sg	30	pn	_	_
33	,	,	$	$,	_	0	root	_	_
34	legte	legen	V	VVFIN	_|Sg|Past|_	26	kon	_	_
35	sich	sie	P	PRF	3|_|_	34	obja	_	_
36	über	über	P	APPR	Acc	34	objp	_	_
37	das	die	A	ART	Def|Neut|Acc|Sg	39	det	_	_
38	fließende	fließend	A	ADJA	Pos|Neut|Acc|Sg|Wk|<PPRES	39	attr	_	_
39	Wasser	Wasser	N	NN	Neut|Acc|Sg	36	pn	_	_
40	,	,	$	$,	_	0	root	_	_
41	weinte	weinen	V	VVFIN	_|Sg|Past|_	26	kon	_	_
42	und	und	K	KON	_	41	kon	_	_
43	sprach	sprechen	V	VVFIN	_|Sg|Past|Ind	42	cj	_	_
44	:	\:	$	$.	_	0	root	_	_
45	»	»	$	$(	_	0	root	_	_
46	Ach	ach	I	ITJ	_	0	root	_	_
47	Gott	Gott	N	NN	Masc|_|Sg	0	root	20	20
48	!	!	$	$.	_	0	root	_	_
49	«	«	$	$(	_	0	root	_	_
50	Und	und	K	KON	_	0	root	_	_
51	die	die	A	ART	Def|Masc|Nom|Pl	52	det	21	21
52	Blutstropfen	Blutstropfen	N	NN	Masc|Nom|Pl	53	subj	21	21
53	antworteten	antworten	V	VVFIN	3|Pl|Past|_	50	cj	_	_
54	wiederum	wiederum	A	ADV	_	53	adv	_	_
55	:	\:	$	$.	_	0	root	_	_
56	»	»	$	$(	_	0	root	_	_
57	Wenn	wenn	K	KOUS	_	61	konj	_	_
58	das	die	P	PDS	Neut|Nom|Sg	61	subj	_	_
59	deine	deine	A	PPOSAT	Fem|_|Sg	60	det	30	30
60	Mutter	Mutter	N	NN	Fem|_|Sg	61	obja	_	_
61	wüßte	wüßte	V	VVFIN	_|Sg|_|_	0	root	_	_
62	,	,	$	$,	_	0	root	_	_
63	das	die	A	ART	Def|Neut|_|Sg	64	det	22	22
64	Herz	Herz	N	NN	Neut|_|Sg	67	obja	22	22
65	im	in	P	APPRART	Dat	64	pp	22	22
66	Leibe	Leib	N	NN	Masc|Dat|Sg	65	pn	22	22
67	tät	tät	V	VVFIN	2|Pl|_|_	0	root	23)	23)
68	ihr	ihr	P	PPER	2|Pl|_|Nom	67	subj	24	24
69	zerspringen	zerspringen	V	VVINF	_	0	root	_	_
70	.	.	$	$.	_	0	root	_	_
71	«	«	$	$(	_	0	root	_	_
72	Und	und	K	KON	_	0	root	_	_
73	wie	wie	P	PWAV	_	76	adv	_	_
74	sie	sie	P	PPER	3|Sg|Fem|Nom	76	subj	25	25
75	so	so	A	ADV	_	76	adv	_	_
76	trank	trinken	V	VVFIN	3|Sg|Past|Ind	72	cj	_	_
77	und	und	K	KON	_	0	root	_	_
78	sich	sie	P	PRF	3|_|_	77	cj	_	_
79	recht	recht	A	ADJD	Pos|	80	adv	_	_
80	überlehnte	überlehnt	A	ADJA	Pos|_|_|_|_|	0	root	_	_
81	,	,	$	$,	_	0	root	_	_
82	fiel	fallen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
83	ihr	ihr	P	PPER	3|Sg|Fem|Dat	82	objd	25	25
84	das	die	A	ART	Def|Neut|Nom|Sg	85	det	6	6
85	Läppchen	Läppchen	N	NN	Neut|Nom|Sg	82	subj	6	6
86	,	,	$	$,	_	0	root	_	_
87	worin	worin	P	PWAV	_	91	pp	_	_
88	die	die	A	ART	Def|Masc|Nom|Pl	90	det	_	_
89	drei	drei	C	CARD	_	90	attr	_	_
90	Tropfen	Tropfen	N	NN	Masc|Nom|Pl	91	subj	_	_
91	waren	sein	V	VAFIN	3|Pl|Past|Ind	0	root	_	_
92	,	,	$	$,	_	0	root	_	_
93	aus	aus	P	APPR	Dat	0	root	_	_
94	dem	die	A	ART	Def|Masc|Dat|Sg	95	det	_	_
95	Busen	Busen	N	NN	Masc|Dat|Sg	93	pn	_	_
96	und	und	K	KON	_	0	root	_	_
97	floß	floß	V	VVFIN	_	96	cj	_	_
98	mit	mit	P	APPR	Dat	97	pp	_	_
99	dem	die	A	ART	Def|Neut|Dat|Sg	100	det	26	26
100	Wasser	Wasser	N	NN	Neut|Dat|Sg	98	pn	26	26
101	fort	fort	P	PTKVZ	_	97	avz	_	_
102	,	,	$	$,	_	0	root	_	_
103	ohne	ohne	P	APPR	Acc	104	konj	_	_
104	daß	daß	K	KOUS	_	111	konj	_	_
105	sie	sie	P	PPER	3|Sg|Fem|Nom	111	subj	25	25
106	es	es	P	PPER	3|Sg|Neut|_	111	obja	_	_
107	in	in	P	APPR	Dat	111	pp	_	_
108	ihrer	ihre	A	PPOSAT	Fem|Dat|Sg	110	det	25	25
109	großen	groß	A	ADJA	Pos|Fem|Dat|Sg|Wk|	110	attr	_	_
110	Angst	Angst	N	NN	Fem|Dat|Sg	107	pn	_	_
111	merkte	merken	V	VVFIN	3|Sg|Past|_	97	neb	_	_
112	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	2	det	13	13
2	Kammerjungfer	Kammerjungfer	N	NN	Fem|Nom|Sg	3	subj	13	13
3	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
4	aber	aber	A	ADV	_	5	adv	_	_
5	zugesehen	zusehen	V	VVPP	_	3	aux	_	_
6	und	und	K	KON	_	3	kon	_	_
7	freute	freuen	V	VVFIN	_|Sg|Past|_	6	cj	_	_
8	sich	sie	P	PRF	3|_|_	7	obja	_	_
9	,	,	$	$,	_	0	root	_	_
10	daß	daß	K	KOUS	_	16	konj	_	_
11	sie	sie	P	PPER	3|Sg|Fem|Nom	16	subj	13	13
12	Gewalt	Gewalt	N	NN	Fem|_|Sg	16	obja	_	_
13	über	über	P	APPR	Acc	12	pp	_	_
14	die	die	A	ART	Def|Fem|Acc|Sg	15	det	27	27
15	Braut	Braut	N	NN	Fem|Acc|Sg	13	pn	27	27
16	bekäme	bekommen	V	VVFIN	3|Sg|Past|Subj	7	objc	_	_
17	;	;	$	$.	_	0	root	_	_
18	denn	denn	K	KON	_	0	root	_	_
19	damit	damit	P	PROAV	_	28	pp	_	_
20	,	,	$	$,	_	0	root	_	_
21	daß	daß	K	KOUS	_	26	konj	_	_
22	diese	diese	P	PDS	Fem|Nom|Sg	26	subj	_	_
23	die	die	A	ART	Def|Masc|_|Pl	24	det	21	21
24	Blutstropfen	Blutstropfen	N	NN	Masc|_|Pl	25	obja	21	21
25	verloren	verlieren	V	VVPP	_	26	aux	_	_
26	hatte	haben	V	VAFIN	3|Sg|Past|Ind	19	objc	_	_
27	,	,	$	$,	_	0	root	_	_
28	war	sein	V	VAFIN	3|Sg|Past|Ind	18	cj	_	_
29	sie	sie	P	PPER	3|Sg|Fem|Nom	28	subj	13	13
30	schwach	schwach	A	ADJD	Pos|	33	pred	_	_
31	und	und	K	KON	_	30	kon	_	_
32	machtlos	machtlos	A	ADJD	Pos|	31	cj	_	_
33	geworden	werden	V	VAPP	_	28	aux	_	_
34	.	.	$	$.	_	0	root	_	_

1	Als	Als	K	KOUS	_	9	konj	_	_
2	sie	sie	P	PPER	3|Sg|Fem|Nom	9	subj	13	13
3	nun	nun	A	ADV	_	8	adv	_	_
4	wieder	wieder	A	ADV	_	8	adv	_	_
5	auf	auf	P	APPR	Acc	8	pp	_	_
6	ihr	ihre	A	PPOSAT	Neut|Acc|Sg	7	det	13	13
7	Pferd	Pferd	N	NN	Neut|Acc|Sg	5	pn	28	28
8	steigen	steigen	V	VVINF	_	9	aux	28	28
9	wollte	wollen	V	VMFIN	3|Sg|Past|_	16	neb	28	28
10	,	,	$	$,	_	0	root	28	28
11	das	die	P	PRELS	Neut|Nom|Sg	13	subj	28	28
12	da	da	A	ADV	_	13	adv	_	_
13	hieß	heißen	V	VVFIN	3|Sg|Past|Ind	7	rel	_	_
14	Falada	Falada	N	NE	_|Nom|_	13	pred	_	_
15	,	,	$	$,	_	0	root	29)	29)
16	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	29)	29)
17	die	die	A	ART	Def|Fem|Nom|Sg	18	det	32	32
18	Kammerfrau	Kammerfrau	N	NN	Fem|Nom|Sg	16	subj	32	32
19	:	\:	$	$.	_	0	root	_	_
20	»	»	$	$(	_	0	root	_	_
21	Auf	auf	P	APPR	_	23	pp	_	_
22	Falada	Falada	N	NE	_|_|_	21	pn	29	29
23	gehör	gehör	V	VVFIN	1|Sg|_|_	0	root	_	_
24	ich	ich	P	PPER	1|Sg|_|Nom	23	subj	18	18
25	,	,	$	$,	_	0	root	_	_
26	und	und	K	KON	_	23	kon	_	_
27	auf	auf	P	APPR	_	30	objp	_	_
28	meinen	meine	A	PPOSAT	Masc|_|Sg	29	det	18	18
29	Gaul	Gaul	N	NN	Masc|_|Sg	27	pn	_	_
30	gehörst	gehören	V	VVFIN	2|Sg|Pres|Ind	26	cj	_	_
31	du	du	P	PPER	2|Sg|_|Nom	30	subj	30	30
32	«	«	$	$(	_	0	root	_	_
33	,	,	$	$,	_	0	root	_	_
34	und	und	K	KON	_	23	kon	_	_
35	das	die	P	PDS	Neut|Nom|Sg	36	subj	_	_
36	mußte	müssen	V	VMFIN	3|Sg|Past|Ind	34	cj	_	_
37	sie	sie	P	PPER	3|_|_|_	40	obja	29	29
38	sich	sie	P	PRF	3|_|Dat	39	objd	_	_
39	gefallen	gefallen	V	VVINF	_	40	obji	_	_
40	lassen	lassen	V	VVINF	_	36	aux	_	_
41	.	.	$	$.	_	0	root	_	_

1	Dann	dann	A	ADV	_	2	adv	_	_
2	befahl	befehlen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	ihr	ihr	P	PPER	3|Sg|Fem|Dat	2	objd	29	29
4	die	die	A	ART	Def|Fem|Nom|Sg	5	det	31	31
5	Kammerfrau	Kammerfrau	N	NN	Fem|Nom|Sg	2	subj	31	31
6	mit	mit	P	APPR	Dat	5	pp	31	31
7	harten	hart	A	ADJA	Pos|Neut|Dat|Pl|_|	8	attr	31	31
8	Worten	Wort	N	NN	Neut|Dat|Pl	6	pn	31	31
9	,	,	$	$,	_	0	root	31	31
10	die	die	A	ART	Def|_|_|Pl	12	det	31	31
11	königlichen	königlich	A	ADJA	Pos|_|_|Pl|Wk|	12	attr	31	31
12	Kleider	Kleid	N	NN	_|_|Pl	13	obja	31	31
13	auszuziehen	ausziehen	V	VVIZU	_	8	obji	_	_
14	und	und	K	KON	_	5	kon	_	_
15	ihre	ihre	A	PPOSAT	_|Nom|_	14	cj	31	31
16	schlechten	schlecht	A	ADJA	Pos|_|_|_|_|	17	obja	_	_
17	anzulegen	anlegen	V	VVIZU	_	2	obji	_	_
18	,	,	$	$,	_	0	root	_	_
19	und	und	K	KON	_	2	kon	_	_
20	endlich	endlich	A	ADJD	Pos|	21	adv	_	_
21	mußte	müssen	V	VMFIN	3|Sg|Past|Ind	19	cj	_	_
22	sie	sie	P	PPER	3|Sg|Fem|Nom	21	subj	31	31
23	sich	sie	P	PRF	3|_|_	27	obja	_	_
24	unter	unter	P	APPR	Dat	27	pp	_	_
25	freiem	frei	A	ADJA	Pos|Masc|Dat|Sg|St|	26	attr	_	_
26	Himmel	Himmel	N	NN	Masc|Dat|Sg	24	pn	_	_
27	verschwören	verschwören	V	VVINF	_	21	aux	_	_
28	,	,	$	$,	_	0	root	_	_
29	daß	daß	K	KOUS	_	39	konj	_	_
30	sie	sie	P	PPER	3|Sg|Fem|Nom	39	subj	31	31
31	am	an	P	APPRART	Dat	38	pp	_	_
32	königlichen	königlich	A	ADJA	Pos|Masc|Dat|Sg|Wk|	33	attr	_	_
33	Hof	Hof	N	NN	Masc|Dat|Sg	31	pn	_	_
34	keinem	keine	A	PIAT	Masc|Dat|Sg	35	det	_	_
35	Menschen	Mensch	N	NN	Masc|Dat|Sg	38	objd	_	_
36	etwas	etwas	P	PIS	_	38	obja	_	_
37	davon	davon	P	PROAV	_	38	pp	_	_
38	sprechen	sprechen	V	VVINF	_	39	aux	_	_
39	wollte	wollen	V	VMFIN	3|Sg|Past|_	0	root	_	_
40	;	;	$	$.	_	0	root	_	_
41	und	und	K	KON	_	0	root	_	_
42	wenn	wenn	K	KOUS	_	48	konj	_	_
43	sie	sie	P	PPER	3|Sg|Fem|Nom	48	subj	31	31
44	diesen	diese	A	PDAT	Masc|Acc|Sg	45	det	_	_
45	Eid	Eid	N	NN	Masc|Acc|Sg	47	obja	_	_
46	nicht	nicht	P	PTKNEG	_	47	adv	_	_
47	abgelegt	ablegen	V	VVPP	_	48	aux	_	_
48	hätte	haben	V	VAFIN	3|Sg|Past|Subj	50	neb	_	_
49	,	,	$	$,	_	0	root	_	_
50	wäre	sein	V	VAFIN	3|Sg|Past|Subj	41	cj	_	_
51	sie	sie	P	PPER	3|Sg|Fem|Nom	50	subj	31	31
52	auf	auf	P	APPR	Dat	55	pp	_	_
53	der	die	A	ART	Def|Fem|Dat|Sg	54	det	_	_
54	Stelle	Stelle	N	NN	Fem|Dat|Sg	52	pn	_	_
55	umgebracht	umbringen	V	VVPP	_	56	aux	_	_
56	worden	werden	V	VAPP	_	50	aux	_	_
57	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	Falada	Falada	N	NE	_|Nom|Sg	3	subj	29	29
3	sah	sehen	V	VVFIN	3|Sg|Past|Ind	1	cj	_	_
4	das	die	P	PDS	Neut|_|Sg	3	obja	_	_
5	alles	alle	P	PIS	Neut|_|Sg	4	app	_	_
6	an	an	P	PTKVZ	_	3	avz	_	_
7	und	und	K	KON	_	3	kon	_	_
8	nahm	nehmen	V	VVFIN	_|Sg|Past|Ind	7	cj	_	_
9	'	'	$	$(	_	0	root	_	_
10	s	s	P	PPER	_	8	obja	_	_
11	wohl	wohl	A	ADV	_	8	adv	_	_
12	in	in	P	APPR	_	8	objp	_	_
13	acht	acht	C	CARD	_	12	pn	_	_
14	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	2	det	32	32
2	Kammerfrau	Kammerfrau	N	NN	Fem|Nom|Sg	3	subj	32	32
3	stieg	steigen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
4	nun	nun	A	ADV	_	3	adv	_	_
5	auf	auf	P	APPR	Acc	3	pp	_	_
6	Falada	Falada	N	NN	Fem|Acc|Sg	5	pn	29	29
7	und	und	K	KON	_	6	kon	_	_
8	die	die	A	ART	Def|Fem|Acc|Sg	10	det	42	42
9	wahre	wahr	A	ADJA	Pos|Fem|Acc|Sg|_|	10	attr	42	42
10	Braut	Braut	N	NN	Fem|Acc|Sg	7	cj	42	42
11	auf	auf	P	APPR	Acc	3	pp	_	_
12	das	die	A	ART	Def|Neut|Acc|Sg	14	det	_	_
13	schlechte	schlecht	A	ADJA	Pos|Neut|Acc|Sg|Wk|	14	attr	_	_
14	Roß	Roß	N	NN	Neut|Acc|Sg	11	pn	_	_
15	,	,	$	$,	_	0	root	_	_
16	und	und	K	KON	_	3	kon	_	_
17	so	so	A	ADV	_	18	adv	_	_
18	zogen	ziehen	V	VVFIN	3|Pl|Past|Ind	16	cj	_	_
19	sie	sie	P	PPER	3|Pl|_|Nom	18	subj	33	33
20	weiter	weiter	A	ADV	_	18	adv	_	_
21	,	,	$	$,	_	0	root	_	_
22	bis	bis	K	KOUS	_	29	konj	_	_
23	sie	sie	P	PPER	3|Pl|_|Nom	29	subj	33	33
24	endlich	endlich	A	ADJD	Pos|	29	adv	_	_
25	in	in	P	APPR	Dat	29	pp	_	_
26	dem	die	A	ART	Def|Neut|Dat|Sg	28	det	_	_
27	königlichen	königlich	A	ADJA	Pos|Neut|Dat|Sg|Wk|	28	attr	_	_
28	Schloß	Schloß	N	NN	Neut|Dat|Sg	25	pn	_	_
29	eintrafen	eintreffen	V	VVFIN	3|Pl|Past|Ind	18	neb	_	_
30	.	.	$	$.	_	0	root	_	_

1	Da	da	A	ADV	_	2	adv	_	_
2	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
3	große	groß	A	ADJA	Pos|Fem|Nom|Sg|_|	4	attr	34	34
4	Freude	Freude	N	NN	Fem|Nom|Sg	2	subj	34	34
5	über	über	P	APPR	Acc	4	pp	34	34
6	ihre	ihre	A	PPOSAT	Fem|Acc|Sg	7	det	34	34
7	Ankunft	Ankunft	N	NN	Fem|Acc|Sg	5	pn	_	_
8	,	,	$	$,	_	0	root	_	_
9	und	und	K	KON	_	2	kon	_	_
10	der	die	A	ART	Def|Masc|Nom|Sg	11	det	35	35
11	Königssohn	Königssohn	N	NN	Masc|Nom|Sg	12	subj	35	35
12	sprang	springen	V	VVFIN	3|Sg|Past|Ind	9	cj	_	_
13	ihnen	sie	P	PPER	3|Pl|_|Dat	12	objd	33	33
14	entgegen	entgegen	P	PTKVZ	_	12	avz	_	_
15	,	,	$	$,	_	0	root	_	_
16	hob	heben	V	VVFIN	_|Sg|Past|Ind	12	kon	_	_
17	die	die	A	ART	Def|Fem|_|Sg	18	det	_	_
18	Kammerfrau	Kammerfrau	N	NN	Fem|_|Sg	16	obja	_	_
19	vom	von	P	APPRART	Dat	18	pp	_	_
20	Pferde	Pferd	N	NN	Neut|Dat|Sg	19	pn	17	17
21	und	und	K	KON	_	16	kon	_	_
22	meinte	meinen	V	VVFIN	_|Sg|Past|_	21	cj	_	_
23	,	,	$	$,	_	0	root	_	_
24	sie	sie	P	PPER	3|Sg|Fem|Nom	25	subj	34	34
25	wäre	sein	V	VAFIN	3|Sg|Past|Subj	22	s	_	_
26	seine	seine	A	PPOSAT	Fem|Nom|Sg	27	det	35	35
27	Gemahlin	Gemahlin	N	NN	Fem|Nom|Sg	25	pred	_	_
28	;	;	$	$.	_	0	root	_	_
29	sie	sie	P	PPER	3|_|_|Nom	30	subj	34	34
30	ward	ward	V	VAFIN	3|_|_|_	0	root	_	_
31	die	die	A	ART	Def|Fem|_|Sg	32	det	_	_
32	Treppe	Treppe	N	NN	Fem|_|Sg	33	obja	_	_
33	hinaufgeführt	hinaufführen	V	VVPP	_	30	aux	_	_
34	,	,	$	$,	_	0	root	_	_
35	die	die	A	ART	Def|Fem|Nom|Sg	37	det	36	36
36	wahre	wahr	A	ADJA	Pos|Fem|Nom|Sg|_|	37	attr	36	36
37	Königstochter	Königstochter	N	NN	Fem|Nom|Sg	39	subj	36	36
38	aber	aber	A	ADV	_	37	adv	36	36
39	mußte	müssen	V	VMFIN	3|Sg|Past|Ind	30	kon	_	_
40	unten	unten	A	ADV	_	39	adv	_	_
41	stehenbleiben	stehenbleiben	A	ADJD	_	39	adv	_	_
42	.	.	$	$.	_	0	root	_	_

1	Da	da	A	ADV	_	2	adv	_	_
2	schaute	schauen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	der	die	A	ART	Def|Masc|Nom|Sg	5	det	39	39
4	alte	alt	A	ADJA	Pos|Masc|Nom|Sg|Wk|	5	attr	39	39
5	König	König	N	NN	Masc|Nom|Sg	2	subj	39	39
6	aus	aus	P	APPR	Dat	2	pp	_	_
7	dem	die	A	ART	Def|Neut|Dat|Sg	8	det	_	_
8	Fenster	Fenster	N	NN	Neut|Dat|Sg	6	pn	_	_
9	und	und	K	KON	_	2	kon	_	_
10	sah	sehen	V	VVFIN	_|Sg|Past|Ind	9	cj	_	_
11	sie	sie	P	PPER	3|_|_|_	10	obja	36	36
12	im	in	P	APPRART	Dat	10	pp	_	_
13	Hof	Hof	N	NN	Masc|Dat|Sg	12	pn	_	_
14	halten	halten	V	VVINF	_	10	obji	_	_
15	und	und	K	KON	_	10	kon	_	_
16	sah	sehen	V	VVFIN	_|Sg|Past|Ind	15	cj	_	_
17	,	,	$	$,	_	0	root	_	_
18	wie	wie	P	PWAV	_	21	adv	_	_
19	sie	sie	P	PPER	3|Sg|Fem|Nom	21	subj	36	36
20	fein	fein	A	ADJD	Pos|	21	pred	_	_
21	war	sein	V	VAFIN	3|Sg|Past|Ind	16	objc	_	_
22	,	,	$	$,	_	0	root	_	_
23	zart	zart	A	ADJD	Pos|	0	root	_	_
24	und	und	K	KON	_	23	kon	_	_
25	gar	gar	A	ADV	_	26	adv	_	_
26	schön	schön	A	ADJD	Pos|	24	cj	_	_
27	;	;	$	$.	_	0	root	_	_
28	ging	gehen	V	VVFIN	_|Sg|Past|Ind	0	root	_	_
29	alsbald	alsbald	A	ADV	_	28	adv	_	_
30	hin	hin	A	ADV	_	31	adv	_	_
31	ins	in	P	APPRART	Acc	28	objp	_	_
32	königliche	königlich	A	ADJA	Pos|Neut|Acc|Sg|Wk|	33	attr	_	_
33	Gemach	Gemach	N	NN	Neut|Acc|Sg	31	pn	_	_
34	und	und	K	KON	_	28	kon	_	_
35	fragte	fragen	V	VVFIN	_|Sg|Past|_	34	cj	_	_
36	die	die	A	ART	Def|Fem|_|Sg	37	det	27	27
37	Braut	Braut	N	NN	Fem|_|Sg	35	obja	27	27
38	nach	nach	P	APPR	Dat	35	pp	_	_
39	der	die	P	PDS	Fem|Dat|Sg	38	pn	_	_
40	,	,	$	$,	_	0	root	_	_
41	die	die	P	PRELS	Fem|Nom|Sg	45	subj	27	27
42	sie	sie	P	PPER	3|_|_|_	45	obja	36	36
43	bei	bei	P	APPR	Dat	45	pp	_	_
44	sich	sie	P	PRF	3|_|Dat	43	pn	_	_
45	hätte	haben	V	VAFIN	3|Sg|Past|Subj	39	rel	_	_
46	und	und	K	KON	_	45	kon	_	_
47	da	da	A	ADV	_	51	adv	_	_
48	unten	unten	A	ADV	_	49	adv	_	_
49	im	in	P	APPRART	Dat	51	pp	_	_
50	Hofe	Hof	N	NN	Masc|Dat|Sg	49	pn	_	_
51	stände	stehen	V	VVFIN	_|Sg|Past|Subj	46	cj	_	_
52	,	,	$	$,	_	0	root	_	_
53	und	und	K	KON	_	45	kon	_	_
54	wer	wer	P	PWS	_|Nom|Sg	56	subj	_	_
55	sie	sie	P	PPER	3|_|_|Nom	56	pred	36	36
56	wäre	sein	V	VAFIN	_|Sg|Past|Subj	53	cj	_	_
57	?	?	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Die	die	P	PDS	_|_|_	7	obja	_	_
3	hab	hab	V	VAFIN	1|Sg|_|_	0	root	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	3	subj	40	40
5	mir	ich	P	PRF	1|Sg|Dat	7	objd	_	_
6	unterwegs	unterwegs	A	ADV	_	7	adv	_	_
7	mitgenommen	mitnehmen	V	VVPP	_	3	aux	_	_
8	zur	zu	P	APPRART	Dat	7	pp	_	_
9	Gesellschaft	Gesellschaft	N	NN	_|Dat|Sg	8	pn	38	38
10	;	;	$	$.	_	0	root	_	_
11	gebt	geben	V	VVFIN	2|Pl|Pres|Ind	0	root	_	_
12	der	die	A	ART	Def|Fem|Dat|Sg	13	det	37	37
13	Magd	Magd	N	NN	Fem|Dat|Sg	11	objd	37	37
14	etwas	etwas	A	ADV	_	16	adv	_	_
15	zu	zu	P	PTKZU	_	16	part	_	_
16	arbeiten	arbeiten	V	VVINF	_	11	obji	_	_
17	,	,	$	$,	_	0	root	_	_
18	daß	daß	K	KOUS	_	22	konj	_	_
19	sie	sie	P	PPER	3|Sg|Fem|Nom	22	subj	38	38
20	nicht	nicht	P	PTKNEG	_	22	adv	_	_
21	müßig	müßig	A	ADJD	Pos|	22	adv	_	_
22	steht	stehen	V	VVFIN	3|Sg|Pres|Ind	16	objc	_	_
23	.	.	$	$.	_	0	root	_	_
24	«	«	$	$(	_	0	root	_	_

1	Aber	aber	K	KON	_	5	koord	_	_
2	der	die	A	ART	Def|Masc|Nom|Sg	4	det	39	39
3	alte	alt	A	ADJA	Pos|Masc|Nom|Sg|Wk|	4	attr	39	39
4	König	König	N	NN	Masc|Nom|Sg	5	subj	39	39
5	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
6	keine	keine	A	PIAT	Fem|_|Sg	7	det	_	_
7	Arbeit	Arbeit	N	NN	Fem|_|Sg	5	obja	_	_
8	für	für	P	APPR	Acc	7	pp	_	_
9	sie	sie	P	PPER	3|_|_|Acc	8	pn	38	38
10	und	und	K	KON	_	5	kon	_	_
11	wußte	wußte	V	VVFIN	_	10	cj	_	_
12	nichts	nichts	P	PIS	_	11	obja	_	_
13	,	,	$	$,	_	0	root	_	_
14	als	als	K	KOKOM	_	0	root	_	_
15	daß	daß	K	KOUS	_	17	konj	_	_
16	er	er	P	PPER	3|Sg|Masc|Nom	17	subj	38	38
17	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
18	:	\:	$	$.	_	0	root	_	_
19	»	»	$	$(	_	0	root	_	_
20	Da	da	A	ADV	_	21	adv	_	_
21	hab	hab	V	VAFIN	1|Sg|_|_	0	root	_	_
22	ich	ich	P	PPER	1|Sg|_|Nom	21	subj	40	40
23	so	so	A	ADV	_	26	adv	41	41
24	einen	eine	A	ART	Indef|Masc|Acc|Sg	26	det	41	41
25	kleinen	klein	A	ADJA	Pos|Masc|Acc|Sg|_|	26	attr	41	41
26	Jungen	Junge	N	NN	Masc|Acc|Sg	21	obja	41	41
27	,	,	$	$,	_	0	root	41	41
28	der	die	P	PRELS	Masc|Nom|Sg	29	subj	41	41
29	hütet	hüten	V	VVFIN	3|Sg|Pres|Ind	26	rel	_	_
30	die	die	A	ART	Def|Fem|_|Pl	31	det	53	53
31	Gänse	Gans	N	NN	Fem|_|Pl	29	obja	41	41
32	,	,	$	$,	_	0	root	_	_
33	dem	die	P	PDS	_|Dat|Sg	36	objd	_	_
34	mag	mögen	V	VMFIN	3|Sg|Pres|Ind	21	kon	_	_
35	sie	sie	P	PPER	3|Sg|Fem|Nom	34	subj	27	27
