1	Es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
13	,	,	$	$,	_	0	root	_	_
14	so	so	A	ADV	_	15	adv	_	_
15	können	können	V	VMFIN	1|Pl|Pres|_	6	cj	_	_
16	wir	wir	P	PPER	1|Pl|_|Nom	15	subj	_	_
17	miteinander	miteinander	A	ADV	_	18	adv	_	_
18	betteln	betteln	V	VVINF	_	19	obji	_	_
19	gehen	gehen	V	VVINF	_	15	aux	_	_
20	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	Nein	nein	P	PTKANT	_	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	'	'	$	$(	_	0	root	_	_
6	antwortete	antworten	V	VVFIN	3|Sg|Past|_	0	root	_	_
7	der	die	A	ART	Def|Masc|Nom|Sg	9	det	6	6
8	heilige	heilig	A	ADJA	Pos|Masc|Nom|Sg|Wk|	9	attr	6	6
9	Petrus	Petrus	N	NN	Masc|Nom|Sg	6	subj	6	6
10	,	,	$	$,	_	0	root	_	_
11	'	'	$	$(	_	0	root	_	_
12	das	die	P	PDS	Neut|Nom|Sg	13	subj	_	_
13	wird	werden	V	VAFIN	3|Sg|Pres|Ind	6	kon	_	_
14	just	just	A	ADV	_	17	adv	_	_
15	nicht	nicht	P	PTKNEG	_	17	adv	_	_
16	nötig	nötig	A	ADJD	Pos|	17	pred	_	_
17	sein	sein	V	VAINF	_	13	aux	_	_
18	:	\:	$	$.	_	0	root	_	_
19	ich	ich	P	PPER	1|Sg|_|Nom	20	subj	8	8
20	verstehe	verstehen	V	VVFIN	1|Sg|Pres|_	0	root	_	_
21	mich	ich	P	PRF	1|Sg|Acc	20	obja	_	_
22	ein	eine	A	ART	Indef|_|_|Sg	0	root	_	_
23	wenig	wenig	A	ADV	_	24	adv	_	_
24	auf	auf	P	APPR	Acc	30	pp	_	_
25	die	die	A	ART	Def|Fem|Acc|Sg	26	det	_	_
26	Doktorei	Doktorei	N	NN	Fem|Acc|Sg	24	pn	_	_
27	,	,	$	$,	_	0	root	_	_
28	und	und	K	KON	_	24	kon	_	_
29	damit	damit	P	PROAV	_	28	cj	_	_
30	will	wollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
31	ich	ich	P	PPER	1|Sg|_|Nom	30	subj	8	8
32	mir	ich	P	PRF	1|Sg|Dat	36	objd	_	_
33	schon	schon	A	ADV	_	36	adv	_	_
34	so	so	A	ADV	_	35	adv	_	_
35	viel	viel	P	PIS	_	36	obja	_	_
36	verdienen	verdienen	V	VVINF	_	30	aux	_	_
37	,	,	$	$,	_	0	root	_	_
38	als	als	K	KOUS	_	40	konj	_	_
39	ich	ich	P	PPER	1|Sg|_|Nom	40	subj	8	8
40	brauche	brauchen	V	VVFIN	1|Sg|Pres|_	30	neb	_	_
41	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	Ja	ja	P	PTKANT	_	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	'	'	$	$(	_	0	root	_	_
6	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
7	der	die	A	ART	Def|Masc|Nom|Sg	8	det	1	1
8	Bruder	Bruder	N	NN	Masc|Nom|Sg	6	subj	1	1
9	Lustig	Lustig	N	NE	Masc|Nom|Sg	8	app	1	1
10	,	,	$	$,	_	0	root	_	_
11	'	'	$	$(	_	0	root	_	_
12	davon	davon	P	PROAV	_	13	pp	_	_
13	verstehe	verstehen	V	VVFIN	1|Sg|Pres|_	6	s	_	_
14	ich	ich	P	PPER	1|Sg|_|Nom	13	subj	8	8
15	nichts	nichts	P	PIS	_	13	obja	_	_
16	,	,	$	$,	_	0	root	_	_
17	also	also	A	ADV	_	18	adv	_	_
18	muß	müssen	V	VMFIN	1|Sg|Pres|Ind	13	kon	_	_
19	ich	ich	P	PPER	1|Sg|_|Nom	18	subj	8	8
20	allein	allein	A	ADV	_	21	adv	_	_
21	betteln	betteln	V	VVINF	_	22	obji	_	_
22	gehen	gehen	V	VVINF	_	18	aux	_	_
23	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	Nun	nun	A	ADV	_	4	adv	_	_
4	komm	komm	A	ADJD	_	5	adv	_	_
5	nur	nur	A	ADV	_	0	root	_	_
6	mit	mit	P	PTKVZ	_	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	'	'	$	$(	_	0	root	_	_
9	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
10	der	die	A	ART	Def|Masc|Nom|Sg	12	det	6	6
11	heilige	heilig	A	ADJA	Pos|Masc|Nom|Sg|Wk|	12	attr	6	6
12	Petrus	Petrus	N	NN	Masc|Nom|Sg	9	subj	6	6
13	,	,	$	$,	_	0	root	_	_
14	'	'	$	$(	_	0	root	_	_
15	wenn	wenn	K	KOUS	_	18	konj	_	_
16	ich	ich	P	PPER	1|Sg|_|Nom	18	subj	8	8
17	was	was	P	PIS	_	18	obja	_	_
18	verdiene	verdienen	V	VVFIN	1|Sg|Pres|_	20	neb	_	_
19	,	,	$	$,	_	0	root	_	_
20	sollst	sollen	V	VMFIN	2|Sg|Pres|Ind	9	kon	_	_
21	du	du	P	PPER	2|Sg|_|Nom	20	subj	9	9
22	die	die	A	ART	Def|Fem|_|Sg	23	det	_	_
23	Hälfte	Hälfte	N	NN	Fem|_|Sg	25	obja	_	_
24	davon	davon	P	PROAV	_	23	pp	_	_
25	haben	haben	V	VAINF	_	20	aux	_	_
26	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	Das	die	P	PDS	Neut|Nom|Sg	4	subj	_	_
4	ist	sein	V	VAFIN	3|Sg|Pres|Ind	10	s	_	_
5	mir	ich	P	PPER	1|Sg|_|Dat	4	objd	8	8
6	wohl	wohl	A	ADV	_	4	adv	_	_
7	recht	recht	A	ADJD	Pos|	4	pred	_	_
8	,	,	$	$,	_	0	root	_	_
9	'	'	$	$(	_	0	root	_	_
10	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
11	der	die	A	ART	Def|Masc|Nom|Sg	12	det	1	1
12	Bruder	Bruder	N	NN	Masc|Nom|Sg	10	subj	1	1
13	Lustig	Lustig	N	NE	Masc|Nom|Sg	12	app	1	1
14	.	.	$	$.	_	0	root	_	_

1	Also	also	A	ADV	_	2	adv	_	_
2	zogen	ziehen	V	VVFIN	3|Pl|Past|Ind	0	root	_	_
3	sie	sie	P	PPER	3|Pl|_|Nom	2	subj	10	10
4	miteinander	miteinander	A	ADV	_	2	adv	_	_
5	fort	fort	P	PTKVZ	_	2	avz	_	_
6	.	.	$	$.	_	0	root	_	_

1	Nun	nun	A	ADV	_	2	adv	_	_
2	kamen	kommen	V	VVFIN	3|Pl|Past|Ind	0	root	_	_
3	sie	sie	P	PPER	3|Pl|_|Nom	2	subj	10	10
4	an	an	P	APPR	Acc	2	objp	_	_
5	ein	eine	A	ART	Indef|Neut|Acc|Sg	6	det	_	_
6	Bauernhaus	Bauernhaus	N	NN	Neut|Acc|Sg	4	pn	_	_
7	und	und	K	KON	_	2	kon	_	_
8	hörten	hören	V	VVFIN	_|Pl|Past|_	7	cj	_	_
9	darin	darin	P	PROAV	_	8	pp	_	_
10	gewaltig	gewaltig	A	ADJD	Pos|	11	adv	_	_
11	jammern	jammern	V	VVINF	_	8	obji	_	_
12	und	und	K	KON	_	11	kon	_	_
13	schreien	schreien	V	VVINF	_	12	cj	_	_
14	,	,	$	$,	_	0	root	_	_
15	da	da	A	ADV	_	16	adv	_	_
16	gingen	gehen	V	VVFIN	3|Pl|Past|_	8	kon	_	_
17	sie	sie	P	PPER	3|Pl|_|Nom	16	subj	10	10
18	hinein	hinein	P	PTKVZ	_	16	avz	_	_
19	,	,	$	$,	_	0	root	_	_
20	so	so	A	ADV	_	21	adv	_	_
21	lag	liegen	V	VVFIN	3|Sg|Past|Ind	16	kon	_	_
22	der	die	A	ART	Def|Masc|Nom|Sg	23	det	53	53
23	Mann	Mann	N	NN	Masc|Nom|Sg	21	subj	53	53
24	darin	darin	P	PROAV	_	21	objp	_	_
25	auf	auf	P	APPR	Acc	28	pp	_	_
26	den	die	A	ART	Def|Masc|Acc|Sg	27	det	_	_
27	Tod	Tod	N	NN	Masc|Acc|Sg	25	pn	_	_
28	krank	krank	A	ADJD	Pos|	21	adv	_	_
29	und	und	K	KON	_	21	kon	_	_
30	war	sein	V	VAFIN	_|Sg|Past|Ind	29	cj	_	_
31	nah	nah	A	ADJD	Pos|	30	pred	_	_
32	am	an	P	APPRART	Dat	30	pp	_	_
33	Verscheiden	Verscheiden	N	NN	Neut|Dat|Sg	32	pn	_	_
34	,	,	$	$,	_	0	root	_	_
35	und	und	K	KON	_	30	kon	_	_
36	die	die	A	ART	Def|Fem|Nom|Sg	37	det	_	_
37	Frau	Frau	N	NN	Fem|Nom|Sg	38	subj	_	_
38	heulte	heulen	V	VVFIN	3|Sg|Past|_	35	cj	_	_
39	und	und	K	KON	_	38	kon	_	_
40	weinte	weinen	V	VVFIN	_|Sg|Past|_	39	cj	_	_
41	ganz	ganz	A	ADV	_	42	adv	_	_
42	laut	laut	A	ADJD	Pos|	40	adv	_	_
43	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Laßt	Laßt	V	VVFIN	_|Sg|_|_	9	s	_	_
3	Euer	eure	A	PPOSAT	Neut|Nom|Sg	4	det	10	10
4	Heulen	Heulen	N	NN	Neut|Nom|Sg	2	subj	_	_
5	und	und	K	KON	_	4	kon	_	_
6	Weinen	Wein	N	NN	Neut|Nom|Sg	5	cj	_	_
7	,	,	$	$,	_	0	root	_	_
8	'	'	$	$(	_	0	root	_	_
9	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
10	der	die	A	ART	Def|Masc|Nom|Sg	12	det	6	6
11	heilige	heilig	A	ADJA	Pos|Masc|Nom|Sg|Wk|	12	attr	6	6
12	Petrus	Petrus	N	NN	Masc|Nom|Sg	9	subj	6	6
13	,	,	$	$,	_	0	root	_	_
14	'	'	$	$(	_	0	root	_	_
15	ich	ich	P	PPER	1|Sg|_|Nom	16	subj	6	6
16	will	wollen	V	VMFIN	1|Sg|Pres|Ind	9	kon	_	_
17	den	die	A	ART	Def|Masc|_|_	18	det	_	_
18	Mann	Mann	N	NN	Masc|_|_	21	obja	_	_
19	wieder	wieder	A	ADV	_	21	adv	_	_
20	gesund	gesund	A	ADJD	Pos|	21	pred	_	_
21	machen	machen	V	VVINF	_	16	aux	_	_
22	,	,	$	$,	_	0	root	_	_
23	'	'	$	$(	_	0	root	_	_
24	nahm	nehmen	V	VVFIN	3|Sg|Past|Ind	16	kon	_	_
25	eine	eine	A	ART	Indef|Fem|Nom|Sg	26	det	_	_
26	Salbe	Salbe	N	NN	Fem|Nom|Sg	24	subj	_	_
27	aus	aus	P	APPR	Dat	24	pp	_	_
28	der	die	A	ART	Def|Fem|Dat|Sg	29	det	_	_
29	Tasche	Tasche	N	NN	Fem|Dat|Sg	27	pn	_	_
30	und	und	K	KON	_	24	kon	_	_
31	heilte	heilen	V	VVFIN	_|Sg|Past|_	30	cj	_	_
32	den	die	A	ART	Def|_|_|_	33	det	_	_
33	Kranken	Kranke	N	NN	_|_|_	31	obja	_	_
34	augenblicklich	augenblicklich	A	ADJD	Pos|	31	adv	_	_
35	,	,	$	$,	_	0	root	_	_
36	so	so	A	ADV	_	37	konj	_	_
37	daß	daß	K	KOUS	_	40	konj	_	_
38	er	er	P	PPER	3|Sg|Masc|Nom	40	subj	6	6
39	aufstehen	aufstehen	V	VVINF	_	40	aux	_	_
40	konnte	können	V	VMFIN	3|Sg|Past|Ind	31	neb	_	_
41	und	und	K	KON	_	40	kon	_	_
42	ganz	ganz	A	ADV	_	43	adv	_	_
43	gesund	gesund	A	ADJD	Pos|	44	pred	_	_
44	war	sein	V	VAFIN	_|Sg|Past|Ind	41	cj	_	_
45	.	.	$	$.	_	0	root	_	_

1	Sprachen	Sprache	N	NN	Masc|_|_	0	root	_	_
2	Mann	Mann	N	NN	Masc|_|_	1	app	_	_
3	und	und	K	KON	_	2	kon	_	_
4	Frau	Frau	N	NN	Fem|_|Sg	3	cj	_	_
5	in	in	P	APPR	Dat	4	pp	_	_
6	großer	groß	A	ADJA	Pos|Fem|Dat|Sg|St|	7	attr	_	_
7	Freude	Freude	N	NN	Fem|Dat|Sg	5	pn	_	_
8	'	'	$	$(	_	0	root	_	_
9	wie	wie	K	KOKOM	_	0	root	_	_
10	können	können	V	VMFIN	1|Pl|Pres|_	0	root	_	_
11	wir	wir	P	PPER	1|Pl|_|Nom	10	subj	11	11
12	Euch	ihr	P	PRF	2|Pl|_	13	obja	_	_
13	lohnen	lohnen	V	VVINF	_	10	aux	_	_
14	?	?	$	$.	_	0	root	_	_

1	was	was	P	PWS	Neut|_|Sg	5	obja	_	_
2	sollen	sollen	V	VMFIN	1|Pl|Pres|_	0	root	_	_
3	wir	wir	P	PPER	1|Pl|_|Nom	2	subj	11	11
4	Euch	ihr	P	PRF	2|Pl|Dat	5	objd	_	_
5	geben	geben	V	VVINF	_	2	aux	_	_
6	?	?	$	$.	_	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	Der	die	A	ART	Def|Masc|Nom|Sg	10	det	12	12
9	heilige	heilig	A	ADJA	Pos|Masc|Nom|Sg|Wk|	10	attr	12	12
10	Petrus	Petrus	N	NN	Masc|Nom|Sg	12	subj	12	12
11	aber	aber	A	ADV	_	10	adv	12	12
12	wollte	wollen	V	VMFIN	3|Sg|Past|_	0	root	_	_
13	nichts	nichts	P	PIS	_	14	obja	_	_
14	nehmen	nehmen	V	VVINF	_	12	aux	_	_
15	,	,	$	$,	_	0	root	_	_
16	und	und	K	KON	_	0	root	_	_
17	je	je	A	ADV	_	18	adv	_	_
18	mehr	mehr	P	PIS	_	16	cj	_	_
19	ihn	er	P	PPER	3|Sg|Masc|Acc	0	root	12	12
20	die	die	A	ART	Def|_|Nom|Pl	21	det	_	_
21	Bauersleute	Bauersleute	N	NN	_|Nom|Pl	22	subj	_	_
22	baten	bitten	V	VVFIN	3|Pl|Past|Ind	0	root	_	_
23	,	,	$	$,	_	0	root	_	_
24	desto	desto	A	ADV	_	25	adv	_	_
25	mehr	mehr	A	ADV	_	26	adv	_	_
26	weigerte	weigern	V	VVFIN	3|Sg|Past|_	22	kon	_	_
27	er	er	P	PPER	3|Sg|Masc|Nom	26	subj	12	12
28	sich	sie	P	PRF	3|_|_	26	obja	_	_
29	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	2	det	1	1
2	Bruder	Bruder	N	NN	Masc|Nom|Sg	5	subj	1	1
3	Lustig	Lustig	N	NE	Masc|Nom|Sg	2	app	1	1
4	aber	aber	A	ADV	_	2	adv	_	_
5	stieß	stoßen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
6	den	die	A	ART	Def|_|_|_	8	det	_	_
7	heiligen	heilig	A	ADJA	Pos|_|_|_|_|	8	attr	_	_
8	Petrus	Petrus	N	NN	_|_|_	5	obja	_	_
9	an	an	P	PTKVZ	_	5	avz	_	_
10	und	und	K	KON	_	5	kon	_	_
11	sagte	sagen	V	VVFIN	_|Sg|Past|_	10	cj	_	_
12	'	'	$	$(	_	0	root	_	_
13	so	so	A	ADV	_	11	adv	_	_
14	nimm	nehmen	V	VVIMP	Sg	0	root	_	_
15	doch	doch	A	ADV	_	14	adv	_	_
16	was	was	P	PIS	_	14	obja	_	_
17	,	,	$	$,	_	0	root	_	_
18	wir	wir	P	PPER	1|Pl|_|Nom	0	root	11	11
19	brauchens	brauchens	A	ADJD	_	20	adv	_	_
20	ja	ja	A	ADV	_	18	adv	_	_
21	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Endlich	endlich	A	ADJD	Pos|	3	adv	_	_
3	brachte	bringen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
4	die	die	A	ART	Def|Fem|Nom|Sg	5	det	_	_
5	Bäuerin	Bäuerin	N	NN	Fem|Nom|Sg	3	subj	_	_
6	ein	eine	A	ART	Indef|Neut|_|Sg	7	det	13	13
7	Lamm	Lamm	N	NN	Neut|_|Sg	3	obja	13	13
8	und	und	K	KON	_	3	kon	_	_
9	sprach	sprechen	V	VVFIN	_|Sg|Past|Ind	8	cj	_	_
10	zu	zu	P	APPR	Dat	9	pp	_	_
11	dem	die	A	ART	Def|_|Dat|Sg	13	det	15	15
12	heiligen	heilig	A	ADJA	Pos|_|Dat|Sg|Wk|	13	attr	15	15
13	Petrus	Petrus	N	NN	_|Dat|Sg	10	pn	15	15
14	,	,	$	$,	_	0	root	_	_
15	das	die	P	PDS	Neut|_|Sg	18	obja	_	_
16	müßte	müssen	V	VMFIN	3|Sg|Past|Subj	9	kon	_	_
17	er	er	P	PPER	3|Sg|Masc|Nom	16	subj	1	1
18	annehmen	annehmen	V	VVINF	_	16	aux	_	_
19	,	,	$	$,	_	0	root	_	_
20	aber	aber	K	KON	_	16	kon	_	_
21	er	er	P	PPER	3|Sg|Masc|Nom	22	subj	1	1
22	wollte	wollen	V	VMFIN	3|Sg|Past|_	20	cj	_	_
23	es	es	P	PPER	3|Sg|Neut|_	22	obja	_	_
24	nicht	nicht	P	PTKNEG	_	22	adv	_	_
25	.	.	$	$.	_	0	root	_	_

1	Da	da	A	ADV	_	2	adv	_	_
2	stieß	stoßen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	ihn	er	P	PPER	3|Sg|Masc|Acc	2	obja	1	1
4	der	die	A	ART	Def|Masc|Nom|Sg	5	det	1	1
5	Bruder	Bruder	N	NN	Masc|Nom|Sg	2	subj	1	1
6	Lustig	Lustig	N	NE	Masc|Nom|Sg	5	app	1	1
7	in	in	P	APPR	Acc	2	objp	_	_
8	die	die	A	ART	Def|Fem|Acc|Sg	9	det	43	43
9	Seite	Seite	N	NN	Fem|Acc|Sg	7	pn	43	43
10	und	und	K	KON	_	2	kon	_	_
11	sprach	sprechen	V	VVFIN	_|Sg|Past|Ind	10	cj	_	_
12	'	'	$	$(	_	0	root	_	_
13	nimms	nimms	N	NE	_	11	obja	_	_
14	doch	doch	A	ADV	_	11	adv	_	_
15	,	,	$	$,	_	0	root	_	_
16	dummer	dumm	A	ADJA	Pos|Masc|_|_|St|	17	attr	_	_
17	Teufel	Teufel	N	NN	Masc|_|_	0	root	_	_
18	,	,	$	$,	_	0	root	_	_
19	wir	wir	P	PPER	1|Pl|_|Nom	0	root	11	11
20	brauchens	brauchens	A	ADJD	_	21	adv	_	_
21	ja	ja	A	ADV	_	19	adv	_	_
22	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Da	da	A	ADV	_	3	adv	_	_
3	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	der	die	A	ART	Def|Masc|Nom|Sg	6	det	6	6
5	heilige	heilig	A	ADJA	Pos|Masc|Nom|Sg|Wk|	6	attr	6	6
6	Petrus	Petrus	N	NN	Masc|Nom|Sg	3	subj	6	6
7	endlich	endlich	A	ADJD	Pos|	3	adv	_	_
8	'	'	$	$(	_	0	root	_	_
9	ja	ja	P	PTKANT	_	0	root	_	_
10	,	,	$	$,	_	0	root	_	_
11	das	die	A	ART	Def|Neut|_|Sg	12	det	13	13
12	Lamm	Lamm	N	NN	Neut|_|Sg	15	obja	13	13
13	will	wollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
14	ich	ich	P	PPER	1|Sg|_|Nom	13	subj	6	6
15	nehmen	nehmen	V	VVINF	_	13	aux	_	_
16	,	,	$	$,	_	0	root	_	_
17	aber	aber	K	KON	_	0	root	_	_
18	ich	ich	P	PPER	1|Sg|_|Nom	0	root	6	6
19	trags	trags	A	ADJD	_	20	adv	_	_
20	nicht	nicht	P	PTKNEG	_	18	adv	_	_
21	:	\:	$	$.	_	0	root	_	_
22	wenn	wenn	K	KOUS	_	24	konj	_	_
23	dus	dus	N	NE	_	24	obja	14	14
24	willst	wollen	V	VMFIN	2|Sg|Pres|Ind	27	neb	_	_
25	,	,	$	$,	_	0	root	_	_
26	so	so	A	ADV	_	27	adv	_	_
27	mußt	müssen	V	VMFIN	2|Sg|Pres|Ind	0	root	_	_
28	du	du	P	PPER	2|Sg|_|Nom	27	subj	16	16
29	es	es	P	PPER	3|Sg|Neut|_	30	obja	_	_
30	tragen	tragen	V	VVINF	_	27	aux	_	_
31	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	Das	die	P	PDS	Neut|Nom|Sg	4	subj	_	_
4	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
5	keine	keine	A	PIAT	Fem|_|Sg	6	det	_	_
6	Not	Not	N	NN	Fem|_|Sg	4	obja	_	_
7	,	,	$	$,	_	0	root	_	_
8	'	'	$	$(	_	0	root	_	_
9	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	4	kon	_	_
10	der	die	A	ART	Def|Masc|Nom|Sg	11	det	1	1
11	Bruder	Bruder	N	NN	Masc|Nom|Sg	9	subj	1	1
12	Lustig	Lustig	N	NE	Masc|Nom|Sg	11	app	1	1
13	,	,	$	$,	_	0	root	_	_
14	'	'	$	$(	_	0	root	_	_
15	das	die	P	PDS	Neut|_|Sg	19	obja	_	_
16	will	wollen	V	VMFIN	1|Sg|Pres|Ind	9	kon	_	_
17	ich	ich	P	PPER	1|Sg|_|Nom	16	subj	6	6
18	schon	schon	A	ADV	_	19	adv	_	_
19	tragen	tragen	V	VVINF	_	16	aux	_	_
20	,	,	$	$,	_	0	root	_	_
21	'	'	$	$(	_	0	root	_	_
22	und	und	K	KON	_	0	root	_	_
23	nahms	nahms	T	TRUNC	_	0	root	_	_
24	auf	auf	P	APPR	Acc	0	root	_	_
25	die	die	A	ART	Def|_|Acc|_	26	det	_	_
26	Schulter	Schulter	N	NN	_|Acc|_	24	pn	_	_
27	.	.	$	$.	_	0	root	_	_

1	Nun	nun	A	ADV	_	2	adv	_	_
2	gingen	gehen	V	VVFIN	3|Pl|Past|_	0	root	_	_
3	sie	sie	P	PPER	3|Pl|_|Nom	2	subj	14	14
4	fort	fort	P	PTKVZ	_	2	avz	_	_
5	und	und	K	KON	_	2	kon	_	_
6	kamen	kommen	V	VVFIN	_|Pl|Past|Ind	5	cj	_	_
7	in	in	P	APPR	Acc	6	objp	_	_
8	einen	eine	A	ART	Indef|Masc|Acc|Sg	9	det	_	_
9	Wald	Wald	N	NN	Masc|Acc|Sg	7	pn	_	_
10	,	,	$	$,	_	0	root	_	_
11	da	da	A	ADV	_	12	adv	_	_
12	war	sein	V	VAFIN	3|Sg|Past|Ind	6	kon	_	_
13	das	die	A	ART	Def|Neut|Nom|Sg	14	det	13	13
14	Lamm	Lamm	N	NN	Neut|Nom|Sg	12	subj	13	13
15	dem	die	A	ART	Def|Masc|Dat|Sg	16	det	1	1
16	Bruder	Bruder	N	NN	Masc|Dat|Sg	19	objd	1	1
17	Lustig	Lustig	N	NE	Masc|Dat|Sg	16	app	1	1
18	schwer	schwer	A	ADJD	Pos|	19	pred	_	_
19	geworden	werden	V	VAPP	_	12	aux	_	_
20	,	,	$	$,	_	0	root	_	_
21	er	er	P	PPER	3|Sg|Masc|Nom	23	subj	1	1
22	aber	aber	A	ADV	_	21	adv	_	_
23	war	sein	V	VAFIN	3|Sg|Past|Ind	12	kon	_	_
24	hungrig	hungrig	A	ADJD	Pos|	23	pred	_	_
25	,	,	$	$,	_	0	root	_	_
26	also	also	A	ADV	_	27	adv	_	_
27	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	23	kon	_	_
28	er	er	P	PPER	3|Sg|Masc|Nom	27	subj	1	1
29	zu	zu	P	APPR	Dat	27	pp	_	_
30	dem	die	A	ART	Def|_|Dat|Sg	32	det	15	15
31	heiligen	heilig	A	ADJA	Pos|_|Dat|Sg|Wk|	32	attr	15	15
32	Petrus	Petrus	N	NN	_|Dat|Sg	29	pn	15	15
33	'	'	$	$(	_	0	root	_	_
34	schau	schau	A	ADJD	Pos|	27	adv	_	_
35	,	,	$	$,	_	0	root	_	_
36	da	da	A	ADV	_	37	adv	_	_
37	ist	sein	V	VAFIN	3|Sg|Pres|Ind	27	kon	_	_
38	ein	eine	A	ART	Indef|Masc|Nom|Sg	40	det	_	_
39	schöner	schön	A	ADJA	Pos|Masc|Nom|Sg|St|	40	attr	_	_
40	Platz	Platz	N	NN	Masc|Nom|Sg	37	subj	_	_
41	,	,	$	$,	_	0	root	_	_
42	da	da	A	ADV	_	43	adv	_	_
43	könnten	können	V	VMFIN	1|Pl|Past|Subj	37	kon	_	_
44	wir	wir	P	PPER	1|Pl|_|Nom	43	subj	11	11
45	das	die	A	ART	Def|Neut|_|Sg	46	det	13	13
46	Lamm	Lamm	N	NN	Neut|_|Sg	47	obja	13	13
47	kochen	kochen	V	VVINF	_	43	aux	_	_
48	und	und	K	KON	_	47	kon	_	_
49	verzehren	verzehren	V	VVINF	_	48	cj	_	_
50	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	Mir	ich	P	PPER	1|Sg|_|Dat	0	root	6	6
4	ists	ists	A	ADJD	_	5	adv	_	_
5	recht	recht	A	ADJD	Pos|	0	root	_	_
6	,	,	$	$,	_	0	root	_	_
7	'	'	$	$(	_	0	root	_	_
8	antwortete	antworten	V	VVFIN	3|Sg|Past|_	0	root	_	_
9	der	die	A	ART	Def|Masc|Nom|Sg	11	det	6	6
10	heilige	heilig	A	ADJA	Pos|Masc|Nom|Sg|Wk|	11	attr	6	6
11	Petrus	Petrus	N	NN	Masc|Nom|Sg	8	subj	6	6
12	,	,	$	$,	_	0	root	_	_
13	'	'	$	$(	_	0	root	_	_
14	doch	doch	A	ADV	_	15	adv	_	_
15	kann	können	V	VMFIN	1|Sg|Pres|Ind	8	kon	_	_
16	ich	ich	P	PPER	1|Sg|_|Nom	15	subj	6	6
17	mit	mit	P	APPR	Dat	21	objp	_	_
18	der	die	A	ART	Def|Fem|Dat|Sg	19	det	_	_
19	Kocherei	Kocherei	N	NN	Fem|Dat|Sg	17	pn	_	_
20	nicht	nicht	P	PTKNEG	_	21	adv	_	_
21	umgehen	umgehen	V	VVINF	_	15	aux	_	_
22	:	\:	$	$.	_	0	root	_	_
23	willst	wollen	V	VMFIN	2|Sg|Pres|Ind	28	neb	_	_
24	du	du	P	PPER	2|Sg|_|Nom	23	subj	16	16
25	kochen	kochen	V	VVINF	_	23	aux	_	_
26	,	,	$	$,	_	0	root	_	_
27	so	so	A	ADV	_	28	adv	_	_
28	hast	haben	V	VAFIN	2|Sg|Pres|Ind	0	root	_	_
29	du	du	P	PPER	2|Sg|_|Nom	28	subj	16	16
30	da	da	A	ADV	_	28	adv	_	_
31	einen	eine	A	ART	Indef|Masc|Acc|Sg	32	det	17	17
32	Kessel	Kessel	N	NN	Masc|Acc|Sg	28	obja	17	17
33	,	,	$	$,	_	0	root	_	_
34	ich	ich	P	PPER	1|Sg|_|Nom	35	subj	6	6
35	will	wollen	V	VMFIN	1|Sg|Pres|Ind	28	kon	_	_
36	derweil	derweil	A	ADV	_	35	adv	_	_
37	auf-	auf-	T	TRUNC	_	0	root	_	_
38	und	und	K	KON	_	0	root	_	_
39	abgehen	abgehen	V	VVINF	_	38	cj	_	_
40	,	,	$	$,	_	0	root	_	_
